BIB,GC,GC-Time,Prev,Rnk,Team,Time,\u25bc\u25b2,stage,year
,,+ - 13:08:31,1.0,1,Omega Pharma - Quick-Step,39:27:09 39:27:09,-,5,2014
,,+ - 13:08:31,2.0,2,Tinkoff - Saxo,0:36 0:36,-,5,2014
,,+ - 13:08:31,3.0,3,Lotto Belisol,1:37 1:37,-,5,2014
,,+ - 13:08:31,4.0,4,Team Sky,1:57 1:57,-,5,2014
,,+ - 13:08:31,6.0,5,BMC Racing Team,3:13 3:13,\u25b21,5,2014
,,+ - 13:08:31,5.0,6,Orica GreenEDGE,3:15 3:15,\u25bc1,5,2014
,,+ - 13:08:31,7.0,7,Belkin-Pro Cycling Team,3:36 3:36,-,5,2014
,,+ - 13:08:31,8.0,8,Topsport Vlaanderen - Baloise,5:14 5:14,-,5,2014
,,+ - 13:08:31,10.0,9,Team Katusha,7:51 7:51,\u25b21,5,2014
,,+ - 13:08:31,9.0,10,Team NetApp \u2013 Endura,8:01 8:01,\u25bc1,5,2014
,,+ - 13:08:31,11.0,11,Trek Factory Racing,10:50 10:50,-,5,2014
,,+ - 13:08:31,12.0,12,FDJ.fr,11:49 11:49,-,5,2014
,,+ - 13:08:31,13.0,13,IAM Cycling,13:14 13:14,-,5,2014
,,+ - 13:08:31,14.0,14,Astana Pro Team,19:42 19:42,-,5,2014
,,+ - 13:08:31,15.0,15,Cannondale,22:23 22:23,-,5,2014
,,+ - 13:08:31,16.0,16,AG2R La Mondiale,24:52 24:52,-,5,2014
,,+ - 13:08:31,17.0,17,UnitedHealthcare Pro Cycling Team,25:04 25:04,-,5,2014
,,+ - 13:08:31,18.0,18,Bardiani - CSF Pro Team,49:43 49:43,-,5,2014
,,+ - 13:08:31,19.0,19,Skydive Dubai Pro Cycling Team,58:46 58:46,-,5,2014
,,+ - 15:53:37,1.0,1,Omega Pharma - Quick-Step,47:42:27 47:42:27,-,6,2014
,,+ - 15:53:37,2.0,2,Tinkoff - Saxo,0:36 0:36,-,6,2014
,,+ - 15:53:37,3.0,3,Lotto Belisol,1:37 1:37,-,6,2014
,,+ - 15:53:37,4.0,4,Team Sky,1:57 1:57,-,6,2014
,,+ - 15:53:37,5.0,5,BMC Racing Team,3:13 3:13,-,6,2014
,,+ - 15:53:37,6.0,6,Orica GreenEDGE,3:15 3:15,-,6,2014
,,+ - 15:53:37,7.0,7,Belkin-Pro Cycling Team,3:36 3:36,-,6,2014
,,+ - 15:53:37,8.0,8,Topsport Vlaanderen - Baloise,5:14 5:14,-,6,2014
,,+ - 15:53:37,9.0,9,Team Katusha,7:51 7:51,-,6,2014
,,+ - 15:53:37,10.0,10,Team NetApp \u2013 Endura,8:01 8:01,-,6,2014
,,+ - 15:53:37,11.0,11,Trek Factory Racing,10:50 10:50,-,6,2014
,,+ - 15:53:37,12.0,12,FDJ.fr,11:49 11:49,-,6,2014
,,+ - 15:53:37,13.0,13,IAM Cycling,13:14 13:14,-,6,2014
,,+ - 15:53:37,14.0,14,Astana Pro Team,19:42 19:42,-,6,2014
,,+ - 15:53:37,15.0,15,Cannondale,22:23 22:23,-,6,2014
,,+ - 15:53:37,16.0,16,AG2R La Mondiale,24:52 24:52,-,6,2014
,,+ - 15:53:37,17.0,17,UnitedHealthcare Pro Cycling Team,25:04 25:04,-,6,2014
,,+ - 15:53:37,18.0,18,Bardiani - CSF Pro Team,49:43 49:43,-,6,2014
,,+ - 15:53:37,19.0,19,Skydive Dubai Pro Cycling Team,58:46 58:46,-,6,2014
