Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,UCI.1,stage,year
34.0,,18.0,50.0,+0:49,,Moreno Daniel,54.0,Movistar Team,",, 0:35",,,2,2016
32.0,,5.0,59.0,+0:55,,Nieve Mikel,55.0,Team Sky,0:41 0:41,,,2,2016
35.0,,44.0,55.0,+0:55,,Dumoulin Samuel,56.0,AG2R La Mondiale,",, 0:41",,,2,2016
30.0,,214.0,56.0,+0:55,,Feillu Brice,57.0,Fortuneo - Vital Concept,",, 0:41",,,2,2016
31.0,,175.0,57.0,+0:55,,Jeandesboz Fabrice,58.0,Direct Energie,",, 0:41",,,2,2016
26.0,,149.0,58.0,+0:55,,Zakarin Ilnur,59.0,Team Katusha,",, 0:41",,,2,2016
29.0,,35.0,63.0,+1:02,,Kišerlovski Robert,60.0,Tinkoff,0:48 0:48,,,2,2016
33.0,,31.0,62.0,+1:02,,Contador Alberto,61.0,Tinkoff,",, 0:48",,,2,2016
30.0,,43.0,61.0,+1:02,,Cherel Mickaël,62.0,AG2R La Mondiale,",, 0:48",,,2,2016
35.0,,118.0,65.0,+1:02,,ten Dam Laurens,63.0,Team Giant - Alpecin,",, 0:48",,,2,2016
28.0,,66.0,64.0,+1:02,,Stetina Peter,64.0,Trek - Segafredo,",, 0:48",,,2,2016
33.0,,186.0,60.0,+1:02,,Richeze Maximiliano,65.0,Etixx - Quick Step,",, 0:48",,,2,2016
24.0,,67.0,66.0,+1:11,,Stuyven Jasper,66.0,Trek - Segafredo,0:57 0:57,,,2,2016
37.0,,172.0,68.0,+1:21,,Chavanel Sylvain,67.0,Direct Energie,1:07 1:07,,,2,2016
24.0,,171.0,67.0,+1:21,,Coquard Bryan,68.0,Direct Energie,",, 1:07",,,2,2016
29.0,,217.0,69.0,+1:27,,Périchon Pierre-Luc,69.0,Fortuneo - Vital Concept,1:13 1:13,,,2,2016
26.0,,116.0,70.0,+1:27,,Preidler Georg,70.0,Team Giant - Alpecin,",, 1:13",,,2,2016
30.0,,115.0,71.0,+1:27,,Geschke Simon,71.0,Team Giant - Alpecin,",, 1:13",,,2,2016
29.0,,103.0,73.0,+1:36,,Boasson Hagen Edvald,72.0,Team Dimension Data,1:22 1:22,,,2,2016
22.0,,75.0,72.0,+1:36,,Enger Sondre Holst,73.0,IAM Cycling,",, 1:22",,,2,2016
35.0,,62.0,74.0,+1:42,,Cancellara Fabian,74.0,Trek - Segafredo,1:28 1:28,,,2,2016
27.0,,17.0,115.0,+4:41,,Izagirre Ion,75.0,Movistar Team,1:39 1:39,,,2,2016
25.0,,68.0,76.0,+1:53,,Theuns Edward,76.0,Trek - Segafredo,",, 1:39",,,2,2016
25.0,,78.0,77.0,+1:53,,Naesen Oliver,77.0,IAM Cycling,",, 1:39",,,2,2016
35.0,,202.0,78.0,+1:53,,Albasini Michael,78.0,ORICA-BikeExchange,",, 1:39",,,2,2016
29.0,,127.0,80.0,+1:53,,Roux Anthony,79.0,FDJ,",, 1:39",,,2,2016
22.0,,158.0,79.0,+1:53,,Pibernik Luka,80.0,Lampre - Merida,",, 1:39",,,2,2016
31.0,,91.0,81.0,+1:59,,Porte Richie,81.0,BMC Racing Team,1:45 1:45,,,2,2016
33.0,,48.0,85.0,+1:59,,Pozzovivo Domenico,82.0,AG2R La Mondiale,",, 1:45",,,2,2016
27.0,,57.0,83.0,+1:59,,Vanmarcke Sep,83.0,Team LottoNL-Jumbo,",, 1:45",,,2,2016
28.0,,45.0,84.0,+1:59,,Gastauer Ben,84.0,AG2R La Mondiale,",, 1:45",,,2,2016
28.0,,6.0,103.0,+3:32,,Poels Wout,85.0,Team Sky,",, 1:45",,,2,2016
31.0,,101.0,75.0,+1:49,,Cavendish Mark,86.0,Team Dimension Data,",, 1:45",,,2,2016
30.0,,76.0,82.0,+1:59,,Hollenstein Reto,87.0,IAM Cycling,",, 1:45",,,2,2016
25.0,,178.0,132.0,+6:10,,Tulik Angelo,88.0,Direct Energie,1:51 1:51,,,2,2016
27.0,,106.0,86.0,+2:20,,Janse van Rensburg Reinardt,89.0,Team Dimension Data,2:06 2:06,,,2,2016
28.0,,94.0,87.0,+2:24,,Caruso Damiano,90.0,BMC Racing Team,2:10 2:10,,,2,2016
33.0,,72.0,88.0,+2:38,,Clement Stef,91.0,IAM Cycling,2:24 2:24,,,2,2016
32.0,,24.0,89.0,+2:43,,Grivko Andrey,92.0,Astana Pro Team,2:29 2:29,,,2,2016
28.0,,194.0,125.0,+5:17,,Edet Nicolas,93.0,"Cofidis, Solutions Crédits",2:52 2:52,,,2,2016
31.0,,205.0,98.0,+3:06,,Impey Daryl,94.0,ORICA-BikeExchange,",, 2:52",,,2,2016
27.0,,215.0,97.0,+3:06,,Fonseca Armindo,95.0,Fortuneo - Vital Concept,",, 2:52",,,2,2016
24.0,,39.0,96.0,+3:06,,Valgren Michael,96.0,Tinkoff,",, 2:52",,,2,2016
36.0,,63.0,94.0,+3:06,,Irizar Markel,97.0,Trek - Segafredo,",, 2:52",,,2,2016
32.0,,55.0,95.0,+3:06,,Martens Paul,98.0,Team LottoNL-Jumbo,",, 2:52",,,2,2016
27.0,,19.0,93.0,+3:06,,Oliveira Nelson,99.0,Movistar Team,",, 2:52",,,2,2016
28.0,,16.0,99.0,+3:06,,Izagirre Gorka,100.0,Movistar Team,",, 2:52",,,2,2016
31.0,,82.0,91.0,+3:06,,Breschel Matti,101.0,Cannondale-Drapac Pro Cycling Team,",, 2:52",,,2,2016
31.0,,23.0,114.0,+4:39,,Fuglsang Jakob,102.0,Astana Pro Team,",, 2:52",,,2,2016
35.0,,3.0,100.0,+3:06,,Kiryienka Vasil,103.0,Team Sky,",, 2:52",,,2,2016
31.0,,123.0,126.0,+5:27,,Ladagnous Matthieu,104.0,FDJ,",, 2:52",,,2,2016
36.0,,64.0,92.0,+3:06,,Rast Grégory,105.0,Trek - Segafredo,",, 2:52",,,2,2016
31.0,,168.0,101.0,+3:06,,Roelandts Jürgen,106.0,Lotto Soudal,",, 2:52",,,2,2016
34.0,,122.0,102.0,+3:06,,Bonnet William,107.0,FDJ,",, 2:52",,,2,2016
23.0,,196.0,90.0,+3:06,,Laporte Christophe,108.0,"Cofidis, Solutions Crédits",",, 2:52",,,2,2016
30.0,,139.0,127.0,+5:41,,Voss Paul,109.0,Bora - Argon 18,3:07 3:07,,,2,2016
26.0,,189.0,133.0,+6:30,,Vermote Julien,110.0,Etixx - Quick Step,3:09 3:09,,,2,2016
28.0,,87.0,104.0,+3:33,,Navardauskas Ramūnas,111.0,Cannondale-Drapac Pro Cycling Team,3:19 3:19,,,2,2016
31.0,,86.0,105.0,+3:33,,Langeveld Sebastian,112.0,Cannondale-Drapac Pro Cycling Team,",, 3:19",,,2,2016
38.0,,29.0,106.0,+3:38,,Tiralongo Paolo,113.0,Astana Pro Team,3:24 3:24,,,2,2016
23.0,,188.0,107.0,+3:44,,Vakoč Petr,114.0,Etixx - Quick Step,3:30 3:30,,,2,2016
33.0,,197.0,108.0,+4:01,,Lemoine Cyril,115.0,"Cofidis, Solutions Crédits",3:47 3:47,,,2,2016
38.0,,204.0,109.0,+4:05,,Hayman Mathew,116.0,ORICA-BikeExchange,3:51 3:51,,,2,2016
25.0,,203.0,110.0,+4:05,,Durbridge Luke,117.0,ORICA-BikeExchange,",, 3:51",,,2,2016
26.0,,213.0,129.0,+6:03,,Delaplace Anthony,118.0,Fortuneo - Vital Concept,4:16 4:16,,,2,2016
34.0,,96.0,112.0,+4:30,,Moinard Amaël,119.0,BMC Racing Team,",, 4:16",,,2,2016
29.0,,73.0,113.0,+4:30,,Coppel Jérôme,120.0,IAM Cycling,",, 4:16",,,2,2016
28.0,,199.0,111.0,+4:30,,Soupe Geoffrey,121.0,"Cofidis, Solutions Crédits",",, 4:16",,,2,2016
27.0,,13.0,121.0,+5:00,,Anacona Winner,122.0,Movistar Team,4:46 4:46,,,2,2016
27.0,,54.0,120.0,+5:00,,Lindeman Bert-Jan,123.0,Team LottoNL-Jumbo,",, 4:46",,,2,2016
33.0,,93.0,118.0,+5:00,,Burghardt Marcus,124.0,BMC Racing Team,",, 4:46",,,2,2016
36.0,,112.0,119.0,+5:00,,Curvers Roy,125.0,Team Giant - Alpecin,",, 4:46",,,2,2016
27.0,,193.0,183.0,+8:32,,Cousin Jérôme,126.0,"Cofidis, Solutions Crédits",",, 4:46",,,2,2016
32.0,,153.0,123.0,+5:00,,Bono Matteo,127.0,Lampre - Merida,",, 4:46",,,2,2016
31.0,,185.0,124.0,+5:00,,Martin Tony,128.0,Etixx - Quick Step,",, 4:46",,,2,2016
32.0,,191.0,122.0,+5:00,,Navarro Daniel,129.0,"Cofidis, Solutions Crédits",",, 4:46",,,2,2016
26.0,,164.0,117.0,+5:00,,Debusschere Jens,130.0,Lotto Soudal,",, 4:46",,,2,2016
28.0,,144.0,116.0,+5:00,,Kristoff Alexander,131.0,Team Katusha,",, 4:46",,,2,2016
39.0,,148.0,128.0,+5:59,,Vicioso Ángel,132.0,Team Katusha,5:45 5:45,,,2,2016
26.0,,212.0,130.0,+6:07,,Breen Vegard,133.0,Fortuneo - Vital Concept,5:53 5:53,,,2,2016
29.0,,97.0,131.0,+6:10,,Schär Michael,134.0,BMC Racing Team,5:56 5:56,,,2,2016
32.0,,92.0,187.0,+8:58,,Bookwalter Brent,135.0,BMC Racing Team,",, 5:56",,,2,2016
29.0,,163.0,186.0,+8:47,,De Gendt Thomas,136.0,Lotto Soudal,6:15 6:15,,,2,2016
33.0,,58.0,140.0,+7:05,,Wagner Robert,137.0,Team LottoNL-Jumbo,6:51 6:51,,,2,2016
27.0,,113.0,135.0,+7:05,,Degenkolb John,138.0,Team Giant - Alpecin,",, 6:51",,,2,2016
27.0,,117.0,137.0,+7:05,,Sinkeldam Ramon,139.0,Team Giant - Alpecin,",, 6:51",,,2,2016
31.0,,119.0,136.0,+7:05,,Timmer Albert,140.0,Team Giant - Alpecin,",, 6:51",,,2,2016
31.0,,125.0,149.0,+7:05,,Pineau Cédric,141.0,FDJ,",, 6:51",,,2,2016
33.0,,128.0,152.0,+7:05,,Roy Jérémy,142.0,FDJ,",, 6:51",,,2,2016
24.0,,156.0,184.0,+8:38,,Grmay Tsgabu,143.0,Lampre - Merida,",, 6:51",,,2,2016
29.0,,85.0,144.0,+7:05,,Koren Kristijan,144.0,Cannondale-Drapac Pro Cycling Team,",, 6:51",,,2,2016
31.0,,187.0,142.0,+7:05,,Sabatini Fabio,145.0,Etixx - Quick Step,",, 6:51",,,2,2016
42.0,,38.0,146.0,+7:05,,Tosatto Matteo,146.0,Tinkoff,",, 6:51",,,2,2016
28.0,,181.0,134.0,+6:59,,Kittel Marcel,147.0,Etixx - Quick Step,",, 6:51",,,2,2016
25.0,,143.0,161.0,+7:05,,Haller Marco,148.0,Team Katusha,",, 6:51",,,2,2016
33.0,,183.0,160.0,+7:05,,Keisse Iljo,149.0,Etixx - Quick Step,",, 6:51",,,2,2016
33.0,,108.0,139.0,+7:05,,Renshaw Mark,150.0,Team Dimension Data,",, 6:51",,,2,2016
35.0,,166.0,156.0,+7:05,,Hansen Adam,151.0,Lotto Soudal,",, 6:51",,,2,2016
31.0,,219.0,143.0,+7:05,,Vachon Florian,152.0,Fortuneo - Vital Concept,",, 6:51",,,2,2016
31.0,,218.0,151.0,+7:05,,Sørensen Chris Anker,153.0,Fortuneo - Vital Concept,",, 6:51",,,2,2016
34.0,,59.0,157.0,+7:05,,Wynants Maarten,154.0,Team LottoNL-Jumbo,",, 6:51",,,2,2016
24.0,,216.0,138.0,+7:05,,McLay Daniel,155.0,Fortuneo - Vital Concept,",, 6:51",,,2,2016
23.0,,56.0,194.0,+11:38,,Roosen Timo,156.0,Team LottoNL-Jumbo,",, 6:51",,,2,2016
35.0,,192.0,147.0,+7:05,,Božič Borut,157.0,"Cofidis, Solutions Crédits",",, 6:51",,,2,2016
28.0,,155.0,155.0,+7:05,,Đurasek Kristijan,158.0,Lampre - Merida,",, 6:51",,,2,2016
31.0,,133.0,159.0,+7:05,,Bárta Jan,159.0,Bora - Argon 18,",, 6:51",,,2,2016
24.0,,173.0,145.0,+7:05,,Duchesne Antoine,160.0,Direct Energie,",, 6:51",,,2,2016
35.0,,136.0,154.0,+7:05,,Huzarski Bartosz,161.0,Bora - Argon 18,",, 6:51",,,2,2016
31.0,,34.0,141.0,+7:05,,Gatto Oscar,162.0,Tinkoff,",, 6:51",,,2,2016
26.0,,52.0,158.0,+7:05,,Bennett George,163.0,Team LottoNL-Jumbo,",, 6:51",,,2,2016
37.0,,179.0,162.0,+8:27,,Voeckler Thomas,164.0,Direct Energie,",, 6:51",,,2,2016
31.0,,33.0,150.0,+7:05,,Bodnar Maciej,165.0,Tinkoff,",, 6:51",,,2,2016
31.0,,152.0,153.0,+7:05,,Arashiro Yukiya,166.0,Lampre - Merida,",, 6:51",,,2,2016
26.0,,37.0,188.0,+9:53,,Majka Rafał,167.0,Tinkoff,",, 6:51",,,2,2016
26.0,,206.0,185.0,+8:38,,Juul-Jensen Christopher,168.0,ORICA-BikeExchange,",, 6:51",,,2,2016
35.0,,174.0,148.0,+7:05,,Gène Yohann,169.0,Direct Energie,",, 6:51",,,2,2016
37.0,,74.0,168.0,+8:29,,Elmiger Martin,170.0,IAM Cycling,8:15 8:15,,,2,2016
26.0,,77.0,192.0,+11:17,,Howard Leigh,171.0,IAM Cycling,",, 8:15",,,2,2016
25.0,,176.0,174.0,+8:29,,Petit Adrien,172.0,Direct Energie,",, 8:15",,,2,2016
39.0,,167.0,164.0,+8:29,,Henderson Gregory,173.0,Lotto Soudal,",, 8:15",,,2,2016
26.0,,154.0,167.0,+8:29,,Cimolai Davide,174.0,Lampre - Merida,",, 8:15",,,2,2016
26.0,,95.0,193.0,+11:17,,Dennis Rohan,175.0,BMC Racing Team,",, 8:15",,,2,2016
34.0,,169.0,169.0,+8:29,,Sieberg Marcel,176.0,Lotto Soudal,",, 8:15",,,2,2016
23.0,,47.0,171.0,+8:29,,Gougeard Alexis,177.0,AG2R La Mondiale,",, 8:15",,,2,2016
33.0,,161.0,163.0,+8:29,,Greipel André,178.0,Lotto Soudal,",, 8:15",,,2,2016
24.0,,89.0,190.0,+10:02,,van Baarle Dylan,179.0,Cannondale-Drapac Pro Cycling Team,",, 8:15",,,2,2016
32.0,,138.0,180.0,+8:29,,Schillinger Andreas,180.0,Bora - Argon 18,",, 8:15",,,2,2016
28.0,,142.0,173.0,+8:29,,Guarnieri Jacopo,181.0,Team Katusha,",, 8:15",,,2,2016
36.0,,208.0,191.0,+10:02,,Plaza Rubén,182.0,ORICA-BikeExchange,",, 8:15",,,2,2016
23.0,,53.0,165.0,+8:29,,Groenewegen Dylan,183.0,Team LottoNL-Jumbo,",, 8:15",,,2,2016
32.0,,14.0,166.0,+8:29,,Erviti Imanol,184.0,Movistar Team,",, 8:15",,,2,2016
28.0,,84.0,175.0,+8:29,,Howes Alex,185.0,Cannondale-Drapac Pro Cycling Team,",, 8:15",,,2,2016
27.0,,27.0,170.0,+8:29,,Rosa Diego,186.0,Astana Pro Team,",, 8:15",,,2,2016
23.0,,26.0,178.0,+8:29,,Lutsenko Alexey,187.0,Astana Pro Team,",, 8:15",,,2,2016
25.0,,102.0,176.0,+8:29,,Berhane Natnael,188.0,Team Dimension Data,",, 8:15",,,2,2016
36.0,,162.0,195.0,+13:02,,Bak Lars Ytting,189.0,Lotto Soudal,",, 8:15",,,2,2016
27.0,,109.0,179.0,+8:29,,Teklehaimanot Daniel,190.0,Team Dimension Data,",, 8:15",,,2,2016
35.0,,104.0,177.0,+8:29,,Cummings Steve,191.0,Team Dimension Data,",, 8:15",,,2,2016
29.0,,8.0,172.0,+8:29,,Stannard Ian,192.0,Team Sky,",, 8:15",,,2,2016
26.0,,7.0,182.0,+8:29,,Rowe Luke,193.0,Team Sky,",, 8:15",,,2,2016
35.0,,105.0,181.0,+8:29,,Eisel Bernhard,194.0,Team Dimension Data,",, 8:15",,,2,2016
28.0,,134.0,189.0,+10:01,,Benedetti Cesare,195.0,Bora - Argon 18,9:47 9:47,,,2,2016
27.0,,132.0,196.0,+13:53,,Archbold Shane,196.0,Bora - Argon 18,13:39 13:39,,,2,2016
31.0,,146.0,197.0,+13:53,,Mørkøv Michael,197.0,Team Katusha,",, 13:39",,,2,2016
25.0,,135.0,198.0,+16:37,,Bennett Sam,198.0,Bora - Argon 18,16:23 16:23,,,2,2016
31.0,,101.0,70.0,+1:39,100.0,Cavendish Mark,1.0,Team Dimension Data,5:59:54 5:59:54,20.0,120.0,3,2016
33.0,,161.0,156.0,+8:23,70.0,Greipel André,2.0,Lotto Soudal,",, ,,",10.0,50.0,3,2016
24.0,,171.0,62.0,+1:17,50.0,Coquard Bryan,3.0,Direct Energie,",, ,,",6.0,25.0,3,2016
26.0,,32.0,1.0,+0:00,40.0,Sagan Peter,4.0,Tinkoff,",, ,,",4.0,15.0,3,2016
25.0,,68.0,73.0,+1:53,32.0,Theuns Edward,5.0,Trek - Segafredo,",, ,,",2.0,5.0,3,2016
22.0,,75.0,68.0,+1:36,26.0,Enger Sondre Holst,6.0,IAM Cycling,",, ,,",,,3,2016
28.0,,181.0,129.0,+6:59,22.0,Kittel Marcel,7.0,Etixx - Quick Step,",, ,,",,,3,2016
23.0,,196.0,89.0,+3:06,18.0,Laporte Christophe,8.0,"Cofidis, Solutions Crédits",",, ,,",,,3,2016
24.0,,216.0,131.0,+7:05,14.0,McLay Daniel,9.0,Fortuneo - Vital Concept,",, ,,",,,3,2016
23.0,,53.0,158.0,+8:29,10.0,Groenewegen Dylan,10.0,Team LottoNL-Jumbo,",, ,,",,,3,2016
28.0,,144.0,112.0,+5:00,8.0,Kristoff Alexander,11.0,Team Katusha,",, ,,",,,3,2016
25.0,,207.0,12.0,+0:14,6.0,Matthews Michael,12.0,ORICA-BikeExchange,",, ,,",,,3,2016
27.0,,113.0,130.0,+7:05,4.0,Degenkolb John,13.0,Team Giant - Alpecin,",, ,,",,,3,2016
26.0,,154.0,159.0,+8:29,2.0,Cimolai Davide,14.0,Lampre - Merida,",, ,,",,,3,2016
24.0,,182.0,2.0,+0:08,1.0,Alaphilippe Julian,15.0,Etixx - Quick Step,",, ,,",,,3,2016
28.0,,165.0,8.0,+0:14,,Gallopin Tony,16.0,Lotto Soudal,",, ,,",,,3,2016
24.0,,83.0,35.0,+0:31,,Craddock Lawson,17.0,Cannondale-Drapac Pro Cycling Team,",, ,,",,,3,2016
28.0,,199.0,105.0,+4:30,,Soupe Geoffrey,18.0,"Cofidis, Solutions Crédits",",, ,,",,,3,2016
31.0,,22.0,28.0,+0:25,,Nibali Vincenzo,19.0,Astana Pro Team,",, ,,",,,3,2016
39.0,,167.0,157.0,+8:29,,Henderson Gregory,20.0,Lotto Soudal,",, ,,",,,3,2016
26.0,,164.0,113.0,+5:00,,Debusschere Jens,21.0,Lotto Soudal,",, ,,",,,3,2016
31.0,,1.0,4.0,+0:14,,Froome Chris,22.0,Team Sky,",, ,,",,,3,2016
26.0,,11.0,6.0,+0:14,,Quintana Nairo,23.0,Movistar Team,",, ,,",,,3,2016
32.0,,28.0,33.0,+0:29,,Sánchez Luis León,24.0,Astana Pro Team,",, ,,",,,3,2016
28.0,,142.0,161.0,+8:29,,Guarnieri Jacopo,25.0,Team Katusha,",, ,,",,,3,2016
29.0,,61.0,21.0,+0:14,,Mollema Bauke,26.0,Trek - Segafredo,",, ,,",,,3,2016
31.0,,168.0,93.0,+3:06,,Roelandts Jürgen,27.0,Lotto Soudal,",, ,,",,,3,2016
33.0,,108.0,132.0,+7:05,,Renshaw Mark,28.0,Team Dimension Data,",, ,,",,,3,2016
26.0,,21.0,9.0,+0:14,,Aru Fabio,29.0,Astana Pro Team,",, ,,",,,3,2016
31.0,,34.0,133.0,+7:05,,Gatto Oscar,30.0,Tinkoff,",, ,,",,,3,2016
24.0,,111.0,5.0,+0:14,,Barguil Warren,31.0,Team Giant - Alpecin,",, ,,",,,3,2016
29.0,,184.0,10.0,+0:14,,Martin Dan,32.0,Etixx - Quick Step,",, ,,",,,3,2016
30.0,,36.0,7.0,+0:14,,Kreuziger Roman,33.0,Tinkoff,",, ,,",,,3,2016
23.0,,209.0,18.0,+0:14,,Yates Adam,34.0,ORICA-BikeExchange,",, ,,",,,3,2016
29.0,,81.0,11.0,+0:14,,Rolland Pierre,35.0,Cannondale-Drapac Pro Cycling Team,",, ,,",,,3,2016
36.0,,12.0,3.0,+0:10,,Valverde Alejandro,36.0,Movistar Team,",, ,,",,,3,2016
24.0,,137.0,40.0,+0:31,,Konrad Patrick,37.0,Bora - Argon 18,",, ,,",,,3,2016
24.0,,39.0,91.0,+3:06,,Valgren Michael,38.0,Tinkoff,",, ,,",,,3,2016
29.0,,151.0,19.0,+0:14,,Costa Rui,39.0,Lampre - Merida,",, ,,",,,3,2016
27.0,,19.0,90.0,+3:06,,Oliveira Nelson,40.0,Movistar Team,",, ,,",,,3,2016
30.0,,9.0,45.0,+0:38,,Thomas Geraint,41.0,Team Sky,",, ,,",,,3,2016
27.0,,129.0,24.0,+0:14,,Vichot Arthur,42.0,FDJ,",, ,,",,,3,2016
27.0,,99.0,16.0,+0:14,,van Garderen Tejay,43.0,BMC Racing Team,",, ,,",,,3,2016
25.0,,114.0,13.0,+0:14,,Dumoulin Tom,44.0,Team Giant - Alpecin,",, ,,",,,3,2016
25.0,,51.0,14.0,+0:14,,Kelderman Wilco,45.0,Team LottoNL-Jumbo,",, ,,",,,3,2016
