Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
28,,113,20.0,+0:36,,Landa Mikel,52,Movistar Team,",, ,,",,2,2018
27,,101,40.0,+1:01,,Wellens Tim,53,Lotto Soudal,",, ,,",,2,2018
26,,73,14.0,+0:30,,Konrad Patrick,54,BORA - hansgrohe,",, ,,",,2,2018
38,,12,9.0,+0:28,,Gerrans Simon,55,BMC Racing Team,",, ,,",,2,2018
31,,115,21.0,+0:36,,Amador Andrey,56,Movistar Team,",, ,,",,2,2018
34,,206,57.0,+2:04,,Santaromita Ivan,57,Nippo - Vini Fantini - Europa Ovini,",, ,,",,2,2018
22,,7,30.0,+0:49,,Cras Steff,58,Team Katusha - Alpecin,",, ,,",,2,2018
28,,136,50.0,+1:13,,Slagter Tom-Jelte,59,Team Dimension Data,",, ,,",,2,2018
22,,137,51.0,+1:13,,Davies Scott,60,Team Dimension Data,",, ,,",,2,2018
24,,164,43.0,+1:05,,Henao Sebasti\xe1n,61,Team Sky,",, ,,",,2,2018
32,,32,91.0,+3:18,,Geschke Simon,62,Team Sunweb,0:10 0:10,,2,2018
23,,35,17.0,+0:33,,Andersen S\xf8ren Kragh,63,Team Sunweb,",, 0:10",,2,2018
24,,95,66.0,+2:39,,Le Gac Olivier,64,Groupama - FDJ,0:18 0:18,,2,2018
26,,174,74.0,+2:55,,Polanc Jan,65,UAE-Team Emirates,2:02 2:02,,2,2018
30,,175,110.0,+4:47,,Swift Ben,66,UAE-Team Emirates,",, 2:02",,2,2018
35,,171,121.0,+5:58,,Ferrari Roberto,67,UAE-Team Emirates,",, 2:02",,2,2018
30,,173,75.0,+2:55,,Kristoff Alexander,68,UAE-Team Emirates,",, 2:02",,2,2018
21,,172,76.0,+2:55,,Ganna Filippo,69,UAE-Team Emirates,",, 2:02",,2,2018
33,,145,115.0,+5:25,,Breschel Matti,70,Team EF Education First-Drapac p/b Cannondale,",, 2:02",,2,2018
37,,104,119.0,+5:48,,Hansen Adam,71,Lotto Soudal,",, 2:02",,2,2018
36,,106,117.0,+5:28,,Sieberg Marcel,72,Lotto Soudal,",, 2:02",,2,2018
27,,67,67.0,+2:41,,Pernsteiner Hermann,73,Bahrain Merida Pro Cycling Team,",, 2:02",,2,2018
29,,167,80.0,+3:07,,Rosa Diego,74,Team Sky,",, 2:02",,2,2018
27,,141,81.0,+3:10,,Dombrowski Joe,75,Team EF Education First-Drapac p/b Cannondale,",, 2:02",,2,2018
26,,34,112.0,+5:10,,Arndt Nikias,76,Team Sunweb,",, 2:02",,2,2018
31,,117,65.0,+2:38,,De La Parte V\xedctor,77,Movistar Team,",, 2:02",,2,2018
31,,15,105.0,+3:49,,Schar Michael,78,BMC Racing Team,",, 2:02",,2,2018
29,,96,68.0,+2:50,,Sinkeldam Ramon,79,Groupama - FDJ,",, 2:02",,2,2018
34,,161,108.0,+4:46,,Go\u0142a\u015b Micha\u0142,80,Team Sky,",, 2:02",,2,2018
23,,176,86.0,+3:13,,Troia Oliviero,81,UAE-Team Emirates,",, 2:02",,2,2018
38,,85,120.0,+5:54,,Rast Gregory,82,Trek - Segafredo,",, 2:02",,2,2018
29,,82,78.0,+3:03,,Degenkolb John,83,Trek - Segafredo,",, 2:02",,2,2018
31,,75,109.0,+4:46,,Oss Daniel,84,BORA - hansgrohe,",, 2:02",,2,2018
34,,72,60.0,+2:32,,Burghardt Marcus,85,BORA - hansgrohe,",, 2:02",,2,2018
32,,4,71.0,+2:51,,Hollenstein Reto,86,Team Katusha - Alpecin,",, 2:02",,2,2018
35,,121,61.0,+2:32,,Gilbert Philippe,87,Quick-Step Floors,",, 2:02",,2,2018
27,,37,113.0,+5:10,,Theuns Edward,88,Team Sunweb,",, 2:02",,2,2018
34,,42,82.0,+3:12,,Vandenbergh Stijn,89,AG2R La Mondiale,",, 2:02",,2,2018
35,,124,107.0,+4:26,,Keisse Iljo,90,Quick-Step Floors,",, 2:02",,2,2018
24,,194,93.0,+3:21,,Ourselin Paul,91,Direct Energie,",, 2:02",,2,2018
27,,187,94.0,+3:21,,Warbasse Larry,92,Aqua Blue Sport,",, 2:02",,2,2018
24,,192,95.0,+3:21,,Boudat Thomas,93,Direct Energie,",, 2:02",,2,2018
28,,131,88.0,+3:15,,Vermote Julien,94,Team Dimension Data,",, 2:02",,2,2018
26,,91,69.0,+2:50,,D\xe9mare Arnaud,95,Groupama - FDJ,",, 2:02",,2,2018
36,,94,90.0,+3:17,,Vaugrenard Benoit,96,Groupama - FDJ,",, 2:02",,2,2018
29,,133,89.0,+3:15,,Janse van Rensburg Reinardt,97,Team Dimension Data,",, 2:02",,2,2018
28,,92,70.0,+2:50,,Cimolai Davide,98,Groupama - FDJ,",, 2:02",,2,2018
28,,64,73.0,+2:54,,Colbrelli Sonny,99,Bahrain Merida Pro Cycling Team,",, 2:02",,2,2018
28,,23,64.0,+2:34,,Juul-Jensen Christopher,100,Mitchelton-Scott,",, 2:02",,2,2018
33,,53,99.0,+3:23,,Gatto Oscar,101,Astana Pro Team,",, 2:02",,2,2018
25,,132,92.0,+3:20,,Dougall Nick,102,Team Dimension Data,",, 2:02",,2,2018
30,,196,96.0,+3:21,,Sicard Romain,103,Direct Energie,",, 2:02",,2,2018
32,,54,118.0,+5:34,,Gruzdev Dmitriy,104,Astana Pro Team,",, 2:02",,2,2018
24,,44,83.0,+3:12,,Peters Nans,105,AG2R La Mondiale,",, 2:02",,2,2018
33,,77,62.0,+2:32,,Bodnar Maciej,106,BORA - hansgrohe,",, 2:02",,2,2018
30,,45,84.0,+3:12,,Gastauer Ben,107,AG2R La Mondiale,",, 2:02",,2,2018
26,,86,79.0,+3:03,,Bernard Julien,108,Trek - Segafredo,",, 2:02",,2,2018
37,,112,102.0,+3:28,,Bennati Daniele,109,Movistar Team,",, 2:02",,2,2018
23,,193,111.0,+5:09,,Grellier Fabien,110,Direct Energie,",, 2:02",,2,2018
25,,6,72.0,+2:51,,Smit Willie,111,Team Katusha - Alpecin,",, 2:02",,2,2018
25,,56,100.0,+3:23,,Cort Nielsen Magnus,112,Astana Pro Team,",, 2:02",,2,2018
27,,5,87.0,+3:13,,Lammertink Maurits,113,Team Katusha - Alpecin,",, 2:02",,2,2018
31,,165,85.0,+3:12,,Stannard Ian,114,Team Sky,",, 2:02",,2,2018
32,,154,77.0,+2:58,,Leezer Tom,115,Team LottoNL-Jumbo,",, 2:02",,2,2018
28,,155,114.0,+5:22,,Lindeman Bert-Jan,116,Team LottoNL-Jumbo,",, 2:02",,2,2018
31,,197,97.0,+3:21,,Taaram\xe4e Rein,117,Direct Energie,",, 2:02",,2,2018
27,,182,98.0,+3:21,,Christian Mark,118,Aqua Blue Sport,",, 2:02",,2,2018
24,,186,101.0,+3:27,,Pearson Daniel,119,Aqua Blue Sport,",, 2:02",,2,2018
29,,205,106.0,+4:06,,Ito Masakazu,120,Nippo - Vini Fantini - Europa Ovini,",, 2:02",,2,2018
26,,142,116.0,+5:25,,Brown Nathan,121,Team EF Education First-Drapac p/b Cannondale,",, 2:02",,2,2018
25,,202,130.0,+10:22,,Grosu Eduard Michael,122,Nippo - Vini Fantini - Europa Ovini,7:27 7:27,,2,2018
27,,146,125.0,+8:35,,Phinney Taylor,123,Team EF Education First-Drapac p/b Cannondale,",, 7:27",,2,2018
29,,76,123.0,+8:29,,Sagan Juraj,124,BORA - hansgrohe,",, 7:27",,2,2018
36,,201,131.0,+10:22,,Cunego Damiano,125,Nippo - Vini Fantini - Europa Ovini,",, 7:27",,2,2018
22,,166,124.0,+8:32,,Halvorsen Kristoffer,126,Team Sky,",, 7:27",,2,2018
30,,22,122.0,+7:59,,Meyer Cameron,127,Mitchelton-Scott,",, 7:27",,2,2018
35,,135,126.0,+8:40,,Anton Igor,128,Team Dimension Data,",, 7:27",,2,2018
29,,203,129.0,+10:10,,Hatsuyama Sho,129,Nippo - Vini Fantini - Europa Ovini,",, 7:27",,2,2018
22,,207,128.0,+9:29,,Zaccanti Filippo,130,Nippo - Vini Fantini - Europa Ovini,",, 7:27",,2,2018
34,,195,133.0,+10:30,,Quemeneur Perrig,131,Direct Energie,",, 7:27",,2,2018
35,,102,127.0,+8:40,,Greipel Andr\xe9,132,Lotto Soudal,",, 7:27",,2,2018
35,,84,132.0,+10:23,,de Kort Koen,133,Trek - Segafredo,",, 7:27",,2,2018
37,,21,134.0,+10:33,,Albasini Michael,134,Mitchelton-Scott,10:01 10:01,,2,2018
33,,204,141.0,+12:05,,Marangoni Alan,135,Nippo - Vini Fantini - Europa Ovini,",, 10:01",,2,2018
24,,107,135.0,+11:02,,de Buyst Jasper,136,Lotto Soudal,",, 10:01",,2,2018
30,,93,139.0,+11:54,,Guarnieri Jacopo,137,Groupama - FDJ,",, 10:01",,2,2018
39,,156,144.0,+13:31,,Tankink Bram,138,Team LottoNL-Jumbo,",, 10:01",,2,2018
27,,184,137.0,+11:22,,Koning Peter,139,Aqua Blue Sport,",, 10:01",,2,2018
29,,123,138.0,+11:45,,Declercq Tim,140,Quick-Step Floors,",, 10:01",,2,2018
30,,181,136.0,+11:20,,Denifl Stefan,141,Aqua Blue Sport,",, 10:01",,2,2018
36,,157,142.0,+12:29,,Wynants Maarten,142,Team LottoNL-Jumbo,",, 10:01",,2,2018
26,,26,143.0,+12:31,,Hepburn Michael,143,Mitchelton-Scott,",, 10:01",,2,2018
25,,185,145.0,+14:30,,Watson Calvin,144,Aqua Blue Sport,",, 10:01",,2,2018
30,,24,147.0,+15:10,,Bewley Sam,145,Mitchelton-Scott,",, 10:01",,2,2018
32,,14,140.0,+12:04,,De Marchi Alessandro,146,BMC Racing Team,",, 10:01",,2,2018
33,,144,146.0,+15:05,,Clarke William,147,Team EF Education First-Drapac p/b Cannondale,13:57 13:57,,2,2018
28,,64,57.0,+2:44,50.0,Colbrelli Sonny,1,Bahrain Merida Pro Cycling Team,4:39:51 4:39:51,60.0,3,2018
23,,122,49.0,+2:12,30.0,Gaviria Fernando,2,Quick-Step Floors,",, ,,",25.0,3,2018
28,,71,5.0,+0:16,18.0,Sagan Peter,3,BORA - hansgrohe,",, ,,",10.0,3,2018
37,,21,114.0,+10:33,13.0,Albasini Michael,4,Mitchelton-Scott,",, ,,",,3,2018
25,,56,65.0,+3:23,10.0,Cort Nielsen Magnus,5,Astana Pro Team,",, ,,",,3,2018
27,,36,6.0,+0:23,7.0,Matthews Michael,6,Team Sunweb,",, ,,",,3,2018
28,,152,25.0,+0:56,4.0,Battaglin Enrico,7,Team LottoNL-Jumbo,",, ,,",,3,2018
26,,87,30.0,+1:01,3.0,Stuyven Jasper,8,Trek - Segafredo,",, ,,",,3,2018
28,,177,24.0,+0:53,2.0,Ulissi Diego,9,UAE-Team Emirates,",, ,,",,3,2018
29,,147,36.0,+1:08,1.0,Vanmarcke Sep,10,Team EF Education First-Drapac p/b Cannondale,",, ,,",,3,2018
21,,172,58.0,+2:55,,Ganna Filippo,11,UAE-Team Emirates,",, ,,",,3,2018
21,,103,29.0,+1:01,,Lambrecht Bjorg,12,Lotto Soudal,",, ,,",,3,2018
33,,16,2.0,+0:03,,Van Avermaet Greg,13,BMC Racing Team,",, ,,",,3,2018
25,,191,43.0,+1:19,,Calmejane Lilian,14,Direct Energie,",, ,,",,3,2018
27,,5,61.0,+3:13,,Lammertink Maurits,15,Team Katusha - Alpecin,",, ,,",,3,2018
26,,174,59.0,+2:55,,Polanc Jan,16,UAE-Team Emirates,",, ,,",,3,2018
24,,74,9.0,+0:30,,M\xfchlberger Gregor,17,BORA - hansgrohe,",, ,,",,3,2018
24,,13,1.0,+0:00,,K\xfcng Stefan,18,BMC Racing Team,",, ,,",,3,2018
23,,35,13.0,+0:33,,Andersen S\xf8ren Kragh,19,Team Sunweb,",, ,,",,3,2018
20,,163,34.0,+1:05,,Sivakov Pavel,20,Team Sky,",, ,,",,3,2018
33,,11,3.0,+0:03,,Porte Richie,21,BMC Racing Team,",, ,,",,3,2018
31,,81,31.0,+1:01,,Mollema Bauke,22,Trek - Segafredo,",, ,,",,3,2018
24,,25,12.0,+0:32,,Haig Jack,23,Mitchelton-Scott,",, ,,",,3,2018
30,,46,39.0,+1:10,,Gautier Cyril,24,AG2R La Mondiale,",, ,,",,3,2018
27,,31,7.0,+0:23,,Kelderman Wilco,25,Team Sunweb,",, ,,",,3,2018
22,,33,8.0,+0:23,,Oomen Sam,26,Team Sunweb,",, ,,",,3,2018
33,,116,23.0,+0:52,,Rojas Jos\xe9 Joaqu\xedn,27,Movistar Team,",, ,,",,3,2018
35,,105,32.0,+1:01,,Monfort Maxime,28,Lotto Soudal,",, ,,",,3,2018
31,,41,38.0,+1:10,,Frank Mathias,29,AG2R La Mondiale,",, ,,",,3,2018
29,,97,20.0,+0:48,,Vichot Arthur,30,Groupama - FDJ,",, ,,",,3,2018
30,,63,53.0,+2:34,,Izagirre Gorka,31,Bahrain Merida Pro Cycling Team,",, ,,",,3,2018
29,,61,19.0,+0:39,,Izagirre Ion,32,Bahrain Merida Pro Cycling Team,",, ,,",,3,2018
24,,134,42.0,+1:13,,Kudus Merhawi,33,Team Dimension Data,",, ,,",,3,2018
36,,62,17.0,+0:39,,Gasparotto Enrico,34,Bahrain Merida Pro Cycling Team,",, ,,",,3,2018
23,,143,37.0,+1:08,,Carthy Hugh,35,Team EF Education First-Drapac p/b Cannondale,",, ,,",,3,2018
27,,43,46.0,+1:23,,Dillier Silvan,36,AG2R La Mondiale,",, ,,",,3,2018
31,,151,26.0,+0:56,,Kruijswijk Steven,37,Team LottoNL-Jumbo,",, ,,",,3,2018
31,,1,21.0,+0:49,,Spilak Simon,38,Team Katusha - Alpecin,",, ,,",,3,2018
31,,115,15.0,+0:36,,Amador Andrey,39,Movistar Team,",, ,,",,3,2018
33,,51,45.0,+1:21,,Fuglsang Jakob,40,Astana Pro Team,",, ,,",,3,2018
22,,7,22.0,+0:49,,Cras Steff,41,Team Katusha - Alpecin,",, ,,",,3,2018
35,,121,52.0,+2:32,,Gilbert Philippe,42,Quick-Step Floors,",, ,,",,3,2018
27,,55,68.0,+3:32,,Hansen Jesper,43,Astana Pro Team,",, ,,",,3,2018
29,,17,4.0,+0:03,,van Garderen Tejay,44,BMC Racing Team,",, ,,",,3,2018
28,,113,16.0,+0:36,,Landa Mikel,45,Movistar Team,",, ,,",,3,2018
27,,101,33.0,+1:01,,Wellens Tim,46,Lotto Soudal,",, ,,",,3,2018
24,,164,35.0,+1:05,,Henao Sebasti\xe1n,47,Team Sky,",, ,,",,3,2018
21,,66,18.0,+0:39,,Padun Mark,48,Bahrain Merida Pro Cycling Team,",, ,,",,3,2018
32,,32,62.0,+3:18,,Geschke Simon,49,Team Sunweb,",, ,,",,3,2018
28,,111,14.0,+0:36,,Quintana Nairo,50,Movistar Team,",, ,,",,3,2018
31,,57,44.0,+1:21,,Kangert Tanel,51,Astana Pro Team,",, ,,",,3,2018
26,,73,11.0,+0:30,,Konrad Patrick,52,BORA - hansgrohe,",, ,,",,3,2018
26,,47,40.0,+1:10,,Bidard Fran\xe7ois,53,AG2R La Mondiale,",, ,,",,3,2018
23,,126,10.0,+0:30,,Mas Enric,54,Quick-Step Floors,",, ,,",,3,2018
24,,153,27.0,+0:56,,Bouwman Koen,55,Team LottoNL-Jumbo,",, ,,",,3,2018
31,,75,80.0,+4:56,,Oss Daniel,56,BORA - hansgrohe,0:10 0:10,,3,2018
29,,3,41.0,+1:12,,Haas Nathan,57,Team Katusha - Alpecin,0:27 0:27,,3,2018
27,,187,72.0,+3:48,,Warbasse Larry,58,Aqua Blue Sport,",, 0:27",,3,2018
27,,67,60.0,+3:08,,Pernsteiner Hermann,59,Bahrain Merida Pro Cycling Team,",, 0:27",,3,2018
26,,86,67.0,+3:30,,Bernard Julien,60,Trek - Segafredo,",, 0:27",,3,2018
24,,83,54.0,+2:36,,Gogl Michael,61,Trek - Segafredo,",, 0:27",,3,2018
25,,162,47.0,+1:32,,Doull Owain,62,Team Sky,",, 0:27",,3,2018
30,,45,70.0,+3:39,,Gastauer Ben,63,AG2R La Mondiale,",, 0:27",,3,2018
28,,136,48.0,+1:40,,Slagter Tom-Jelte,64,Team Dimension Data,",, 0:27",,3,2018
30,,173,64.0,+3:22,,Kristoff Alexander,65,UAE-Team Emirates,",, 0:27",,3,2018
35,,127,28.0,+0:57,,Richeze Ariel Maximiliano,66,Quick-Step Floors,",, 0:27",,3,2018
21,,183,50.0,+2:14,,Dunbar Edward,67,Aqua Blue Sport,0:55 0:55,,3,2018
34,,206,63.0,+3:18,,Santaromita Ivan,68,Nippo - Vini Fantini - Europa Ovini,1:14 1:14,,3,2018
34,,161,89.0,+6:00,,Go\u0142a\u015b Micha\u0142,69,Team Sky,",, 1:14",,3,2018
26,,34,98.0,+6:43,,Arndt Nikias,70,Team Sunweb,1:33 1:33,,3,2018
25,,6,75.0,+4:24,,Smit Willie,71,Team Katusha - Alpecin,",, 1:33",,3,2018
24,,95,73.0,+4:12,,Le Gac Olivier,72,Groupama - FDJ,",, 1:33",,3,2018
29,,2,51.0,+2:22,,Gon\xe7alves Jos\xe9,73,Team Katusha - Alpecin,",, 1:33",,3,2018
24,,192,79.0,+4:54,,Boudat Thomas,74,Direct Energie,",, 1:33",,3,2018
28,,92,74.0,+4:23,,Cimolai Davide,75,Groupama - FDJ,",, 1:33",,3,2018
24,,44,78.0,+4:45,,Peters Nans,76,AG2R La Mondiale,",, 1:33",,3,2018
34,,42,82.0,+5:19,,Vandenbergh Stijn,77,AG2R La Mondiale,2:07 2:07,,3,2018
28,,131,83.0,+5:22,,Vermote Julien,78,Team Dimension Data,",, 2:07",,3,2018
38,,85,102.0,+8:01,,Rast Gregory,79,Trek - Segafredo,",, 2:07",,3,2018
34,,72,77.0,+4:39,,Burghardt Marcus,80,BORA - hansgrohe,",, 2:07",,3,2018
32,,27,55.0,+2:39,,Kreuziger Roman,81,Mitchelton-Scott,",, 2:07",,3,2018
36,,201,125.0,+12:29,,Cunego Damiano,82,Nippo - Vini Fantini - Europa Ovini,",, 2:07",,3,2018
29,,114,56.0,+2:43,,Oliveira Nelson,83,Movistar Team,",, 2:07",,3,2018
30,,196,85.0,+5:28,,Sicard Romain,84,Direct Energie,",, 2:07",,3,2018
27,,141,81.0,+5:17,,Dombrowski Joe,85,Team EF Education First-Drapac p/b Cannondale,",, 2:07",,3,2018
35,,84,126.0,+12:34,,de Kort Koen,86,Trek - Segafredo,2:11 2:11,,3,2018
27,,52,87.0,+5:43,,Fraile Omar,87,Astana Pro Team,",, 2:11",,3,2018
22,,137,66.0,+3:24,,Davies Scott,88,Team Dimension Data,",, 2:11",,3,2018
29,,133,84.0,+5:26,,Janse van Rensburg Reinardt,89,Team Dimension Data,",, 2:11",,3,2018
24,,194,96.0,+6:31,,Ourselin Paul,90,Direct Energie,3:10 3:10,,3,2018
29,,167,93.0,+6:17,,Rosa Diego,91,Team Sky,",, 3:10",,3,2018
32,,4,90.0,+6:01,,Hollenstein Reto,92,Team Katusha - Alpecin,",, 3:10",,3,2018
31,,165,94.0,+6:22,,Stannard Ian,93,Team Sky,",, 3:10",,3,2018
35,,102,122.0,+11:50,,Greipel Andr\xe9,94,Lotto Soudal,",, 3:10",,3,2018
22,,166,121.0,+11:42,,Halvorsen Kristoffer,95,Team Sky,",, 3:10",,3,2018
39,,156,138.0,+16:41,,Tankink Bram,96,Team LottoNL-Jumbo,",, 3:10",,3,2018
31,,117,88.0,+5:48,,De La Parte V\xedctor,97,Movistar Team,",, 3:10",,3,2018
27,,37,103.0,+8:20,,Theuns Edward,98,Team Sunweb,",, 3:10",,3,2018
29,,123,132.0,+14:55,,Declercq Tim,99,Quick-Step Floors,",, 3:10",,3,2018
27,,125,71.0,+3:40,,Lampaert Yves,100,Quick-Step Floors,",, 3:10",,3,2018
36,,157,135.0,+15:39,,Wynants Maarten,101,Team LottoNL-Jumbo,",, 3:10",,3,2018
24,,107,129.0,+14:12,,de Buyst Jasper,102,Lotto Soudal,",, 3:10",,3,2018
38,,12,69.0,+3:38,,Gerrans Simon,103,BMC Racing Team,",, 3:10",,3,2018
30,,24,143.0,+18:20,,Bewley Sam,104,Mitchelton-Scott,",, 3:10",,3,2018
26,,26,136.0,+15:41,,Hepburn Michael,105,Mitchelton-Scott,",, 3:10",,3,2018
32,,54,108.0,+8:44,,Gruzdev Dmitriy,106,Astana Pro Team,",, 3:10",,3,2018
28,,155,105.0,+8:32,,Lindeman Bert-Jan,107,Team LottoNL-Jumbo,",, 3:10",,3,2018
34,,195,127.0,+13:40,,Quemeneur Perrig,108,Direct Energie,",, 3:10",,3,2018
31,,197,97.0,+6:31,,Taaram\xe4e Rein,109,Direct Energie,",, 3:10",,3,2018
32,,154,91.0,+6:08,,Leezer Tom,110,Team LottoNL-Jumbo,",, 3:10",,3,2018
29,,82,92.0,+6:13,,Degenkolb John,111,Trek - Segafredo,",, 3:10",,3,2018
36,,94,95.0,+6:27,,Vaugrenard Benoit,112,Groupama - FDJ,",, 3:10",,3,2018
28,,23,86.0,+5:42,,Juul-Jensen Christopher,113,Mitchelton-Scott,",, 3:10",,3,2018
35,,124,104.0,+8:22,,Keisse Iljo,114,Quick-Step Floors,3:56 3:56,,3,2018
33,,145,110.0,+9:21,,Breschel Matti,115,Team EF Education First-Drapac p/b Cannondale,",, 3:56",,3,2018
29,,76,124.0,+12:25,,Sagan Juraj,116,BORA - hansgrohe,",, 3:56",,3,2018
25,,132,99.0,+7:16,,Dougall Nick,117,Team Dimension Data,",, 3:56",,3,2018
31,,65,76.0,+4:35,,Koren Kristijan,118,Bahrain Merida Pro Cycling Team,",, 3:56",,3,2018
37,,112,101.0,+7:24,,Bennati Daniele,119,Movistar Team,",, 3:56",,3,2018
33,,53,100.0,+7:19,,Gatto Oscar,120,Astana Pro Team,",, 3:56",,3,2018
27,,182,109.0,+9:12,,Christian Mark,121,Aqua Blue Sport,5:51 5:51,,3,2018
29,,203,137.0,+16:01,,Hatsuyama Sho,122,Nippo - Vini Fantini - Europa Ovini,",, 5:51",,3,2018
29,,205,112.0,+9:57,,Ito Masakazu,123,Nippo - Vini Fantini - Europa Ovini,",, 5:51",,3,2018
27,,184,140.0,+17:13,,Koning Peter,124,Aqua Blue Sport,",, 5:51",,3,2018
36,,106,117.0,+11:19,,Sieberg Marcel,125,Lotto Soudal,",, 5:51",,3,2018
37,,104,119.0,+11:39,,Hansen Adam,126,Lotto Soudal,",, 5:51",,3,2018
