Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
38,,,+0:00,,Armstrong Lance,66,RadioShack,",, ,,",,1,2010
28,,,+0:00,,Barredo Carlos,67*,Quickstep - Innergetic,",, ,,",,1,2010
26,,,+0:00,,Martens Paul,67,Rabobank ProTeam,",, ,,",,1,2010
29,,,+0:00,,Stewart Jackson,68,BMC Racing Team,",, ,,",,1,2010
24,,,+0:00,,Anthony Jesse,69,Kelly Benefit Strategies,",, ,,",,1,2010
24,,,+0:00,,Schleck Andy,70,Saxo Bank,",, ,,",,1,2010
27,,,+0:00,,Lill Darren,71,Fly V Australia Pro Cycling Team,",, ,,",,1,2010
26,,,+0:00,,Santaromita Ivan,72,Liquigas - Doimo,",, ,,",,1,2010
26,,,+0:00,,Kemps Aaron,73,Fly V Australia Pro Cycling Team,",, ,,",,1,2010
30,,,+0:00,,Bellotti Francesco,74,Liquigas - Doimo,",, ,,",,1,2010
31,,,+0:00,,Shirley Neil,75,Kelly Benefit Strategies,",, ,,",,1,2010
38,,,+0:00,,Horner Chris,76,RadioShack,",, ,,",,1,2010
31,,,+0:00,,Zajicek Philip,77,Fly V Australia Pro Cycling Team,",, ,,",,1,2010
22,,,+0:00,,Butler Chris,78,BMC Racing Team,",, ,,",,1,2010
23,,,+0:00,,Stewart Scott,79,Team Type 1,",, ,,",,1,2010
30,,,+0:00,,Bak Lars Ytting,80,Team HTC - Columbia,",, ,,",,1,2010
28,,,+0:00,,Vandborg Brian,81,Liquigas - Doimo,",, ,,",,1,2010
23,,,+0:00,,Peterson Tom,82,Team Garmin - Transitions,",, ,,",,1,2010
28,,,+0:00,,Mach Paul,83,Bissell Pro Cycling,",, ,,",,1,2010
30,,,+0:00,,Lancaster Brett,84,Cervelo Test Team,",, ,,",,1,2010
22,,,+0:00,,Anderson Ryan,85,Kelly Benefit Strategies,",, ,,",,1,2010
29,,,+0:00,,Vennell Jeremy,86,Bissell Pro Cycling,",, ,,",,1,2010
28,,,+0:00,,Hovelijnck Kurt,87,Quickstep - Innergetic,",, ,,",,1,2010
35,,,+0:00,,Da Silva Correira Joao,88,Cervelo Test Team,",, ,,",,1,2010
31,,,+0:00,,Langlois Bruno,89,Spidertech presented by Planet Energy,",, ,,",,1,2010
26,,,+0:00,,Deignan Philip,90,Cervelo Test Team,",, ,,",,1,2010
23,,,+0:00,,Beyer Chad,91,BMC Racing Team,",, ,,",,1,2010
25,,,+0:00,,Langeveld Sebastian,92,Rabobank ProTeam,",, ,,",,1,2010
36,,,+0:00,,Hunt Jeremy,93,Cervelo Test Team,",, ,,",,1,2010
22,,,+0:00,,O Reilly Cody,94,Bissell Pro Cycling,",, ,,",,1,2010
28,,,+0:00,,White Bradley,95,,",, ,,",,1,2010
27,,,+0:00,,Friedman Michael,96,Jelly Belly presented by Kenda,",, ,,",,1,2010
26,,,+0:00,,Megias Javier,97,Team Type 1,",, ,,",,1,2010
25,,,+0:00,,Breschel Matti,98,Saxo Bank,",, ,,",,1,2010
28,,,+0:00,,Wynants Maarten,99,Quickstep - Innergetic,",, ,,",,1,2010
22,,,+0:00,,Holloway Daniel,100,Bissell Pro Cycling,",, ,,",,1,2010
36,,,+0:00,,McCartney Jason,101,RadioShack,",, ,,",,1,2010
20,,,+0:00,,Boily David,102,Spidertech presented by Planet Energy,",, ,,",,1,2010
35,,,+0:00,,Randell Andrew,103,Spidertech presented by Planet Energy,",, ,,",,1,2010
27,,,+0:00,,Morabito Steve,104,BMC Racing Team,",, ,,",,1,2010
32,,,+0:00,,Tjallingii Maarten,105,Rabobank ProTeam,",, ,,",,1,2010
26,,,+0:00,,Pujol Oscar,106,Cervelo Test Team,",, ,,",,1,2010
28,,,+0:00,,Parisien Francois,107,Spidertech presented by Planet Energy,",, ,,",,1,2010
24,,,+0:00,,Boom Lars,108,Rabobank ProTeam,",, ,,",,1,2010
29,,,+0:00,,Cancellara Fabian,109,Saxo Bank,",, ,,",,1,2010
38,,,+0:00,,Voigt Jens,110,Saxo Bank,",, ,,",,1,2010
22,,,+0:00,,Veilleux David,111,Kelly Benefit Strategies,",, ,,",,1,2010
32,,,+0:00,,Zwizanski Scott,112,Kelly Benefit Strategies,",, ,,",,1,2010
32,,,+0:00,,Menzies Karl,113,UnitedHealthcare Presented by Maxxis,",, ,,",,1,2010
25,,,+0:00,,Crane Matthew,114,UnitedHealthcare Presented by Maxxis,",, ,,",,1,2010
36,,,+0:00,,Hincapie George,115,BMC Racing Team,",, ,,",,1,2010
30,,,+0:00,,Muravyev Dmitriy,116,RadioShack,2:38 2:38,,1,2010
27,,,+0:00,,Dickeson William,117,Jelly Belly presented by Kenda,",, 2:38",,1,2010
26,,,+0:00,,Rabou Thomas,118,Team Type 1,",, 2:38",,1,2010
22,,,+0:00,,van Winden Dennis,119,Rabobank ProTeam,",, 2:38",,1,2010
27,,,+0:00,,Rollin Dominique,120,Cervelo Test Team,",, 2:38",,1,2010
29,,,+0:00,,Boonen Tom,121,Quickstep - Innergetic,",, 2:38",,1,2010
32,,,+0:00,,Hulsmans Kevin,122,Quickstep - Innergetic,",, 2:38",,1,2010
33,,,+0:00,,van de Walle Jurgen,123,Quickstep - Innergetic,",, 2:38",,1,2010
36,,,+0:00,,O'Grady Stuart,124,Saxo Bank,",, 2:38",,1,2010
26,,,+0:00,,Haussler Heinrich,125,Cervelo Test Team,",, 2:38",,1,2010
31,,,+0:00,,Pinfold Andrew,126,UnitedHealthcare Presented by Maxxis,",, 2:38",,1,2010
25,,,+0:00,,Chodroff Jonathan,DNF,Jelly Belly presented by Kenda,-4:04:46 -4:04:46,,1,2010
30,,,+0:00,30.0,Lancaster Brett,1,Cervelo Test Team,4:38:48 4:38:48,20.0,2,2010
20,,,+0:00,18.0,Sagan Peter,2,Liquigas - Doimo,",, ,,",14.0,2,2010
24,,,+0:00,12.0,Boom Lars,3,Rabobank ProTeam,",, ,,",8.0,2,2010
28,,,+0:00,7.0,Sutherland Rory,4,UnitedHealthcare Presented by Maxxis,",, ,,",7.0,2,2010
22,,,+0:00,4.0,Steensen Andre,5,Saxo Bank,",, ,,",6.0,2,2010
28,,,+0:00,3.0,Parisien Francois,6,Spidertech presented by Planet Energy,",, ,,",5.0,2,2010
36,,,+0:00,2.0,Leipheimer Levi,7,RadioShack,",, ,,",4.0,2,2010
29,,,+0:00,1.0,Hesjedal Ryder,8,Team Garmin - Transitions,",, ,,",2.0,2,2010
30,,,+0:00,,Bak Lars Ytting,9,Team HTC - Columbia,",, ,,",,2,2010
30,,,+0:00,,Rogers Michael,10,Team HTC - Columbia,",, ,,",,2,2010
30,,,+0:00,,Bellotti Francesco,11,Liquigas - Doimo,",, ,,",,2,2010
32,,,+0:00,,Menzies Karl,12,UnitedHealthcare Presented by Maxxis,",, ,,",,2,2010
32,,,+0:00,,Zwizanski Scott,13,Kelly Benefit Strategies,",, ,,",,2,2010
38,,,+0:00,,Voigt Jens,14,Saxo Bank,",, ,,",,2,2010
38,,,+0:00,,Horner Chris,15,RadioShack,",, ,,",,2,2010
27,,,+0:00,,Morabito Steve,16,BMC Racing Team,",, ,,",,2,2010
26,,,+0:00,,Brajkovi\u010d Janez,17,RadioShack,",, ,,",,2,2010
38,,,+0:00,,Armstrong Lance,18,RadioShack,",, ,,",,2,2010
31,,,+0:00,,Zajicek Philip,19,Fly V Australia Pro Cycling Team,",, ,,",,2,2010
32,,,+0:00,,Danielson Thomas,20,Team Garmin - Transitions,",, ,,",,2,2010
22,,,+0:00,,Stetina Peter,21,Team Garmin - Transitions,",, ,,",,2,2010
26,,,+0:00,,de Maar Marc,22,UnitedHealthcare Presented by Maxxis,",, ,,",,2,2010
31,,,+0:00,,Zabriskie David,23,Team Garmin - Transitions,",, ,,",,2,2010
26,,,+0:00,,Rabou Thomas,24,Team Type 1,",, ,,",,2,2010
28,,,+0:00,,Mach Paul,25,Bissell Pro Cycling,",, ,,",,2,2010
24,,,+0:00,,Schleck Andy,26,Saxo Bank,",, ,,",,2,2010
37,,,+0:00,,Rubiera Jos\xe9 Luis,27,RadioShack,",, ,,",,2,2010
26,,,+0:00,,Kemps Aaron,28,Fly V Australia Pro Cycling Team,1:17 1:17,,2,2010
27,,,+0:00,,Zahner Simon,29,BMC Racing Team,",, 1:17",,2,2010
33,,,+0:00,,van de Walle Jurgen,30,Quickstep - Innergetic,",, 1:17",,2,2010
33,,,+0:00,,Kobzarenko Valery,31,Team Type 1,",, 1:17",,2,2010
20,,,+0:00,,Cimolai Davide,32,Liquigas - Doimo,",, 1:17",,2,2010
27,,,+0:00,,Clement Stef,33,Rabobank ProTeam,",, 1:17",,2,2010
26,,,+0:00,,Sulzberger Bernard,34,Fly V Australia Pro Cycling Team,",, 1:17",,2,2010
23,,,+0:00,,Peterson Tom,35,Team Garmin - Transitions,",, 1:17",,2,2010
36,,,+0:00,,Hincapie George,36,BMC Racing Team,",, 1:17",,2,2010
25,,,+0:00,,Martin Tony,37,Team HTC - Columbia,",, 1:17",,2,2010
30,,,+0:00,,Jones Chris,38,Team Type 1,",, 1:17",,2,2010
23,,,+0:00,,Jenkins Max,39,UnitedHealthcare Presented by Maxxis,",, 1:17",,2,2010
29,,,+0:00,,Vennell Jeremy,40,Bissell Pro Cycling,",, 1:17",,2,2010
26,,,+0:00,,Haussler Heinrich,41,Cervelo Test Team,",, 1:17",,2,2010
22,,,+0:00,,Anderson Ryan,42,Kelly Benefit Strategies,",, 1:17",,2,2010
26,,,+0:00,,Burghardt Marcus,43,BMC Racing Team,",, 1:17",,2,2010
26,,,+0:00,,Euser Lucas,44,Spidertech presented by Planet Energy,",, 1:17",,2,2010
31,,,+0:00,,Day Benjamin,45,Fly V Australia Pro Cycling Team,2:10 2:10,,2,2010
26,,,+0:00,,Routley Will,46,Jelly Belly presented by Kenda,2:47 2:47,,2,2010
25,,,+0:00,,Fuglsang Jakob,47,Saxo Bank,",, 2:47",,2,2010
34,,,+0:00,,Niermann Grischa,48,Rabobank ProTeam,",, 2:47",,2,2010
31,,,+0:00,,Frattini Davide,49,Team Type 1,",, 2:47",,2,2010
28,,,+0:00,,Vandborg Brian,50,Liquigas - Doimo,",, 2:47",,2,2010
30,,,+0:00,,van Ulden Bernard,51,Jelly Belly presented by Kenda,2:52 2:52,,2,2010
29,,,+0:00,,Stewart Jackson,52,BMC Racing Team,7:14 7:14,,2,2010
20,,,+0:00,,Boily David,53,Spidertech presented by Planet Energy,",, 7:14",,2,2010
27,,,+0:00,,Lill Darren,54,Fly V Australia Pro Cycling Team,7:53 7:53,,2,2010
23,,,+0:00,,Reijnen Kiel,55,Jelly Belly presented by Kenda,9:11 9:11,,2,2010
26,,,+0:00,,Deignan Philip,56,Cervelo Test Team,",, 9:11",,2,2010
31,,,+0:00,,Jacques-Maynes Benjamin,57,Bissell Pro Cycling,9:39 9:39,,2,2010
30,,,+0:00,,Popovych Yaroslav,58,RadioShack,9:58 9:58,,2,2010
25,,,+0:00,,Britton Rob,59,Bissell Pro Cycling,10:34 10:34,,2,2010
26,,,+0:00,,Latham Peter,60,Bissell Pro Cycling,",, 10:34",,2,2010
27,,,+0:00,,Friedman Michael,61,Jelly Belly presented by Kenda,",, 10:34",,2,2010
22,,,+0:00,,Butler Chris,62,BMC Racing Team,",, 10:34",,2,2010
25,,,+0:00,,Cozza Steven,63,Team Garmin - Transitions,",, 10:34",,2,2010
32,,,+0:00,,Tjallingii Maarten,64,Rabobank ProTeam,",, 10:34",,2,2010
26,,,+0:00,,Martens Paul,65,Rabobank ProTeam,",, 10:34",,2,2010
29,,,+0:00,,Haedo Juan Jose,66,Saxo Bank,",, 10:34",,2,2010
23,,,+0:00,,Beyer Chad,67,BMC Racing Team,",, 10:34",,2,2010
24,,,+0:00,,Thomson Jay Robert,68,Fly V Australia Pro Cycling Team,",, 10:34",,2,2010
34,,,+0:00,,Baldwin Christopher,69,UnitedHealthcare Presented by Maxxis,",, 10:34",,2,2010
35,,,+0:00,,Randell Andrew,70,Spidertech presented by Planet Energy,",, 10:34",,2,2010
33,,,+0:00,,Mumford Jonathan Reid,71,Kelly Benefit Strategies,12:07 12:07,,2,2010
26,,,+0:00,,Powers Jeremy,72,Jelly Belly presented by Kenda,",, 12:07",,2,2010
28,,,+0:00,,Cantwell Jonathan,73,Fly V Australia Pro Cycling Team,",, 12:07",,2,2010
34,,,+0:00,,Grabsch Bert,74,Team HTC - Columbia,",, 12:07",,2,2010
27,,,+0:00,,Rollin Dominique,75,Cervelo Test Team,15:02 15:02,,2,2010
22,,,+0:00,,Veilleux David,76,Kelly Benefit Strategies,",, 15:02",,2,2010
28,,,+0:00,,White Bradley,77,,",, 15:02",,2,2010
22,,,+0:00,,Kristoff Alexander,78,BMC Racing Team,",, 15:02",,2,2010
32,,,+0:00,,Wilson Matthew,79,Team Garmin - Transitions,",, 15:02",,2,2010
35,,,+0:00,,Candelario Alex,80,Kelly Benefit Strategies,",, 15:02",,2,2010
28,,,+0:00,,Barredo Carlos,81*,Quickstep - Innergetic,",, 15:02",,2,2010
31,,,+0:00,,Dionne Charles,81,Fly V Australia Pro Cycling Team,",, 15:02",,2,2010
28,,,+0:00,,Wynants Maarten,82,Quickstep - Innergetic,",, 15:02",,2,2010
32,,,+0:00,,Hulsmans Kevin,83,Quickstep - Innergetic,",, 15:02",,2,2010
29,,,+0:00,,Cancellara Fabian,84,Saxo Bank,",, 15:02",,2,2010
22,,,+0:00,,van Winden Dennis,85,Rabobank ProTeam,",, 15:02",,2,2010
29,,,+0:00,,Boonen Tom,86,Quickstep - Innergetic,17:20 17:20,,2,2010
33,,,+0:00,,Hunter Robert,87,Team Garmin - Transitions,",, 17:20",,2,2010
22,,,+0:00,,Holloway Daniel,88,Bissell Pro Cycling,",, 17:20",,2,2010
28,,,+0:00,,Hovelijnck Kurt,89,Quickstep - Innergetic,",, 17:20",,2,2010
23,,,+0:00,,Stauff Andreas,90,Quickstep - Innergetic,",, 17:20",,2,2010
29,,,+0:00,,Eisel Bernhard,91,Team HTC - Columbia,",, 17:20",,2,2010
21,,,+0:00,,Viviani Elia,92,Liquigas - Doimo,",, 17:20",,2,2010
36,,,+0:00,,O'Grady Stuart,93,Saxo Bank,",, 17:20",,2,2010
27,,,+0:00,,Renshaw Mark,94,Team HTC - Columbia,",, 17:20",,2,2010
24,,,+0:00,,Cavendish Mark,95,Team HTC - Columbia,",, 17:20",,2,2010
31,,,+0:00,,Shirley Neil,96,Kelly Benefit Strategies,",, 17:20",,2,2010
27,,,+0:00,,Dickeson William,97,Jelly Belly presented by Kenda,",, 17:20",,2,2010
24,,,+0:00,,Anthony Jesse,98,Kelly Benefit Strategies,",, 17:20",,2,2010
28,,,+0:00,,Hanson Ken,99,Team Type 1,",, 17:20",,2,2010
26,,,+0:00,,Bos Theo,100,Cervelo Test Team,",, 17:20",,2,2010
29,,,+0:00,,Chicchi Francesco,101,Liquigas - Doimo,",, 17:20",,2,2010
25,,,+0:00,,Ile\u0161i\u010d Aldo Ino,102,Team Type 1,",, 17:20",,2,2010
35,,,+0:00,,Da Silva Correira Joao,103,Cervelo Test Team,",, 17:20",,2,2010
24,,,+0:00,,Maes Nikolas,104,Quickstep - Innergetic,",, 17:20",,2,2010
30,,,+0:00,,Quinziato Manuel,105,Liquigas - Doimo,",, 17:20",,2,2010
23,,,+0:00,,Stewart Scott,106,Team Type 1,",, 17:20",,2,2010
20,,,+0:00,,Boivin Guillaume,107,Spidertech presented by Planet Energy,",, 17:20",,2,2010
27,,,+0:00,,Gilbert Martin,108,,",, 17:20",,2,2010
21,,,+0:00,,van Garderen Tejay,109,Team HTC - Columbia,",, 17:20",,2,2010
36,,,+0:00,,McCartney Jason,110,RadioShack,",, 17:20",,2,2010
26,,,+0:00,,Santaromita Ivan,111,Liquigas - Doimo,",, 17:20",,2,2010
31,,,+0:00,,Jacques-Maynes Andy,112,Bissell Pro Cycling,",, 17:20",,2,2010
31,,,+0:00,,Langlois Bruno,113,Spidertech presented by Planet Energy,",, 17:20",,2,2010
30,,,+0:00,,Muravyev Dmitriy,114,RadioShack,",, 17:20",,2,2010
36,,,+0:00,,Hunt Jeremy,115,Cervelo Test Team,",, 17:20",,2,2010
25,,,+0:00,,Breschel Matti,116,Saxo Bank,",, 17:20",,2,2010
22,,,+0:00,,O Reilly Cody,117,Bissell Pro Cycling,",, 17:20",,2,2010
25,,,+0:00,,Langeveld Sebastian,118,Rabobank ProTeam,",, 17:20",,2,2010
24,,,+0:00,,Leezer Tom,119,Rabobank ProTeam,",, 17:20",,2,2010
22,,,+0:00,,Boily Eric,120,Spidertech presented by Planet Energy,",, 17:20",,2,2010
25,,,+0:00,,Crane Matthew,121,UnitedHealthcare Presented by Maxxis,",, 17:20",,2,2010
26,,,+0:00,,Pujol Oscar,122,Cervelo Test Team,17:28 17:28,,2,2010
26,,,+0:00,,Megias Javier,123,Team Type 1,17:58 17:58,,2,2010
27,,,+0:00,,Bell Zach,124,Kelly Benefit Strategies,17:20 17:20,,2,2010
31,,,+0:00,,Pinfold Andrew,DNF,UnitedHealthcare Presented by Maxxis,-4:38:48 -4:38:48,,2,2010
24,,,+0:00,,Mazich Sean,NQ,Jelly Belly presented by Kenda,",, -4:38:48",,2,2010
31,,,+0:00,30.0,Zabriskie David,1,Team Garmin - Transitions,4:26:09 4:26:09,20.0,3,2010
30,,,+0:00,18.0,Rogers Michael,2,Team HTC - Columbia,",, ,,",14.0,3,2010
36,,,+0:00,12.0,Leipheimer Levi,3,RadioShack,",, ,,",8.0,3,2010
20,,,+0:00,7.0,Sagan Peter,4,Liquigas - Doimo,0:17 0:17,7.0,3,2010
28,,,+0:00,4.0,Sutherland Rory,5,UnitedHealthcare Presented by Maxxis,",, 0:17",6.0,3,2010
26,,,+0:00,3.0,Haussler Heinrich,6,Cervelo Test Team,",, 0:17",5.0,3,2010
38,,,+0:00,2.0,Voigt Jens,7,Saxo Bank,",, 0:17",4.0,3,2010
38,,,+0:00,1.0,Horner Chris,8,RadioShack,",, 0:17",2.0,3,2010
28,,,+0:00,,Parisien Francois,9,Spidertech presented by Planet Energy,",, 0:17",,3,2010
29,,,+0:00,,Hesjedal Ryder,10,Team Garmin - Transitions,",, 0:17",,3,2010
29,,,+0:00,,Vennell Jeremy,11,Bissell Pro Cycling,",, 0:17",,3,2010
27,,,+0:00,,Morabito Steve,12,BMC Racing Team,",, 0:17",,3,2010
30,,,+0:00,,Bak Lars Ytting,13,Team HTC - Columbia,",, 0:17",,3,2010
38,,,+0:00,,Armstrong Lance,14,RadioShack,",, 0:17",,3,2010
30,,,+0:00,,Jones Chris,15,Team Type 1,",, 0:17",,3,2010
22,,,+0:00,,Stetina Peter,16,Team Garmin - Transitions,",, 0:17",,3,2010
25,,,+0:00,,Martin Tony,17,Team HTC - Columbia,",, 0:17",,3,2010
26,,,+0:00,,de Maar Marc,18,UnitedHealthcare Presented by Maxxis,",, 0:17",,3,2010
26,,,+0:00,,Brajkovi\u010d Janez,19,RadioShack,",, 0:17",,3,2010
25,,,+0:00,,Fuglsang Jakob,20,Saxo Bank,",, 0:17",,3,2010
37,,,+0:00,,Rubiera Jos\xe9 Luis,21,RadioShack,",, 0:17",,3,2010
31,,,+0:00,,Zajicek Philip,22,Fly V Australia Pro Cycling Team,",, 0:17",,3,2010
32,,,+0:00,,Danielson Thomas,23,Team Garmin - Transitions,",, 0:17",,3,2010
30,,,+0:00,,Bellotti Francesco,24,Liquigas - Doimo,",, 0:17",,3,2010
26,,,+0:00,,Euser Lucas,25,Spidertech presented by Planet Energy,",, 0:17",,3,2010
28,,,+0:00,,Vandborg Brian,26,Liquigas - Doimo,0:37 0:37,,3,2010
33,,,+0:00,,Kobzarenko Valery,27,Team Type 1,0:17 0:17,,3,2010
24,,,+0:00,,Boom Lars,28,Rabobank ProTeam,1:41 1:41,,3,2010
20,,,+0:00,,Boily David,29,Spidertech presented by Planet Energy,",, 1:41",,3,2010
33,,,+0:00,,van de Walle Jurgen,30,Quickstep - Innergetic,",, 1:41",,3,2010
26,,,+0:00,,Martens Paul,31,Rabobank ProTeam,",, 1:41",,3,2010
36,,,+0:00,,Hincapie George,32,BMC Racing Team,",, 1:41",,3,2010
34,,,+0:00,,Niermann Grischa,33,Rabobank ProTeam,",, 1:41",,3,2010
34,,,+0:00,,Baldwin Christopher,34,UnitedHealthcare Presented by Maxxis,",, 1:41",,3,2010
28,,,+0:00,,Barredo Carlos,35*,Quickstep - Innergetic,",, 1:41",,3,2010
28,,,+0:00,,Mach Paul,35,Bissell Pro Cycling,",, 1:41",,3,2010
26,,,+0:00,,Pujol Oscar,36,Cervelo Test Team,1:56 1:56,,3,2010
31,,,+0:00,,Jacques-Maynes Benjamin,37,Bissell Pro Cycling,4:36 4:36,,3,2010
25,,,+0:00,,Britton Rob,38,Bissell Pro Cycling,",, 4:36",,3,2010
32,,,+0:00,,Zwizanski Scott,39,Kelly Benefit Strategies,",, 4:36",,3,2010
23,,,+0:00,,Jenkins Max,40,UnitedHealthcare Presented by Maxxis,",, 4:36",,3,2010
23,,,+0:00,,Reijnen Kiel,41,Jelly Belly presented by Kenda,",, 4:36",,3,2010
28,,,+0:00,,Cantwell Jonathan,42,Fly V Australia Pro Cycling Team,",, 4:36",,3,2010
22,,,+0:00,,Butler Chris,43,BMC Racing Team,",, 4:36",,3,2010
23,,,+0:00,,Beyer Chad,44,BMC Racing Team,",, 4:36",,3,2010
24,,,+0:00,,Maes Nikolas,45,Quickstep - Innergetic,4:40 4:40,,3,2010
26,,,+0:00,,Sulzberger Bernard,46,Fly V Australia Pro Cycling Team,",, 4:40",,3,2010
27,,,+0:00,,Clement Stef,47,Rabobank ProTeam,8:13 8:13,,3,2010
