BIB,GC,GC-Time,Prev,Rnk,Team,Time,stage,year,▼▲
,,+ -4:47:51,8.0,8.0,Française des Jeux,0:48 0:48,1,2007,-
,,+ -4:47:51,9.0,9.0,Liquigas,0:52 0:52,1,2007,-
,,+ -4:47:51,11.0,10.0,Quickstep - Innergetic,0:54 0:54,1,2007,▲1
,,+ -4:47:51,12.0,11.0,Crédit Agricole,",, 0:54",1,2007,▲1
,,+ -4:47:51,10.0,12.0,Gerolsteiner,",, 0:54",1,2007,▼2
,,+ -4:47:51,13.0,13.0,Euskaltel - Euskadi,0:57 0:57,1,2007,-
,,+ -4:47:51,15.0,14.0,Predictor - Lotto,1:01 1:01,1,2007,▲1
,,+ -4:47:51,14.0,15.0,Milram,",, 1:01",1,2007,▼1
,,+ -4:47:51,16.0,16.0,Bouygues Telecom,1:03 1:03,1,2007,-
,,+ -4:47:51,17.0,17.0,Lampre-Fondital,1:10 1:10,1,2007,-
,,+ -4:47:51,18.0,18.0,Saunier Duval,",, 1:10",1,2007,-
,,+ -4:47:51,19.0,19.0,Barloworld,1:23 1:23,1,2007,-
,,+ -4:47:51,21.0,20.0,AG2R Prévoyance,1:25 1:25,1,2007,▲1
,,+ -4:47:51,20.0,21.0,Agritubel,",, 1:25",1,2007,▼1
,,+ -8:36:13,1.0,1.0,Astana,25:49:57 25:49:57,2,2007,-
,,+ -8:36:13,2.0,2.0,CSC ProTeam,0:02 0:02,2,2007,-
,,+ -8:36:13,3.0,3.0,Discovery Channel,0:05 0:05,2,2007,-
,,+ -8:36:13,4.0,4.0,Caisse d'Epargne,0:18 0:18,2,2007,-
,,+ -8:36:13,5.0,5.0,"Cofidis, le Crédit par Téléphone",0:20 0:20,2,2007,-
,,+ -8:36:13,6.0,6.0,T-Mobile Team,0:45 0:45,2,2007,-
,,+ -8:36:13,7.0,7.0,Rabobank ProTeam,0:47 0:47,2,2007,-
,,+ -8:36:13,8.0,8.0,Française des Jeux,0:48 0:48,2,2007,-
,,+ -8:36:13,9.0,9.0,Liquigas,0:52 0:52,2,2007,-
,,+ -8:36:13,10.0,10.0,Quickstep - Innergetic,0:54 0:54,2,2007,-
,,+ -8:36:13,11.0,11.0,Crédit Agricole,",, 0:54",2,2007,-
,,+ -8:36:13,12.0,12.0,Gerolsteiner,",, 0:54",2,2007,-
,,+ -8:36:13,13.0,13.0,Euskaltel - Euskadi,0:57 0:57,2,2007,-
,,+ -8:36:13,15.0,14.0,Milram,1:01 1:01,2,2007,▲1
,,+ -8:36:13,14.0,15.0,Predictor - Lotto,",, 1:01",2,2007,▼1
,,+ -8:36:13,16.0,16.0,Bouygues Telecom,1:03 1:03,2,2007,-
,,+ -8:36:13,17.0,17.0,Lampre-Fondital,1:10 1:10,2,2007,-
,,+ -8:36:13,18.0,18.0,Saunier Duval,",, 1:10",2,2007,-
,,+ -8:36:13,19.0,19.0,Barloworld,1:23 1:23,2,2007,-
,,+ -8:36:13,21.0,20.0,Agritubel,1:25 1:25,2,2007,▲1
,,+ -8:36:13,20.0,21.0,AG2R Prévoyance,",, 1:25",2,2007,▼1
,,+ - 15:12:08,1.0,1.0,Astana,45:38:42 45:38:42,3,2007,-
,,+ - 15:12:08,2.0,2.0,CSC ProTeam,0:02 0:02,3,2007,-
,,+ - 15:12:08,3.0,3.0,Discovery Channel,0:05 0:05,3,2007,-
,,+ - 15:12:08,4.0,4.0,Caisse d'Epargne,0:18 0:18,3,2007,-
,,+ - 15:12:08,5.0,5.0,"Cofidis, le Crédit par Téléphone",0:20 0:20,3,2007,-
,,+ - 15:12:08,6.0,6.0,T-Mobile Team,0:45 0:45,3,2007,-
,,+ - 15:12:08,7.0,7.0,Rabobank ProTeam,0:47 0:47,3,2007,-
,,+ - 15:12:08,8.0,8.0,Française des Jeux,0:48 0:48,3,2007,-
,,+ - 15:12:08,9.0,9.0,Liquigas,0:52 0:52,3,2007,-
,,+ - 15:12:08,10.0,10.0,Quickstep - Innergetic,0:54 0:54,3,2007,-
,,+ - 15:12:08,12.0,11.0,Gerolsteiner,",, 0:54",3,2007,▲1
,,+ - 15:12:08,11.0,12.0,Crédit Agricole,",, 0:54",3,2007,▼1
,,+ - 15:12:08,13.0,13.0,Euskaltel - Euskadi,0:57 0:57,3,2007,-
,,+ - 15:12:08,14.0,14.0,Milram,1:01 1:01,3,2007,-
,,+ - 15:12:08,15.0,15.0,Predictor - Lotto,",, 1:01",3,2007,-
,,+ - 15:12:08,16.0,16.0,Bouygues Telecom,1:03 1:03,3,2007,-
,,+ - 15:12:08,17.0,17.0,Lampre-Fondital,1:10 1:10,3,2007,-
,,+ - 15:12:08,18.0,18.0,Saunier Duval,",, 1:10",3,2007,-
,,+ - 15:12:08,19.0,19.0,Barloworld,1:23 1:23,3,2007,-
,,+ - 15:12:08,20.0,20.0,Agritubel,1:25 1:25,3,2007,-
,,+ - 15:12:08,21.0,21.0,AG2R Prévoyance,",, 1:25",3,2007,-
,,+ - 19:49:55,1.0,1.0,Astana,59:32:03 59:32:03,4,2007,-
,,+ - 19:49:55,2.0,2.0,CSC ProTeam,0:02 0:02,4,2007,-
,,+ - 19:49:55,3.0,3.0,Discovery Channel,0:05 0:05,4,2007,-
,,+ - 19:49:55,4.0,4.0,Caisse d'Epargne,0:18 0:18,4,2007,-
,,+ - 19:49:55,5.0,5.0,"Cofidis, le Crédit par Téléphone",0:20 0:20,4,2007,-
,,+ - 19:49:55,6.0,6.0,T-Mobile Team,0:45 0:45,4,2007,-
,,+ - 19:49:55,7.0,7.0,Rabobank ProTeam,0:47 0:47,4,2007,-
,,+ - 19:49:55,8.0,8.0,Française des Jeux,0:48 0:48,4,2007,-
,,+ - 19:49:55,9.0,9.0,Liquigas,0:52 0:52,4,2007,-
,,+ - 19:49:55,10.0,10.0,Quickstep - Innergetic,0:54 0:54,4,2007,-
,,+ - 19:49:55,11.0,11.0,Gerolsteiner,",, 0:54",4,2007,-
,,+ - 19:49:55,12.0,12.0,Crédit Agricole,",, 0:54",4,2007,-
,,+ - 19:49:55,13.0,13.0,Euskaltel - Euskadi,0:57 0:57,4,2007,-
,,+ - 19:49:55,15.0,14.0,Predictor - Lotto,1:01 1:01,4,2007,▲1
,,+ - 19:49:55,14.0,15.0,Milram,",, 1:01",4,2007,▼1
,,+ - 19:49:55,16.0,16.0,Bouygues Telecom,1:03 1:03,4,2007,-
,,+ - 19:49:55,17.0,17.0,Lampre-Fondital,1:10 1:10,4,2007,-
,,+ - 19:49:55,18.0,18.0,Saunier Duval,",, 1:10",4,2007,-
,,+ - 19:49:55,19.0,19.0,Barloworld,1:23 1:23,4,2007,-
,,+ - 19:49:55,20.0,20.0,Agritubel,1:25 1:25,4,2007,-
,,+ - 19:49:55,21.0,21.0,AG2R Prévoyance,",, 1:25",4,2007,-
,,+ - 24:28:56,2.0,1.0,CSC ProTeam,73:29:08 73:29:08,5,2007,▲1
,,+ - 24:28:56,3.0,2.0,Discovery Channel,0:03 0:03,5,2007,▲1
,,+ - 24:28:56,4.0,3.0,Caisse d'Epargne,0:16 0:16,5,2007,▲1
,,+ - 24:28:56,6.0,4.0,T-Mobile Team,0:43 0:43,5,2007,▲2
,,+ - 24:28:56,7.0,5.0,Rabobank ProTeam,0:45 0:45,5,2007,▲2
,,+ - 24:28:56,8.0,6.0,Française des Jeux,0:46 0:46,5,2007,▲2
,,+ - 24:28:56,10.0,7.0,Quickstep - Innergetic,0:52 0:52,5,2007,▲3
,,+ - 24:28:56,11.0,8.0,Gerolsteiner,",, 0:52",5,2007,▲3
,,+ - 24:28:56,12.0,9.0,Crédit Agricole,",, 0:52",5,2007,▲3
,,+ - 24:28:56,13.0,10.0,Euskaltel - Euskadi,0:55 0:55,5,2007,▲3
,,+ - 24:28:56,14.0,11.0,Predictor - Lotto,0:59 0:59,5,2007,▲3
,,+ - 24:28:56,16.0,12.0,Bouygues Telecom,1:01 1:01,5,2007,▲4
,,+ - 24:28:56,17.0,13.0,Lampre-Fondital,1:08 1:08,5,2007,▲4
,,+ - 24:28:56,18.0,14.0,Saunier Duval,",, 1:08",5,2007,▲4
,,+ - 24:28:56,1.0,15.0,Astana,1:18 1:18,5,2007,▼14
,,+ - 24:28:56,21.0,16.0,AG2R Prévoyance,1:23 1:23,5,2007,▲5
,,+ - 24:28:56,5.0,17.0,"Cofidis, le Crédit par Téléphone",2:06 2:06,5,2007,▼12
,,+ - 24:28:56,20.0,18.0,Agritubel,3:33 3:33,5,2007,▲2
,,+ - 24:28:56,15.0,19.0,Milram,3:39 3:39,5,2007,▼4
,,+ - 24:28:56,19.0,20.0,Barloworld,6:18 6:18,5,2007,▼1
,,+ - 24:28:56,9.0,21.0,Liquigas,7:35 7:35,5,2007,▼12
,,+ - 29:49:55,1.0,1.0,CSC ProTeam,89:32:05 89:32:05,6,2007,-
,,+ - 29:49:55,2.0,2.0,Discovery Channel,0:03 0:03,6,2007,-
,,+ - 29:49:55,3.0,3.0,Caisse d'Epargne,0:16 0:16,6,2007,-
,,+ - 29:49:55,4.0,4.0,T-Mobile Team,0:43 0:43,6,2007,-
,,+ - 29:49:55,5.0,5.0,Rabobank ProTeam,0:45 0:45,6,2007,-
,,+ - 29:49:55,6.0,6.0,Française des Jeux,0:46 0:46,6,2007,-
,,+ - 29:49:55,7.0,7.0,Quickstep - Innergetic,0:52 0:52,6,2007,-
,,+ - 29:49:55,8.0,8.0,Gerolsteiner,",, 0:52",6,2007,-
,,+ - 29:49:55,9.0,9.0,Crédit Agricole,",, 0:52",6,2007,-
,,+ - 29:49:55,10.0,10.0,Euskaltel - Euskadi,0:55 0:55,6,2007,-
,,+ - 29:49:55,11.0,11.0,Predictor - Lotto,0:59 0:59,6,2007,-
,,+ - 29:49:55,12.0,12.0,Bouygues Telecom,1:01 1:01,6,2007,-
,,+ - 29:49:55,13.0,13.0,Lampre-Fondital,1:08 1:08,6,2007,-
,,+ - 29:49:55,14.0,14.0,Saunier Duval,",, 1:08",6,2007,-
,,+ - 29:49:55,15.0,15.0,Astana,1:18 1:18,6,2007,-
,,+ - 29:49:55,16.0,16.0,AG2R Prévoyance,1:23 1:23,6,2007,-
,,+ - 29:49:55,17.0,17.0,"Cofidis, le Crédit par Téléphone",2:06 2:06,6,2007,-
,,+ - 29:49:55,18.0,18.0,Agritubel,3:33 3:33,6,2007,-
,,+ - 29:49:55,19.0,19.0,Milram,3:39 3:39,6,2007,-
,,+ - 29:49:55,20.0,20.0,Barloworld,6:18 6:18,6,2007,-
,,+ - 29:49:55,21.0,21.0,Liquigas,7:35 7:35,6,2007,-
,,+ - 34:43:40,4.0,1.0,T-Mobile Team,104:19:43 104:19:43,7,2007,▲3
,,+ - 34:43:40,10.0,2.0,Euskaltel - Euskadi,0:52 0:52,7,2007,▲8
,,+ - 34:43:40,14.0,3.0,Saunier Duval,2:04 2:04,7,2007,▲11
,,+ - 34:43:40,2.0,4.0,Discovery Channel,2:58 2:58,7,2007,▼2
,,+ - 34:43:40,3.0,5.0,Caisse d'Epargne,3:11 3:11,7,2007,▼2
,,+ - 34:43:40,5.0,6.0,Rabobank ProTeam,3:40 3:40,7,2007,▼1
,,+ - 34:43:40,15.0,7.0,Astana,4:13 4:13,7,2007,▲8
,,+ - 34:43:40,8.0,8.0,Gerolsteiner,4:23 4:23,7,2007,-
,,+ - 34:43:40,12.0,9.0,Bouygues Telecom,",, 4:23",7,2007,▲3
,,+ - 34:43:40,16.0,10.0,AG2R Prévoyance,5:24 5:24,7,2007,▲6
,,+ - 34:43:40,9.0,11.0,Crédit Agricole,5:34 5:34,7,2007,▼2
,,+ - 34:43:40,7.0,12.0,Quickstep - Innergetic,5:55 5:55,7,2007,▼5
,,+ - 34:43:40,1.0,13.0,CSC ProTeam,6:21 6:21,7,2007,▼12
,,+ - 34:43:40,11.0,14.0,Predictor - Lotto,7:20 7:20,7,2007,▼3
,,+ - 34:43:40,13.0,15.0,Lampre-Fondital,11:54 11:54,7,2007,▼2
,,+ - 34:43:40,20.0,16.0,Barloworld,14:25 14:25,7,2007,▲4
,,+ - 34:43:40,21.0,17.0,Liquigas,15:16 15:16,7,2007,▲4
,,+ - 34:43:40,17.0,18.0,"Cofidis, le Crédit par Téléphone",16:17 16:17,7,2007,▼1
,,+ - 34:43:40,18.0,19.0,Agritubel,17:59 17:59,7,2007,▼1
,,+ - 34:43:40,6.0,20.0,Française des Jeux,20:27 20:27,7,2007,▼14
,,+ - 34:43:40,19.0,21.0,Milram,38:46 38:46,7,2007,▼2
,,+ - 39:37:42,6.0,1.0,Rabobank ProTeam,119:02:30 119:02:30,8,2007,▲5
,,+ - 39:37:42,5.0,2.0,Caisse d'Epargne,1:18 1:18,8,2007,▲3
,,+ - 39:37:42,7.0,3.0,Astana,2:37 2:37,8,2007,▲4
,,+ - 39:37:42,4.0,4.0,Discovery Channel,4:21 4:21,8,2007,-
,,+ - 39:37:42,2.0,5.0,Euskaltel - Euskadi,5:08 5:08,8,2007,▼3
,,+ - 39:37:42,13.0,6.0,CSC ProTeam,",, 5:08",8,2007,▲7
,,+ - 39:37:42,1.0,7.0,T-Mobile Team,13:54 13:54,8,2007,▼6
,,+ - 39:37:42,3.0,8.0,Saunier Duval,15:08 15:08,8,2007,▼5
,,+ - 39:37:42,10.0,9.0,AG2R Prévoyance,20:47 20:47,8,2007,▲1
,,+ - 39:37:42,14.0,10.0,Predictor - Lotto,22:35 22:35,8,2007,▲4
,,+ - 39:37:42,12.0,11.0,Quickstep - Innergetic,26:48 26:48,8,2007,▲1
,,+ - 39:37:42,11.0,12.0,Crédit Agricole,36:26 36:26,8,2007,▼1
,,+ - 39:37:42,8.0,13.0,Gerolsteiner,38:51 38:51,8,2007,▼5
,,+ - 39:37:42,15.0,14.0,Lampre-Fondital,47:39 47:39,8,2007,▲1
,,+ - 39:37:42,16.0,15.0,Barloworld,48:58 48:58,8,2007,▲1
,,+ - 39:37:42,17.0,16.0,Liquigas,49:06 49:06,8,2007,▲1
,,+ - 39:37:42,9.0,17.0,Bouygues Telecom,54:40 54:40,8,2007,▼8
,,+ - 39:37:42,18.0,18.0,"Cofidis, le Crédit par Téléphone",1:08:06 1:08:06,8,2007,-
,,+ - 39:37:42,21.0,19.0,Milram,1:33:07 1:33:07,8,2007,▲2
,,+ - 39:37:42,19.0,20.0,Agritubel,1:36:19 1:36:19,8,2007,▼1
,,+ - 39:37:42,20.0,21.0,Française des Jeux,1:43:21 1:43:21,8,2007,▼1
,,+ - 49:23:48,4.0,1.0,CSC ProTeam,148:20:49 148:20:49,10,2007,▲3
,,+ - 49:23:48,1.0,2.0,Caisse d'Epargne,5:02 5:02,10,2007,▼1
,,+ - 49:23:48,2.0,3.0,Discovery Channel,",, 5:02",10,2007,▼1
,,+ - 49:23:48,5.0,4.0,Rabobank ProTeam,5:19 5:19,10,2007,▲1
,,+ - 49:23:48,3.0,5.0,Astana,8:04 8:04,10,2007,▼2
,,+ - 49:23:48,6.0,6.0,Euskaltel - Euskadi,13:48 13:48,10,2007,-
,,+ - 49:23:48,7.0,7.0,Saunier Duval,25:32 25:32,10,2007,-
,,+ - 49:23:48,8.0,8.0,AG2R Prévoyance,30:14 30:14,10,2007,-
,,+ - 49:23:48,9.0,9.0,Predictor - Lotto,31:28 31:28,10,2007,-
,,+ - 49:23:48,10.0,10.0,T-Mobile Team,32:32 32:32,10,2007,-
,,+ - 49:23:48,11.0,11.0,Crédit Agricole,41:07 41:07,10,2007,-
,,+ - 49:23:48,12.0,12.0,Quickstep - Innergetic,46:07 46:07,10,2007,-
,,+ - 49:23:48,13.0,13.0,Lampre-Fondital,55:53 55:53,10,2007,-
,,+ - 49:23:48,15.0,14.0,Liquigas,59:11 59:11,10,2007,▲1
,,+ - 49:23:48,14.0,15.0,Gerolsteiner,1:15:48 1:15:48,10,2007,▼1
,,+ - 49:23:48,16.0,16.0,Barloworld,1:19:06 1:19:06,10,2007,-
,,+ - 49:23:48,17.0,17.0,Bouygues Telecom,1:19:28 1:19:28,10,2007,-
,,+ - 49:23:48,18.0,18.0,"Cofidis, le Crédit par Téléphone",1:41:47 1:41:47,10,2007,-
,,+ - 49:23:48,19.0,19.0,Agritubel,2:05:57 2:05:57,10,2007,-
,,+ - 49:23:48,20.0,20.0,Française des Jeux,2:26:06 2:26:06,10,2007,-
,,+ - 49:23:48,21.0,21.0,Milram,2:33:21 2:33:21,10,2007,-
,,+ - 53:11:38,1.0,1.0,CSC ProTeam,159:44:19 159:44:19,11,2007,-
,,+ - 53:11:38,2.0,2.0,Caisse d'Epargne,5:02 5:02,11,2007,-
,,+ - 53:11:38,3.0,3.0,Discovery Channel,",, 5:02",11,2007,-
,,+ - 53:11:38,4.0,4.0,Rabobank ProTeam,5:19 5:19,11,2007,-
,,+ - 53:11:38,5.0,5.0,Astana,8:04 8:04,11,2007,-
,,+ - 53:11:38,6.0,6.0,Euskaltel - Euskadi,17:08 17:08,11,2007,-
,,+ - 53:11:38,7.0,7.0,Saunier Duval,25:32 25:32,11,2007,-
,,+ - 53:11:38,9.0,8.0,Predictor - Lotto,31:28 31:28,11,2007,▲1
,,+ - 53:11:38,10.0,9.0,T-Mobile Team,32:32 32:32,11,2007,▲1
,,+ - 53:11:38,8.0,10.0,AG2R Prévoyance,40:32 40:32,11,2007,▼2
,,+ - 53:11:38,11.0,11.0,Crédit Agricole,41:07 41:07,11,2007,-
,,+ - 53:11:38,12.0,12.0,Quickstep - Innergetic,46:07 46:07,11,2007,-
,,+ - 53:11:38,13.0,13.0,Lampre-Fondital,55:53 55:53,11,2007,-
,,+ - 53:11:38,14.0,14.0,Liquigas,59:11 59:11,11,2007,-
,,+ - 53:11:38,15.0,15.0,Gerolsteiner,1:15:48 1:15:48,11,2007,-
,,+ - 53:11:38,16.0,16.0,Barloworld,1:19:06 1:19:06,11,2007,-
,,+ - 53:11:38,17.0,17.0,Bouygues Telecom,1:19:28 1:19:28,11,2007,-
,,+ - 53:11:38,18.0,18.0,"Cofidis, le Crédit par Téléphone",1:51:47 1:51:47,11,2007,-
,,+ - 53:11:38,19.0,19.0,Agritubel,2:16:06 2:16:06,11,2007,-
,,+ - 53:11:38,20.0,20.0,Française des Jeux,2:32:46 2:32:46,11,2007,-
,,+ - 53:11:38,21.0,21.0,Milram,2:33:21 2:33:21,11,2007,-
,,+ - 57:37:10,1.0,1.0,CSC ProTeam,173:00:55 173:00:55,12,2007,-
,,+ - 57:37:10,2.0,2.0,Caisse d'Epargne,5:02 5:02,12,2007,-
,,+ - 57:37:10,3.0,3.0,Discovery Channel,5:08 5:08,12,2007,-
,,+ - 57:37:10,4.0,4.0,Rabobank ProTeam,5:19 5:19,12,2007,-
,,+ - 57:37:10,5.0,5.0,Astana,8:04 8:04,12,2007,-
,,+ - 57:37:10,6.0,6.0,Euskaltel - Euskadi,17:08 17:08,12,2007,-
,,+ - 57:37:10,7.0,7.0,Saunier Duval,25:32 25:32,12,2007,-
,,+ - 57:37:10,8.0,8.0,Predictor - Lotto,31:28 31:28,12,2007,-
,,+ - 57:37:10,9.0,9.0,T-Mobile Team,32:32 32:32,12,2007,-
,,+ - 57:37:10,10.0,10.0,AG2R Prévoyance,40:32 40:32,12,2007,-
,,+ - 57:37:10,11.0,11.0,Crédit Agricole,41:07 41:07,12,2007,-
,,+ - 57:37:10,12.0,12.0,Quickstep - Innergetic,46:07 46:07,12,2007,-
,,+ - 57:37:10,13.0,13.0,Lampre-Fondital,55:53 55:53,12,2007,-
,,+ - 57:37:10,14.0,14.0,Liquigas,59:11 59:11,12,2007,-
,,+ - 57:37:10,15.0,15.0,Gerolsteiner,1:15:48 1:15:48,12,2007,-
,,+ - 57:37:10,16.0,16.0,Barloworld,1:19:06 1:19:06,12,2007,-
,,+ - 57:37:10,17.0,17.0,Bouygues Telecom,1:19:28 1:19:28,12,2007,-
,,+ - 57:37:10,18.0,18.0,"Cofidis, le Crédit par Téléphone",1:51:47 1:51:47,12,2007,-
,,+ - 57:37:10,19.0,19.0,Agritubel,2:16:06 2:16:06,12,2007,-
,,+ - 57:37:10,20.0,20.0,Française des Jeux,2:32:46 2:32:46,12,2007,-
,,+ - 57:37:10,21.0,21.0,Milram,2:33:21 2:33:21,12,2007,-
,,+ - 58:46:39,5.0,1.0,Astana,176:32:04 176:32:04,13,2007,▲4
,,+ - 58:46:39,3.0,2.0,Discovery Channel,0:54 0:54,13,2007,▲1
,,+ - 58:46:39,1.0,3.0,CSC ProTeam,2:19 2:19,13,2007,▼2
,,+ - 58:46:39,4.0,4.0,Rabobank ProTeam,3:59 3:59,13,2007,-
,,+ - 58:46:39,2.0,5.0,Caisse d'Epargne,4:47 4:47,13,2007,▼3
,,+ - 58:46:39,6.0,6.0,Euskaltel - Euskadi,19:11 19:11,13,2007,-
,,+ - 58:46:39,7.0,7.0,Saunier Duval,26:49 26:49,13,2007,-
,,+ - 58:46:39,8.0,8.0,Predictor - Lotto,28:32 28:32,13,2007,-
,,+ - 58:46:39,9.0,9.0,T-Mobile Team,33:20 33:20,13,2007,-
,,+ - 58:46:39,12.0,10.0,Quickstep - Innergetic,46:18 46:18,13,2007,▲2
,,+ - 58:46:39,11.0,11.0,Crédit Agricole,50:36 50:36,13,2007,-
,,+ - 58:46:39,10.0,12.0,AG2R Prévoyance,52:38 52:38,13,2007,▼2
,,+ - 58:46:39,13.0,13.0,Lampre-Fondital,1:01:30 1:01:30,13,2007,-
,,+ - 58:46:39,14.0,14.0,Liquigas,1:07:02 1:07:02,13,2007,-
,,+ - 58:46:39,15.0,15.0,Gerolsteiner,1:23:32 1:23:32,13,2007,-
,,+ - 58:46:39,16.0,16.0,Barloworld,1:25:40 1:25:40,13,2007,-
,,+ - 58:46:39,17.0,17.0,Bouygues Telecom,1:31:22 1:31:22,13,2007,-
,,+ - 58:46:39,18.0,18.0,"Cofidis, le Crédit par Téléphone",1:51:04 1:51:04,13,2007,-
,,+ - 58:46:39,19.0,19.0,Agritubel,2:30:48 2:30:48,13,2007,-
,,+ - 58:46:39,21.0,20.0,Milram,2:40:51 2:40:51,13,2007,▲1
,,+ - 58:46:39,20.0,21.0,Française des Jeux,2:44:51 2:44:51,13,2007,▼1
,,+ - 64:12:15,2.0,1.0,Discovery Channel,192:54:08 192:54:08,14,2007,▲1
,,+ - 64:12:15,1.0,2.0,Astana,1:58 1:58,14,2007,▼1
,,+ - 64:12:15,4.0,3.0,Rabobank ProTeam,7:58 7:58,14,2007,▲1
,,+ - 64:12:15,5.0,4.0,Caisse d'Epargne,11:24 11:24,14,2007,▲1
,,+ - 64:12:15,3.0,5.0,CSC ProTeam,11:40 11:40,14,2007,▼2
,,+ - 64:12:15,6.0,6.0,Euskaltel - Euskadi,25:26 25:26,14,2007,-
,,+ - 64:12:15,8.0,7.0,Predictor - Lotto,49:13 49:13,14,2007,▲1
,,+ - 64:12:15,7.0,8.0,Saunier Duval,1:05:30 1:05:30,14,2007,▼1
,,+ - 64:12:15,11.0,9.0,Crédit Agricole,1:11:09 1:11:09,14,2007,▲2
,,+ - 64:12:15,12.0,10.0,AG2R Prévoyance,1:18:37 1:18:37,14,2007,▲2
,,+ - 64:12:15,9.0,11.0,T-Mobile Team,1:23:35 1:23:35,14,2007,▼2
,,+ - 64:12:15,14.0,12.0,Liquigas,1:27:41 1:27:41,14,2007,▲2
,,+ - 64:12:15,10.0,13.0,Quickstep - Innergetic,1:29:21 1:29:21,14,2007,▼3
,,+ - 64:12:15,13.0,14.0,Lampre-Fondital,1:31:19 1:31:19,14,2007,▼1
,,+ - 64:12:15,15.0,15.0,Gerolsteiner,1:56:24 1:56:24,14,2007,-
,,+ - 64:12:15,16.0,16.0,Barloworld,2:08:45 2:08:45,14,2007,-
,,+ - 64:12:15,17.0,17.0,Bouygues Telecom,2:08:58 2:08:58,14,2007,-
,,+ - 64:12:15,18.0,18.0,"Cofidis, le Crédit par Téléphone",2:44:19 2:44:19,14,2007,-
,,+ - 64:12:15,19.0,19.0,Agritubel,3:42:59 3:42:59,14,2007,-
,,+ - 64:12:15,20.0,20.0,Milram,3:56:48 3:56:48,14,2007,-
,,+ - 64:12:15,21.0,21.0,Française des Jeux,4:24:47 4:24:47,14,2007,-
,,+ - 69:52:14,2.0,1.0,Astana,209:52:24 209:52:24,15,2007,▲1
,,+ - 69:52:14,1.0,2.0,Discovery Channel,2:53 2:53,15,2007,▼1
,,+ - 69:52:14,5.0,3.0,CSC ProTeam,15:01 15:01,15,2007,▲2
,,+ - 69:52:14,4.0,4.0,Caisse d'Epargne,15:22 15:22,15,2007,-
,,+ - 69:52:14,3.0,5.0,Rabobank ProTeam,18:03 18:03,15,2007,▼2
,,+ - 69:52:14,6.0,6.0,Euskaltel - Euskadi,26:52 26:52,15,2007,-
,,+ - 69:52:14,7.0,7.0,Predictor - Lotto,1:16:18 1:16:18,15,2007,-
,,+ - 69:52:14,10.0,8.0,AG2R Prévoyance,1:28:47 1:28:47,15,2007,▲2
,,+ - 69:52:14,8.0,9.0,Saunier Duval,1:29:01 1:29:01,15,2007,▼1
,,+ - 69:52:14,9.0,10.0,Crédit Agricole,1:33:40 1:33:40,15,2007,▼1
,,+ - 69:52:14,12.0,11.0,Liquigas,1:51:58 1:51:58,15,2007,▲1
,,+ - 69:52:14,14.0,12.0,Lampre-Fondital,1:52:45 1:52:45,15,2007,▲2
,,+ - 69:52:14,11.0,13.0,T-Mobile Team,2:09:50 2:09:50,15,2007,▼2
,,+ - 69:52:14,13.0,14.0,Quickstep - Innergetic,2:13:33 2:13:33,15,2007,▼1
