Age,Avg,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
23,44.443999999999996,94.0,28,+9:27,,,Cooke Baden,28,La Fran\xe7aise des Jeux,",, 9:27",,,0,2002
29,44.36600000000001,4.0,29,+9:28,,,Hincapie George,29,US Postal Service,9:28 9:28,,,0,2002
25,44.36600000000001,25.0,30,+9:28,,,Jaksche Jorg,30,O.N.C.E. - Eroski,",, 9:28",,,0,2002
27,44.36600000000001,124.0,31,+9:28,,,Horrillo Pedro,31,Mapei - Quickstep,",, 9:28",,,0,2002
31,44.36600000000001,109.0,32,+9:28,,,Zberg Beat,32,Rabobank ProTeam,",, 9:28",,,0,2002
23,44.288000000000004,92.0,33,+9:29,,,Casar Sandy,33,La Fran\xe7aise des Jeux,9:29 9:29,,,0,2002
28,44.288000000000004,134.0,34,+9:29,,,Bruseghin Marzio,34,Ibanesto.com,",, 9:29",,,0,2002
33,44.211000000000006,191.0,35,+9:30,,,Dufaux Laurent,35,Alessio,9:30 9:30,,,0,2002
27,44.211000000000006,57.0,36,+9:30,,,Sastre Carlos,36,CSC ProTeam - Tiscali,",, 9:30",,,0,2002
28,44.211000000000006,67.0,37,+9:30,,,O'Grady Stuart,37,Cr\xe9dit Agricole,",, 9:30",,,0,2002
28,44.211000000000006,35.0,38,+9:30,,,Gutierrez Jose Enrique,38,Kelme - Costa Blanca,",, 9:30",,,0,2002
24,44.133,167.0,39,+9:31,,,Mayo Iban,39,Euskaltel - Euskadi,9:31 9:31,,,0,2002
31,44.056000000000004,61.0,40,+9:32,,,Moreau Christophe,40,Cr\xe9dit Agricole,9:32 9:32,,,0,2002
28,44.056000000000004,16.0,41,+9:32,,,Hondo Danilo,41,Team Telekom,",, 9:32",,,0,2002
26,44.056000000000004,6.0,42,+9:32,,,Landis Floyd,42,US Postal Service,",, 9:32",,,0,2002
31,44.056000000000004,11.0,43,+9:32,,,Zabel Erik,43,Team Telekom,",, 9:32",,,0,2002
27,43.979,103.0,44,+9:33,,,de Groot Bram,44,Rabobank ProTeam,9:33 9:33,,,0,2002
28,43.979,113.0,45,+9:33,,,Bouyer Franck,45,Bonjour,",, 9:33",,,0,2002
29,43.979,163.0,46,+9:33,,,Etxebarria Unai,46,Euskaltel - Euskadi,",, 9:33",,,0,2002
31,43.979,104.0,47,+9:33,,,Dekker Erik,47,Rabobank ProTeam,",, 9:33",,,0,2002
30,43.979,102.0,48,+9:33,,,Boogerd Michael,48,Rabobank ProTeam,",, 9:33",,,0,2002
28,43.979,201.0,49,+9:33,,,Halgand Patrice,49,Jean Delatour,",, 9:33",,,0,2002
28,43.902,75.0,50,+9:34,,,Konecny Tomas,50,Domo - Farm Frites,9:34 9:34,,,0,2002
30,43.826,78.0,51,+9:35,,,van Bon L\xe9on,51,Domo - Farm Frites,9:35 9:35,,,0,2002
25,43.826,169.0,52,+9:35,,,Zubeldia Haimar,52,Euskaltel - Euskadi,",, 9:35",,,0,2002
24,43.826,168.0,53,+9:35,,,S\xe1nchez Samuel,53,Euskaltel - Euskadi,",, 9:35",,,0,2002
26,43.826,121.0,54,+9:35,,,Freire Oscar,54,Mapei - Quickstep,",, 9:35",,,0,2002
29,43.826,76.0,55,+9:35,,,Merckx Axel,55,Domo - Farm Frites,",, 9:35",,,0,2002
29,43.826,9.0,56,+9:35,,,Rubiera Jos\xe9 Luis,56,US Postal Service,",, 9:35",,,0,2002
26,43.826,208.0,57,+9:35,,,Lefevre Laurent,57,Jean Delatour,",, 9:35",,,0,2002
25,43.75,125.0,58,+9:36,,,Hunter Robert,58,Mapei - Quickstep,9:36 9:36,,,0,2002
24,43.75,154.0,59,+9:36,,,Cortinovis Alessandro,59,Lampre - Daikin,",, 9:36",,,0,2002
24,43.75,91.0,60,+9:36,,,Vogondy Nicolas,60,La Fran\xe7aise des Jeux,",, 9:36",,,0,2002
34,43.75,45.0,61,+9:36,,,Lelli Massimiliano,61,Cofidis,",, 9:36",,,0,2002
32,43.75,186.0,62,+9:36,,,Kirsipuu Jaan,62,AG2R Pr\xe9voyance,",, 9:36",,,0,2002
31,43.599,19.0,63,+9:38,,,Wesemann Steffen,63,Team Telekom,9:38 9:38,,,0,2002
32,43.599,27.0,64,+9:38,,,Olano Abraham,64,O.N.C.E. - Eroski,",, 9:38",,,0,2002
30,43.599,199.0,65,+9:38,,,Shefer Alexandre,65,Alessio,",, 9:38",,,0,2002
28,43.599,197.0,66,+9:38,,,Ivanov Ruslan,66,Alessio,",, 9:38",,,0,2002
25,43.599,84.0,67,+9:38,,,Gustov Volodymyr,67,Fassa Bortolo,",, 9:38",,,0,2002
30,43.523,69.0,68,+9:39,,,Voigt Jens,68,Cr\xe9dit Agricole,9:39 9:39,,,0,2002
30,43.523,147.0,69,+9:39,,,McEwen Robbie,69,Lotto - Adecco,",, 9:39",,,0,2002
30,43.523,59.0,70,+9:39,,,Van Hyfte Paul,70,CSC ProTeam - Tiscali,",, 9:39",,,0,2002
31,43.523,74.0,71,+9:39,,,Knaven Servais,71,Domo - Farm Frites,",, 9:39",,,0,2002
27,43.448,58.0,72,+9:40,,,S\xf8rensen Nicki,72,CSC ProTeam - Tiscali,9:40 9:40,,,0,2002
25,43.448,31.0,73,+9:40,,,Sevilla Oscar,73,Kelme - Costa Blanca,",, 9:40",,,0,2002
37,43.448,155.0,74,+9:40,,,Dierckxsens Ludo,74,Lampre - Daikin,",, 9:40",,,0,2002
24,43.373000000000005,39.0,75,+9:41,,,Zaballa Constantino,75,Kelme - Costa Blanca,9:41 9:41,,,0,2002
29,43.373000000000005,177.0,76,+9:41,,,Luttenberger Peter,76,Tacconi Sport,",, 9:41",,,0,2002
33,43.373000000000005,98.0,77,+9:41,,,Mengin Christophe,77,La Fran\xe7aise des Jeux,",, 9:41",,,0,2002
28,43.373000000000005,41.0,78,+9:41,,,Kivilev Andrei,78,Cofidis,",, 9:41",,,0,2002
28,43.299,66.0,79,+9:42,,,Morin Anthony,79,Cr\xe9dit Agricole,9:42 9:42,,,0,2002
27,43.299,189.0,80,+9:42,,,Turpin Ludovic,80,AG2R Pr\xe9voyance,",, 9:42",,,0,2002
31,43.299,115.0,81,+9:42,,,Magnien Emmanuel,81,Bonjour,",, 9:42",,,0,2002
28,43.225,136.0,82,+9:43,,,Latasa lasa David,82,Ibanesto.com,9:43 9:43,,,0,2002
24,43.225,26.0,83,+9:43,,,Nozal Isidro,83,O.N.C.E. - Eroski,",, 9:43",,,0,2002
25,43.225,144.0,84,+9:43,,,Brandt Christophe,84,Lotto - Adecco,",, 9:43",,,0,2002
29,43.225,184.0,85,+9:43,,,Chaurreau I\xf1igo,85,AG2R Pr\xe9voyance,",, 9:43",,,0,2002
27,43.151,86.0,86,+9:44,,,Ivanov Serguei,86,Fassa Bortolo,9:44 9:44,,,0,2002
28,43.151,22.0,87,+9:44,,,Azevedo Jos\xe9 Bento Carvalho,87,O.N.C.E. - Eroski,",, 9:44",,,0,2002
30,43.151,132.0,88,+9:44,,,Baranowski Dariusz,88,Ibanesto.com,",, 9:44",,,0,2002
29,43.151,188.0,89,+9:44,,,Oriol Christophe,89,AG2R Pr\xe9voyance,",, 9:44",,,0,2002
29,43.151,198.0,90,+9:44,,,Moreni Cristian,90,Alessio,",, 9:44",,,0,2002
35,43.151,13.0,91,+9:44,,,Bolts Udo,91,Team Telekom,",, 9:44",,,0,2002
25,43.077,162.0,92,+9:45,,,Arrizabalaga Gorka,92,Euskaltel - Euskadi,9:45 9:45,,,0,2002
29,43.077,112.0,93,+9:45,,,Beneteau Walter,93,Bonjour,",, 9:45",,,0,2002
30,43.077,17.0,94,+9:45,,,Julich Bobby,94,Team Telekom,",, 9:45",,,0,2002
28,43.077,118.0,95,+9:45,,,Renier Franck,95,Bonjour,",, 9:45",,,0,2002
34,43.003,82.0,96,+9:46,,,Baldato Fabio,96,Fassa Bortolo,9:46 9:46,,,0,2002
27,43.003,28.0,97,+9:46,,,Pradera Mikel,97,O.N.C.E. - Eroski,",, 9:46",,,0,2002
32,43.003,15.0,98,+9:46,,,Guerini Giuseppe,98,Team Telekom,",, 9:46",,,0,2002
29,43.003,29.0,99,+9:46,,,Serrano Marcos Antonio,99,O.N.C.E. - Eroski,",, 9:46",,,0,2002
22,43.003,117.0,100,+9:46,,,Pineau J\xe9rome,100,Bonjour,",, 9:46",,,0,2002
29,43.003,18.0,101,+9:46,,,Livingston Kevin,101,Team Telekom,",, 9:46",,,0,2002
32,42.93,99.0,102,+9:47,,,Robin Jean-Cyril,102,La Fran\xe7aise des Jeux,9:47 9:47,,,0,2002
33,42.93,119.0,103,+9:47,,,Simon Fran\xe7ois,103,Bonjour,",, 9:47",,,0,2002
29,42.857,54.0,104,+9:48,,,Piil Jakob,104,CSC ProTeam - Tiscali,9:48 9:48,,,0,2002
26,42.857,107.0,105,+9:48,,,Niermann Grischa,105,Rabobank ProTeam,",, 9:48",,,0,2002
33,42.857,173.0,106,+9:48,,,Bortolami Gianluca,106,Tacconi Sport,",, 9:48",,,0,2002
24,42.857,36.0,107,+9:48,,,Perez Santiago,107,Kelme - Costa Blanca,",, 9:48",,,0,2002
24,42.857,131.0,108,+9:48,,,Menchov Denis,108,Ibanesto.com,",, 9:48",,,0,2002
31,42.857,83.0,109,+9:48,,,Belli Wladimir,109,Fassa Bortolo,",, 9:48",,,0,2002
32,42.784,23.0,110,+9:49,,,Gonzalez Alvaro,110,O.N.C.E. - Eroski,9:49 9:49,,,0,2002
32,42.784,207.0,111,+9:49,,,Goubert Stephane,111,Jean Delatour,",, 9:49",,,0,2002
33,42.711999999999996,12.0,112,+9:50,,,Aldag Rolf,112,Team Telekom,9:50 9:50,,,0,2002
30,42.711999999999996,96.0,113,+9:50,,,Guesdon Fr\xe9d\xe9ric,113,La Fran\xe7aise des Jeux,",, 9:50",,,0,2002
26,42.711999999999996,157.0,114,+9:50,,,Pinotti Marco,114,Lampre - Daikin,",, 9:50",,,0,2002
27,42.711999999999996,8.0,115,+9:50,,,Pe\xf1a Victor Hugo,115,US Postal Service,",, 9:50",,,0,2002
33,42.64,209.0,116,+9:51,,,Seigneur Eddy,116,Jean Delatour,9:51 9:51,,,0,2002
26,42.64,152.0,117,+9:51,,,Belohvosciks Raivis,117,Lampre - Daikin,",, 9:51",,,0,2002
30,42.64,46.0,118,+9:51,,,Mattan Nico,118,Cofidis,",, 9:51",,,0,2002
31,42.568000000000005,49.0,119,+9:52,,,Vasseur C\xe9dric,119,Cofidis,9:52 9:52,,,0,2002
30,42.568000000000005,,120,+9:52,,,Rodriguez Javier Pascual,120,,",, 9:52",,,0,2002
28,42.568000000000005,178.0,121,+9:52,,,Mazzoleni Eddy,121,Tacconi Sport,",, 9:52",,,0,2002
26,42.568000000000005,126.0,122,+9:52,,,Martinez Miguel,122,Mapei - Quickstep,",, 9:52",,,0,2002
29,42.568000000000005,68.0,123,+9:52,,,Vaughters Jonathan,123,Cr\xe9dit Agricole,",, 9:52",,,0,2002
24,42.496,64.0,124,+9:53,,,Hushovd Thor,124,Cr\xe9dit Agricole,9:53 9:53,,,0,2002
32,42.496,172.0,125,+9:53,,,Apollonio Massimo,125,Tacconi Sport,",, 9:53",,,0,2002
22,42.496,206.0,126,+9:53,,,Edaleine Christophe,126,Jean Delatour,",, 9:53",,,0,2002
28,42.424,77.0,127,+9:54,,,Rodriguez Fred,127,Domo - Farm Frites,9:54 9:54,,,0,2002
36,42.424,128.0,128,+9:54,,,Tafi Andrea,128,Mapei - Quickstep,",, 9:54",,,0,2002
29,42.353,79.0,129,+9:55,,,Wadecki Piotr,129,Domo - Farm Frites,9:55 9:55,,,0,2002
24,42.353,93.0,130,+9:55,,,Casper Jimmy,130,La Fran\xe7aise des Jeux,",, 9:55",,,0,2002
31,42.353,7.0,131,+9:55,,,Padrnos Pavel,131,US Postal Service,",, 9:55",,,0,2002
32,42.282,196.0,132,+9:56,,,Hvastija Martin,132,Alessio,9:56 9:56,,,0,2002
27,42.282,176.0,133,+9:56,,,Hauptman Andrej,133,Tacconi Sport,",, 9:56",,,0,2002
33,42.282,195.0,134,+9:56,,,Gotti Ivan,134,Alessio,",, 9:56",,,0,2002
26,42.211000000000006,187.0,135,+9:57,,,Loder Thierry,135,AG2R Pr\xe9voyance,9:57 9:57,,,0,2002
33,42.211000000000006,166.0,136,+9:57,,,Laiseka jaio Roberto,136,Euskaltel - Euskadi,",, 9:57",,,0,2002
27,42.14,42.0,137,+9:58,,,Atienza Daniel,137,Cofidis,9:58 9:58,,,0,2002
29,42.14,151.0,138,+9:58,,,Serpellini Marco,138,Lampre - Daikin,",, 9:58",,,0,2002
28,42.14,34.0,139,+9:58,,,Gomez Jose Javier,139,Kelme - Costa Blanca,",, 9:58",,,0,2002
33,42.14,108.0,140,+9:58,,,Wauters Marc,140,Rabobank ProTeam,",, 9:58",,,0,2002
28,42.07,161.0,141,+9:59,,,Etxebarria David,141,Euskaltel - Euskadi,9:59 9:59,,,0,2002
28,42.07,148.0,142,+9:59,,,Mikhailov Guennady,142,Lotto - Adecco,",, 9:59",,,0,2002
23,42.07,129.0,143,+9:59,,,Trampusch Gerhard,143,Mapei - Quickstep,",, 9:59",,,0,2002
33,42.0,159.0,144,+10:00,,,Svorada Jan,144,Lampre - Daikin,10:00 10:00,,,0,2002
30,42.0,73.0,145,+10:00,,,Cassani Enrico,145,Domo - Farm Frites,",, 10:00",,,0,2002
30,42.0,62.0,146,+10:00,,,Bessy Fr\xe9d\xe9ric,146,Cr\xe9dit Agricole,",, 10:00",,,0,2002
29,41.93,146.0,147,+10:01,,,Marichal Thierry,147,Lotto - Adecco,10:01 10:01,,,0,2002
28,41.93,89.0,148,+10:01,,,Velo Marco,148,Fassa Bortolo,",, 10:01",,,0,2002
23,41.93,185.0,149,+10:01,,,Flickinger Andy,149,AG2R Pr\xe9voyance,",, 10:01",,,0,2002
27,41.93,138.0,150,+10:01,,,Osa Unai,150,Ibanesto.com,",, 10:01",,,0,2002
33,41.86,145.0,151,+10:02,,,De Clercq Hans,151,Lotto - Adecco,10:02 10:02,,,0,2002
32,41.86,182.0,152,+10:02,,,Agnolutto Christophe,152,AG2R Pr\xe9voyance,",, 10:02",,,0,2002
26,41.791000000000004,106.0,153,+10:03,,,Kroon Karsten,153,Rabobank ProTeam,10:03 10:03,,,0,2002
27,41.791000000000004,205.0,154,+10:03,,,Dessel Cyril,154,Jean Delatour,",, 10:03",,,0,2002
29,41.791000000000004,44.0,155,+10:03,,,Fernandez Bingen,155,Cofidis,",, 10:03",,,0,2002
25,41.791000000000004,72.0,156,+10:03,,,Bruylandts Dave,156,Domo - Farm Frites,",, 10:03",,,0,2002
23,41.791000000000004,114.0,157,+10:03,,,Chavanel Sylvain,157,Bonjour,",, 10:03",,,0,2002
32,41.722,143.0,158,+10:04,,,Baguet Serge,158,Lotto - Adecco,10:04 10:04,,,0,2002
31,41.722,14.0,159,+10:04,,,Fagnini Gian-matteo,159,Team Telekom,",, 10:04",,,0,2002
28,41.653,133.0,160,+10:05,,,Blanco Santiago,160,Ibanesto.com,10:05 10:05,,,0,2002
35,41.583999999999996,95.0,161,+10:06,,,Durand Jacky,161,La Fran\xe7aise des Jeux,10:06 10:06,,,0,2002
27,41.516000000000005,181.0,162,+10:07,,,Botcharov Alexandre,162,AG2R Pr\xe9voyance,10:07 10:07,,,0,2002
31,41.446999999999996,111.0,163,+10:08,,,Rous Didier,163,Bonjour,10:08 10:08,,,0,2002
29,41.446999999999996,135.0,164,+10:08,,,Garcia Jose Vicente,164,Ibanesto.com,",, 10:08",,,0,2002
30,41.379,88.0,165,+10:09,,,Pozzi Oscar,165,Fassa Bortolo,10:09 10:09,,,0,2002
34,41.379,56.0,166,+10:09,,,Sandst\xf8d Michael,166,CSC ProTeam - Tiscali,",, 10:09",,,0,2002
26,41.379,5.0,167,+10:09,,,Joachim Benoit,167,US Postal Service,",, 10:09",,,0,2002
27,41.244,123.0,168,+10:11,,,De Waele Fabian,168,Mapei - Quickstep,10:11 10:11,,,0,2002
27,41.176,183.0,169,+10:12,,,Berges Stephane,169,AG2R Pr\xe9voyance,10:12 10:12,,,0,2002
34,41.176,179.0,170,+10:12,,,Radaelli Mauro,170,Tacconi Sport,",, 10:12",,,0,2002
30,41.176,87.0,171,+10:12,,,Loda Nicola,171,Fassa Bortolo,",, 10:12",,,0,2002
25,41.042,105.0,172,+10:14,,,Engels Addy,172,Rabobank ProTeam,10:14 10:14,,,0,2002
28,41.042,63.0,173,+10:14,,,Hinault S\xe9bastien,173,Cr\xe9dit Agricole,",, 10:14",,,0,2002
30,40.909,127.0,174,+10:16,,,Steels Tom,174,Mapei - Quickstep,10:16 10:16,,,0,2002
35,40.909,175.0,175,+10:16,,,Donati Massimo,175,Tacconi Sport,",, 10:16",,,0,2002
39,40.843,,176,+10:17,,,Casagrande Stefano,176,,10:17 10:17,,,0,2002
32,40.58,38.0,177,+10:21,,,Vidal Jos\xe9 Angel,177,Kelme - Costa Blanca,10:21 10:21,,,0,2002
32,40.514,55.0,178,+10:22,,,Piziks Arvis,178,CSC ProTeam - Tiscali,10:22 10:22,,,0,2002
28,40.449,65.0,179,+10:23,,,Langella Anthony,179,Cr\xe9dit Agricole,10:23 10:23,,,0,2002
30,40.385,194.0,180,+10:24,,,Casarotto Davide,180,Alessio,10:24 10:24,,,0,2002
32,40.256,149.0,181,+10:26,,,Vierhouten Aart,181,Lotto - Adecco,10:26 10:26,,,0,2002
28,40.256,116.0,182,+10:26,,,Nazon Damien,182,Bonjour,",, 10:26",,,0,2002
30,40.191,203.0,183,+10:27,,,Bernard J\xe9r\xf4me,183,Jean Delatour,10:27 10:27,,,0,2002
27,40.191,202.0,184,+10:27,,,Auge St\xe9phane,184,Jean Delatour,",, 10:27",,,0,2002
24,39.937,156.0,185,+10:31,,,Pagliarini Luciano Andr\xe9,185,Lampre - Daikin,10:31 10:31,,,0,2002
31,39.685,192.0,186,+10:35,,,Brognara Andrea,186,Alessio,10:35 10:35,,,0,2002
24,39.685,165.0,187,+10:35,,,Gonzalez Gorka,187,Euskaltel - Euskadi,",, 10:35",,,0,2002
25,39.623000000000005,174.0,188,+10:36,,,Bossoni Paolo,188,Tacconi Sport,10:36 10:36,,,0,2002
28,38.769,164.0,189,+10:50,,,Flores Igor,189,Euskaltel - Euskadi,10:50 10:50,,,0,2002
23,,153.0,1,+0:00,100.0,,Bertogliati Rubens,1,Lampre - Daikin,4:49:16 4:49:16,,,1,2002
32,,11.0,8,+0:10,70.0,,Zabel Erik,2,Team Telekom,",, ,,",,,1,2002
30,,147.0,38,+0:26,50.0,,McEwen Robbie,3,Lotto - Adecco,",, ,,",,,1,2002
34,,82.0,74,+0:41,40.0,,Baldato Fabio,4,Fassa Bortolo,",, ,,",,,1,2002
26,,121.0,46,+0:31,32.0,,Freire Oscar,5,Mapei - Quickstep,",, ,,",,,1,2002
28,,67.0,24,+0:22,26.0,,O'Grady Stuart,6,Cr\xe9dit Agricole,",, ,,",,,1,2002
34,,204.0,7,+0:09,22.0,,Brochard Laurent,7,Jean Delatour,",, ,,",,,1,2002
28,,171.0,9,+0:11,18.0,,Frigo Dario,8,Tacconi Sport,",, ,,",,,1,2002
28,,35.0,37,+0:26,14.0,,Gutierrez Jose Enrique,9,Kelme - Costa Blanca,",, ,,",,,1,2002
33,,119.0,80,+0:43,10.0,,Simon Fran\xe7ois,10,Bonjour,",, ,,",,,1,2002
27,,48.0,19,+0:20,8.0,,Moncouti\xe9 David,11,Cofidis,",, ,,",,,1,2002
26,,97.0,13,+0:16,6.0,,McGee Bradley,12,La Fran\xe7aise des Jeux,",, ,,",,,1,2002
30,,102.0,42,+0:29,4.0,,Boogerd Michael,13,Rabobank ProTeam,",, ,,",,,1,2002
29,,32.0,5,+0:07,2.0,,Botero Santiago,14,Kelme - Costa Blanca,",, ,,",,,1,2002
23,,129.0,101,+0:55,1.0,,Trampusch Gerhard,15,Mapei - Quickstep,",, ,,",,,1,2002
30,,158.0,4,+0:06,,,Rumsas Raimondas,16,Lampre - Daikin,",, ,,",,,1,2002
27,,138.0,105,+0:57,,,Osa Unai,17,Ibanesto.com,",, ,,",,,1,2002
26,,137.0,14,+0:17,,,Mancebo Francisco,18,Ibanesto.com,",, ,,",,,1,2002
28,,21.0,11,+0:16,,,Beloki Joseba,19,O.N.C.E. - Eroski,",, ,,",,,1,2002
25,,31.0,58,+0:36,,,Sevilla Oscar,20,Kelme - Costa Blanca,",, ,,",,,1,2002
23,,94.0,28,+0:23,,,Cooke Baden,21,La Fran\xe7aise des Jeux,",, ,,",,,1,2002
28,,116.0,125,+1:22,,,Nazon Damien,22,Bonjour,",, ,,",,,1,2002
32,,99.0,79,+0:43,,,Robin Jean-Cyril,23,La Fran\xe7aise des Jeux,",, ,,",,,1,2002
30,,199.0,55,+0:34,,,Shefer Alexandre,24,Alessio,",, ,,",,,1,2002
34,,45.0,52,+0:32,,,Lelli Massimiliano,25,Cofidis,",, ,,",,,1,2002
29,,193.0,120,+1:13,,,Casagranda Stefano,26,Alessio,",, ,,",,,1,2002
28,,24.0,10,+0:12,,,Gonzalez De Galdeano Igor,27,O.N.C.E. - Eroski,",, ,,",,,1,2002
29,,177.0,59,+0:37,,,Luttenberger Peter,28,Tacconi Sport,",, ,,",,,1,2002
30,,46.0,89,+0:47,,,Mattan Nico,29,Cofidis,",, ,,",,,1,2002
30,,1.0,3*,+0:03,,,Armstrong Lance,30*,US Postal Service,",, ,,",,,1,2002
28,,75.0,44,+0:30,,,Konecny Tomas,31,Domo - Farm Frites,",, ,,",,,1,2002
28,,41.0,60,+0:37,,,Kivilev Andrei,32,Cofidis,",, ,,",,,1,2002
27,,124.0,31,+0:24,,,Horrillo Pedro,33,Mapei - Quickstep,",, ,,",,,1,2002
28,,3.0,20,+0:21,,,Heras Roberto,34,US Postal Service,",, ,,",,,1,2002
26,,6.0,40,+0:28,,,Landis Floyd,35,US Postal Service,",, ,,",,,1,2002
29,,76.0,47,+0:31,,,Merckx Axel,36,Domo - Farm Frites,",, ,,",,,1,2002
28,,101.0,18*,+0:19,,,Leipheimer Levi,37*,Rabobank ProTeam,",, ,,",,,1,2002
28,,89.0,103,+0:57,,,Velo Marco,38,Fassa Bortolo,",, ,,",,,1,2002
33,,51.0,2,+0:03,,,Jalabert Laurent,39,CSC ProTeam - Tiscali,",, ,,",,,1,2002
32,,207.0,86,+0:45,,,Goubert Stephane,40,Jean Delatour,",, ,,",,,1,2002
31,,83.0,84,+0:44,,,Belli Wladimir,41,Fassa Bortolo,",, ,,",,,1,2002
33,,191.0,35,+0:25,,,Dufaux Laurent,42,Alessio,",, ,,",,,1,2002
29,,18.0,78,+0:42,,,Livingston Kevin,43,Team Telekom,",, ,,",,,1,2002
32,,186.0,53,+0:32,,,Kirsipuu Jaan,44,AG2R Pr\xe9voyance,",, ,,",,,1,2002
25,,122.0,12,+0:16,,,Bodrogi Laszlo,45,Mapei - Quickstep,",, ,,",,,1,2002
31,,49.0,90,+0:47,,,Vasseur C\xe9dric,46,Cofidis,",, ,,",,,1,2002
30,,53.0,17,+0:19,,,Peron Andrea,47,CSC ProTeam - Tiscali,",, ,,",,,1,2002
26,,187.0,95,+0:53,,,Loder Thierry,48,AG2R Pr\xe9voyance,",, ,,",,,1,2002
31,,111.0,113,+1:04,,,Rous Didier,49,Bonjour,",, ,,",,,1,2002
24,,81.0,27,+0:23,,,Basso Ivan,50,Fassa Bortolo,",, ,,",,,1,2002
32,,71.0,22,+0:21,,,Virenque Richard,51,Domo - Farm Frites,",, ,,",,,1,2002
24,,26.0,63,+0:39,,,Nozal Isidro,52,O.N.C.E. - Eroski,",, ,,",,,1,2002
29,,184.0,65,+0:39,,,Chaurreau I\xf1igo,53,AG2R Pr\xe9voyance,",, ,,",,,1,2002
27,,141.0,23,+0:22,,,Verbrugghe Rik,54,Lotto - Adecco,",, ,,",,,1,2002
27,,28.0,75,+0:42,,,Pradera Mikel,55,O.N.C.E. - Eroski,",, ,,",,,1,2002
29,,112.0,71,+0:41,,,Beneteau Walter,56,Bonjour,",, ,,",,,1,2002
27,,142.0,21,+0:21,,,Aerts Mario,57,Lotto - Adecco,",, ,,",,,1,2002
27,,86.0,66,+0:40,,,Ivanov Serguei,58,Fassa Bortolo,",, ,,",,,1,2002
29,,198.0,70,+0:40,,,Moreni Cristian,59,Alessio,",, ,,",,,1,2002
