Age,GC,GC-Time,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
26.0,80,+0:10,,Li Fuyu,80,,",, 0:10",+0:10,,1,2005
28.0,81,+0:10,,Roberts Luke,81,CSC ProTeam,",, 0:10",+0:10,,1,2005
24.0,82,+0:10,,Martias Rony,82,Bouygues Telecom,",, 0:10",+0:10,,1,2005
27.0,83,+0:10,,Nuritdinov Rafael,83,Domina Vacanze,",, 0:10",+0:10,,1,2005
29.0,84,+0:10,,Ludewig Jorg,84,Domina Vacanze,",, 0:10",+0:10,,1,2005
31.0,85,+0:10,,van Heeswijk Max,85,Discovery Channel,",, 0:10",+0:10,,1,2005
24.0,86,+0:10,,Kern Christophe,86,Bouygues Telecom,",, 0:10",+0:10,,1,2005
27.0,87,+0:10,,Gobbi Michele,87,Domina Vacanze,",, 0:10",+0:10,,1,2005
30.0,88,+0:10,,MAINGUENAUD Fr\xe9d\xe9ric,88,Bouygues Telecom,",, 0:10",+0:10,,1,2005
22.0,89,+0:10,,Visconti Giovanni,89,Domina Vacanze,",, 0:10",+0:10,,1,2005
25.0,90,+0:10,,Krivtsov Yuriy,90,AG2R Pr\xe9voyance,",, 0:10",+0:10,,1,2005
24.0,91,+0:10,,Pollock Rhys,91,,",, 0:10",+0:10,,1,2005
23.0,92,+0:10,,Rapinski Viktor,92,Phonak Hearing Systems,",, 0:10",+0:10,,1,2005
27.0,93,+0:10,,Zampieri Steve,93,Phonak Hearing Systems,",, 0:10",+0:10,,1,2005
30.0,94,+0:10,,Sironi Gianluca,94,Liquigas,",, 0:10",+0:10,,1,2005
24.0,95,+0:10,,Riblon Christophe,95,AG2R Pr\xe9voyance,",, 0:10",+0:10,,1,2005
25.0,96,+0:10,,Eriksen Thomas bruun,96,CSC ProTeam,",, 0:10",+0:10,,1,2005
25.0,97,+0:10,,Muravyev Dmitriy,97,Cr\xe9dit Agricole,",, 0:10",+0:10,,1,2005
23.0,98,+0:10,,Cobo Juan Jose,98,Saunier Duval - Prodir,",, 0:10",+0:10,,1,2005
32.0,99,+0:10,,Merckx Axel,99,Davitamon - Lotto,",, 0:10",+0:10,,1,2005
,100,+0:10,,El Mohammadi Farouk,100,,",, 0:10",+0:10,,1,2005
35.0,101,+0:10,,Hoffman Tristan,101,CSC ProTeam,",, 0:10",+0:10,,1,2005
27.0,102,+0:10,,Kaggestad Mads,102,Cr\xe9dit Agricole,",, 0:10",+0:10,,1,2005
24.0,103,+0:10,,Urweider Sascha,103,Phonak Hearing Systems,",, 0:10",+0:10,,1,2005
23.0,104,+0:10,,Knees Christian,104,Team Wiesenhof,",, 0:10",+0:10,,1,2005
25.0,105,+0:10,,Charteau Anthony,105,Bouygues Telecom,",, 0:10",+0:10,,1,2005
33.0,106,+0:10,,Knaven Servais,106,Quickstep - Innergetic,",, 0:10",+0:10,,1,2005
23.0,107,+0:10,,Stubbe Tom,107,Chocolade Jacques - T Interim,",, 0:10",+0:10,,1,2005
25.0,108,+0:10,,Bertogliati Rubens,108,Saunier Duval - Prodir,",, 0:10",+0:10,,1,2005
24.0,109,+0:10,,Nuyens Nick,109,Quickstep - Innergetic,",, 0:10",+0:10,,1,2005
30.0,110,+0:10,,B\xe4ckstedt Magnus,110,Liquigas,",, 0:10",+0:10,,1,2005
24.0,111,+0:10,,Hesjedal Ryder,111,Discovery Channel,",, 0:10",+0:10,,1,2005
36.0,112,+0:10,,Zanini Stefano,112,Quickstep - Innergetic,",, 0:10",+0:10,,1,2005
33.0,113,+0:10,,Loda Nicola,113,Liquigas,",, 0:10",+0:10,,1,2005
25.0,114,+0:10,,Voeckler Thomas,114,Bouygues Telecom,",, 0:10",+0:10,,1,2005
23.0,115,+0:10,,Gene Yohann,115,Bouygues Telecom,",, 0:10",+0:10,,1,2005
26.0,116,+0:10,,Hulsmans Kevin,116,Quickstep - Innergetic,",, 0:10",+0:10,,1,2005
28.0,117,+0:10,,Pinotti Marco,117,Saunier Duval - Prodir,",, 0:10",+0:10,,1,2005
,118,+0:10,,Abduljaleel Ahmed,118,,",, 0:10",+0:10,,1,2005
31.0,119,+0:10,,Kano Tomoya,119,,",, 0:10",+0:10,,1,2005
35.0,120,+0:10,,Milesi Marco,120,Liquigas,",, 0:10",+0:10,,1,2005
35.0,121,+0:10,,Lombardi Giovanni,121,CSC ProTeam,",, 0:10",+0:10,,1,2005
36.0,122,+0:10,,Bramati Davide,122,Quickstep - Innergetic,",, 0:10",+0:10,,1,2005
,123,+0:10,,Van Oord Rene,123,,",, 0:10",+0:10,,1,2005
31.0,124,+0:10,,McCartney Jason,124,Discovery Channel,",, 0:10",+0:10,,1,2005
41.0,125,+0:10,,Carter Michael,125,,",, 0:10",+0:10,,1,2005
33.0,126,+0:10,,van Bon L\xe9on,126,Davitamon - Lotto,",, 0:10",+0:10,,1,2005
30.0,127,+0:10,,Ljungqvist Marcus,127,Liquigas,",, 0:10",+0:10,,1,2005
24.0,128,+0:24,,ten Dam Laurens,128,Shimano - Memory Corp,0:24 0:24,+0:24,,1,2005
21.0,129,+1:27,,Abduljanan Khalil,129,,1:27 1:27,+1:27,,1,2005
23.0,130,+1:31,,Chi Yin Leung,130,,1:31 1:31,+1:31,,1,2005
21.0,131,+1:44,,Musiol Daniel,131,Team Wiesenhof,1:44 1:44,+1:44,,1,2005
32.0,132,+1:44,,Andriotto Dario,132,Liquigas,",, 1:44",+1:44,,1,2005
28.0,133,+4:17,,Al Moraqab Radhwan,133,,4:17 4:17,+4:17,,1,2005
24.0,1,+0:00,1.0,Boonen Tom,1,Quickstep - Innergetic,7:44:49 7:44:49,+0:00,-,2,2005
27.0,2,+0:14,3.0,Hunter Robert,2,Phonak Hearing Systems,0:14 0:14,+0:10,\u25b21,2,2005
32.0,3,+0:14,20.0,Guidi Fabrizio,3,CSC ProTeam,",, 0:14",+0:04,\u25b217,2,2005
25.0,4,+0:14,34.0,Bos Marco,4,Shimano - Memory Corp,",, 0:14",+0:04,\u25b230,2,2005
32.0,5,+0:16,12.0,McEwen Robbie,5,Davitamon - Lotto,0:16 0:16,+0:06,\u25b27,2,2005
27.0,6,+0:16,48.0,Tjallingii Maarten,6,,",, 0:16",+0:06,\u25b242,2,2005
22.0,7,+0:20,11.0,Mondory Lloyd,7,AG2R Pr\xe9voyance,0:20 0:20,+0:10,\u25b24,2,2005
31.0,8,+0:20,13.0,Rodriguez Fred,8,Davitamon - Lotto,",, 0:20",+0:10,\u25b25,2,2005
25.0,9,+0:20,6.0,Clerc Aur\xe9lien,9,Phonak Hearing Systems,",, 0:20",+0:10,\u25bc3,2,2005
24.0,10,+0:20,21.0,Baumann Eric,10,T-Mobile Team,",, 0:20",+0:10,\u25b211,2,2005
31.0,11,+0:20,25.0,Jalabert Nicolas,11,Phonak Hearing Systems,",, 0:20",+0:10,\u25b214,2,2005
35.0,12,+0:20,26.0,Michaelsen Lars,12,CSC ProTeam,",, 0:20",+0:10,\u25b214,2,2005
26.0,13,+0:20,29.0,Flickinger Andy,13,AG2R Pr\xe9voyance,",, 0:20",+0:10,\u25b216,2,2005
24.0,14,+0:20,82.0,Martias Rony,14,Bouygues Telecom,",, 0:20",+0:10,\u25b268,2,2005
27.0,15,+0:22,102.0,Kaggestad Mads,15,Cr\xe9dit Agricole,0:22 0:22,+0:12,\u25b287,2,2005
29.0,16,+0:24,32.0,Trentin Guido,16,Cofidis,0:24 0:24,+0:14,\u25b216,2,2005
28.0,17,+0:24,51.0,Cretskens Wilfried,17,Quickstep - Innergetic,",, 0:24",+0:14,\u25b234,2,2005
23.0,18,+0:24,107.0,Stubbe Tom,18,Chocolade Jacques - T Interim,",, 0:24",+0:14,\u25b289,2,2005
24.0,19,+0:36,109.0,Nuyens Nick,19,Quickstep - Innergetic,0:36 0:36,+0:26,\u25b290,2,2005
33.0,20,+0:46,106.0,Knaven Servais,20,Quickstep - Innergetic,0:46 0:46,+0:36,\u25b286,2,2005
26.0,21,+0:53,116.0,Hulsmans Kevin,21,Quickstep - Innergetic,0:53 0:53,+0:43,\u25b295,2,2005
37.0,22,+1:18,2.0,Cipollini Mario,22,Liquigas,1:18 1:18,+1:14,\u25bc20,2,2005
31.0,23,+1:24,19.0,Hammond Roger,23,Discovery Channel,1:24 1:24,+1:14,\u25bc4,2,2005
22.0,24,+1:24,39.0,Vaitkus Tomas,24,AG2R Pr\xe9voyance,",, 1:24",+1:14,\u25b215,2,2005
20.0,25,+1:24,45.0,Breschel Matti,25,CSC ProTeam,",, 1:24",+1:14,\u25b220,2,2005
24.0,26,+1:24,76.0,Mori Manuele,26,Saunier Duval - Prodir,",, 1:24",+1:14,\u25b250,2,2005
33.0,27,+1:24,126.0,van Bon L\xe9on,27,Davitamon - Lotto,",, 1:24",+1:14,\u25b299,2,2005
22.0,28,+4:06,18.0,Greipel Andr\xe9,28,Team Wiesenhof,4:06 4:06,+3:56,\u25bc10,2,2005
22.0,29,+4:06,42.0,Ghyllebert Pieter,29,Chocolade Jacques - T Interim,",, 4:06",+3:56,\u25b213,2,2005
38.0,30,+4:06,49.0,Tafi Andrea,30,Saunier Duval - Prodir,",, 4:06",+3:56,\u25b219,2,2005
24.0,31,+7:00,5.0,Schr\xf6der Bjorn,31,Team Wiesenhof,7:00 7:00,+6:51,\u25bc26,2,2005
37.0,32,+7:01,15.0,Kemna Rudi,32,Shimano - Memory Corp,7:01 7:01,+6:51,\u25bc17,2,2005
23.0,33,+7:01,17.0,van Mechelen Wouter,33,Chocolade Jacques - T Interim,",, 7:01",+6:51,\u25bc16,2,2005
27.0,34,+7:01,16.0,Usov Alexandre,34,AG2R Pr\xe9voyance,",, 7:01",+6:51,\u25bc18,2,2005
26.0,35,+7:01,14.0,van Speybroeck Wesley,35,Chocolade Jacques - T Interim,",, 7:01",+6:51,\u25bc21,2,2005
31.0,36,+7:01,22.0,Zanotti Marco,36,Liquigas,",, 7:01",+6:51,\u25bc14,2,2005
31.0,37,+7:01,8.0,Korff Andre,37,T-Mobile Team,",, 7:01",+6:51,\u25bc29,2,2005
22.0,38,+7:01,9.0,Ventoso Francisco,38,Saunier Duval - Prodir,",, 7:01",+6:51,\u25bc29,2,2005
23.0,39,+7:01,44.0,Hovelijnck Kurt,39,Chocolade Jacques - T Interim,",, 7:01",+6:51,\u25b25,2,2005
34.0,40,+7:01,23.0,Vierhouten Aart,40,Davitamon - Lotto,",, 7:01",+6:51,\u25bc17,2,2005
24.0,41,+7:01,37.0,Kashechkin Andrey,41,Cr\xe9dit Agricole,",, 7:01",+6:51,\u25bc4,2,2005
23.0,42,+7:01,24.0,Caethoven Steven,42,Chocolade Jacques - T Interim,",, 7:01",+6:51,\u25bc18,2,2005
23.0,43,+7:01,47.0,Kohl Bernhard,43,T-Mobile Team,",, 7:01",+6:51,\u25b24,2,2005
25.0,44,+7:01,27.0,Quinziato Manuel,44,Saunier Duval - Prodir,",, 7:01",+6:51,\u25bc17,2,2005
27.0,45,+7:01,62.0,Furlan Angelo,45,Domina Vacanze,",, 7:01",+6:51,\u25b217,2,2005
25.0,46,+7:01,40.0,Bak Lars Ytting,46,CSC ProTeam,",, 7:01",+6:51,\u25bc6,2,2005
32.0,47,+7:01,31.0,Nardello Daniele,47,T-Mobile Team,",, 7:01",+6:51,\u25bc16,2,2005
24.0,48,+7:01,67.0,de Schrooder Benny,48,Chocolade Jacques - T Interim,",, 7:01",+6:51,\u25b219,2,2005
28.0,49,+7:01,43.0,Putsep Erki,49,AG2R Pr\xe9voyance,",, 7:01",+6:51,\u25bc6,2,2005
21.0,50,+7:01,60.0,Chavanel S\xe9bastien,50,Bouygues Telecom,",, 7:01",+6:51,\u25b210,2,2005
29.0,51,+7:01,84.0,Ludewig Jorg,51,Domina Vacanze,",, 7:01",+6:51,\u25b233,2,2005
24.0,52,+7:01,54.0,Ravaioli Ivan,52,Saunier Duval - Prodir,",, 7:01",+6:51,\u25b22,2,2005
25.0,53,+7:01,78.0,Devolder Stijn,53,Discovery Channel,",, 7:01",+6:51,\u25b225,2,2005
33.0,54,+7:01,61.0,Mattan Nico,54,Davitamon - Lotto,",, 7:01",+6:51,\u25b27,2,2005
21.0,55,+7:01,59.0,Burghardt Marcus,55,T-Mobile Team,",, 7:01",+6:51,\u25b24,2,2005
22.0,56,+7:01,69.0,Wynants Maarten,56,Chocolade Jacques - T Interim,",, 7:01",+6:51,\u25b213,2,2005
32.0,57,+7:01,72.0,Roesems Bert,57,Davitamon - Lotto,",, 7:01",+6:51,\u25b215,2,2005
27.0,58,+7:01,63.0,Hoste Leif,58,Discovery Channel,",, 7:01",+6:51,\u25b25,2,2005
31.0,59,+7:01,85.0,van Heeswijk Max,59,Discovery Channel,",, 7:01",+6:51,\u25b226,2,2005
25.0,60,+7:01,105.0,Charteau Anthony,60,Bouygues Telecom,",, 7:01",+6:51,\u25b245,2,2005
30.0,61,+7:01,88.0,MAINGUENAUD Fr\xe9d\xe9ric,61,Bouygues Telecom,",, 7:01",+6:51,\u25b227,2,2005
30.0,62,+7:01,94.0,Sironi Gianluca,62,Liquigas,",, 7:01",+6:51,\u25b232,2,2005
33.0,63,+7:01,113.0,Loda Nicola,63,Liquigas,",, 7:01",+6:51,\u25b250,2,2005
23.0,64,+7:01,104.0,Knees Christian,64,Team Wiesenhof,",, 7:01",+6:51,\u25b240,2,2005
32.0,65,+7:01,99.0,Merckx Axel,65,Davitamon - Lotto,",, 7:01",+6:51,\u25b234,2,2005
23.0,66,+7:01,115.0,Gene Yohann,66,Bouygues Telecom,",, 7:01",+6:51,\u25b249,2,2005
25.0,67,+7:01,96.0,Eriksen Thomas bruun,67,CSC ProTeam,",, 7:01",+6:51,\u25b229,2,2005
30.0,68,+7:01,110.0,B\xe4ckstedt Magnus,68,Liquigas,",, 7:01",+6:51,\u25b242,2,2005
35.0,69,+7:01,121.0,Lombardi Giovanni,69,CSC ProTeam,",, 7:01",+6:51,\u25b252,2,2005
36.0,70,+7:01,122.0,Bramati Davide,70,Quickstep - Innergetic,",, 7:01",+6:51,\u25b252,2,2005
24.0,71,+7:15,128.0,ten Dam Laurens,71,Shimano - Memory Corp,7:15 7:15,+6:51,\u25b257,2,2005
21.0,72,+8:35,131.0,Musiol Daniel,72,Team Wiesenhof,8:35 8:35,+6:51,\u25b259,2,2005
32.0,73,+8:35,132.0,Andriotto Dario,73,Liquigas,",, 8:35",+6:51,\u25b259,2,2005
27.0,74,+9:45,87.0,Gobbi Michele,74,Domina Vacanze,9:45 9:45,+9:35,\u25b213,2,2005
,75,+15:00,100.0,El Mohammadi Farouk,75,,15:00 15:00,+14:50,\u25b225,2,2005
,76,+15:18,118.0,Abduljaleel Ahmed,76,,15:18 15:18,+15:08,\u25b242,2,2005
31.0,77,+15:47,4.0,Reinerink Rik,77,Shimano - Memory Corp,15:47 15:47,+15:39,\u25bc73,2,2005
27.0,78,+15:49,10.0,Siedler Sebastian,78,Team Wiesenhof,15:49 15:49,+15:39,\u25bc68,2,2005
25.0,79,+15:49,30.0,van Katwijk Alain,79,Shimano - Memory Corp,",, 15:49",+15:39,\u25bc49,2,2005
28.0,80,+15:49,7.0,Cadamuro Simone,80,Domina Vacanze,",, 15:49",+15:39,\u25bc73,2,2005
,81,+15:49,36.0,Ulzii-orshikh Jamsran,81,,",, 15:49",+15:39,\u25bc45,2,2005
22.0,82,+15:49,35.0,Giling Bas,82,T-Mobile Team,",, 15:49",+15:39,\u25bc47,2,2005
24.0,83,+15:49,33.0,van der Wal Eelke,83,Shimano - Memory Corp,",, 15:49",+15:39,\u25bc50,2,2005
27.0,84,+15:49,56.0,Schmitz Bram,84,T-Mobile Team,",, 15:49",+15:39,\u25bc28,2,2005
,85,+15:49,52.0,Rhiele Mohcena,85,,",, 15:49",+15:39,\u25bc33,2,2005
29.0,86,+15:49,58.0,Ivanov Serguei,86,T-Mobile Team,",, 15:49",+15:39,\u25bc28,2,2005
27.0,87,+15:49,55.0,Esmaeili Tareq,87,,",, 15:49",+15:39,\u25bc32,2,2005
29.0,88,+15:49,38.0,Joachim Benoit,88,Discovery Channel,",, 15:49",+15:39,\u25bc50,2,2005
25.0,89,+15:49,28.0,Rast Gregory,89,Phonak Hearing Systems,",, 15:49",+15:39,\u25bc61,2,2005
22.0,90,+15:49,73.0,Patour Kilian,90,Cr\xe9dit Agricole,",, 15:49",+15:39,\u25bc17,2,2005
22.0,91,+15:49,68.0,De Vocht Wim,91,Davitamon - Lotto,",, 15:49",+15:39,\u25bc23,2,2005
22.0,92,+15:49,71.0,Portal S\xe9bastien,92,Cr\xe9dit Agricole,",, 15:49",+15:39,\u25bc21,2,2005
30.0,93,+15:49,46.0,Mikhailov Guennady,93,Discovery Channel,",, 15:49",+15:39,\u25bc47,2,2005
25.0,94,+15:49,41.0,Herve C\xe9dric,94,Cr\xe9dit Agricole,",, 15:49",+15:39,\u25bc53,2,2005
21.0,95,+15:49,66.0,Grivko Andrei,95,Domina Vacanze,",, 15:49",+15:39,\u25bc29,2,2005
22.0,96,+15:49,50.0,Rigotto Elia,96,Domina Vacanze,",, 15:49",+15:39,\u25bc46,2,2005
,97,+15:49,53.0,Hollands Edmund,97,,",, 15:49",+15:39,\u25bc44,2,2005
25.0,98,+15:49,90.0,Krivtsov Yuriy,98,AG2R Pr\xe9voyance,",, 15:49",+15:39,\u25bc8,2,2005
23.0,99,+15:49,70.0,Schumacher Stefan,99,Shimano - Memory Corp,",, 15:49",+15:39,\u25bc29,2,2005
27.0,100,+15:49,74.0,Obst Rene,100,Team Wiesenhof,",, 15:49",+15:39,\u25bc26,2,2005
28.0,101,+15:49,81.0,Roberts Luke,101,CSC ProTeam,",, 15:49",+15:39,\u25bc20,2,2005
29.0,102,+15:49,65.0,Botcharov Alexandre,102,Cr\xe9dit Agricole,",, 15:49",+15:39,\u25bc37,2,2005
29.0,103,+15:49,57.0,Murn Uros,103,Phonak Hearing Systems,",, 15:49",+15:39,\u25bc46,2,2005
23.0,104,+15:49,92.0,Rapinski Viktor,104,Phonak Hearing Systems,",, 15:49",+15:39,\u25bc12,2,2005
24.0,105,+15:49,86.0,Kern Christophe,105,Bouygues Telecom,",, 15:49",+15:39,\u25bc19,2,2005
21.0,106,+15:49,64.0,Ravard Anthony,106,Bouygues Telecom,",, 15:49",+15:39,\u25bc42,2,2005
27.0,107,+15:49,83.0,Nuritdinov Rafael,107,Domina Vacanze,",, 15:49",+15:39,\u25bc24,2,2005
28.0,108,+15:49,117.0,Pinotti Marco,108,Saunier Duval - Prodir,",, 15:49",+15:39,\u25b29,2,2005
35.0,109,+15:49,101.0,Hoffman Tristan,109,CSC ProTeam,",, 15:49",+15:39,\u25bc8,2,2005
27.0,110,+15:49,93.0,Zampieri Steve,110,Phonak Hearing Systems,",, 15:49",+15:39,\u25bc17,2,2005
22.0,111,+15:49,89.0,Visconti Giovanni,111,Domina Vacanze,",, 15:49",+15:39,\u25bc22,2,2005
23.0,112,+15:49,75.0,Mangel Laurent,112,AG2R Pr\xe9voyance,",, 15:49",+15:39,\u25bc37,2,2005
30.0,113,+15:49,77.0,Nazon Damien,113,Cr\xe9dit Agricole,",, 15:49",+15:39,\u25bc36,2,2005
24.0,114,+15:49,111.0,Hesjedal Ryder,114,Discovery Channel,",, 15:49",+15:39,\u25bc3,2,2005
24.0,115,+15:49,91.0,Pollock Rhys,115,,",, 15:49",+15:39,\u25bc24,2,2005
