Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
30,42.801,,+0:00,,Weening Pieter,30,Rabobank Cycling Team,",, 0:33",,0,2011
37,42.801,,+0:00,,O'Grady Stuart,31,Leopard Trek,",, 0:33",,0,2011
37,42.732,,+0:00,,Hincapie George,32,BMC Racing Team,0:34 0:34,,0,2011
22,42.732,,+0:00,,Talansky Andrew,33,Team Garmin - Cerv\xe9lo,",, 0:34",,0,2011
27,42.662,,+0:00,,Haussler Heinrich,34,Team Garmin - Cerv\xe9lo,0:35 0:35,,0,2011
26,42.662,,+0:00,,de Greef Francis,35,Omega Pharma-Lotto,",, 0:35",,0,2011
26,42.662,,+0:00,,Rojas Jos\xe9 Joaqu\xedn,36,Movistar Team,",, 0:35",,0,2011
26,42.662,,+0:00,,Velits Martin,37,HTC - High Road,",, 0:35",,0,2011
34,42.662,,+0:00,,Roberts Luke,38,Saxo Bank - Sungard,",, 0:35",,0,2011
24,42.593,,+0:00,,Clarke Simon,39,Pro Team Astana,0:36 0:36,,0,2011
24,42.593,,+0:00,,Marycz Jaroslaw,40,Saxo Bank - Sungard,",, 0:36",,0,2011
34,42.593,,+0:00,,Hunter Robert,41,RadioShack,",, 0:36",,0,2011
24,42.593,,+0:00,,Capecchi Eros,42,Liquigas - Cannondale,",, 0:36",,0,2011
30,42.593,,+0:00,,Bazayev Assan,43,Pro Team Astana,",, 0:36",,0,2011
39,42.593,,+0:00,,Voigt Jens,44,Leopard Trek,",, 0:36",,0,2011
28,42.593,,+0:00,,Tschopp Johann,45,BMC Racing Team,",, 0:36",,0,2011
22,42.593,,+0:00,,Oliveira Nelson,46,RadioShack,",, 0:36",,0,2011
24,42.523999999999994,,+0:00,,Kruijswijk Steven,47,Rabobank Cycling Team,0:37 0:37,,0,2011
23,42.523999999999994,,+0:00,,Caruso Damiano,48,Liquigas - Cannondale,",, 0:37",,0,2011
27,42.456,,+0:00,,Christensen Mads,49,Saxo Bank - Sungard,0:38 0:38,,0,2011
27,42.456,,+0:00,,Deignan Philip,50,RadioShack,",, 0:38",,0,2011
21,42.456,,+0:00,,Bobridge Jack,51,Team Garmin - Cerv\xe9lo,",, 0:38",,0,2011
29,42.456,,+0:00,,De Weert Kevin,52,Quickstep Cycling Team,",, 0:38",,0,2011
31,42.456,,+0:00,,Chavanel Sylvain,53,Quickstep Cycling Team,",, 0:38",,0,2011
35,42.387,,+0:00,,Vande Velde Christian,54,Team Garmin - Cerv\xe9lo,0:39 0:39,,0,2011
27,42.387,,+0:00,,Bookwalter Brent,55,BMC Racing Team,",, 0:39",,0,2011
27,42.387,,+0:00,,Dyachenko Alexandr,56,Pro Team Astana,",, 0:39",,0,2011
24,42.387,,+0:00,,Ovechkin Artem,57,Team Katusha,",, 0:39",,0,2011
30,42.387,,+0:00,,ten Dam Laurens,58,Rabobank Cycling Team,",, 0:39",,0,2011
26,42.318999999999996,,+0:00,,B\xe1rta Jan,59,Team Netapp,0:40 0:40,,0,2011
34,42.251000000000005,,+0:00,,Henderson Gregory,60,Sky Procycling,0:41 0:41,,0,2011
35,42.251000000000005,,+0:00,,Di Luca Danilo,61,Team Katusha,",, 0:41",,0,2011
31,42.251000000000005,,+0:00,,Schleck Fr\xe4nk,62,Leopard Trek,",, 0:41",,0,2011
31,42.183,,+0:00,,Ballan Alessandro,63,BMC Racing Team,0:42 0:42,,0,2011
24,42.183,,+0:00,,De Gendt Thomas,64,Vacansoleil - DCM,",, 0:42",,0,2011
29,42.115,,+0:00,,Wynants Maarten,65,Rabobank Cycling Team,0:43 0:43,,0,2011
26,42.048,,+0:00,,Van Avermaet Greg,66,BMC Racing Team,0:44 0:44,,0,2011
36,42.048,,+0:00,,Arvesen Kurt-Asle,67,Sky Procycling,",, 0:44",,0,2011
29,42.048,,+0:00,,Brutt Pavel,68,Team Katusha,",, 0:44",,0,2011
24,41.981,,+0:00,,Kangert Tanel,69,Pro Team Astana,0:45 0:45,,0,2011
26,41.981,,+0:00,,Impey Daryl,70,,",, 0:45",,0,2011
29,41.913999999999994,,+0:00,,Losada Alberto,71,Team Katusha,0:46 0:46,,0,2011
21,41.913999999999994,,+0:00,,Slagter Tom-Jelte,72,Rabobank Cycling Team,",, 0:46",,0,2011
28,41.913999999999994,,+0:00,,Azanza Jorge,73,Euskaltel - Euskadi,",, 0:46",,0,2011
27,41.913999999999994,,+0:00,,Montaguti Matteo,74,AG2R La Mondiale,",, 0:46",,0,2011
31,41.781000000000006,,+0:00,,Nuyens Nick,75,Saxo Bank - Sungard,0:48 0:48,,0,2011
25,41.781000000000006,,+0:00,,Bakelants Jan,76,Omega Pharma-Lotto,",, 0:48",,0,2011
30,41.781000000000006,,+0:00,,Hesjedal Ryder,77,Team Garmin - Cerv\xe9lo,",, 0:48",,0,2011
28,41.714,,+0:00,,Dietziker Andreas,78,Team Netapp,0:49 0:49,,0,2011
23,41.714,,+0:00,,K\xf6nig Leopold,79,Team Netapp,",, 0:49",,0,2011
25,41.714,,+0:00,,Stybar Zdenek,80,Quickstep Cycling Team,",, 0:49",,0,2011
26,41.648,,+0:00,,Vandewalle Kristof,81,Quickstep Cycling Team,0:50 0:50,,0,2011
36,41.648,,+0:00,,Dessel Cyril,82,AG2R La Mondiale,",, 0:50",,0,2011
33,41.648,,+0:00,,Louder Jeff,83,BMC Racing Team,",, 0:50",,0,2011
37,41.648,,+0:00,,Hondo Danilo,84,Lampre - ISD,",, 0:50",,0,2011
24,41.648,,+0:00,,Stannard Ian,85,Sky Procycling,",, 0:50",,0,2011
29,41.582,,+0:00,,Sieberg Marcel,86,Omega Pharma-Lotto,0:51 0:51,,0,2011
30,41.582,,+0:00,,Boonen Tom,87,Quickstep Cycling Team,",, 0:51",,0,2011
34,41.582,,+0:00,,Bodrogi Laszlo,88,Team Type 1 - SANOFI,",, 0:51",,0,2011
36,41.582,,+0:00,,Cioni Dario,89,Sky Procycling,",, 0:51",,0,2011
30,41.516999999999996,,+0:00,,Hansen Adam,90,Omega Pharma-Lotto,0:52 0:52,,0,2011
30,41.516999999999996,,+0:00,,Albasini Michael,91,HTC - High Road,",, 0:52",,0,2011
32,41.516999999999996,,+0:00,,Bertogliati Rubens,92,Team Type 1 - SANOFI,",, 0:52",,0,2011
32,41.516999999999996,,+0:00,,Carrara Matteo,93,Vacansoleil - DCM,",, 0:52",,0,2011
24,41.451,,+0:00,,Oss Daniel,94,Liquigas - Cannondale,0:53 0:53,,0,2011
29,41.451,,+0:00,,Efimkin Alexander,95,Team Type 1 - SANOFI,",, 0:53",,0,2011
35,41.451,,+0:00,,Lastras Pablo,96,Movistar Team,",, 0:53",,0,2011
28,41.451,,+0:00,,Greipel Andr\xe9,97,Omega Pharma-Lotto,",, 0:53",,0,2011
29,41.451,,+0:00,,Mondory Lloyd,98,AG2R La Mondiale,",, 0:53",,0,2011
31,41.451,,+0:00,,Rast Gregory,99,RadioShack,",, 0:53",,0,2011
28,41.451,,+0:00,,Kaisen Olivier,100,Omega Pharma-Lotto,",, 0:53",,0,2011
24,41.386,,+0:00,,Ciolek Gerald,101,Quickstep Cycling Team,0:54 0:54,,0,2011
35,41.386,,+0:00,,Righi Daniele,102,Lampre - ISD,",, 0:54",,0,2011
24,41.386,,+0:00,,Pliuschin Alexandr,103,Team Katusha,",, 0:54",,0,2011
29,41.386,,+0:00,,Fern\xe1ndez Koldo,104,Euskaltel - Euskadi,",, 0:54",,0,2011
26,41.386,,+0:00,,Sesma Daniel,105,Euskaltel - Euskadi,",, 0:54",,0,2011
31,41.386,,+0:00,,Loosli David,106,Lampre - ISD,",, 0:54",,0,2011
21,41.256,,+0:00,,Nerz Dominik,107,Liquigas - Cannondale,0:56 0:56,,0,2011
23,41.256,,+0:00,,Benedetti Cesare,108,Team Netapp,",, 0:56",,0,2011
27,41.191,,+0:00,,Burghardt Marcus,109,BMC Racing Team,0:57 0:57,,0,2011
26,41.191,,+0:00,,Breschel Matti,110,Rabobank Cycling Team,",, 0:57",,0,2011
30,41.191,,+0:00,,Lagutin Sergey,111,Vacansoleil - DCM,",, 0:57",,0,2011
23,41.191,,+0:00,,Swift Ben,112,Sky Procycling,",, 0:57",,0,2011
24,41.191,,+0:00,,Ponzi Simone,113,Liquigas - Cannondale,",, 0:57",,0,2011
36,41.126999999999995,,+0:00,,Bruseghin Marzio,114,Movistar Team,0:58 0:58,,0,2011
35,41.126999999999995,,+0:00,,Rasch Gabriel,115,Team Garmin - Cerv\xe9lo,",, 0:58",,0,2011
31,41.126999999999995,,+0:00,,Muravyev Dmitriy,116,RadioShack,",, 0:58",,0,2011
28,41.063,,+0:00,,Perez Alan,117,Euskaltel - Euskadi,0:59 0:59,,0,2011
32,41.063,,+0:00,,Cooke Baden,118,Saxo Bank - Sungard,",, 0:59",,0,2011
23,41.063,,+0:00,,Gastauer Ben,119,AG2R La Mondiale,",, 0:59",,0,2011
30,41.063,,+0:00,,Caruso Giampaolo,120,Team Katusha,",, 0:59",,0,2011
22,40.998000000000005,,+0:00,,Schorn Daniel,121,Team Netapp,1:00 1:00,,0,2011
27,40.998000000000005,,+0:00,,Kvachuk Oleksandr,122,Lampre - ISD,",, 1:00",,0,2011
34,40.935,,+0:00,,Paolini Luca,123,Team Katusha,1:01 1:01,,0,2011
30,40.871,,+0:00,,Huzarski Bartosz,124,Team Netapp,1:02 1:02,,0,2011
26,40.871,,+0:00,,Renev Sergey,125,Pro Team Astana,",, 1:02",,0,2011
31,40.806999999999995,,+0:00,,Devolder Stijn,126,Vacansoleil - DCM,1:03 1:03,,0,2011
29,40.806999999999995,,+0:00,,Ventoso Francisco,127,Movistar Team,",, 1:03",,0,2011
35,40.744,,+0:00,,Freire Oscar,128,Rabobank Cycling Team,1:04 1:04,,0,2011
30,40.744,,+0:00,,Bozic Borut,129,Vacansoleil - DCM,",, 1:04",,0,2011
32,40.744,,+0:00,,Noval Benjamin,130,Saxo Bank - Sungard,",, 1:04",,0,2011
26,40.681,,+0:00,,Sutton Chris,131,Sky Procycling,1:05 1:05,,0,2011
26,40.556,,+0:00,,Salerno Cristiano,132,Liquigas - Cannondale,1:07 1:07,,0,2011
22,40.493,,+0:00,,Madrazo \xc1ngel,133,Movistar Team,1:08 1:08,,0,2011
31,40.493,,+0:00,,Kuchynski Aliaksandr,134,Team Katusha,",, 1:08",,0,2011
29,40.431,,+0:00,,Reynes Vicente,135,Omega Pharma-Lotto,1:09 1:09,,0,2011
35,40.431,,+0:00,,Grabsch Bert,136,HTC - High Road,",, 1:09",,0,2011
30,40.431,,+0:00,,Eisel Bernhard,137,HTC - High Road,",, 1:09",,0,2011
24,40.431,,+0:00,,Goss Matthew,138,HTC - High Road,",, 1:09",,0,2011
27,40.369,,+0:00,,Bono Matteo,139,Lampre - ISD,1:10 1:10,,0,2011
27,40.369,,+0:00,,Megias Javier,140,Team Type 1 - SANOFI,",, 1:10",,0,2011
24,40.369,,+0:00,,Castroviejo Jonathan,141,Euskaltel - Euskadi,",, 1:10",,0,2011
38,40.245,,+0:00,,McEwen Robbie,142,RadioShack,1:12 1:12,,0,2011
30,40.245,,+0:00,,Steegmans Gert,143,Quickstep Cycling Team,",, 1:12",,0,2011
26,40.183,,+0:00,,Cavendish Mark,144,HTC - High Road,1:13 1:13,,0,2011
24,40.183,,+0:00,,Stewart Scott,145,Team Type 1 - SANOFI,",, 1:13",,0,2011
29,40.183,,+0:00,,Perez Ruben,146,Euskaltel - Euskadi,",, 1:13",,0,2011
26,39.879,,+0:00,,Schleck Andy,147,Leopard Trek,1:18 1:18,,0,2011
30,39.879,,+0:00,,Davis Allan,148,Pro Team Astana,",, 1:18",,0,2011
33,39.879,,+0:00,,Pidgornyy Ruslan,149,Vacansoleil - DCM,",, 1:18",,0,2011
25,39.758,,+0:00,,Ch\xe9rel Micka\xebl,150,AG2R La Mondiale,1:20 1:20,,0,2011
25,39.758,,+0:00,,Gottfried Alexander,151,Team Netapp,",, 1:20",,0,2011
26,39.758,,+0:00,,Bazzana Alessandro,152,Team Type 1 - SANOFI,",, 1:20",,0,2011
27,39.698,,+0:00,,Ravard Anthony,153,AG2R La Mondiale,1:21 1:21,,0,2011
24,39.698,,+0:00,,Aramendia Javier,154,Euskaltel - Euskadi,",, 1:21",,0,2011
29,39.638000000000005,,+0:00,,Lorenzetto Mirco,155,Pro Team Astana,1:22 1:22,,0,2011
21,39.459,,+0:00,,Balloni Alfredo,156,Lampre - ISD,1:25 1:25,,0,2011
23,39.4,,+0:00,,Magazzini Enrico,157,Lampre - ISD,1:26 1:26,,0,2011
34,39.283,,+0:00,,Kobzarenko Valery,158,Team Type 1 - SANOFI,1:28 1:28,,0,2011
33,38.59,,+0:00,,Hayman Mathew,159,Sky Procycling,1:40 1:40,,0,2011
28,38.032,,+0:00,,Callegarin Daniele,160,Team Type 1 - SANOFI,1:50 1:50,,0,2011
28,,,+0:00,50.0,Soler Juan Mauricio,1,Movistar Team,4:23:20 4:23:20,6.0,2,2011
29,,,+0:00,30.0,Cunego Damiano,2,Lampre - ISD,0:12 0:12,4.0,2,2011
31,,,+0:00,18.0,Schleck Fr\xe4nk,3,Leopard Trek,",, 0:12",2.0,2,2011
35,,,+0:00,13.0,Di Luca Danilo,4,Team Katusha,0:16 0:16,1.0,2,2011
24,,,+0:00,10.0,Mollema Bauke,5,Rabobank Cycling Team,0:18 0:18,1.0,2,2011
37,,,+0:00,7.0,Leipheimer Levi,6,RadioShack,0:34 0:34,,2,2011
22,,,+0:00,4.0,van Garderen Tejay,7,HTC - High Road,0:36 0:36,,2,2011
24,,,+0:00,3.0,Frank Mathias,8,BMC Racing Team,0:39 0:39,,2,2011
24,,,+0:00,2.0,Capecchi Eros,9,Liquigas - Cannondale,0:47 0:47,,2,2011
30,,,+0:00,1.0,ten Dam Laurens,10,Rabobank Cycling Team,",, 0:47",,2,2011
24,,,+0:00,,Kruijswijk Steven,11,Rabobank Cycling Team,",, 0:47",,2,2011
26,,,+0:00,,Froome Christopher,12,Sky Procycling,0:56 0:56,,2,2011
26,,,+0:00,,de Greef Francis,13,Omega Pharma-Lotto,1:13 1:13,,2,2011
26,,,+0:00,,Fuglsang Jakob,14,Leopard Trek,1:15 1:15,,2,2011
28,,,+0:00,,Tschopp Johann,15,BMC Racing Team,",, 1:15",,2,2011
26,,,+0:00,,Schleck Andy,16,Leopard Trek,1:39 1:39,,2,2011
26,,,+0:00,,Salerno Cristiano,17,Liquigas - Cannondale,",, 1:39",,2,2011
26,,,+0:00,,Rojas Jos\xe9 Joaqu\xedn,18,Movistar Team,1:44 1:44,,2,2011
30,,,+0:00,,Caruso Giampaolo,19,Team Katusha,1:45 1:45,,2,2011
28,,,+0:00,,Monfort Maxime,20,Leopard Trek,1:47 1:47,,2,2011
28,,,+0:00,,Gerdemann Linus,21,Leopard Trek,",, 1:47",,2,2011
26,,,+0:00,,Samoilau Branislau,22,Movistar Team,",, 1:47",,2,2011
30,,,+0:00,,Huzarski Bartosz,23,Team Netapp,",, 1:47",,2,2011
33,,,+0:00,,Pidgornyy Ruslan,24,Vacansoleil - DCM,1:51 1:51,,2,2011
23,,,+0:00,,Izagirre Gorka,25,Euskaltel - Euskadi,1:58 1:58,,2,2011
33,,,+0:00,,Danielson Thomas,26,Team Garmin - Cerv\xe9lo,2:05 2:05,,2,2011
27,,,+0:00,,Devenyns Dries,27,Quickstep Cycling Team,2:23 2:23,,2,2011
30,,,+0:00,,Lagutin Sergey,28,Vacansoleil - DCM,3:13 3:13,,2,2011
24,,,+0:00,,Kangert Tanel,29,Pro Team Astana,3:33 3:33,,2,2011
22,,,+0:00,,Madrazo \xc1ngel,30,Movistar Team,3:42 3:42,,2,2011
25,,,+0:00,,Bakelants Jan,31,Omega Pharma-Lotto,",, 3:42",,2,2011
30,,,+0:00,,Albasini Michael,32,HTC - High Road,3:55 3:55,,2,2011
23,,,+0:00,,Caruso Damiano,33,Liquigas - Cannondale,4:01 4:01,,2,2011
28,,,+0:00,,Azanza Jorge,34,Euskaltel - Euskadi,4:10 4:10,,2,2011
27,,,+0:00,,Deignan Philip,35,RadioShack,",, 4:10",,2,2011
29,,,+0:00,,De Weert Kevin,36,Quickstep Cycling Team,4:27 4:27,,2,2011
31,,,+0:00,,Muravyev Dmitriy,37,RadioShack,",, 4:27",,2,2011
24,,,+0:00,,Ovechkin Artem,38,Team Katusha,4:41 4:41,,2,2011
32,,,+0:00,,Elmiger Martin,39,AG2R La Mondiale,4:53 4:53,,2,2011
36,,,+0:00,,Dessel Cyril,40,AG2R La Mondiale,5:27 5:27,,2,2011
29,,,+0:00,,Efimkin Alexander,41,Team Type 1 - SANOFI,",, 5:27",,2,2011
31,,,+0:00,,Chavanel Sylvain,42,Quickstep Cycling Team,",, 5:27",,2,2011
36,,,+0:00,,Arvesen Kurt-Asle,43,Sky Procycling,",, 5:27",,2,2011
24,,,+0:00,,De Gendt Thomas,44,Vacansoleil - DCM,5:53 5:53,,2,2011
27,,,+0:00,,Marcato Marco,45,Vacansoleil - DCM,",, 5:53",,2,2011
30,,,+0:00,,Hesjedal Ryder,46,Team Garmin - Cerv\xe9lo,",, 5:53",,2,2011
21,,,+0:00,,Slagter Tom-Jelte,47,Rabobank Cycling Team,6:13 6:13,,2,2011
30,,,+0:00,,Larsson Gustav,48,Saxo Bank - Sungard,6:38 6:38,,2,2011
24,,,+0:00,,Aramendia Javier,49,Euskaltel - Euskadi,",, 6:38",,2,2011
24,,,+0:00,,Pliuschin Alexandr,50,Team Katusha,",, 6:38",,2,2011
29,,,+0:00,,Mondory Lloyd,51,AG2R La Mondiale,",, 6:38",,2,2011
35,,,+0:00,,Lastras Pablo,52,Movistar Team,",, 6:38",,2,2011
21,,,+0:00,,Nerz Dominik,53,Liquigas - Cannondale,7:03 7:03,,2,2011
30,,,+0:00,,Hansen Adam,54,Omega Pharma-Lotto,7:44 7:44,,2,2011
26,,,+0:00,,Velits Peter,55,HTC - High Road,",, 7:44",,2,2011
23,,,+0:00,,Gastauer Ben,56,AG2R La Mondiale,",, 7:44",,2,2011
25,,,+0:00,,Stybar Zdenek,57,Quickstep Cycling Team,",, 7:44",,2,2011
28,,,+0:00,,Dietziker Andreas,58,Team Netapp,",, 7:44",,2,2011
32,,,+0:00,,Guti\xe9rrez Jos\xe9 Iv\xe1n,59,Movistar Team,",, 7:44",,2,2011
24,,,+0:00,,Ponzi Simone,60,Liquigas - Cannondale,",, 7:44",,2,2011
30,,,+0:00,,Weening Pieter,61,Rabobank Cycling Team,8:12 8:12,,2,2011
26,,,+0:00,,Van Avermaet Greg,62,BMC Racing Team,",, 8:12",,2,2011
30,,,+0:00,,Boonen Tom,63,Quickstep Cycling Team,9:55 9:55,,2,2011
26,,,+0:00,,Vandewalle Kristof,64,Quickstep Cycling Team,",, 9:55",,2,2011
26,,,+0:00,,Impey Daryl,65,,",, 9:55",,2,2011
23,,,+0:00,,Poels Wout,66,Vacansoleil - DCM,",, 9:55",,2,2011
27,,,+0:00,,Bookwalter Brent,67,BMC Racing Team,",, 9:55",,2,2011
26,,,+0:00,,Renev Sergey,68,Pro Team Astana,",, 9:55",,2,2011
27,,,+0:00,,Dyachenko Alexandr,69,Pro Team Astana,",, 9:55",,2,2011
32,,,+0:00,,Noval Benjamin,70,Saxo Bank - Sungard,10:46 10:46,,2,2011
27,,,+0:00,,Christensen Mads,71,Saxo Bank - Sungard,",, 10:46",,2,2011
23,,,+0:00,,K\xf6nig Leopold,72,Team Netapp,",, 10:46",,2,2011
39,,,+0:00,,Voigt Jens,73,Leopard Trek,",, 10:46",,2,2011
26,,,+0:00,,B\xe1rta Jan,74,Team Netapp,",, 10:46",,2,2011
37,,,+0:00,,Hincapie George,75,BMC Racing Team,",, 10:46",,2,2011
30,,,+0:00,,Bazayev Assan,76,Pro Team Astana,",, 10:46",,2,2011
29,,,+0:00,,Gasparotto Enrico,77,Pro Team Astana,",, 10:46",,2,2011
24,,,+0:00,,Stannard Ian,78,Sky Procycling,",, 10:46",,2,2011
27,,,+0:00,,Montaguti Matteo,79,AG2R La Mondiale,",, 10:46",,2,2011
30,,,+0:00,,Veikkanen Jussi,80,Omega Pharma-Lotto,",, 10:46",,2,2011
26,,,+0:00,,Sesma Daniel,81,Euskaltel - Euskadi,",, 10:46",,2,2011
29,,,+0:00,,Brutt Pavel,82,Team Katusha,",, 10:46",,2,2011
35,,,+0:00,,Kl\xf6den Andr\xe9as,83,RadioShack,",, 10:46",,2,2011
35,,,+0:00,,Righi Daniele,84,Lampre - ISD,",, 10:46",,2,2011
21,,,+0:00,,Sagan Peter,85,Liquigas - Cannondale,",, 10:46",,2,2011
37,,,+0:00,,Hondo Danilo,86,Lampre - ISD,12:50 12:50,,2,2011
34,,,+0:00,,Kobzarenko Valery,87,Team Type 1 - SANOFI,",, 12:50",,2,2011
27,,,+0:00,,Megias Javier,88,Team Type 1 - SANOFI,",, 12:50",,2,2011
29,,,+0:00,,Losada Alberto,89,Team Katusha,",, 12:50",,2,2011
26,,,+0:00,,Breschel Matti,90,Rabobank Cycling Team,",, 12:50",,2,2011
24,,,+0:00,,Stewart Scott,91,Team Type 1 - SANOFI,",, 12:50",,2,2011
35,,,+0:00,,Vande Velde Christian,92,Team Garmin - Cerv\xe9lo,",, 12:50",,2,2011
27,,,+0:00,,Ravard Anthony,93,AG2R La Mondiale,13:51 13:51,,2,2011
24,,,+0:00,,Clarke Simon,94,Pro Team Astana,",, 13:51",,2,2011
28,,,+0:00,,Perez Alan,95,Euskaltel - Euskadi,14:35 14:35,,2,2011
24,,,+0:00,,Marycz Jaroslaw,96,Saxo Bank - Sungard,15:15 15:15,,2,2011
36,,,+0:00,,Cioni Dario,97,Sky Procycling,",, 15:15",,2,2011
24,,,+0:00,,Boaro Manuele,98,Saxo Bank - Sungard,15:17 15:17,,2,2011
26,,,+0:00,,Bodnar Maciej,99,Liquigas - Cannondale,15:59 15:59,,2,2011
24,,,+0:00,,Oss Daniel,100,Liquigas - Cannondale,",, 15:59",,2,2011
24,,,+0:00,,Ciolek Gerald,101,Quickstep Cycling Team,16:00 16:00,,2,2011
28,,,+0:00,,Greipel Andr\xe9,102,Omega Pharma-Lotto,17:44 17:44,,2,2011
30,,,+0:00,,Cancellara Fabian,103,Leopard Trek,",, 17:44",,2,2011
27,,,+0:00,,Burghardt Marcus,104,BMC Racing Team,",, 17:44",,2,2011
30,,,+0:00,,Eisel Bernhard,105,HTC - High Road,",, 17:44",,2,2011
34,,,+0:00,,Hunter Robert,106,RadioShack,",, 17:44",,2,2011
29,,,+0:00,,Sieberg Marcel,107,Omega Pharma-Lotto,",, 17:44",,2,2011
31,,,+0:00,,Rast Gregory,108,RadioShack,",, 17:44",,2,2011
29,,,+0:00,,Reynes Vicente,109,Omega Pharma-Lotto,",, 17:44",,2,2011
29,,,+0:00,,Fern\xe1ndez Koldo,110,Euskaltel - Euskadi,",, 17:44",,2,2011
23,,,+0:00,,Magazzini Enrico,111,Lampre - ISD,",, 17:44",,2,2011
31,,,+0:00,,Loosli David,112,Lampre - ISD,",, 17:44",,2,2011
31,,,+0:00,,Nuyens Nick,113,Saxo Bank - Sungard,",, 17:44",,2,2011
21,,,+0:00,,Bobridge Jack,114,Team Garmin - Cerv\xe9lo,",, 17:44",,2,2011
23,,,+0:00,,Benedetti Cesare,115,Team Netapp,",, 17:44",,2,2011
22,,,+0:00,,Schorn Daniel,116,Team Netapp,",, 17:44",,2,2011
27,,,+0:00,,Bono Matteo,117,Lampre - ISD,",, 17:44",,2,2011
25,,,+0:00,,Ch\xe9rel Micka\xebl,118,AG2R La Mondiale,",, 17:44",,2,2011
25,,,+0:00,,Gottfried Alexander,119,Team Netapp,",, 17:44",,2,2011
33,,,+0:00,,Nocentini Rinaldo,120,AG2R La Mondiale,",, 17:44",,2,2011
27,,,+0:00,,Kvachuk Oleksandr,121,Lampre - ISD,",, 17:44",,2,2011
29,,,+0:00,,Ventoso Francisco,122,Movistar Team,",, 17:44",,2,2011
34,,,+0:00,,Roberts Luke,123,Saxo Bank - Sungard,",, 17:44",,2,2011
31,,,+0:00,,Ballan Alessandro,124,BMC Racing Team,",, 17:44",,2,2011
34,,,+0:00,,Paolini Luca,125,Team Katusha,",, 17:44",,2,2011
29,,,+0:00,,Perez Ruben,126,Euskaltel - Euskadi,",, 17:44",,2,2011
31,,,+0:00,,Devolder Stijn,127,Vacansoleil - DCM,",, 17:44",,2,2011
29,,,+0:00,,Wynants Maarten,128,Rabobank Cycling Team,",, 17:44",,2,2011
37,,,+0:00,,O'Grady Stuart,129,Leopard Trek,",, 17:44",,2,2011
38,,,+0:00,,McEwen Robbie,130,RadioShack,",, 17:44",,2,2011
