Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,UCI.1,stage,year
36,51.354,121,23.0,+0:24,,Valverde Alejandro,23,Movistar Team,0:24 0:24,,,1,2016
24,51.278999999999996,173,24.0,+0:25,,Hofland Moreno,24,Team LottoNL-Jumbo,0:25 0:25,,,1,2016
38,51.205,148,25.0,+0:26,,Tuft Svein,25,Orica GreenEDGE,0:26 0:26,,,1,2016
28,51.205,47,26.0,+0:26,,Navardauskas Ramunas,26,Cannondale Pro Cycling Team,",, 0:26",,,1,2016
27,51.13,207,27.0,+0:27,,Nizzolo Giacomo,27,Trek - Segafredo,0:27 0:27,,,1,2016
28,51.056000000000004,209,28.0,+0:28,,Zoidl Riccardo,28,Trek - Segafredo,0:28 0:28,,,1,2016
31,51.056000000000004,14,29.0,+0:28,,Fuglsang Jakob,29,Astana Pro Team,",, 0:28",,,1,2016
24,51.056000000000004,111,30.0,+0:28,,Wellens Tim,30,Lotto Soudal,",, 0:28",,,1,2016
26,50.983000000000004,100,31.0,+0:29,,Ulissi Diego,31,Lampre - Merida,0:29 0:29,,,1,2016
31,50.909,188,32.0,+0:30,,Roche Nicolas,32,Team Sky,0:30 0:30,,,1,2016
26,50.909,141,33.0,+0:30,,Chaves Johan Esteban,33,Orica GreenEDGE,",, 0:30",,,1,2016
22,50.909,35,34.0,+0:30,,K\xfcng Stefan,34,BMC Racing Team,",, 0:30",,,1,2016
26,50.909,93,35.0,+0:30,,Howard Leigh,35,IAM Cycling,",, 0:30",,,1,2016
31,50.836000000000006,125,36.0,+0:31,,Moreno Javier,36,Movistar Team,0:31 0:31,,,1,2016
24,50.836000000000006,113,37.0,+0:31,,de Bie Sean,37,Lotto Soudal,",, 0:31",,,1,2016
26,50.763000000000005,161,38.0,+0:32,,Zakarin Ilnur,38,Team Katusha,0:32 0:32,,,1,2016
27,50.763000000000005,66,39.0,+0:32,,Serry Pieter,39,Etixx - Quick Step,",, 0:32",,,1,2016
33,50.763000000000005,129,40.0,+0:32,,Visconti Giovanni,40,Movistar Team,",, 0:32",,,1,2016
35,50.69,201,41.0,+0:33,,Hesjedal Ryder,41,Trek - Segafredo,0:33 0:33,,,1,2016
36,50.69,147,42.0,+0:33,,Plaza Rub\xe9n,42,Orica GreenEDGE,",, 0:33",,,1,2016
29,50.69,41,43.0,+0:33,,Uran Rigoberto,43,Cannondale Pro Cycling Team,",, 0:33",,,1,2016
37,50.617,177,44.0,+0:34,,Tankink Bram,44,Team LottoNL-Jumbo,0:34 0:34,,,1,2016
27,50.617,63,45.0,+0:34,,de la Cruz David,45,Etixx - Quick Step,",, 0:34",,,1,2016
38,50.617,178,46.0,+0:34,,Tjallingii Maarten,46,Team LottoNL-Jumbo,",, 0:34",,,1,2016
33,50.617,114,47.0,+0:34,,Greipel Andr\xe9,47,Lotto Soudal,",, 0:34",,,1,2016
27,50.544,174,48.0,+0:35,,Castelijns Twan,48,Team LottoNL-Jumbo,0:35 0:35,,,1,2016
30,50.544,118,49.0,+0:35,,Roelandts Jurgen,49,Lotto Soudal,",, 0:35",,,1,2016
25,50.544,165,50.0,+0:35,,Vorobyev Anton,50,Team Katusha,",, 0:35",,,1,2016
36,50.544,112,51.0,+0:35,,Bak Lars Ytting,51,Lotto Soudal,",, 0:35",,,1,2016
30,50.544,76,52.0,+0:35,,Konovalovas Ignatas,52,FDJ,",, 0:35",,,1,2016
27,50.472,189,53.0,+0:36,,Viviani Elia,53,Team Sky,0:36 0:36,,,1,2016
36,50.472,37,54.0,+0:36,,Quinziato Manuel,54,BMC Racing Team,",, 0:36",,,1,2016
29,50.472,36,55.0,+0:36,,Oss Daniel,55,BMC Racing Team,",, 0:36",,,1,2016
35,50.472,186,56.0,+0:36,,Knees Christian,56,Team Sky,",, 0:36",,,1,2016
26,50.4,123,57.0,+0:37,,Betancur Carlos,57,Movistar Team,0:37 0:37,,,1,2016
33,50.4,88,58.0,+0:37,,Serov Alexander,58,Gazprom-RusVelo,",, 0:37",,,1,2016
26,50.4,169,59.0,+0:37,,Tsatevich Alexey,59,Team Katusha,",, 0:37",,,1,2016
26,50.328,191,60.0,+0:38,,Majka Rafa\u0142,60,Tinkoff,0:38 0:38,,,1,2016
30,50.328,166,61.0,+0:38,,Porsev Alexander,61,Team Katusha,",, 0:38",,,1,2016
38,50.328,9,62.0,+0:38,,Peraud Jean-Christophe,62,AG2R La Mondiale,",, 0:38",,,1,2016
29,50.328,168,63.0,+0:38,,Taaram\xe4e Rein,63,Team Katusha,",, 0:38",,,1,2016
33,50.328,117,64.0,+0:38,,Monfort Maxime,64,Lotto Soudal,",, 0:38",,,1,2016
34,50.185,79,65.0,+0:40,,Vaugrenard Benoit,65,FDJ,0:40 0:40,,,1,2016
24,50.185,71,66.0,+0:40,,D\xe9mare Arnaud,66,FDJ,",, 0:40",,,1,2016
26,50.185,181,67.0,+0:40,,Landa Mikel,67,Team Sky,",, 0:40",,,1,2016
23,50.185,195,68.0,+0:40,,McCarthy Jay,68,Tinkoff,",, 0:40",,,1,2016
33,50.185,56,69.0,+0:40,,Siutsou Kanstantsin,69,Team Dimension Data,",, 0:40",,,1,2016
29,50.185,21,70.0,+0:40,,Pirazzi Stefano,70,Bardiani - CSF,",, 0:40",,,1,2016
24,50.114,31,71.0,+0:41,,Senni Manuel,71,BMC Racing Team,0:41 0:41,,,1,2016
22,50.114,48,72.0,+0:41,,Bettiol Alberto,72,Cannondale Pro Cycling Team,",, 0:41",,,1,2016
23,50.114,128,73.0,+0:41,,S\xfctterlin Jasha,73,Movistar Team,",, 0:41",,,1,2016
31,50.114,12,74.0,+0:41,,Agnoli Valerio,74,Astana Pro Team,",, 0:41",,,1,2016
26,50.043,203,75.0,+0:42,,Bobridge Jack,75,Trek - Segafredo,0:42 0:42,,,1,2016
34,50.043,187,76.0,+0:42,,Lopez David,76,Team Sky,",, 0:42",,,1,2016
22,50.043,39,77.0,+0:42,,Zabel Rick,77,BMC Racing Team,",, 0:42",,,1,2016
26,50.043,38,78.0,+0:42,,Rosskopf Joey,78,BMC Racing Team,",, 0:42",,,1,2016
30,50.043,159,79.0,+0:42,,Timmer Albert,79,Team Giant - Alpecin,",, 0:42",,,1,2016
34,50.043,127,80.0,+0:42,,Sutherland Rory,80,Movistar Team,",, 0:42",,,1,2016
29,49.972,43,81.0,+0:43,,Clarke Simon,81,Cannondale Pro Cycling Team,0:43 0:43,,,1,2016
29,49.972,98,82.0,+0:43,,Wyss Marcel,82,IAM Cycling,",, 0:43",,,1,2016
29,49.972,86,83.0,+0:43,,Ovechkin Artem,83,Gazprom-RusVelo,",, 0:43",,,1,2016
26,49.972,83,84.0,+0:43,,Ershov Artur,84,Gazprom-RusVelo,",, 0:43",,,1,2016
29,49.901,5,85.0,+0:44,,Gretsch Patrick,85,AG2R La Mondiale,0:44 0:44,,,1,2016
34,49.901,193,86.0,+0:44,,Brutt Pavel,86,Tinkoff,",, 0:44",,,1,2016
22,49.831,212,87.0,+0:45,,Amezqueta Julen,87,Wilier - Southeast,0:45 0:45,,,1,2016
36,49.831,18,88.0,+0:45,,Scarponi Michele,88,Astana Pro Team,",, 0:45",,,1,2016
27,49.831,205,89.0,+0:45,,Coledan Marco,89,Trek - Segafredo,",, 0:45",,,1,2016
27,49.831,116,90.0,+0:45,,Ligthart Pim,90,Lotto Soudal,",, 0:45",,,1,2016
41,49.831,199,91.0,+0:45,,Tosatto Matteo,91,Tinkoff,",, 0:45",,,1,2016
28,49.76,142,92.0,+0:46,,Bewley Sam,92,Orica GreenEDGE,0:46 0:46,,,1,2016
27,49.76,99,93.0,+0:46,,Laengen Vegard Stake,93,IAM Cycling,",, 0:46",,,1,2016
28,49.76,208,94.0,+0:46,,van Poppel Boy,94,Trek - Segafredo,",, 0:46",,,1,2016
31,49.76,65,95.0,+0:46,,Sabatini Fabio,95,Etixx - Quick Step,",, 0:46",,,1,2016
29,49.76,59,96.0,+0:46,,Venter Jaco,96,Team Dimension Data,",, 0:46",,,1,2016
23,49.69,101,97.0,+0:47,,Conti Valerio,97,Lampre - Merida,0:47 0:47,,,1,2016
24,49.69,214,98.0,+0:47,,Bertazzo Liam,98,Wilier - Southeast,",, 0:47",,,1,2016
20,49.69,218,99.0,+0:47,,Martinez Daniel Felipe,99,Wilier - Southeast,",, 0:47",,,1,2016
25,49.69,97,100.0,+0:47,,Warbasse Larry,100,IAM Cycling,",, 0:47",,,1,2016
33,49.69,1,101.0,+0:47,,Pozzovivo Domenico,101,AG2R La Mondiale,",, 0:47",,,1,2016
34,49.69,211,102.0,+0:47,,Pozzato Filippo,102,Wilier - Southeast,",, 0:47",,,1,2016
28,49.62,96,103.0,+0:48,,Denifl Stefan,103,IAM Cycling,0:48 0:48,,,1,2016
25,49.62,27,104.0,+0:48,,Colbrelli Sonny,104,Bardiani - CSF,",, 0:48",,,1,2016
24,49.551,152,105.0,+0:49,,Arndt Nikias,105,Team Giant - Alpecin,0:49 0:49,,,1,2016
25,49.481,6,106.0,+0:50,,Houle Hugo,106,AG2R La Mondiale,0:50 0:50,,,1,2016
32,49.481,183,107.0,+0:50,,Deignan Philip,107,Team Sky,",, 0:50",,,1,2016
30,49.481,126,108.0,+0:50,,Rojas Jos\xe9 Joaqu\xedn,108,Movistar Team,",, 0:50",,,1,2016
28,49.481,62,109.0,+0:50,,Brambilla Gianluca,109,Etixx - Quick Step,",, 0:50",,,1,2016
22,49.481,184,110.0,+0:50,,Henao Sebasti\xe1n,110,Team Sky,",, 0:50",,,1,2016
24,49.481,44,111.0,+0:50,,Dombrowski Joe,111,Cannondale Pro Cycling Team,",, 0:50",,,1,2016
23,49.481,45,112.0,+0:50,,Formolo Davide,112,Cannondale Pro Cycling Team,",, 0:50",,,1,2016
33,49.481,84,113.0,+0:50,,Firsanov Sergey,113,Gazprom-RusVelo,",, 0:50",,,1,2016
29,49.412,19,114.0,+0:51,,Zeits Andrey,114,Astana Pro Team,0:51 0:51,,,1,2016
33,49.412,149,115.0,+0:51,,Txurruka Amets,115,Orica GreenEDGE,",, 0:51",,,1,2016
26,49.412,172,116.0,+0:51,,Battaglin Enrico,116,Team LottoNL-Jumbo,",, 0:51",,,1,2016
29,49.343,13,117.0,+0:52,,Capecchi Eros,117,Astana Pro Team,0:52 0:52,,,1,2016
25,49.273999999999994,58,118.0,+0:53,,Van Zyl Johann,118,Team Dimension Data,0:53 0:53,,,1,2016
25,49.273999999999994,182,119.0,+0:53,,Boswell Ian,119,Team Sky,",, 0:53",,,1,2016
32,49.273999999999994,8,120.0,+0:53,,Montaguti Matteo,120,AG2R La Mondiale,",, 0:53",,,1,2016
22,49.205,78,121.0,+0:54,,Sarreau Marc,121,FDJ,0:54 0:54,,,1,2016
36,49.136,74,122.0,+0:55,,Fischer Murilo Antonio,122,FDJ,0:55 0:55,,,1,2016
31,49.068000000000005,206,123.0,+0:56,,Didier Laurent,123,Trek - Segafredo,0:56 0:56,,,1,2016
32,49.068000000000005,91,124.0,+0:56,,Haussler Heinrich,124,IAM Cycling,",, 0:56",,,1,2016
22,49.068000000000005,77,125.0,+0:56,,Le Gac Olivier,125,FDJ,",, 0:56",,,1,2016
28,49.068000000000005,104,126.0,+0:56,,Modolo Sacha,126,Lampre - Merida,",, 0:56",,,1,2016
30,49.0,124,127.0,+0:57,,Herrada Jos\xe9,127,Movistar Team,0:57 0:57,,,1,2016
28,49.0,197,128.0,+0:57,,Rovny Ivan,128,Tinkoff,",, 0:57",,,1,2016
27,49.0,72,129.0,+0:57,,Courteille Arnaud,129,FDJ,",, 0:57",,,1,2016
25,49.0,3,130.0,+0:57,,Domont Axel,130,AG2R La Mondiale,",, 0:57",,,1,2016
24,48.931999999999995,49,131.0,+0:58,,Brown Nathan,131,Cannondale Pro Cycling Team,0:58 0:58,,,1,2016
30,48.931999999999995,163,132.0,+0:58,,Kochetkov Pavel,132,Team Katusha,",, 0:58",,,1,2016
23,48.864,68,133.0,+0:59,,Verona Carlos,133,Etixx - Quick Step,0:59 0:59,,,1,2016
26,48.864,24,134.0,+0:59,,Boem Nicola,134,Bardiani - CSF,",, 0:59",,,1,2016
24,48.864,132,135.0,+0:59,,Berlato Giacomo,135,Nippo - Vini Fantini,",, 0:59",,,1,2016
21,48.729,105,136.0,+1:01,,Mohoric Matej,136,Lampre - Merida,1:01 1:01,,,1,2016
24,48.729,16,137.0,+1:01,,Kozhatayev Bakhtiyar,137,Astana Pro Team,",, 1:01",,,1,2016
31,48.729,162,138.0,+1:01,,Belkov Maxim,138,Team Katusha,",, 1:01",,,1,2016
24,48.662,136,139.0,+1:02,,Filosi Iuri,139,Nippo - Vini Fantini,1:02 1:02,,,1,2016
29,48.662,33,140.0,+1:02,,De Marchi Alessandro,140,BMC Racing Team,",, 1:02",,,1,2016
29,48.662,7,141.0,+1:02,,Kadri Blel,141,AG2R La Mondiale,",, 1:02",,,1,2016
25,48.662,52,142.0,+1:02,,Fraile Omar,142,Team Dimension Data,",, 1:02",,,1,2016
34,48.595,115,143.0,+1:03,,Hansen Adam,143,Lotto Soudal,1:03 1:03,,,1,2016
37,48.528,198,144.0,+1:04,,Petrov Evgeni,144,Tinkoff,1:04 1:04,,,1,2016
23,48.528,109,145.0,+1:04,,Petilli Simone,145,Lampre - Merida,",, 1:04",,,1,2016
24,48.528,87,146.0,+1:04,,Savitskiy Ivan,146,Gazprom-RusVelo,",, 1:04",,,1,2016
36,48.528,107,147.0,+1:04,,Niemiec Przemyslaw,147,Lampre - Merida,",, 1:04",,,1,2016
30,48.461999999999996,158,148.0,+1:05,,Stamsnijder Tom,148,Team Giant - Alpecin,1:05 1:05,,,1,2016
30,48.461999999999996,73,149.0,+1:05,,Delage Micka\xebl,149,FDJ,",, 1:05",,,1,2016
31,48.461999999999996,119,150.0,+1:05,,Vanendert Jelle,150,Lotto Soudal,",, 1:05",,,1,2016
27,48.461999999999996,146,151.0,+1:05,,Mezgec Luka,151,Orica GreenEDGE,",, 1:05",,,1,2016
35,48.461999999999996,106,152.0,+1:05,,Mori Manuele,152,Lampre - Merida,",, 1:05",,,1,2016
24,48.395,85,153.0,+1:06,,Foliforov Alexander,153,Gazprom-RusVelo,1:06 1:06,,,1,2016
33,48.395,102,154.0,+1:06,,Ferrari Roberto,154,Lampre - Merida,",, 1:06",,,1,2016
28,48.395,17,155.0,+1:06,,Malacarne Davide,155,Astana Pro Team,",, 1:06",,,1,2016
26,48.395,164,156.0,+1:06,,Kuznetsov Viacheslav,156,Team Katusha,",, 1:06",,,1,2016
26,48.32899999999999,139,157.0,+1:07,,Zilioli Gianfranco,157,Nippo - Vini Fantini,1:07 1:07,,,1,2016
27,48.263000000000005,167,158.0,+1:08,,Silin Egor,158,Team Katusha,1:08 1:08,,,1,2016
25,48.263000000000005,55,159.0,+1:08,,Sbaragli Kristian,159,Team Dimension Data,",, 1:08",,,1,2016
31,48.263000000000005,185,160.0,+1:08,,Nieve Mikel,160,Team Sky,",, 1:08",,,1,2016
24,48.196999999999996,28,161.0,+1:09,,Maestri Mirco,161,Bardiani - CSF,1:09 1:09,,,1,2016
23,48.196999999999996,23,162.0,+1:09,,Simion Paolo,162,Bardiani - CSF,",, 1:09",,,1,2016
26,48.065,67,163.0,+1:11,,Trentin Matteo,163,Etixx - Quick Step,1:11 1:11,,,1,2016
21,48.065,26,164.0,+1:11,,Ciccone Giulio,164,Bardiani - CSF,",, 1:11",,,1,2016
26,48.065,196,165.0,+1:11,,Poljanski Pawel,165,Tinkoff,",, 1:11",,,1,2016
28,48.065,215,166.0,+1:11,,Busato Matteo,166,Wilier - Southeast,",, 1:11",,,1,2016
25,48.0,103,167.0,+1:12,,Koshevoy Ilia,167,Lampre - Merida,1:12 1:12,,,1,2016
28,47.87,32,168.0,+1:14,,Atapuma John Darwin,168,BMC Racing Team,1:14 1:14,,,1,2016
28,47.87,89,169.0,+1:14,,Solomennikov Andrei,169,Gazprom-RusVelo,",, 1:14",,,1,2016
32,47.87,153,170.0,+1:14,,de Backer Bert,170,Team Giant - Alpecin,",, 1:14",,,1,2016
31,47.805,133,171.0,+1:15,,Bisolti Alessandro,171,Nippo - Vini Fantini,1:15 1:15,,,1,2016
33,47.805,51,172.0,+1:15,,Anton Igor,172,Team Dimension Data,",, 1:15",,,1,2016
31,47.74,179,173.0,+1:16,,van Emden Jos,173,Team LottoNL-Jumbo,1:16 1:16,,,1,2016
25,47.676,202,174.0,+1:17,,Alafaci Eugenio,174,Trek - Segafredo,1:17 1:17,,,1,2016
22,47.611000000000004,82,175.0,+1:18,,Rybalkin Aleksey,175,Gazprom-RusVelo,1:18 1:18,,,1,2016
22,47.611000000000004,22,176.0,+1:18,,Andreetta Simone,176,Bardiani - CSF,",, 1:18",,,1,2016
35,47.611000000000004,4,177.0,+1:18,,Dupont Hubert,177,AG2R La Mondiale,",, 1:18",,,1,2016
21,47.483000000000004,216,178.0,+1:20,,Rodr\xedguez Cristian,178,Wilier - Southeast,1:20 1:20,,,1,2016
28,47.419,155,179.0,+1:21,,Ji Cheng,179,Team Giant - Alpecin,1:21 1:21,,,1,2016
22,47.419,54,180.0,+1:21,,Kudus Merhawi,180,Team Dimension Data,",, 1:21",,,1,2016
30,47.356,134,181.0,+1:22,,Bole Grega,181,Nippo - Vini Fantini,1:22 1:22,,,1,2016
35,47.356,81,182.0,+1:22,,Kolobnev Alexandr,182,Gazprom-RusVelo,",, 1:22",,,1,2016
24,47.229,135,183.0,+1:24,,Stacchiotti Riccardo,183,Nippo - Vini Fantini,1:24 1:24,,,1,2016
30,47.166000000000004,57,184.0,+1:25,,Thomson Jay Robert,184,Team Dimension Data,1:25 1:25,,,1,2016
31,47.103,42,185.0,+1:26,,Cardoso Andr\xe9,185,Cannondale Pro Cycling Team,1:26 1:26,,,1,2016
25,47.04,25,186.0,+1:27,,Bongiorno Francesco Manuel,186,Bardiani - CSF,1:27 1:27,,,1,2016
30,47.04,213,187.0,+1:27,,Belletti Manuel,187,Wilier - Southeast,",, 1:27",,,1,2016
34,47.04,131,188.0,+1:27,,Cunego Damiano,188,Nippo - Vini Fantini,",, 1:27",,,1,2016
34,46.915,194,189.0,+1:29,,Hern\xe1ndez Jes\xfas,189,Tinkoff,1:29 1:29,,,1,2016
24,46.853,138,190.0,+1:30,,Yamamoto Genki,190,Nippo - Vini Fantini,1:30 1:30,,,1,2016
21,46.79,143,191.0,+1:31,,Ewan Caleb,191,Orica GreenEDGE,1:31 1:31,,,1,2016
28,46.79,2,192.0,+1:31,,Bonnafond Guillaume,192,AG2R La Mondiale,",, 1:31",,,1,2016
26,46.667,219,193.0,+1:33,,Zhupa Eugert,193,Wilier - Southeast,1:33 1:33,,,1,2016
23,46.482,137,194.0,+1:36,,Grosu Eduard Michael,194,Nippo - Vini Fantini,1:36 1:36,,,1,2016
25,46.178000000000004,29,195.0,+1:41,,Ruffoni Nicola,195,Bardiani - CSF,1:41 1:41,,,1,2016
25,45.818000000000005,53,196.0,+1:47,,Jim Songezo,196,Team Dimension Data,1:47 1:47,,,1,2016
27,45.818000000000005,95,197.0,+1:47,,Pelucchi Matteo,197,IAM Cycling,",, 1:47",,,1,2016
22,45.75899999999999,217,198.0,+1:48,,Mareczko Jakub,198,Wilier - Southeast,1:48 1:48,,,1,2016
27,,61,3.0,+0:01,80.0,Kittel Marcel,1,Etixx - Quick Step,4:38:31 4:38:31,16.0,100.0,2,2016
24,,71,44.0,+0:34,50.0,D\xe9mare Arnaud,2,FDJ,",, ,,",8.0,40.0,2,2016
28,,104,106.0,+0:52,35.0,Modolo Sacha,3,Lampre - Merida,",, ,,",4.0,20.0,2,2016
24,,173,23.0,+0:25,25.0,Hofland Moreno,4,Team LottoNL-Jumbo,",, ,,",2.0,12.0,2,2016
25,,29,177.0,+1:41,18.0,Ruffoni Nicola,5,Bardiani - CSF,",, ,,",1.0,4.0,2,2016
30,,166,59.0,+0:38,15.0,Porsev Alexander,6,Team Katusha,",, ,,",,,2,2016
21,,143,172.0,+1:31,12.0,Ewan Caleb,7,Orica GreenEDGE,",, ,,",,,2,2016
25,,55,139.0,+1:08,10.0,Sbaragli Kristian,8,Team Dimension Data,",, ,,",,,2,2016
29,,122,4.0,+0:06,8.0,Amador Andrey,9,Movistar Team,",, ,,",,,2,2016
27,,207,26.0,+0:27,6.0,Nizzolo Giacomo,10,Trek - Segafredo,",, ,,",,,2,2016
23,,23,141.0,+1:09,5.0,Simion Paolo,11,Bardiani - CSF,",, ,,",,,2,2016
24,,152,94.0,+0:49,4.0,Arndt Nikias,12,Team Giant - Alpecin,",, ,,",,,2,2016
27,,189,51.0,+0:36,3.0,Viviani Elia,13,Team Sky,",, ,,",,,2,2016
23,,137,176.0,+1:36,2.0,Grosu Eduard Michael,14,Nippo - Vini Fantini,",, ,,",,,2,2016
33,,114,46.0,+0:34,1.0,Greipel Andr\xe9,15,Lotto Soudal,",, ,,",,,2,2016
26,,169,57.0,+0:37,,Tsatevich Alexey,16,Team Katusha,",, ,,",,,2,2016
22,,39,72.0,+0:42,,Zabel Rick,17,BMC Racing Team,",, ,,",,,2,2016
26,,141,32.0,+0:30,,Chaves Johan Esteban,18,Orica GreenEDGE,",, ,,",,,2,2016
25,,34,9.0,+0:16,,Dillier Silvan,19,BMC Racing Team,",, ,,",,,2,2016
29,,36,53.0,+0:36,,Oss Daniel,20,BMC Racing Team,",, ,,",,,2,2016
26,,164,133.0,+1:06,,Kuznetsov Viacheslav,21,Team Katusha,",, ,,",,,2,2016
25,,156,5.0,+0:08,,Ludvigsson Tobias,22,Team Giant - Alpecin,",, ,,",,,2,2016
27,,95,178.0,+1:47,,Pelucchi Matteo,23,IAM Cycling,",, ,,",,,2,2016
28,,171,21.0,+0:22,,Kruijswijk Steven,24,Team LottoNL-Jumbo,",, ,,",,,2,2016
29,,43,74.0,+0:43,,Clarke Simon,25,Cannondale Pro Cycling Team,",, ,,",,,2,2016
28,,17,135.0,+1:06,,Malacarne Davide,26,Astana Pro Team,",, ,,",,,2,2016
30,,73,131.0,+1:05,,Delage Micka\xebl,27,FDJ,",, ,,",,,2,2016
31,,11,15.0,+0:19,,Nibali Vincenzo,28,Astana Pro Team,",, ,,",,,2,2016
24,,87,125.0,+1:04,,Savitskiy Ivan,29,Gazprom-RusVelo,",, ,,",,,2,2016
31,,12,69.0,+0:41,,Agnoli Valerio,30,Astana Pro Team,",, ,,",,,2,2016
26,,191,58.0,+0:38,,Majka Rafa\u0142,31,Tinkoff,",, ,,",,,2,2016
29,,41,42.0,+0:33,,Uran Rigoberto,32,Cannondale Pro Cycling Team,",, ,,",,,2,2016
28,,62,98.0,+0:50,,Brambilla Gianluca,33,Etixx - Quick Step,",, ,,",,,2,2016
31,,188,31.0,+0:30,,Roche Nicolas,34,Team Sky,",, ,,",,,2,2016
35,,81,161.0,+1:22,,Kolobnev Alexandr,35,Gazprom-RusVelo,",, ,,",,,2,2016
25,,151,1.0,+0:00,,Dumoulin Tom,36,Team Giant - Alpecin,",, ,,",,,2,2016
23,,64,7.0,+0:13,,Jungels Bob,37,Etixx - Quick Step,",, ,,",,,2,2016
26,,100,30.0,+0:29,,Ulissi Diego,38,Lampre - Merida,",, ,,",,,2,2016
30,,126,99.0,+0:50,,Rojas Jos\xe9 Joaqu\xedn,39,Movistar Team,",, ,,",,,2,2016
26,,181,63.0,+0:40,,Landa Mikel,40,Team Sky,",, ,,",,,2,2016
25,,157,12.0,+0:17,,Preidler Georg,41,Team Giant - Alpecin,",, ,,",,,2,2016
22,,217,180.0,+1:48,,Mareczko Jakub,42,Wilier - Southeast,",, ,,",,,2,2016
25,,27,93.0,+0:48,,Colbrelli Sonny,43,Bardiani - CSF,",, ,,",,,2,2016
24,,28,142.0,+1:09,,Maestri Mirco,44,Bardiani - CSF,",, ,,",,,2,2016
27,,63,45.0,+0:34,,de la Cruz David,45,Etixx - Quick Step,",, ,,",,,2,2016
26,,93,34.0,+0:30,,Howard Leigh,46,IAM Cycling,",, ,,",,,2,2016
30,,163,119.0,+0:58,,Kochetkov Pavel,47,Team Katusha,",, ,,",,,2,2016
22,,35,33.0,+0:30,,K\xfcng Stefan,48,BMC Racing Team,",, ,,",,,2,2016
29,,192,14.0,+0:18,,Boaro Manuele,49,Tinkoff,",, ,,",,,2,2016
25,,58,109.0,+0:53,,Van Zyl Johann,50,Team Dimension Data,",, ,,",,,2,2016
28,,75,19.0,+0:21,,Geniez Alexandre,51,FDJ,",, ,,",,,2,2016
31,,42,164.0,+1:26,,Cardoso Andr\xe9,52,Cannondale Pro Cycling Team,",, ,,",,,2,2016
29,,5,78.0,+0:44,,Gretsch Patrick,53,AG2R La Mondiale,",, ,,",,,2,2016
26,,219,174.0,+1:33,,Zhupa Eugert,54,Wilier - Southeast,",, ,,",,,2,2016
30,,94,10.0,+0:16,,Kluge Roger,55,IAM Cycling,",, ,,",,,2,2016
22,,184,101.0,+0:50,,Henao Sebasti\xe1n,56,Team Sky,",, ,,",,,2,2016
