BIB,GC,GC-Time,Prev,Rnk,Team,Time,\u25bc\u25b2,stage,year
,,+ - 18:10:57,16.0,16,Jelly Belly p/b Maxxis,39:31 39:31,-,4,2015
,,+ - 18:10:57,17.0,17,Drapac Professional Cycling,39:53 39:53,-,4,2015
,,+ - 18:10:57,18.0,18,Team Novo Nordisk,54:42 54:42,-,4,2015
,,+ - 22:02:34,1.0,1,BMC Racing Team,66:10:03 66:10:03,-,5,2015
,,+ - 22:02:34,2.0,2,Trek Factory Racing,",, ,,",-,5,2015
,,+ - 22:02:34,3.0,3,Team Sky,0:26 0:26,-,5,2015
,,+ - 22:02:34,4.0,4,Axeon Cycling Team,2:39 2:39,-,5,2015
,,+ - 22:02:34,6.0,5,Team Cannondale - Garmin,3:36 3:36,\u25b21,5,2015
,,+ - 22:02:34,5.0,6,Tinkoff - Saxo,4:09 4:09,\u25bc1,5,2015
,,+ - 22:02:34,7.0,7,Hincapie Racing Team,13:45 13:45,-,5,2015
,,+ - 22:02:34,9.0,8,Optum p/b Kelly Benefit Strategies,14:58 14:58,\u25b21,5,2015
,,+ - 22:02:34,10.0,9,Team Giant - Alpecin,15:14 15:14,\u25b21,5,2015
,,+ - 22:02:34,11.0,10,Jamis - Hagens Berman,16:22 16:22,\u25b21,5,2015
,,+ - 22:02:34,12.0,11,Team LottoNL-Jumbo,21:14 21:14,\u25b21,5,2015
,,+ - 22:02:34,13.0,12,UnitedHealthcare Pro Cycling Team,28:41 28:41,\u25b21,5,2015
,,+ - 22:02:34,14.0,13,Etixx - Quick Step,35:11 35:11,\u25b21,5,2015
,,+ - 22:02:34,15.0,14,MTN - Qhubeka,37:37 37:37,\u25b21,5,2015
,,+ - 22:02:34,17.0,15,Drapac Professional Cycling,41:09 41:09,\u25b22,5,2015
,,+ - 22:02:34,18.0,16,Team Novo Nordisk,54:42 54:42,\u25b22,5,2015
,,+ - 22:15:23,1.0,1,BMC Racing Team,66:49:04 66:49:04,-,6,2015
,,+ - 22:15:23,2.0,2,Trek Factory Racing,0:16 0:16,-,6,2015
,,+ - 22:15:23,3.0,3,Team Sky,0:39 0:39,-,6,2015
,,+ - 22:15:23,6.0,4,Tinkoff - Saxo,3:30 3:30,\u25b22,6,2015
,,+ - 22:15:23,4.0,5,Axeon Cycling Team,3:44 3:44,\u25bc1,6,2015
,,+ - 22:15:23,5.0,6,Team Cannondale - Garmin,4:02 4:02,\u25bc1,6,2015
,,+ - 22:15:23,7.0,7,Hincapie Racing Team,14:16 14:16,-,6,2015
,,+ - 22:15:23,8.0,8,Optum p/b Kelly Benefit Strategies,15:47 15:47,-,6,2015
,,+ - 22:15:23,9.0,9,Team Giant - Alpecin,16:28 16:28,-,6,2015
,,+ - 22:15:23,,10,Team SmartStop,18:31 18:31,-,6,2015
,,+ - 22:15:23,10.0,11,Jamis - Hagens Berman,18:40 18:40,\u25bc1,6,2015
,,+ - 22:15:23,11.0,12,Team LottoNL-Jumbo,21:08 21:08,\u25bc1,6,2015
,,+ - 22:15:23,12.0,13,UnitedHealthcare Pro Cycling Team,30:29 30:29,\u25bc1,6,2015
,,+ - 22:15:23,13.0,14,Etixx - Quick Step,35:37 35:37,\u25bc1,6,2015
,,+ - 22:15:23,14.0,15,MTN - Qhubeka,38:16 38:16,\u25bc1,6,2015
,,+ - 22:15:23,15.0,16,Drapac Professional Cycling,41:51 41:51,\u25bc1,6,2015
,,+ - 22:15:23,,17,Jelly Belly p/b Maxxis,44:23 44:23,-,6,2015
,,+ - 22:15:23,16.0,18,Team Novo Nordisk,58:04 58:04,\u25bc2,6,2015
,,+ - 25:58:21,3.0,1,Team Sky,77:58:25 77:58:25,\u25b22,7,2015
,,+ - 25:58:21,2.0,2,Trek Factory Racing,4:06 4:06,-,7,2015
,,+ - 25:58:21,1.0,3,BMC Racing Team,5:35 5:35,\u25bc2,7,2015
,,+ - 25:58:21,4.0,4,Tinkoff - Saxo,8:40 8:40,-,7,2015
,,+ - 25:58:21,6.0,5,Team Cannondale - Garmin,22:01 22:01,\u25b21,7,2015
,,+ - 25:58:21,5.0,6,Axeon Cycling Team,23:37 23:37,\u25bc1,7,2015
,,+ - 25:58:21,12.0,7,Team LottoNL-Jumbo,38:24 38:24,\u25b25,7,2015
,,+ - 25:58:21,7.0,8,Hincapie Racing Team,42:52 42:52,\u25bc1,7,2015
,,+ - 25:58:21,9.0,9,Team Giant - Alpecin,45:22 45:22,-,7,2015
,,+ - 25:58:21,10.0,10,Team SmartStop,46:28 46:28,-,7,2015
,,+ - 25:58:21,8.0,11,Optum p/b Kelly Benefit Strategies,50:19 50:19,\u25bc3,7,2015
,,+ - 25:58:21,11.0,12,Jamis - Hagens Berman,50:20 50:20,\u25bc1,7,2015
,,+ - 25:58:21,16.0,13,Drapac Professional Cycling,58:42 58:42,\u25b23,7,2015
,,+ - 25:58:21,13.0,14,UnitedHealthcare Pro Cycling Team,1:04:44 1:04:44,\u25bc1,7,2015
,,+ - 25:58:21,14.0,15,Etixx - Quick Step,1:07:26 1:07:26,\u25bc1,7,2015
,,+ - 25:58:21,15.0,16,MTN - Qhubeka,1:11:35 1:11:35,\u25bc1,7,2015
,,+ - 25:58:21,17.0,17,Jelly Belly p/b Maxxis,1:21:58 1:21:58,-,7,2015
,,+ - 25:58:21,18.0,18,Team Novo Nordisk,1:57:01 1:57:01,-,7,2015
,,+ - 28:13:12,1.0,1,Team Sky,84:43:10 84:43:10,-,8,2015
,,+ - 28:13:12,2.0,2,Trek Factory Racing,4:06 4:06,-,8,2015
,,+ - 28:13:12,3.0,3,BMC Racing Team,5:35 5:35,-,8,2015
,,+ - 28:13:12,4.0,4,Tinkoff - Saxo,8:40 8:40,-,8,2015
,,+ - 28:13:12,5.0,5,Team Cannondale - Garmin,22:01 22:01,-,8,2015
,,+ - 28:13:12,6.0,6,Axeon Cycling Team,23:37 23:37,-,8,2015
,,+ - 28:13:12,7.0,7,Team LottoNL-Jumbo,38:24 38:24,-,8,2015
,,+ - 28:13:12,8.0,8,Hincapie Racing Team,42:52 42:52,-,8,2015
,,+ - 28:13:12,9.0,9,Team Giant - Alpecin,45:22 45:22,-,8,2015
,,+ - 28:13:12,10.0,10,Team SmartStop,46:28 46:28,-,8,2015
,,+ - 28:13:12,12.0,11,Jamis - Hagens Berman,50:20 50:20,\u25b21,8,2015
,,+ - 28:13:12,11.0,12,Optum p/b Kelly Benefit Strategies,50:42 50:42,\u25bc1,8,2015
,,+ - 28:13:12,13.0,13,Drapac Professional Cycling,58:42 58:42,-,8,2015
,,+ - 28:13:12,14.0,14,UnitedHealthcare Pro Cycling Team,1:04:44 1:04:44,-,8,2015
,,+ - 28:13:12,15.0,15,Etixx - Quick Step,1:07:26 1:07:26,-,8,2015
,,+ - 28:13:12,16.0,16,MTN - Qhubeka,1:11:35 1:11:35,-,8,2015
,,+ - 28:13:12,17.0,17,Jelly Belly p/b Maxxis,1:21:58 1:21:58,-,8,2015
,,+ - 28:13:12,18.0,18,Team Novo Nordisk,1:57:01 1:57:01,-,8,2015
