Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
29,,,+0:00,3.0,Popovych Yaroslav,6,Astana,5:06 5:06,,1,2009
22,,,+0:00,2.0,Seeldraeyers Kevin,7,Quickstep - Innergetic,1:07 1:07,,1,2009
37,,,+0:00,1.0,Horner Chris,8,Astana,",, 1:07",,1,2009
32,,,+0:00,,Sevilla Oscar,9,,",, 1:07",,1,2009
23,,,+0:00,,Schleck Andy,10,Saxo Bank,",, 1:07",,1,2009
22,,,+0:00,,Gesink Robert,11,Rabobank ProTeam,",, 1:07",,1,2009
31,,,+0:00,,Basso Ivan,12,Liquigas,",, 1:07",,1,2009
22,,,+0:00,,Mollema Bauke,13,Rabobank ProTeam,",, 1:07",,1,2009
24,,,+0:00,,L\xf6fkvist Thomas,14,Team Columbia - HTC,",, 1:07",,1,2009
35,,,+0:00,,Leipheimer Levi,15,Astana,",, 1:07",,1,2009
30,,,+0:00,,Danielson Thomas,16,Team Garmin - Slipstream,",, 1:07",,1,2009
29,,,+0:00,,Rogers Michael,17,Team Columbia - HTC,",, 1:07",,1,2009
36,,,+0:00,,Rubiera Jos\xe9 Luis,18,Astana,",, 1:07",,1,2009
30,,,+0:00,,Zabriskie David,19,Team Garmin - Slipstream,",, 1:07",,1,2009
33,,,+0:00,,Niermann Grischa,20,Rabobank ProTeam,5:06 5:06,,1,2009
34,,,+0:00,,Zberg Markus,21,BMC Racing Team,",, 5:06",,1,2009
24,,,+0:00,,Frei Thomas,22,BMC Racing Team,",, 5:06",,1,2009
32,,,+0:00,,Kobzarenko Valery,23,Team Type 1,",, 5:06",,1,2009
34,,,+0:00,,Gutierrez Jose Enrique,24,,",, 5:06",,1,2009
30,,,+0:00,,Frattini Davide,25,Colavita / Sutter Home Presente By Cooking Light,",, 5:06",,1,2009
27,,,+0:00,,Wren Tyler,26,Colavita / Sutter Home Presente By Cooking Light,",, 5:06",,1,2009
22,,,+0:00,,Frank Mathias,27,BMC Racing Team,",, 5:06",,1,2009
31,,,+0:00,,Hushovd Thor,28,Cervelo Test Team,",, 5:06",,1,2009
32,,,+0:00,,Chadwick Glen,29,,",, 5:06",,1,2009
28,,,+0:00,,Boonen Tom,30,Quickstep - Innergetic,",, 5:06",,1,2009
26,,,+0:00,,Rollin Dominique,31,Cervelo Test Team,",, 5:06",,1,2009
26,,,+0:00,,De Weert Kevin,32,Quickstep - Innergetic,",, 5:06",,1,2009
30,,,+0:00,,Elmiger Martin,33,AG2R La Mondiale,",, 5:06",,1,2009
28,,,+0:00,,Larsson Gustav,34,Saxo Bank,",, 5:06",,1,2009
35,,,+0:00,,Hincapie George,35,Team Columbia - HTC,",, 5:06",,1,2009
29,,,+0:00,,Romero Amaran Luis,36,Colavita / Sutter Home Presente By Cooking Light,",, 5:06",,1,2009
31,,,+0:00,,Nocentini Rinaldo,37,AG2R La Mondiale,",, 5:06",,1,2009
28,,,+0:00,,Roulston Hayden,38,Cervelo Test Team,",, 5:06",,1,2009
26,,,+0:00,,Morabito Steve,39,Astana,",, 5:06",,1,2009
29,,,+0:00,,Rast Gregory,40,Astana,",, 5:06",,1,2009
28,,,+0:00,,Dupont Hubert,41,AG2R La Mondiale,",, 5:06",,1,2009
32,,,+0:00,,Vande Velde Christian,42,Team Garmin - Slipstream,",, 5:06",,1,2009
26,,,+0:00,,King Edward,43,Cervelo Test Team,",, 5:06",,1,2009
28,,,+0:00,,Schleck Fr\xe4nk,44,Saxo Bank,",, 5:06",,1,2009
28,,,+0:00,,Mckissick Ian,45,BMC Racing Team,",, 5:06",,1,2009
23,,,+0:00,,Cozza Steven,46,Team Garmin - Slipstream,",, 5:06",,1,2009
31,,,+0:00,,Pipp Frank Kevin,47,Bissell Pro Cycling,",, 5:06",,1,2009
30,,,+0:00,,Jacques-Maynes Benjamin,48,Bissell Pro Cycling,",, 5:06",,1,2009
25,,,+0:00,,Routley Will,49,Jelly Belly Cycling Team,",, 5:06",,1,2009
31,,,+0:00,,Tuft Svein,50,Team Garmin - Slipstream,",, 5:06",,1,2009
39,,,+0:00,,Cuesta \xcd\xf1igo,51,Cervelo Test Team,",, 5:06",,1,2009
33,,,+0:00,,Landis Floyd,52,Ouch,4:57 4:57,,1,2009
36,,,+0:00,,Moos Alexandre,53,BMC Racing Team,5:06 5:06,,1,2009
22,,,+0:00,,Peterson Tom,54,Team Garmin - Slipstream,",, 5:06",,1,2009
27,,,+0:00,,Sutherland Rory,55,Ouch,1:30 1:30,,1,2009
27,,,+0:00,,Barredo Carlos,56*,Quickstep - Innergetic,5:06 5:06,,1,2009
28,,,+0:00,,Vennell Jeremy,56,Bissell Pro Cycling,",, 5:06",,1,2009
29,,,+0:00,,Zajicek Philip,57,Fly V Australia P/b Successful Living Foundation,",, 5:06",,1,2009
27,,,+0:00,,Weening Pieter,58,Rabobank ProTeam,",, 5:06",,1,2009
30,,,+0:00,,Zirbel Tom,59,Bissell Pro Cycling,",, 5:06",,1,2009
33,,,+0:00,,Freire Oscar,60,Rabobank ProTeam,",, 5:06",,1,2009
35,,,+0:00,,McCartney Jason,61,Saxo Bank,13:38 13:38,,1,2009
37,,,+0:00,,Voigt Jens,62,Saxo Bank,1:07 1:07,,1,2009
28,,,+0:00,,Haedo Juan Jose,63,Saxo Bank,13:38 13:38,,1,2009
35,,,+0:00,,O'Grady Stuart,64,Saxo Bank,",, 13:38",,1,2009
23,,,+0:00,,Cavendish Mark,65,Team Columbia - HTC,",, 13:38",,1,2009
27,,,+0:00,,Hansen Adam,66,Team Columbia - HTC,",, 13:38",,1,2009
33,,,+0:00,,Barry Michael,67,Team Columbia - HTC,",, 13:38",,1,2009
30,,,+0:00,,Kirchen Kim,68,Team Columbia - HTC,",, 13:38",,1,2009
26,,,+0:00,,Renshaw Mark,69,Team Columbia - HTC,",, 13:38",,1,2009
24,,,+0:00,,Farrar Tyler,70,Team Garmin - Slipstream,",, 13:38",,1,2009
24,,,+0:00,,Lowe Trent,71,Team Garmin - Slipstream,",, 13:38",,1,2009
31,,,+0:00,,Engels Addy,72,Quickstep - Innergetic,",, 13:38",,1,2009
30,,,+0:00,,Hulsmans Kevin,73,Quickstep - Innergetic,",, 13:38",,1,2009
34,,,+0:00,,Velo Marco,74,Quickstep - Innergetic,",, 13:38",,1,2009
26,,,+0:00,,Clement Stef,75,Rabobank ProTeam,",, 13:38",,1,2009
34,,,+0:00,,Horrillo Pedro,76,Rabobank ProTeam,",, 13:38",,1,2009
29,,,+0:00,,Ardila Mauricio Alberto,77,Rabobank ProTeam,",, 13:38",,1,2009
32,,,+0:00,,Carlstr\xf6m Kjell,78,Liquigas,",, 13:38",,1,2009
28,,,+0:00,,Chicchi Francesco,79,Liquigas,",, 13:38",,1,2009
22,,,+0:00,,Oss Daniel,80,Liquigas,",, 13:38",,1,2009
21,,,+0:00,,Guarnieri Jacopo,81,Liquigas,",, 13:38",,1,2009
27,,,+0:00,,Vandborg Brian,82,Liquigas,",, 13:38",,1,2009
28,,,+0:00,,Vanotti Alessandro,83,Liquigas,",, 13:38",,1,2009
34,,,+0:00,,Dessel Cyril,84,AG2R La Mondiale,",, 13:38",,1,2009
29,,,+0:00,,Gadret John,85,AG2R La Mondiale,",, 13:38",,1,2009
38,,,+0:00,,Goubert Stephane,86,AG2R La Mondiale,",, 13:38",,1,2009
28,,,+0:00,,Riblon Christophe,87,AG2R La Mondiale,",, 13:38",,1,2009
33,,,+0:00,,Sastre Carlos,88,Cervelo Test Team,",, 13:38",,1,2009
29,,,+0:00,,Lancaster Brett,89,Cervelo Test Team,",, 13:38",,1,2009
25,,,+0:00,,Pauwels Serge,90,Cervelo Test Team,",, 13:38",,1,2009
31,,,+0:00,,Louder Jeff,91,BMC Racing Team,",, 13:38",,1,2009
31,,,+0:00,,Nydam Scott,92,BMC Racing Team,",, 13:38",,1,2009
27,,,+0:00,,Garcia Jonathan,93,BMC Racing Team,",, 13:38",,1,2009
31,,,+0:00,,Johnson Tim,94,Ouch,",, 13:38",,1,2009
25,,,+0:00,,Evans Cameron,95,Ouch,",, 13:38",,1,2009
27,,,+0:00,,White Bradley,96,,",, 13:38",,1,2009
27,,,+0:00,,Mccarty Jonathan Patrick,97,Ouch,",, 13:38",,1,2009
31,,,+0:00,,Menzies Karl,98,Ouch,",, 13:38",,1,2009
24,,,+0:00,,Murphy John,99,Ouch,",, 13:38",,1,2009
31,,,+0:00,,O'Bee Kirk,100,Bissell Pro Cycling,",, 13:38",,1,2009
26,,,+0:00,,Kem Omer,101,Bissell Pro Cycling,",, 13:38",,1,2009
25,,,+0:00,,Latham Peter,102,Bissell Pro Cycling,",, 13:38",,1,2009
30,,,+0:00,,Jacques-Maynes Andy,103,Bissell Pro Cycling,",, 13:38",,1,2009
27,,,+0:00,,Aldape Moises,104,Team Type 1,",, 13:38",,1,2009
25,,,+0:00,,MacGregor Ian,105,Team Type 1,",, 13:38",,1,2009
29,,,+0:00,,Jones Chris,106,Team Type 1,",, 13:38",,1,2009
26,,,+0:00,,Lill Darren,107,Team Type 1,",, 13:38",,1,2009
31,,,+0:00,,Wilson Matthew,108,Team Type 1,",, 13:38",,1,2009
28,,,+0:00,,Borrajo Alejandro Alberto,109,Colavita / Sutter Home Presente By Cooking Light,",, 13:38",,1,2009
26,,,+0:00,,Borrajo Anibal Andres,110,Colavita / Sutter Home Presente By Cooking Light,",, 13:38",,1,2009
25,,,+0:00,,Haedo Lucas Sebastian,111,Colavita / Sutter Home Presente By Cooking Light,",, 13:38",,1,2009
31,,,+0:00,,Olson Aaron,112,Colavita / Sutter Home Presente By Cooking Light,",, 13:38",,1,2009
25,,,+0:00,,Guptill Andy,113,Colavita / Sutter Home Presente By Cooking Light,",, 13:38",,1,2009
30,,,+0:00,,Huff Charles Bradley,114,Jelly Belly Cycling Team,",, 13:38",,1,2009
29,,,+0:00,,van Ulden Bernard,115,Jelly Belly Cycling Team,",, 13:38",,1,2009
22,,,+0:00,,Reijnen Kiel,116,Jelly Belly Cycling Team,",, 13:38",,1,2009
23,,,+0:00,,Gaimon Phillip,117,Jelly Belly Cycling Team,",, 13:38",,1,2009
23,,,+0:00,,Crane Matthew,118,Jelly Belly Cycling Team,",, 13:38",,1,2009
25,,,+0:00,,Reistad Nick,119,Jelly Belly Cycling Team,",, 13:38",,1,2009
24,,,+0:00,,Clarke Jonathan,120,Jelly Belly Cycling Team,",, 13:38",,1,2009
30,,,+0:00,,Day Benjamin,121,Fly V Australia P/b Successful Living Foundation,",, 13:38",,1,2009
25,,,+0:00,,Sulzberger Bernard,122,Fly V Australia P/b Successful Living Foundation,",, 13:38",,1,2009
31,,,+0:00,,Grabinger Micheal,123,Fly V Australia P/b Successful Living Foundation,",, 13:38",,1,2009
27,,,+0:00,,Cantwell Jonathan,124,Fly V Australia P/b Successful Living Foundation,",, 13:38",,1,2009
37,,,+0:00,,Gunn Curtis,125,Fly V Australia P/b Successful Living Foundation,",, 13:38",,1,2009
37,,,+0:00,,Hamilton Tyler,126,,",, 13:38",,1,2009
34,,,+0:00,,Pe\xf1a Victor Hugo,127,,",, 13:38",,1,2009
35,,,+0:00,,Rodriguez Fred,128,,",, 13:38",,1,2009
33,,,+0:00,,Baldwin Christopher,129,,",, 13:38",,1,2009
29,,,+0:00,,Davis Scott,130,Fly V Australia P/b Successful Living Foundation,18:42 18:42,,1,2009
24,,,+0:00,,Kemp David,131,Fly V Australia P/b Successful Living Foundation,20:06 20:06,,1,2009
21,,,+0:00,,Calabria Fabio,132,Team Type 1,20:42 20:42,,1,2009
27,,,+0:00,,Southerland Phil,133,Team Type 1,",, 20:42",,1,2009
27,,,+0:00,,Cancellara Fabian,DNF,Saxo Bank,-4:11:07 -4:11:07,,1,2009
31,,,+0:00,,Valjavec Tadej,DNF,AG2R La Mondiale,",, -4:11:07",,1,2009
22,,,+0:00,30.0,Peterson Tom,1,Team Garmin - Slipstream,5:06:20 5:06:20,20.0,2,2009
35,,,+0:00,18.0,Leipheimer Levi,2,Astana,",, ,,",10.0,2,2009
29,,,+0:00,12.0,Rogers Michael,3,Team Columbia - HTC,0:21 0:21,5.0,2,2009
37,,,+0:00,7.0,Horner Chris,4,Astana,",, 0:21",,2,2009
32,,,+0:00,4.0,Sevilla Oscar,5,,",, 0:21",,2,2009
22,,,+0:00,3.0,Seeldraeyers Kevin,6,Quickstep - Innergetic,",, 0:21",,2,2009
30,,,+0:00,2.0,Danielson Thomas,7,Team Garmin - Slipstream,",, 0:21",,2,2009
22,,,+0:00,1.0,Gesink Robert,8,Rabobank ProTeam,",, 0:21",,2,2009
33,,,+0:00,,Niermann Grischa,9,Rabobank ProTeam,",, 0:21",,2,2009
30,,,+0:00,,Zabriskie David,10,Team Garmin - Slipstream,",, 0:21",,2,2009
24,,,+0:00,,L\xf6fkvist Thomas,11,Team Columbia - HTC,",, 0:21",,2,2009
28,,,+0:00,,Schleck Fr\xe4nk,12,Saxo Bank,",, 0:21",,2,2009
37,,,+0:00,,Armstrong Lance,13,Astana,",, 0:21",,2,2009
25,,,+0:00,,Brajkovi\u010d Janez,14,Astana,",, 0:21",,2,2009
36,,,+0:00,,Rubiera Jos\xe9 Luis,15,Astana,",, 0:21",,2,2009
31,,,+0:00,,Basso Ivan,16,Liquigas,",, 0:21",,2,2009
24,,,+0:00,,Nibali Vincenzo,17,Liquigas,",, 0:21",,2,2009
37,,,+0:00,,Voigt Jens,18,Saxo Bank,",, 0:21",,2,2009
39,,,+0:00,,Cuesta \xcd\xf1igo,19,Cervelo Test Team,",, 0:21",,2,2009
27,,,+0:00,,Barredo Carlos,20*,Quickstep - Innergetic,",, 0:21",,2,2009
35,,,+0:00,,McCartney Jason,20,Saxo Bank,1:35 1:35,,2,2009
34,,,+0:00,,Gutierrez Jose Enrique,21,,1:52 1:52,,2,2009
