Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
30,49.368,135,42,+0:49,,Pineau J\xe9rome,42,Quickstep - Innergetic,",, 0:49",,0,2010
25,49.368,169,43,+0:49,,Rojas Jos\xe9 Joaqu\xedn,43,Caisse d'Epargne,",, 0:49",,0,2010
27,49.368,101,44,+0:49,,Van den Broeck Jurgen,44,Omega Pharma-Lotto,",, 0:49",,0,2010
26,49.368,81,45,+0:49,,Roche Nicolas,45,AG2R La Mondiale,",, 0:49",,0,2010
26,49.368,56,46,+0:49,,Maaskant Martijn,46,Team Garmin - Transitions,",, 0:49",,0,2010
25,49.368,65,47,+0:49,,Ladagnous Matthieu,47,Francaise des Jeux,",, 0:49",,0,2010
31,49.368,62,48,+0:49,,Casar Sandy,48,Francaise des Jeux,",, 0:49",,0,2010
27,49.368,67,49,+0:49,,Roy J\xe9r\xe9my,49,Francaise des Jeux,",, 0:49",,0,2010
25,49.292,14,50,+0:50,,Fuglsang Jakob,50,Saxo Bank,0:50 0:50,,0,2010
24,49.292,144,51,+0:50,,Kluge Roger,51,Milram,",, 0:50",,0,2010
30,49.292,35,52,+0:50,,Gerrans Simon,52,Sky Procycling,",, 0:50",,0,2010
34,49.292,197,53,+0:50,,Niermann Grischa,53,Rabobank ProTeam,",, 0:50",,0,2010
24,49.217,195,54,+0:51,,Gesink Robert,54,Rabobank ProTeam,0:51 0:51,,0,2010
23,49.217,76,55,+0:51,,Pliuschin Alexandr,55,Team Katusha,",, 0:51",,0,2010
38,49.141000000000005,23,56,+0:52,,Horner Chris,56,RadioShack,0:52 0:52,,0,2010
30,49.141000000000005,86,57,+0:52,,Lelay David,57,AG2R La Mondiale,",, 0:52",,0,2010
39,49.141000000000005,166,58,+0:52,,Moreau Christophe,58,Caisse d'Epargne,",, 0:52",,0,2010
23,49.141000000000005,142,59,+0:52,,Ciolek Gerald,59,Milram,",, 0:52",,0,2010
30,49.066,42,60,+0:53,,Bellotti Francesco,60,Liquigas - Doimo,0:53 0:53,,0,2010
29,49.066,145,61,+0:53,,Knees Christian,61,Milram,",, 0:53",,0,2010
26,49.066,158,62,+0:53,,Turgot S\xe9bastien,62,Bbox Bouygues Telecom,",, 0:53",,0,2010
29,48.99100000000001,89,63,+0:54,,Riblon Christophe,63,AG2R La Mondiale,0:54 0:54,,0,2010
29,48.99100000000001,58,64,+0:54,,Vansummeren Johan,64,Team Garmin - Transitions,",, 0:54",,0,2010
31,48.99100000000001,198,65,+0:54,,Tankink Bram,65,Rabobank ProTeam,",, 0:54",,0,2010
37,48.99100000000001,126,66,+0:54,,Hincapie George,66,BMC Racing Team,",, 0:54",,0,2010
30,48.99100000000001,27,67,+0:54,,Paulinho S\xe9rgio,67,RadioShack,",, 0:54",,0,2010
35,48.99100000000001,91,68,+0:54,,Sastre Carlos,68,Cervelo Test Team,",, 0:54",,0,2010
26,48.916000000000004,163,69,+0:55,,Erviti Imanol,69,Caisse d'Epargne,0:55 0:55,,0,2010
32,48.916000000000004,41,70,+0:55,,Basso Ivan,70,Liquigas - Doimo,",, 0:55",,0,2010
26,48.916000000000004,134,71,+0:55,,Devenyns Dries,71,Quickstep - Innergetic,",, 0:55",,0,2010
32,48.841,191,74*,+0:56,,Menchov Denis,74*,Rabobank ProTeam,0:56 0:56,,0,2010
32,48.841,181,72,+0:56,,S\xe1nchez Samuel,72,Euskaltel - Euskadi,",, 0:56",,0,2010
35,48.841,113,73,+0:56,,Grabsch Bert,73,Team HTC - Columbia,",, 0:56",,0,2010
30,48.841,31,74,+0:56,,Wiggins Bradley,74,Sky Procycling,",, 0:56",,0,2010
29,48.841,175,75,+0:56,,Kern Christophe,75,Cofidis Le Credit en Ligne,",, 0:56",,0,2010
30,48.766999999999996,16,76,+0:57,,Schleck Fr\xe4nk,76,Saxo Bank,0:57 0:57,,0,2010
33,48.766999999999996,146,77,+0:57,,Roberts Luke,77,Milram,",, 0:57",,0,2010
29,48.766999999999996,114,78,+0:57,,Hansen Adam,78,Team HTC - Columbia,",, 0:57",,0,2010
31,48.693000000000005,189,79,+0:58,,Verdugo Gorka,79,Euskaltel - Euskadi,0:58 0:58,,0,2010
28,48.619,72,80,+0:59,,Brutt Pavel,80,Team Katusha,0:59 0:59,,0,2010
38,48.619,19,81,+0:59,,Voigt Jens,81,Saxo Bank,",, 0:59",,0,2010
31,48.619,164,82,+0:59,,Guti\xe9rrez Jos\xe9 Iv\xe1n,82,Caisse d'Epargne,",, 0:59",,0,2010
28,48.619,69,83,+0:59,,Vaugrenard Benoit,83,Francaise des Jeux,",, 0:59",,0,2010
30,48.619,105,84,+0:59,,Lang Sebastian,84,Omega Pharma-Lotto,",, 0:59",,0,2010
28,48.619,206,85,+0:59,,Lorenzetto Mirco,85,Lampre - Farnese Vini,",, 0:59",,0,2010
31,48.619,131,86,+0:59,,Chavanel Sylvain,86,Quickstep - Innergetic,",, 0:59",,0,2010
28,48.545,107,87,+1:00,,Moreno Daniel,87,Omega Pharma-Lotto,1:00 1:00,,0,2010
28,48.545,139,88,+1:00,,Wynants Maarten,88,Quickstep - Innergetic,",, 1:00",,0,2010
34,48.545,51,89,+1:00,,Vande Velde Christian,89,Team Garmin - Transitions,",, 1:00",,0,2010
30,48.545,122,90,+1:00,,Ballan Alessandro,90,BMC Racing Team,",, 1:00",,0,2010
30,48.472,28,91,+1:01,,Popovych Yaroslav,91,RadioShack,1:01 1:01,,0,2010
31,48.472,84,92,+1:01,,Elmiger Martin,92,AG2R La Mondiale,",, 1:01",,0,2010
25,48.398999999999994,108,93,+1:02,,Roelandts Jurgen,93,Omega Pharma-Lotto,1:02 1:02,,0,2010
28,48.398999999999994,179,94,+1:02,,Pauriol R\xe9mi,94,Cofidis Le Credit en Ligne,",, 1:02",,0,2010
24,48.326,104,95,+1:03,,Delage Micka\xebl,95,Omega Pharma-Lotto,1:03 1:03,,0,2010
24,48.326,214,96,+1:03,,Duran Arkaitz,96,Footon-Servetto,",, 1:03",,0,2010
25,48.253,174,97,+1:04,,El Fares Julien,97,Cofidis Le Credit en Ligne,1:04 1:04,,0,2010
25,48.253,143,98,+1:04,,Fr\xf6hlinger Johannes,98,Milram,",, 1:04",,0,2010
29,48.253,61,99,+1:04,,Le M\xe9vel Christophe,99,Francaise des Jeux,",, 1:04",,0,2010
30,48.253,45,100,+1:04,,Kuchynski Aliaksandr,100,Liquigas - Doimo,",, 1:04",,0,2010
36,48.18,205,101,+1:05,,Hondo Danilo,101,Lampre - Farnese Vini,1:05 1:05,,0,2010
25,48.18,129,102,+1:05,,Santambrogio Mauro,102,BMC Racing Team,",, 1:05",,0,2010
23,48.18,82,103,+1:05,,Bouet Maxime,103,AG2R La Mondiale,",, 1:05",,0,2010
28,48.18,133,104,+1:05,,De Weert Kevin,104,Quickstep - Innergetic,",, 1:05",,0,2010
36,48.108000000000004,15,105,+1:06,,O'Grady Stuart,105,Saxo Bank,1:06 1:06,,0,2010
23,48.108000000000004,66,106,+1:06,,Roux Anthony,106,Francaise des Jeux,",, 1:06",,0,2010
32,48.108000000000004,159,107,+1:06,,Vogondy Nicolas,107,Bbox Bouygues Telecom,",, 1:06",,0,2010
38,48.108000000000004,75,108,+1:06,,McEwen Robbie,108,Team Katusha,",, 1:06",,0,2010
29,48.108000000000004,184,109,+1:06,,Oroz Juan Jos\xe9,109,Euskaltel - Euskadi,",, 1:06",,0,2010
29,48.036,33,110,+1:07,,Cummings Stephen,110,Sky Procycling,1:07 1:07,,0,2010
29,48.036,173,111,+1:07,,Dumoulin Samuel,111,Cofidis Le Credit en Ligne,",, 1:07",,0,2010
31,47.964,77,112,+1:08,,Rodr\xedguez Joaquim,112,Team Katusha,1:08 1:08,,0,2010
27,47.964,136,113,+1:08,,Reda Francesco,113,Quickstep - Innergetic,",, 1:08",,0,2010
31,47.964,7,114,+1:08,,Noval Benjamin,114,Astana,",, 1:08",,0,2010
27,47.964,117,115,+1:08,,Renshaw Mark,115,Team HTC - Columbia,",, 1:08",,0,2010
27,47.964,119,116,+1:08,,Siutsou Kanstantsin,116,Team HTC - Columbia,",, 1:08",,0,2010
34,47.964,32,117,+1:08,,Barry Michael,117,Sky Procycling,",, 1:08",,0,2010
28,47.891999999999996,176,118,+1:09,,Minard S\xe9bastien,118,Cofidis Le Credit en Ligne,1:09 1:09,,0,2010
25,47.891999999999996,11,119,+1:09,,Schleck Andy,119,Saxo Bank,",, 1:09",,0,2010
28,47.891999999999996,217,120,+1:09,,Mayoz Echeverria Iban,120,Footon-Servetto,",, 1:09",,0,2010
27,47.891999999999996,147,121,+1:09,,Rohregger Thomas,121,Milram,",, 1:09",,0,2010
22,47.891999999999996,155,122,+1:09,,Gautier Cyril,122,Bbox Bouygues Telecom,",, 1:09",,0,2010
32,47.821000000000005,109,123,+1:10,,Wegelius Charles,123,Omega Pharma-Lotto,1:10 1:10,,0,2010
25,47.821000000000005,111,124,+1:10,,Cavendish Mark,124,Team HTC - Columbia,",, 1:10",,0,2010
34,47.821000000000005,194,125,+1:10,,Garate Juan Manuel,125,Rabobank ProTeam,",, 1:10",,0,2010
24,47.821000000000005,209,126,+1:10,,Spilak Simon,126,Lampre - Farnese Vini,",, 1:10",,0,2010
25,47.821000000000005,215,127,+1:10,,Eibegger Markus,127,Footon-Servetto,",, 1:10",,0,2010
32,47.821000000000005,8,128,+1:10,,Tiralongo Paolo,128,Astana,",, 1:10",,0,2010
36,47.821000000000005,196,129,+1:10,,Moerenhout Koos,129,Rabobank ProTeam,",, 1:10",,0,2010
29,47.75,112,130,+1:11,,Eisel Bernhard,130,Team HTC - Columbia,1:11 1:11,,0,2010
35,47.678999999999995,18,131,+1:12,,S\xf8rensen Nicki,131,Saxo Bank,1:12 1:12,,0,2010
30,47.678999999999995,29,132,+1:12,,Rast Gregory,132,RadioShack,",, 1:12",,0,2010
34,47.678999999999995,193,133,+1:12,,Freire Oscar,133,Rabobank ProTeam,",, 1:12",,0,2010
28,47.678999999999995,49,134,+1:12,,Vandborg Brian,134,Liquigas - Doimo,",, 1:12",,0,2010
34,47.608000000000004,127,135,+1:13,,Kroon Karsten,135,BMC Racing Team,1:13 1:13,,0,2010
36,47.608000000000004,94,136,+1:13,,Hunt Jeremy,136,Cervelo Test Team,",, 1:13",,0,2010
28,47.608000000000004,201,137,+1:13,,Cunego Damiano,137,Lampre - Farnese Vini,",, 1:13",,0,2010
31,47.608000000000004,154,138,+1:13,,Fedrigo Pierrick,138,Bbox Bouygues Telecom,",, 1:13",,0,2010
20,47.608000000000004,216,139,+1:13,,Felline Fabio,139,Footon-Servetto,",, 1:13",,0,2010
31,47.537,153,140,+1:14,,Charteau Anthony,140,Bbox Bouygues Telecom,1:14 1:14,,0,2010
24,47.537,202,141,+1:14,,Bole Grega,141,Lampre - Farnese Vini,",, 1:14",,0,2010
25,47.467,204,142,+1:15,,Gavazzi Francesco,142,Lampre - Farnese Vini,1:15 1:15,,0,2010
34,47.467,96,143,+1:15,,Klier Andreas,143,Cervelo Test Team,",, 1:15",,0,2010
23,47.396,137,144,+1:16,,Seeldraeyers Kevin,144,Quickstep - Innergetic,1:16 1:16,,0,2010
29,47.396,203,145,+1:16,,Da Dalto Mauro,145,Lampre - Farnese Vini,",, 1:16",,0,2010
29,47.396,5,146,+1:16,,Iglinskiy Maxim,146,Astana,",, 1:16",,0,2010
35,47.396,172,147,+1:16,,Auge St\xe9phane,147,Cofidis Le Credit en Ligne,",, 1:16",,0,2010
26,47.396,6,148,+1:16,,Navarro Daniel,148,Astana,",, 1:16",,0,2010
28,47.326,157,149,+1:17,,Sprick Matthieu,149,Bbox Bouygues Telecom,1:17 1:17,,0,2010
33,47.257,138,150,+1:18,,van de Walle Jurgen,150,Quickstep - Innergetic,1:18 1:18,,0,2010
28,47.257,177,151,+1:18,,Moinard Ama\xebl,151,Cofidis Le Credit en Ligne,",, 1:18",,0,2010
23,47.257,219,152,+1:18,,Valls Rafael,152,Footon-Servetto,",, 1:18",,0,2010
24,47.187,211,153,+1:19,,Capecchi Eros,153,Footon-Servetto,1:19 1:19,,0,2010
32,47.187,95,154,+1:19,,Hushovd Thor,154,Cervelo Test Team,",, 1:19",,0,2010
26,47.187,78,155,+1:19,,Vandenbergh Stijn,155,Team Katusha,",, 1:19",,0,2010
24,47.187,63,156,+1:19,,Di Gr\xe9gorio R\xe9my,156,Francaise des Jeux,",, 1:19",,0,2010
35,47.187,102,157,+1:19,,Aerts Mario,157,Omega Pharma-Lotto,",, 1:19",,0,2010
25,47.187,17,158,+1:19,,S\xf8rensen Chris Anker,158,Saxo Bank,",, 1:19",,0,2010
32,47.118,48,159,+1:20,,Szmyd Sylwester,159,Liquigas - Doimo,1:20 1:20,,0,2010
28,47.118,87,160,+1:20,,Mondory Lloyd,160,AG2R La Mondiale,",, 1:20",,0,2010
26,47.118,83,161,+1:20,,Champion Dimitri,161,AG2R La Mondiale,",, 1:20",,0,2010
33,47.048,182,162,+1:21,,Isasi Inaki,162,Euskaltel - Euskadi,1:21 1:21,,0,2010
27,47.048,106,163,+1:21,,Lloyd Matthew,163,Omega Pharma-Lotto,",, 1:21",,0,2010
32,47.048,183,164,+1:21,,Martinez Egoi,164,Euskaltel - Euskadi,",, 1:21",,0,2010
33,47.048,93,165,+1:21,,Gustov Volodymyr,165,Cervelo Test Team,",, 1:21",,0,2010
30,46.979,64,166,+1:22,,Geslin Anthony,166,Francaise des Jeux,1:22 1:22,,0,2010
31,46.979,85,167,+1:22,,Gadret John,167,AG2R La Mondiale,",, 1:22",,0,2010
35,46.979,52,168,+1:22,,Dean Julian,168,Team Garmin - Transitions,",, 1:22",,0,2010
25,46.979,12,169,+1:22,,Breschel Matti,169,Saxo Bank,",, 1:22",,0,2010
27,46.979,187,170,+1:22,,Txurruka Amets,170,Euskaltel - Euskadi,",, 1:22",,0,2010
25,46.979,152,171,+1:22,,Arashiro Yukiya,171,Bbox Bouygues Telecom,",, 1:22",,0,2010
27,46.979,124,172,+1:22,,Burghardt Marcus,172,BMC Racing Team,",, 1:22",,0,2010
29,46.911,74,173,+1:23,,Kolobnev Alexandr,173,Team Katusha,1:23 1:23,,0,2010
29,46.911,99,174,+1:23,,Lloyd Daniel,174,Cervelo Test Team,",, 1:23",,0,2010
28,46.842,4,175,+1:24,,Hern\xe1ndez Jes\xfas,175,Astana,1:24 1:24,,0,2010
27,46.842,185,176,+1:24,,Perez Alan,176,Euskaltel - Euskadi,",, 1:24",,0,2010
26,46.842,38,177,+1:24,,Pauwels Serge,177,Sky Procycling,",, 1:24",,0,2010
25,46.773999999999994,103,178,+1:25,,de Greef Francis,178,Omega Pharma-Lotto,1:25 1:25,,0,2010
30,46.773999999999994,149,179,+1:25,,Wegmann Fabian,179,Milram,",, 1:25",,0,2010
32,46.638000000000005,88,180,+1:27,,Nocentini Rinaldo,180,AG2R La Mondiale,1:27 1:27,,0,2010
35,46.57,73,181,+1:28,,Ivanov Serguei,181,Team Katusha,1:28 1:28,,0,2010
23,46.57,156,182,+1:28,,Rolland Pierre,182,Bbox Bouygues Telecom,",, 1:28",,0,2010
27,46.501999999999995,79,183,+1:29,,Vorganov Eduard,183,Team Katusha,1:29 1:29,,0,2010
31,46.368,151,184,+1:31,,Voeckler Thomas,184,Bbox Bouygues Telecom,1:31 1:31,,0,2010
29,46.368,2,185,+1:31,,De La Fuente David,185,Astana,",, 1:31",,0,2010
30,46.233999999999995,188,186,+1:33,,Velasco Ivan,186,Euskaltel - Euskadi,1:33 1:33,,0,2010
30,46.167,26,187,+1:34,,Muravyev Dmitriy,187,RadioShack,1:34 1:34,,0,2010
23,45.968,68,188,+1:37,,Sulzberger Wesley,188,Francaise des Jeux,1:37 1:37,,0,2010
32,45.903,218,189,+1:38,,Perez Aitor,189,Footon-Servetto,1:38 1:38,,0,2010
28,45.836999999999996,186,190,+1:39,,Perez Ruben,190,Euskaltel - Euskadi,1:39 1:39,,0,2010
28,45.771,212,191,+1:40,,Benitez Jos\xe9 Alberto,191,Footon-Servetto,1:40 1:40,,0,2010
25,45.641000000000005,167,192,+1:42,,Perget Mathieu,192,Caisse d'Epargne,1:42 1:42,,0,2010
23,39.458,125,193,+3:32,,Frank Mathias,193,BMC Racing Team,3:32 3:32,,0,2010
27,32.694,213,194,+6:20,,Cardoso Manuel,194,Footon-Servetto,6:20 6:20,,0,2010
36,,208,36,+0:48,100.0,Petacchi Alessandro,1,Lampre - Farnese Vini,5:09:38 5:09:38,20.0,1,2010
27,,117,112,+1:08,70.0,Renshaw Mark,2,Team HTC - Columbia,",, ,,",10.0,1,2010
32,,95,150,+1:19,50.0,Hushovd Thor,3,Cervelo Test Team,",, ,,",6.0,1,2010
38,,75,105,+1:06,40.0,McEwen Robbie,4,Team Katusha,",, ,,",4.0,1,2010
25,,65,45,+0:49,32.0,Ladagnous Matthieu,5,Francaise des Jeux,",, ,,",2.0,1,2010
23,,46,30,+0:43,26.0,Oss Daniel,6,Liquigas - Doimo,",, ,,",,1,2010
25,,169,41,+0:49,22.0,Rojas Jos\xe9 Joaqu\xedn,7,Caisse d'Epargne,",, ,,",,1,2010
29,,145,59,+0:53,18.0,Knees Christian,8,Milram,",, ,,",,1,2010
28,,186,184,+1:39,14.0,Perez Ruben,9,Euskaltel - Euskadi,",, ,,",,1,2010
25,,108,90,+1:02,10.0,Roelandts Jurgen,10,Omega Pharma-Lotto,",, ,,",,1,2010
26,,158,60,+0:53,8.0,Turgot S\xe9bastien,11,Bbox Bouygues Telecom,",, ,,",,1,2010
27,,141,9,+0:35,6.0,Gerdemann Linus,12,Milram,",, ,,",,1,2010
25,,174,94,+1:04,4.0,El Fares Julien,13,Cofidis Le Credit en Ligne,",, ,,",,1,2010
33,,146,75,+0:57,2.0,Roberts Luke,14,Milram,",, ,,",,1,2010
24,,39,5,+0:23,1.0,Thomas Geraint,15,Sky Procycling,",, ,,",,1,2010
27,,119,113,+1:08,,Siutsou Kanstantsin,16,Team HTC - Columbia,",, ,,",,1,2010
31,,131,84,+0:59,,Chavanel Sylvain,17,Quickstep - Innergetic,",, ,,",,1,2010
23,,36,8,+0:32,,Boasson Hagen Edvald,18,Sky Procycling,",, ,,",,1,2010
29,,132,34*,+0:46,,Barredo Carlos,19*,Quickstep - Innergetic,",, ,,",,1,2010
34,,32,114,+1:08,,Barry Michael,19,Sky Procycling,",, ,,",,1,2010
29,,173,108,+1:07,,Dumoulin Samuel,20,Cofidis Le Credit en Ligne,",, ,,",,1,2010
28,,176,115,+1:09,,Minard S\xe9bastien,21,Cofidis Le Credit en Ligne,",, ,,",,1,2010
28,,133,101,+1:05,,De Weert Kevin,22,Quickstep - Innergetic,",, ,,",,1,2010
25,,143,95,+1:04,,Fr\xf6hlinger Johannes,23,Milram,",, ,,",,1,2010
27,,79,178,+1:29,,Vorganov Eduard,24,Team Katusha,",, ,,",,1,2010
30,,98,38,+0:49,,Lancaster Brett,25,Cervelo Test Team,",, ,,",,1,2010
25,,14,48,+0:50,,Fuglsang Jakob,26,Saxo Bank,",, ,,",,1,2010
33,,121,22,+0:39,,Evans Cadel,27,BMC Racing Team,",, ,,",,1,2010
35,,172,143,+1:16,,Auge St\xe9phane,28,Cofidis Le Credit en Ligne,",, ,,",,1,2010
31,,84,89,+1:01,,Elmiger Martin,29,AG2R La Mondiale,",, ,,",,1,2010
32,,34,33,+0:46,,Flecha Juan Antonio,30,Sky Procycling,",, ,,",,1,2010
36,,205,98,+1:05,,Hondo Danilo,31,Lampre - Farnese Vini,",, ,,",,1,2010
29,,61,96,+1:04,,Le M\xe9vel Christophe,32,Francaise des Jeux,",, ,,",,1,2010
30,,135,40,+0:49,,Pineau J\xe9rome,33,Quickstep - Innergetic,",, ,,",,1,2010
25,,152,167,+1:22,,Arashiro Yukiya,34,Bbox Bouygues Telecom,",, ,,",,1,2010
29,,74,169,+1:23,,Kolobnev Alexandr,35,Team Katusha,",, ,,",,1,2010
24,,104,92,+1:03,,Delage Micka\xebl,36,Omega Pharma-Lotto,",, ,,",,1,2010
30,,122,87,+1:00,,Ballan Alessandro,37,BMC Racing Team,",, ,,",,1,2010
29,,112,127,+1:11,,Eisel Bernhard,38,Team HTC - Columbia,",, ,,",,1,2010
33,,55,20,+0:39,,Hunter Robert,39,Team Garmin - Transitions,",, ,,",,1,2010
35,,52,164,+1:22,,Dean Julian,40,Team Garmin - Transitions,",, ,,",,1,2010
29,,175,73,+0:56,,Kern Christophe,41,Cofidis Le Credit en Ligne,",, ,,",,1,2010
23,,137,140,+1:16,,Seeldraeyers Kevin,42,Quickstep - Innergetic,",, ,,",,1,2010
29,,203,141,+1:16,,Da Dalto Mauro,43,Lampre - Farnese Vini,",, ,,",,1,2010
26,,3,23,+0:40,,Grivko Andrei,44,Astana,",, ,,",,1,2010
36,,9,18,+0:38,,Vinokourov Alexandre,45,Astana,",, ,,",,1,2010
26,,37,37,+0:48,,L\xf6fkvist Thomas,46,Sky Procycling,",, ,,",,1,2010
27,,1,6*,+0:27,,Contador Alberto,48*,Astana,",, ,,",,1,2010
24,,144,49,+0:50,,Kluge Roger,47,Milram,",, ,,",,1,2010
27,,101,42,+0:49,,Van den Broeck Jurgen,48,Omega Pharma-Lotto,",, ,,",,1,2010
27,,116,28,+0:41,,Monfort Maxime,49,Team HTC - Columbia,",, ,,",,1,2010
24,,44,19,+0:38,,Kreuziger Roman,50,Liquigas - Doimo,",, ,,",,1,2010
23,,43,29,+0:42,,Koren Kristijan,51,Liquigas - Doimo,",, ,,",,1,2010
24,,209,123,+1:10,,Spilak Simon,52,Lampre - Farnese Vini,",, ,,",,1,2010
38,,21,4,+0:22,,Armstrong Lance,53,RadioShack,",, ,,",,1,2010
37,,126,64,+0:54,,Hincapie George,54,BMC Racing Team,",, ,,",,1,2010
30,,28,88,+1:01,,Popovych Yaroslav,55,RadioShack,",, ,,",,1,2010
29,,165,17,+0:38,,Kiryienka Vasil,56,Caisse d'Epargne,",, ,,",,1,2010
24,,202,138,+1:14,,Bole Grega,57,Lampre - Farnese Vini,",, ,,",,1,2010
35,,113,71,+0:56,,Grabsch Bert,58,Team HTC - Columbia,",, ,,",,1,2010
26,,161,21,+0:39,,Sanchez Luis Leon,59,Caisse d'Epargne,",, ,,",,1,2010
33,,57,3,+0:20,,Millar David,60,Team Garmin - Transitions,",, ,,",,1,2010
25,,204,139,+1:15,,Gavazzi Francesco,61,Lampre - Farnese Vini,",, ,,",,1,2010
25,,103,173,+1:25,,de Greef Francis,62,Omega Pharma-Lotto,",, ,,",,1,2010
30,,105,82,+0:59,,Lang Sebastian,63,Omega Pharma-Lotto,",, ,,",,1,2010
30,,45,97,+1:04,,Kuchynski Aliaksandr,64,Liquigas - Doimo,",, ,,",,1,2010
26,,78,151,+1:19,,Vandenbergh Stijn,65,Team Katusha,",, ,,",,1,2010
34,,197,51,+0:50,,Niermann Grischa,66,Rabobank ProTeam,",, ,,",,1,2010
23,,156,177,+1:28,,Rolland Pierre,67,Bbox Bouygues Telecom,",, ,,",,1,2010
