Age,Avg,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
26,50.716,44,34,+0:23,,,Flecha Juan Antonio,34,Fassa Bortolo,",, 0:23",,,0,2004
37,50.716,191,35,+0:23,,,Cipollini Mario,35,Domina Vacanze,",, 0:23",,,0,2004
24,50.716,84,36,+0:23,,,Lang Sebastian,36,Gerolsteiner,",, 0:23",,,0,2004
29,50.599,153,37,+0:24,,,de Groot Bram,37,Rabobank ProTeam,0:24 0:24,,,0,2004
30,50.599,2,38,+0:24,,,Azevedo Jos\xe9 Bento Carvalho,38,US Postal Service,",, 0:24",,,0,2004
27,50.599,36,39,+0:24,,,Landaluze Inigo,39,Euskaltel - Euskadi,",, 0:24",,,0,2004
31,50.599,26,40,+0:24,,,Jalabert Nicolas,40,Phonak Hearing Systems,",, 0:24",,,0,2004
24,50.599,196,41,+0:24,,,Scarponi Michele,41,Domina Vacanze,",, 0:24",,,0,2004
24,50.599,95,42,+0:24,,,Engoulvent Jimmy,42,Cofidis,",, 0:24",,,0,2004
23,50.599,165,43,+0:24,,,Eisel Bernhard,43,Fdjeux.com,",, 0:24",,,0,2004
28,50.483000000000004,125,44,+0:25,,,Lefevre Laurent,44,Brioches La Boulang\xe8re,0:25 0:25,,,0,2004
29,50.483000000000004,115,45,+0:25,,,Hruska Jan,45,Liberty Seguros,",, 0:25",,,0,2004
33,50.367,19,46,+0:26,,,Zabel Erik,46,T-Mobile Team,0:26 0:26,,,0,2004
31,50.367,9,47,+0:26,,,Rubiera Jos\xe9 Luis,47,US Postal Service,",, 0:26",,,0,2004
27,50.367,29,48,+0:26,,,Sevilla Oscar,48,Phonak Hearing Systems,",, 0:26",,,0,2004
35,50.367,12,49,+0:26,,,Aldag Rolf,49,T-Mobile Team,",, 0:26",,,0,2004
25,50.367,179,50,+0:26,,,Sabaliauskas Marius,50,Saeco,",, 0:26",,,0,2004
29,50.251999999999995,188,51,+0:27,,,Verbrugghe Rik,51,Lotto - Domo,0:27 0:27,,,0,2004
25,50.251999999999995,121,52,+0:27,,,Chavanel Sylvain,52,Brioches La Boulang\xe8re,",, 0:27",,,0,2004
29,50.251999999999995,78,53,+0:27,,,Pradera Mikel,53,Illes Balears - Banesto,",, 0:27",,,0,2004
32,50.251999999999995,152,54,+0:27,,,Boogerd Michael,54,Rabobank ProTeam,",, 0:27",,,0,2004
25,50.251999999999995,146,55,+0:27,,,Krivtsov Yuriy,55,AG2R Pr\xe9voyance,",, 0:27",,,0,2004
27,50.251999999999995,38,56,+0:27,,,Zubeldia Haimar,56,Euskaltel - Euskadi,",, 0:27",,,0,2004
35,50.251999999999995,86,57,+0:27,,,Peschel Uwe,57,Gerolsteiner,",, 0:27",,,0,2004
36,50.251999999999995,141,58,+0:27,,,Brochard Laurent,58,AG2R Pr\xe9voyance,",, 0:27",,,0,2004
30,50.137,41,59,+0:28,,,Petacchi Alessandro,59,Fassa Bortolo,0:28 0:28,,,0,2004
29,50.137,97,60,+0:28,,,Moncouti\xe9 David,60,Cofidis,",, 0:28",,,0,2004
27,50.137,96,61,+0:28,,,Fofonov Dimitri,61,Cofidis,",, 0:28",,,0,2004
29,50.137,131,62,+0:28,,,B\xe4ckstedt Magnus,62,Alessio - Bianchi,",, 0:28",,,0,2004
23,50.137,149,63,+0:28,,,Scanlon Mark,63,AG2R Pr\xe9voyance,",, 0:28",,,0,2004
35,50.023,209,64,+0:29,,,Seigneur Eddy,64,R.a.g.t Semence - Mg Rover,0:29 0:29,,,0,2004
32,50.023,198,65,+0:29,,,Simeoni Filippo,65,Domina Vacanze,",, 0:29",,,0,2004
25,50.023,32,66,+0:29,,,Cama\xf1o Iker,66,Euskaltel - Euskadi,",, 0:29",,,0,2004
28,50.023,157,67,+0:29,,,Niermann Grischa,67,Rabobank ProTeam,",, 0:29",,,0,2004
34,50.023,63,68,+0:29,,,Bartoli Michele,68,CSC ProTeam,",, 0:29",,,0,2004
33,50.023,154,69,+0:29,,,Dekker Erik,69,Rabobank ProTeam,",, 0:29",,,0,2004
26,50.023,61,70,+0:29,,,Basso Ivan,70,CSC ProTeam,",, 0:29",,,0,2004
31,50.023,13,71,+0:29,,,Botero Santiago,71,T-Mobile Team,",, 0:29",,,0,2004
29,49.909,53,72,+0:30,,,Dean Julian,72,Cr\xe9dit Agricole,0:30 0:30,,,0,2004
25,49.909,162,73,+0:30,,,Casar Sandy,73,Fdjeux.com,",, 0:30",,,0,2004
30,49.909,48,74,+0:30,,,Tosatto Matteo,74,Fassa Bortolo,",, 0:30",,,0,2004
33,49.909,8,75,+0:30,,,Padrnos Pavel,75,US Postal Service,",, 0:30",,,0,2004
31,49.909,34,76,+0:30,,,Etxebarria Unai,76,Euskaltel - Euskadi,",, 0:30",,,0,2004
26,49.909,76,77,+0:30,,,Menchov Denis,77,Illes Balears - Banesto,",, 0:30",,,0,2004
24,49.79600000000001,142,78,+0:31,,,Astarloza Mikel,78,AG2R Pr\xe9voyance,0:31 0:31,,,0,2004
22,49.79600000000001,47,79,+0:31,,,Pozzato Filippo,79,Fassa Bortolo,",, 0:31",,,0,2004
30,49.79600000000001,42,80,+0:31,,,Bruseghin Marzio,80,Fassa Bortolo,",, 0:31",,,0,2004
25,49.79600000000001,163,81,+0:31,,,Cooke Baden,81,Fdjeux.com,",, 0:31",,,0,2004
24,49.79600000000001,126,82,+0:31,,,Pineau J\xe9rome,82,Brioches La Boulang\xe8re,",, 0:31",,,0,2004
31,49.79600000000001,66,83,+0:31,,,Piil Jakob,83,CSC ProTeam,",, 0:31",,,0,2004
33,49.683,128,84,+0:32,,,Rous Didier,84,Brioches La Boulang\xe8re,0:32 0:32,,,0,2004
30,49.683,55,85,+0:32,,,Halgand Patrice,85,Cr\xe9dit Agricole,",, 0:32",,,0,2004
26,49.683,178,86,+0:32,,,Petrov Evgeni,86,Saeco,",, 0:32",,,0,2004
24,49.683,94,87,+0:32,,,Edaleine Christophe,87,Cofidis,",, 0:32",,,0,2004
32,49.683,112,88,+0:32,,,Baranowski Dariusz,88,Liberty Seguros,",, 0:32",,,0,2004
28,49.683,118,89,+0:32,,,Vande Velde Christian,89,Liberty Seguros,",, 0:32",,,0,2004
25,49.683,58,90,+0:32,,,Joly S\xe9bastien,90,Cr\xe9dit Agricole,",, 0:32",,,0,2004
31,49.571000000000005,18,91,+0:33,,,Nardello Daniele,91,T-Mobile Team,0:33 0:33,,,0,2004
28,49.571000000000005,71,92,+0:33,,,Mancebo Francisco,92,Illes Balears - Banesto,",, 0:33",,,0,2004
35,49.571000000000005,105,93,+0:33,,,Dufaux Laurent,93,Quickstep - Davitamon,",, 0:33",,,0,2004
29,49.571000000000005,136,94,+0:33,,,Ljungqvist Marcus,94,Alessio - Bianchi,",, 0:33",,,0,2004
27,49.571000000000005,147,95,+0:33,,,Nazon Jean-Patrick,95,AG2R Pr\xe9voyance,",, 0:33",,,0,2004
32,49.571000000000005,181,96,+0:33,,,McEwen Robbie,96,Lotto - Domo,",, 0:33",,,0,2004
29,49.458999999999996,68,97,+0:34,,,S\xf8rensen Nicki,97,CSC ProTeam,0:34 0:34,,,0,2004
33,49.458999999999996,106,98,+0:34,,,Knaven Servais,98,Quickstep - Davitamon,",, 0:34",,,0,2004
25,49.348,148,99,+0:35,,,Portal Nicolas,99,AG2R Pr\xe9voyance,0:35 0:35,,,0,2004
27,49.348,206,100,+0:35,,,Finot Fr\xe9d\xe9ric,100,R.a.g.t Semence - Mg Rover,",, 0:35",,,0,2004
31,49.238,122,101,+0:36,,,Beneteau Walter,101,Brioches La Boulang\xe8re,0:36 0:36,,,0,2004
25,49.238,16,102,+0:36,,,Kessler Matthias,102,T-Mobile Team,",, 0:36",,,0,2004
27,49.238,79,103,+0:36,,,Zandio Xabier,103,Illes Balears - Banesto,",, 0:36",,,0,2004
30,49.128,111,104,+0:37,,,Heras Roberto,104,Liberty Seguros,0:37 0:37,,,0,2004
26,49.128,87,105,+0:37,,,Scholz Ronny,105,Gerolsteiner,",, 0:37",,,0,2004
31,49.128,184,106,+0:37,,,Marichal Thierry,106,Lotto - Domo,",, 0:37",,,0,2004
26,49.128,82,107,+0:37,,,Haselbacher Rene,107,Gerolsteiner,",, 0:37",,,0,2004
26,49.128,93,108,+0:37,,,Casper Jimmy,108,Cofidis,",, 0:37",,,0,2004
28,49.128,134,109,+0:37,,,Caucchioli Pietro,109,Alessio - Bianchi,",, 0:37",,,0,2004
29,49.128,164,110,+0:37,,,Da Cruz Carlos,110,Fdjeux.com,",, 0:37",,,0,2004
32,49.128,133,111,+0:37,,,Bertolini Alessandro,111,Alessio - Bianchi,",, 0:37",,,0,2004
27,49.018,98,112,+0:38,,,Tombak Janek,112,Cofidis,0:38 0:38,,,0,2004
34,49.018,135,113,+0:38,,,Hvastija Martin,113,Alessio - Bianchi,",, 0:38",,,0,2004
23,49.018,113,114,+0:38,,,Davis Allan,114,Liberty Seguros,",, 0:38",,,0,2004
24,49.018,194,115,+0:38,,,Marinangeli Sergio,115,Domina Vacanze,",, 0:38",,,0,2004
26,49.018,116,116,+0:38,,,Nozal Isidro,116,Liberty Seguros,",, 0:38",,,0,2004
24,48.909,88,117,+0:39,,,Wegmann Fabian,117,Gerolsteiner,0:39 0:39,,,0,2004
29,48.909,174,118,+0:39,,,Commesso Salvatore,118,Saeco,",, 0:39",,,0,2004
30,48.909,156,119,+0:39,,,Lotz Marc,119,Rabobank ProTeam,",, 0:39",,,0,2004
31,48.909,185,120,+0:39,,,Merckx Axel,120,Lotto - Domo,",, 0:39",,,0,2004
24,48.8,108,121,+0:40,,,Rogers Michael,121,Quickstep - Davitamon,0:40 0:40,,,0,2004
29,48.8,15,122,+0:40,,,Ivanov Serguei,122,T-Mobile Team,",, 0:40",,,0,2004
24,48.8,124,123,+0:40,,,Hary Maryan,123,Brioches La Boulang\xe8re,",, 0:40",,,0,2004
28,48.8,202,124,+0:40,,,Auger Guillaume,124,R.a.g.t Semence - Mg Rover,",, 0:40",,,0,2004
25,48.8,22,125,+0:40,,,Elmiger Martin,125,Phonak Hearing Systems,",, 0:40",,,0,2004
29,48.692,175,126,+0:41,,,Glomser Gerrit,126,Saeco,0:41 0:41,,,0,2004
31,48.692,117,127,+0:41,,,Serrano Marcos Antonio,127,Liberty Seguros,",, 0:41",,,0,2004
34,48.692,144,128,+0:41,,,Goubert Stephane,128,AG2R Pr\xe9voyance,",, 0:41",,,0,2004
30,48.692,77,129,+0:41,,,Osa Aitor,129,Illes Balears - Banesto,",, 0:41",,,0,2004
26,48.692,207,130,+0:41,,,Laurent Christophe,130,R.a.g.t Semence - Mg Rover,",, 0:41",,,0,2004
36,48.692,132,131,+0:41,,,Baldato Fabio,131,Alessio - Bianchi,",, 0:41",,,0,2004
25,48.692,123,132,+0:41,,,Charteau Anthony,132,Brioches La Boulang\xe8re,",, 0:41",,,0,2004
24,48.692,176,133,+0:41,,,Loosli David,133,Saeco,",, 0:41",,,0,2004
33,48.692,81,134,+0:41,,,Totschnig Georg,134,Gerolsteiner,",, 0:41",,,0,2004
35,48.692,138,135,+0:41,,,Noe Andrea,135,Alessio - Bianchi,",, 0:41",,,0,2004
30,48.692,102,136,+0:41,,,Bettini Paolo,136,Quickstep - Davitamon,",, 0:41",,,0,2004
28,48.692,177,137,+0:41,,,Ludewig Jorg,137,Saeco,",, 0:41",,,0,2004
26,48.692,28,138,+0:41,,,Perez Santiago,138,Phonak Hearing Systems,",, 0:41",,,0,2004
35,48.692,109,139,+0:41,,,Zanini Stefano,139,Quickstep - Davitamon,",, 0:41",,,0,2004
30,48.583999999999996,127,140,+0:42,,,Renier Franck,140,Brioches La Boulang\xe8re,0:42 0:42,,,0,2004
25,48.583999999999996,129,141,+0:42,,,Voeckler Thomas,141,Brioches La Boulang\xe8re,",, 0:42",,,0,2004
26,48.583999999999996,46,142,+0:42,,,Kirchen Kim,142,Fassa Bortolo,",, 0:42",,,0,2004
32,48.583999999999996,171,143,+0:42,,,Simoni Gilberto,143,Saeco,",, 0:42",,,0,2004
23,48.583999999999996,143,144,+0:42,,,Dumoulin Samuel,144,AG2R Pr\xe9voyance,",, 0:42",,,0,2004
30,48.583999999999996,56,145,+0:42,,,Hinault S\xe9bastien,145,Cr\xe9dit Agricole,",, 0:42",,,0,2004
32,48.583999999999996,92,146,+0:42,,,Bessy Fr\xe9d\xe9ric,146,Cofidis,",, 0:42",,,0,2004
37,48.583999999999996,139,147,+0:42,,,Sunderland Scott,147,Alessio - Bianchi,",, 0:42",,,0,2004
25,48.583999999999996,205,148,+0:42,,,Calzati Sylvain,148,R.a.g.t Semence - Mg Rover,",, 0:42",,,0,2004
25,48.477,54,149,+0:43,,,Fedrigo Pierrick,149,Cr\xe9dit Agricole,0:43 0:43,,,0,2004
27,48.477,35,150,+0:43,,,Flores Iker,150,Euskaltel - Euskadi,",, 0:43",,,0,2004
32,48.477,187,151,+0:43,,,Vansevenant Wim,151,Lotto - Domo,",, 0:43",,,0,2004
36,48.477,104,152,+0:43,,,Bramati Davide,152,Quickstep - Davitamon,",, 0:43",,,0,2004
34,48.37,145,153,+0:44,,,Kirsipuu Jaan,153,AG2R Pr\xe9voyance,0:44 0:44,,,0,2004
34,48.37,204,154,+0:44,,,Bouvard Gilles,154,R.a.g.t Semence - Mg Rover,",, 0:44",,,0,2004
35,48.37,167,155,+0:44,,,Mengin Christophe,155,Fdjeux.com,",, 0:44",,,0,2004
31,48.37,172,156,+0:44,,,Casagranda Stefano,156,Saeco,",, 0:44",,,0,2004
30,48.37,158,157,+0:44,,,Rasmussen Michael,157,Rabobank ProTeam,",, 0:44",,,0,2004
34,48.37,14,158,+0:44,,,Guerini Giuseppe,158,T-Mobile Team,",, 0:44",,,0,2004
29,48.263999999999996,193,159,+0:45,,,Giunti Massimo,159,Domina Vacanze,0:45 0:45,,,0,2004
28,48.263999999999996,155,160,+0:45,,,Kroon Karsten,160,Rabobank ProTeam,",, 0:45",,,0,2004
27,48.263999999999996,182,161,+0:45,,,Brandt Christophe,161,Lotto - Domo,",, 0:45",,,0,2004
30,48.263999999999996,186,162,+0:45,,,Moerenhout Koos,162,Lotto - Domo,",, 0:45",,,0,2004
35,48.263999999999996,137,163,+0:45,,,Moller Claus Michael,163,Alessio - Bianchi,",, 0:45",,,0,2004
31,48.053000000000004,173,164,+0:47,,,Celestino Mirko,164,Saeco,0:47 0:47,,,0,2004
33,47.948,199,165,+0:48,,,Valoti Paolo,165,Domina Vacanze,0:48 0:48,,,0,2004
28,47.948,85,166,+0:48,,,Montgomery Sven,166,Gerolsteiner,",, 0:48",,,0,2004
33,47.843,3,167,+0:49,,,Beltran Manuel,167,US Postal Service,0:49 0:49,,,0,2004
25,47.843,107,168,+0:49,,,Mercado Juan Miguel,168,Quickstep - Davitamon,",, 0:49",,,0,2004
34,47.843,168,169,+0:49,,,Robin Jean-Cyril,169,Fdjeux.com,",, 0:49",,,0,2004
28,47.843,208,170,+0:49,,,Martin Ludovic,170,R.a.g.t Semence - Mg Rover,",, 0:49",,,0,2004
30,47.739,49,171,+0:50,,,Velo Marco,171,Fassa Bortolo,0:50 0:50,,,0,2004
31,47.739,73,172,+0:50,,,Garcia Jose Vicente,172,Illes Balears - Banesto,",, 0:50",,,0,2004
30,47.636,201,173,+0:51,,,Rinero Christophe,173,R.a.g.t Semence - Mg Rover,0:51 0:51,,,0,2004
34,47.636,101,174,+0:51,,,Virenque Richard,174,Quickstep - Davitamon,",, 0:51",,,0,2004
30,47.532,195,175,+0:52,,,Mori Massimiliano,175,Domina Vacanze,0:52 0:52,,,0,2004
26,47.43,37,176,+0:53,,,Martinez Egoi,176,Euskaltel - Euskadi,0:53 0:53,,,0,2004
30,47.328,59,177,+0:54,,,Salmon Benoit,177,Cr\xe9dit Agricole,0:54 0:54,,,0,2004
30,47.226000000000006,89,178,+0:55,,,Wrolich Peter,178,Gerolsteiner,0:55 0:55,,,0,2004
34,47.123999999999995,189,179,+0:56,,,Vierhouten Aart,179,Lotto - Domo,0:56 0:56,,,0,2004
32,47.023999999999994,183,180,+0:57,,,Gates Nick,180,Lotto - Domo,0:57 0:57,,,0,2004
26,47.023999999999994,169,181,+0:57,,,Wilson Matthew,181,Fdjeux.com,",, 0:57",,,0,2004
31,47.023999999999994,197,182,+0:57,,,Secchiari Francesco,182,Domina Vacanze,",, 0:57",,,0,2004
29,46.823,52,183,+0:59,,,Botcharov Alexandre,183,Cr\xe9dit Agricole,0:59 0:59,,,0,2004
33,46.623999999999995,192,184,+1:01,,,Fagnini Gian-matteo,184,Domina Vacanze,1:01 1:01,,,0,2004
35,46.623999999999995,99,185,+1:01,,,Farazijn Peter,185,Cofidis,",, 1:01",,,0,2004
34,46.427,203,186,+1:03,,,Bourquenoud Pierre,186,R.a.g.t Semence - Mg Rover,1:03 1:03,,,0,2004
30,46.32899999999999,33,187,+1:04,,,Etxebarria David,187,Euskaltel - Euskadi,1:04 1:04,,,0,2004
32,44.185,166,188,+1:27,,,Guesdon Fr\xe9d\xe9ric,188,Fdjeux.com,1:27 1:27,,,0,2004
34,,145,38,+0:32,100.0,,Kirsipuu Jaan,1,AG2R Pr\xe9voyance,4:40:29 4:40:29,,,1,2004
32,,181,31,+0:29,70.0,,McEwen Robbie,2,Lotto - Domo,",, ,,",,,1,2004
26,,57,2,+0:04,50.0,,Hushovd Thor,3,Cr\xe9dit Agricole,",, ,,",,,1,2004
30,,83,22,+0:27,40.0,,Hondo Danilo,4,Gerolsteiner,",, ,,",,,1,2004
27,,147,93,+0:41,32.0,,Nazon Jean-Patrick,5,AG2R Pr\xe9voyance,",, ,,",,,1,2004
25,,163,80,+0:39,26.0,,Cooke Baden,6,Fdjeux.com,",, ,,",,,1,2004
29,,62,14,+0:24,22.0,,Arvesen Kurt-Asle,7,CSC ProTeam,",, ,,",,,1,2004
30,,41,59,+0:36,18.0,,Petacchi Alessandro,8,Fassa Bortolo,",, ,,",,,1,2004
33,,19,46,+0:34,14.0,,Zabel Erik,9,T-Mobile Team,",, ,,",,,1,2004
23,,113,110,+0:46,10.0,,Davis Allan,10,Liberty Seguros,",, ,,",,,1,2004
24,,95,43,+0:32,8.0,,Engoulvent Jimmy,11,Cofidis,",, ,,",,,1,2004
26,,93,105,+0:45,6.0,,Casper Jimmy,12,Cofidis,",, ,,",,,1,2004
24,,126,81,+0:39,4.0,,Pineau J\xe9rome,13,Brioches La Boulang\xe8re,",, ,,",,,1,2004
24,,194,111,+0:46,2.0,,Marinangeli Sergio,14,Domina Vacanze,",, ,,",,,1,2004
25,,205,144,+0:50,1.0,,Calzati Sylvain,15,R.a.g.t Semence - Mg Rover,",, ,,",,,1,2004
29,,131,62,+0:36,,,B\xe4ckstedt Magnus,16,Alessio - Bianchi,",, ,,",,,1,2004
23,,143,140,+0:50,,,Dumoulin Samuel,17,AG2R Pr\xe9voyance,",, ,,",,,1,2004
26,,72,27,+0:28,,,Becke Daniel,18,Illes Balears - Banesto,",, ,,",,,1,2004
30,,33,179,+1:12,,,Etxebarria David,19,Euskaltel - Euskadi,",, ,,",,,1,2004
36,,141,58,+0:35,,,Brochard Laurent,20,AG2R Pr\xe9voyance,",, ,,",,,1,2004
34,,189,173,+1:04,,,Vierhouten Aart,21,Lotto - Domo,",, ,,",,,1,2004
25,,74,5,+0:16,,,Guti\xe9rrez Jos\xe9 Iv\xe1n,22,Illes Balears - Banesto,",, ,,",,,1,2004
25,,146,55,+0:35,,,Krivtsov Yuriy,23,AG2R Pr\xe9voyance,",, ,,",,,1,2004
30,,55,83,+0:40,,,Halgand Patrice,24,Cr\xe9dit Agricole,",, ,,",,,1,2004
29,,15,118,+0:48,,,Ivanov Serguei,25,T-Mobile Team,",, ,,",,,1,2004
29,,67,13,+0:23,,,Sastre Carlos,26,CSC ProTeam,",, ,,",,,1,2004
23,,43,1,+0:00,,,Cancellara Fabian,27,Fassa Bortolo,",, ,,",,,1,2004
32,,64,8,+0:20,,,Julich Bobby,28,CSC ProTeam,",, ,,",,,1,2004
25,,22,121,+0:48,,,Elmiger Martin,29,Phonak Hearing Systems,",, ,,",,,1,2004
29,,175,122,+0:49,,,Glomser Gerrit,30,Saeco,",, ,,",,,1,2004
25,,16,100,+0:44,,,Kessler Matthias,31,T-Mobile Team,",, ,,",,,1,2004
30,,11,16,+0:25,,,Ullrich Jan,32,T-Mobile Team,",, ,,",,,1,2004
27,,182,155,+0:53,,,Brandt Christophe,33,Lotto - Domo,",, ,,",,,1,2004
26,,31,29,+0:29,,,Mayo Iban,34,Euskaltel - Euskadi,",, ,,",,,1,2004
38,,4,20,+0:27,,,Ekimov Viatcheslav,35,US Postal Service,",, ,,",,,1,2004
29,,53,71,+0:38,,,Dean Julian,36,Cr\xe9dit Agricole,",, ,,",,,1,2004
35,,12,49,+0:34,,,Aldag Rolf,37,T-Mobile Team,",, ,,",,,1,2004
37,,191,36,+0:31,,,Cipollini Mario,38,Domina Vacanze,",, ,,",,,1,2004
23,,149,63,+0:36,,,Scanlon Mark,39,AG2R Pr\xe9voyance,",, ,,",,,1,2004
29,,17,25,+0:27,,,Kl\xf6den Andr\xe9as,40,T-Mobile Team,",, ,,",,,1,2004
30,,195,168,+1:00,,,Mori Massimiliano,41,Domina Vacanze,",, ,,",,,1,2004
26,,37,169,+1:01,,,Martinez Egoi,42,Euskaltel - Euskadi,",, ,,",,,1,2004
32,,166,182,+1:35,,,Guesdon Fr\xe9d\xe9ric,43,Fdjeux.com,",, ,,",,,1,2004
30,,56,141,+0:50,,,Hinault S\xe9bastien,44,Cr\xe9dit Agricole,",, ,,",,,1,2004
28,,118,88,+0:40,,,Vande Velde Christian,45,Liberty Seguros,",, ,,",,,1,2004
35,,167,149,+0:52,,,Mengin Christophe,46,Fdjeux.com,",, ,,",,,1,2004
31,,5,9*,+0:20,,,Hincapie George,47*,US Postal Service,",, ,,",,,1,2004
32,,1,3*,+0:10,,,Armstrong Lance,48*,US Postal Service,",, ,,",,,1,2004
26,,61,69,+0:37,,,Basso Ivan,49,CSC ProTeam,",, ,,",,,1,2004
24,,108,117,+0:48,,,Rogers Michael,50,Quickstep - Davitamon,",, ,,",,,1,2004
24,,196,42,+0:32,,,Scarponi Michele,51,Domina Vacanze,",, ,,",,,1,2004
33,,21,18,+0:26,,,Hamilton Tyler,52,Phonak Hearing Systems,",, ,,",,,1,2004
30,,114,30,+0:29,,,Gonzalez De Galdeano Igor,53,Liberty Seguros,",, ,,",,,1,2004
33,,199,158,+0:56,,,Valoti Paolo,54,Domina Vacanze,",, ,,",,,1,2004
25,,121,52,+0:35,,,Chavanel Sylvain,55,Brioches La Boulang\xe8re,",, ,,",,,1,2004
26,,27,6,+0:19,,,Pereiro Oscar,56,Phonak Hearing Systems,",, ,,",,,1,2004
27,,29,48,+0:34,,,Sevilla Oscar,57,Phonak Hearing Systems,",, ,,",,,1,2004
30,,111,102,+0:45,,,Heras Roberto,58,Liberty Seguros,",, ,,",,,1,2004
34,,63,67,+0:37,,,Bartoli Michele,59,CSC ProTeam,",, ,,",,,1,2004
30,,25,10,+0:22,,,Gutierrez Jose Enrique,60,Phonak Hearing Systems,",, ,,",,,1,2004
29,,24,34,+0:31,,,Grabsch Bert,61,Phonak Hearing Systems,",, ,,",,,1,2004
27,,119,11,+0:23,,,Vicioso \xc1ngel,62,Liberty Seguros,",, ,,",,,1,2004
31,,34,75,+0:38,,,Etxebarria Unai,63,Euskaltel - Euskadi,",, ,,",,,1,2004
30,,127,136,+0:50,,,Renier Franck,64,Brioches La Boulang\xe8re,",, ,,",,,1,2004
29,,153,39,+0:32,,,de Groot Bram,65,Rabobank ProTeam,",, ,,",,,1,2004
33,,81,130,+0:49,,,Totschnig Georg,66,Gerolsteiner,",, ,,",,,1,2004
28,,71,90,+0:41,,,Mancebo Francisco,67,Illes Balears - Banesto,",, ,,",,,1,2004
