Age,Avg,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
26,,11,33,+0:06,,,Schleck Andy,33,Leopard Trek,",, 0:06",,,,1,2011
31,,127,34,+0:06,,,Pineau J\xe9rome,34,Quickstep Cycling Team,",, 0:06",,,,1,2011
31,,154,35,+0:06,,,Duque Leonardo,35,Cofidis Le Credit en Ligne,",, 0:06",,,,1,2011
23,,183,36,+0:06,,,Gautier Cyril,36,Team Europcar,",, 0:06",,,,1,2011
37,,165,37,+0:06,,,Hondo Danilo,37,Lampre - ISD,",, 0:06",,,,1,2011
37,,75,38,+0:06,,,Leipheimer Levi,38,RadioShack,",, 0:06",,,,1,2011
27,,71,39,+0:06,,,Brajkovi\u010d Janez,39,RadioShack,",, 0:06",,,,1,2011
29,,192,40,+0:06,,,Brutt Pavel,40,Team Katusha,",, 0:06",,,,1,2011
30,,191,41,+0:06,,,Karpets Vladimir,41,Team Katusha,",, 0:06",,,,1,2011
28,,194,42,+0:06,,,Gusev Vladimir,42,Team Katusha,",, 0:06",,,,1,2011
24,,69,43,+0:06,,,Zeits Andrey,43,Pro Team Astana,",, 0:06",,,,1,2011
33,,91,44,+0:06,,,Basso Ivan,44,Liquigas - Cannondale,",, 0:06",,,,1,2011
28,,215,45,+0:06,,,Galland Jeremie,45,Saur - Sojasun,",, 0:06",,,,1,2011
33,,162,46,+0:06,,,Bertagnolli Leonardo,46,Lampre - ISD,",, 0:06",,,,1,2011
26,,13,47,+0:06,,,Fuglsang Jakob,47,Leopard Trek,",, 0:06",,,,1,2011
32,,121,48,+0:06,,,Chavanel Sylvain,48,Quickstep Cycling Team,",, 0:06",,,,1,2011
34,,205,49,+0:06,,,Leukemans Bjorn,49,Vacansoleil - DCM,",, 0:06",,,,1,2011
31,,111,50,+0:06,,,Wiggins Bradley,50,Sky Procycling,",, 0:06",,,,1,2011
37,,16,51,+0:06,,,O'Grady Stuart,51,Leopard Trek,",, 0:06",,,,1,2011
26,,38,52,+0:06,,,Vanendert Jelle,52,Omega Pharma-Lotto,",, 0:06",,,,1,2011
26,,35,53,+0:06,,,Roelandts Jurgen,53,Omega Pharma-Lotto,",, 0:06",,,,1,2011
30,,218,54,+0:06,,,Mangel Laurent,54,Saur - Sojasun,",, 0:06",,,,1,2011
31,,78,55,+0:06,,,Popovych Yaroslav,55,RadioShack,",, 0:06",,,,1,2011
30,,197,56,+0:06,,,Kolobnev Alexandr,56,Team Katusha,",, 0:06",,,,1,2011
29,,89,57,+0:06,,,Ventoso Francisco,57,Movistar Team,",, 0:06",,,,1,2011
29,,124,58,+0:06,,,De Weert Kevin,58,Quickstep Cycling Team,",, 0:06",,,,1,2011
28,,177,59,+0:06,,,Renshaw Mark,59,HTC - High Road,",, 0:06",,,,1,2011
38,,144,60,+0:06,,,Hincapie George,60,BMC Racing Team,",, 0:06",,,,1,2011
27,,189,61,+0:06,,,Turgot S\xe9bastien,61,Team Europcar,",, 0:06",,,,1,2011
31,,34,62,+0:06,,,Lang Sebastian,62,Omega Pharma-Lotto,",, 0:06",,,,1,2011
29,,36,63,+0:06,,,Sieberg Marcel,63,Omega Pharma-Lotto,",, 0:06",,,,1,2011
28,,33,64,+0:06,,,Greipel Andr\xe9,64,Omega Pharma-Lotto,",, 0:06",,,,1,2011
24,,95,65,+0:06,,,Oss Daniel,65,Liquigas - Cannondale,",, 0:06",,,,1,2011
30,,94,66,+0:06,,,Longo Borghini Paolo,66,Liquigas - Cannondale,",, 0:06",,,,1,2011
30,,173,67,+0:06,,,Eisel Bernhard,67,HTC - High Road,",, 0:06",,,,1,2011
31,,172,68,+0:06,,,Bak Lars Ytting,68,HTC - High Road,",, 0:06",,,,1,2011
26,,171,69,+0:06,,,Cavendish Mark,69,HTC - High Road,",, 0:06",,,,1,2011
23,,116,70,+0:06,,,Swift Ben,70,Sky Procycling,",, 0:06",,,,1,2011
23,,57,71,+0:06,,,Navardauskas Ramunas,71,Team Garmin - Cerv\xe9lo,",, 0:06",,,,1,2011
30,,153,72,+0:06,,,Dumoulin Samuel,72,Cofidis Le Credit en Ligne,",, 0:06",,,,1,2011
30,,128,73,+0:06,,,Steegmans Gert,73,Quickstep Cycling Team,",, 0:06",,,,1,2011
25,,41,74,+0:06,,,Gesink Robert,74,Rabobank Cycling Team,",, 0:06",,,,1,2011
37,,105,75,+0:06,,,Hinault S\xe9bastien,75,AG2R La Mondiale,",, 0:06",,,,1,2011
28,,143,76,+0:06,,,Burghardt Marcus,76,BMC Racing Team,",, 0:06",,,,1,2011
24,,174,77,+0:06,,,Goss Matthew,77,HTC - High Road,",, 0:06",,,,1,2011
30,,42,78*,+0:26,,,Barredo Carlos,78*,Rabobank Cycling Team,0:26 0:26,,,,1,2011
33,,21,78,+1:20,,,S\xe1nchez Samuel,78,Euskaltel - Euskadi,1:20 1:20,,,,1,2011
24,,45,79,+1:20,,,Mollema Bauke,79,Rabobank Cycling Team,",, 1:20",,,,1,2011
24,,208,80,+1:20,,,Ruijgh Rob,80,Vacansoleil - DCM,",, 1:20",,,,1,2011
28,,1,82*,+1:20,,,Contador Alberto,82*,Saxo Bank - Sungard,",, 1:20",,,,1,2011
27,,47,81,+1:20,,,Sanchez Luis Leon,81,Rabobank Cycling Team,",, 1:20",,,,1,2011
28,,15,82,+1:20,,,Monfort Maxime,82,Leopard Trek,",, 1:20",,,,1,2011
24,,137,83,+1:20,,,Roux Anthony,83,FDJ,",, 1:20",,,,1,2011
29,,145,84,+1:20,,,Moinard Ama\xebl,84,BMC Racing Team,",, 1:20",,,,1,2011
24,,118,85,+1:20,,,Uran Rigoberto,85,Sky Procycling,",, 1:20",,,,1,2011
27,,125,86,+1:20,,,Devenyns Dries,86,Quickstep Cycling Team,",, 1:20",,,,1,2011
24,,93,87,+1:20,,,Koren Kristijan,87,Liquigas - Cannondale,",, 1:20",,,,1,2011
32,,176,88,+1:20,,,Pate Danny,88,HTC - High Road,",, 1:20",,,,1,2011
27,,199,89,+1:20,,,Trofimov Yuri,89,Team Katusha,",, 1:20",,,,1,2011
32,,29,90,+1:39,,,Verdugo Gorka,90,Euskaltel - Euskadi,1:39 1:39,,,,1,2011
25,,134,91,+1:49,,,Jeannesson Arnold,91,FDJ,1:49 1:49,,,,1,2011
33,,52,92,+1:55,,,Danielson Thomas,92,Team Garmin - Cerv\xe9lo,1:55 1:55,,,,1,2011
35,,44,93,+1:55,,,Garate Juan Manuel,93,Rabobank Cycling Team,",, 1:55",,,,1,2011
30,,55,94,+1:55,,,Hesjedal Ryder,94,Team Garmin - Cerv\xe9lo,",, 1:55",,,,1,2011
30,,115,95,+1:55,,,Knees Christian,95,Sky Procycling,",, 1:55",,,,1,2011
25,,86,96,+1:55,,,Intxausti Be\xf1at,96,Movistar Team,",, 1:55",,,,1,2011
25,,66,97,+1:55,,,Kreuziger Roman,97,Pro Team Astana,",, 1:55",,,,1,2011
25,,62,98,+1:55,,,Di Gr\xe9gorio R\xe9my,98,Pro Team Astana,",, 1:55",,,,1,2011
28,,204,99,+1:55,,,Hoogerland Johnny,99,Vacansoleil - DCM,",, 1:55",,,,1,2011
26,,155,100,+1:55,,,El Fares Julien,100,Cofidis Le Credit en Ligne,",, 1:55",,,,1,2011
24,,159,101,+1:55,,,Zingle Romain,101,Cofidis Le Credit en Ligne,",, 1:55",,,,1,2011
31,,73,102,+1:55,,,Irizar Markel,102,RadioShack,",, 1:55",,,,1,2011
25,,196,103,+1:55,,,Isaychev Vladimir,103,Team Katusha,",, 1:55",,,,1,2011
24,,211,104,+1:55,,,Coppel J\xe9rome,104,Saur - Sojasun,",, 1:55",,,,1,2011
27,,84,105,+1:55,,,Erviti Imanol,105,Movistar Team,",, 1:55",,,,1,2011
29,,136,106,+1:55,,,Pauriol R\xe9mi,106,FDJ,",, 1:55",,,,1,2011
32,,182,107,+1:55,,,Charteau Anthony,107,Team Europcar,",, 1:55",,,,1,2011
36,,7,108,+1:55,,,S\xf8rensen Nicki,108,Saxo Bank - Sungard,",, 1:55",,,,1,2011
36,,157,109,+1:55,,,Moncouti\xe9 David,109,Cofidis Le Credit en Ligne,",, 1:55",,,,1,2011
34,,79,110,+1:55,,,Zubeldia Haimar,110,RadioShack,",, 1:55",,,,1,2011
34,,108,111,+1:55,,,Peraud Jean-Christophe,111,AG2R La Mondiale,",, 1:55",,,,1,2011
25,,133,112,+1:55,,,Delage Micka\xebl,112,FDJ,",, 1:55",,,,1,2011
32,,104,113,+1:55,,,Gadret John,113,AG2R La Mondiale,",, 1:55",,,,1,2011
23,,207,114,+1:55,,,Poels Wout,114,Vacansoleil - DCM,",, 1:55",,,,1,2011
24,,188,115,+1:55,,,Rolland Pierre,115,Team Europcar,",, 1:55",,,,1,2011
28,,26,116,+1:55,,,Txurruka Amets,116,Euskaltel - Euskadi,",, 1:55",,,,1,2011
26,,5,117,+1:55,,,Porte Richie,117,Saxo Bank - Sungard,",, 1:55",,,,1,2011
24,,123,118,+1:55,,,Ciolek Gerald,118,Quickstep Cycling Team,",, 1:55",,,,1,2011
27,,3,119,+1:55,,,Navarro Daniel,119,Saxo Bank - Sungard,",, 1:55",,,,1,2011
30,,186,120,+1:55,,,Kern Christophe,120,Team Europcar,",, 1:55",,,,1,2011
25,,43,121,+1:55,,,Boom Lars,121,Rabobank Cycling Team,",, 1:55",,,,1,2011
30,,87,122,+1:55,,,Kiryienka Vasil,122,Movistar Team,",, 1:55",,,,1,2011
35,,58,123,+1:55,,,Vande Velde Christian,123,Team Garmin - Cerv\xe9lo,",, 1:55",,,,1,2011
24,,203,124,+1:55,,,De Gendt Thomas,124,Vacansoleil - DCM,",, 1:55",,,,1,2011
27,,206,125,+2:10,,,Marcato Marco,125,Vacansoleil - DCM,2:10 2:10,,,,1,2011
31,,113,126,+2:16,,,Gerrans Simon,126,Sky Procycling,2:16 2:16,,,,1,2011
24,,83,127,+2:25,,,Costa Rui,127,Movistar Team,2:25 2:25,,,,1,2011
28,,209,128,+2:25,,,Westra Lieuwe,128,Vacansoleil - DCM,",, 2:25",,,,1,2011
24,,102,129,+2:25,,,Bouet Maxime,129,AG2R La Mondiale,",, 2:25",,,,1,2011
31,,28,130,+2:25,,,Velasco Ivan,130,Euskaltel - Euskadi,",, 2:25",,,,1,2011
33,,67,131,+2:25,,,Tiralongo Paolo,131,Pro Team Astana,",, 2:25",,,,1,2011
31,,77,132,+2:25,,,Paulinho S\xe9rgio,132,RadioShack,",, 2:25",,,,1,2011
27,,148,133,+2:25,,,Santaromita Ivan,133,BMC Racing Team,",, 2:25",,,,1,2011
30,,103,134,+2:25,,,Dupont Hubert,134,AG2R La Mondiale,",, 2:25",,,,1,2011
32,,131,135,+2:25,,,Casar Sandy,135,FDJ,",, 2:25",,,,1,2011
30,,17,136,+2:25,,,Posthuma Joost,136,Leopard Trek,",, 2:25",,,,1,2011
28,,138,137,+2:33,,,Roy J\xe9r\xe9my,137,FDJ,2:33 2:33,,,,1,2011
37,,169,138,+2:33,,,Petacchi Alessandro,138,Lampre - ISD,",, 2:33",,,,1,2011
23,,168,139,+2:33,,,Malori Adriano,139,Lampre - ISD,",, 2:33",,,,1,2011
26,,97,140,+2:33,,,Sabatini Fabio,140,Liquigas - Cannondale,",, 2:33",,,,1,2011
28,,146,141,+2:33,,,Morabito Steve,141,BMC Racing Team,",, 2:33",,,,1,2011
27,,142,142,+2:33,,,Bookwalter Brent,142,BMC Racing Team,",, 2:33",,,,1,2011
30,,99,143,+2:33,,,Vanotti Alessandro,143,Liquigas - Cannondale,",, 2:33",,,,1,2011
39,,19,144,+2:33,,,Voigt Jens,144,Leopard Trek,",, 2:33",,,,1,2011
24,,82,145,+2:35,,,Amador Andrey,145,Movistar Team,2:35 2:35,,,,1,2011
30,,184,146,+2:36,,,Gene Yohann,146,Team Europcar,2:36 2:36,,,,1,2011
28,,24,147,+2:36,,,Perez Alan,147,Euskaltel - Euskadi,",, 2:36",,,,1,2011
32,,4,148,+2:36,,,Noval Benjamin,148,Saxo Bank - Sungard,",, 2:36",,,,1,2011
29,,25,149,+2:36,,,Perez Ruben,149,Euskaltel - Euskadi,",, 2:36",,,,1,2011
22,,139,150,+2:36,,,Vichot Arthur,150,FDJ,",, 2:36",,,,1,2011
33,,112,151,+2:36,,,Flecha Juan Antonio,151,Sky Procycling,",, 2:36",,,,1,2011
30,,109,152,+2:36,,,Riblon Christophe,152,AG2R La Mondiale,",, 2:36",,,,1,2011
27,,164,153,+2:36,,,Bono Matteo,153,Lampre - ISD,",, 2:36",,,,1,2011
33,,98,154,+2:36,,,Szmyd Sylwester,154,Liquigas - Cannondale,",, 2:36",,,,1,2011
31,,81,155,+2:36,,,Arroyo David,155,Movistar Team,",, 2:36",,,,1,2011
26,,195,156,+2:54,,,Ignatyev Mikhail,156,Team Katusha,2:54 2:54,,,,1,2011
31,,167,157,+3:05,,,Loosli David,157,Lampre - ISD,3:05 3:05,,,,1,2011
29,,2,158,+3:05,,,Hern\xe1ndez Jes\xfas,158,Saxo Bank - Sungard,",, 3:05",,,,1,2011
37,,8,159,+3:05,,,Tosatto Matteo,159,Saxo Bank - Sungard,",, 3:05",,,,1,2011
24,,149,160,+3:05,,,Schar Michael,160,BMC Racing Team,",, 3:05",,,,1,2011
26,,92,161,+3:05,,,Bodnar Maciej,161,Liquigas - Cannondale,",, 3:05",,,,1,2011
34,,126,162,+3:05,,,Engels Addy,162,Quickstep Cycling Team,",, 3:05",,,,1,2011
32,,59,163,+3:05,,,Zabriskie David,163,Team Garmin - Cerv\xe9lo,",, 3:05",,,,1,2011
31,,27,164,+3:05,,,Urtasun Pablo,164,Euskaltel - Euskadi,",, 3:05",,,,1,2011
27,,64,165,+3:19,,,Grivko Andrei,165,Pro Team Astana,3:19 3:19,,,,1,2011
26,,216,166,+3:25,,,Hivert Jonathan,166,Saur - Sojasun,3:25 3:25,,,,1,2011
26,,6,167,+3:28,,,S\xf8rensen Chris Anker,167,Saxo Bank - Sungard,3:28 3:28,,,,1,2011
29,,9,168,+3:28,,,Vandborg Brian,168,Saxo Bank - Sungard,",, 3:28",,,,1,2011
33,,49,169,+3:28,,,Tjallingii Maarten,169,Rabobank Cycling Team,",, 3:28",,,,1,2011
21,,213,170,+3:28,,,Delaplace Anthony,170,Saur - Sojasun,",, 3:28",,,,1,2011
31,,39,171,+3:28,,,Willems Frederik,171,Omega Pharma-Lotto,",, 3:28",,,,1,2011
23,,22,172,+3:28,,,Izagirre Gorka,172,Euskaltel - Euskadi,",, 3:28",,,,1,2011
26,,217,173,+3:28,,,Jeandesboz Fabrice,173,Saur - Sojasun,",, 3:28",,,,1,2011
29,,219,174,+3:28,,,Talabardon Yannick,174,Saur - Sojasun,",, 3:28",,,,1,2011
35,,46,175,+3:41,,,Niermann Grischa,175,Rabobank Cycling Team,3:41 3:41,,,,1,2011
27,,201,176,+4:27,,,Feillu Romain,176,Vacansoleil - DCM,4:27 4:27,,,,1,2011
31,,214,177,+4:27,,,Engoulvent Jimmy,177,Saur - Sojasun,",, 4:27",,,,1,2011
27,,187,178,+4:30,,,Quemeneur Perrig,178,Team Europcar,4:30 4:30,,,,1,2011
27,,54,179,+4:37,,,Farrar Tyler,179,Team Garmin - Cerv\xe9lo,4:37 4:37,,,,1,2011
36,,53,180,+4:37,,,Dean Julian,180,Team Garmin - Cerv\xe9lo,",, 4:37",,,,1,2011
29,,158,181,+4:56,,,Valentin Tristan,181,Cofidis Le Credit en Ligne,4:56 4:56,,,,1,2011
32,,152,182,+5:33,,,Buffaz Mickael,182,Cofidis Le Credit en Ligne,5:33 5:33,,,,1,2011
33,,23,183,+6:23,,,Martinez Egoi,183,Euskaltel - Euskadi,6:23 6:23,,,,1,2011
34,,119,184,+6:35,,,Zandio Xabier,184,Sky Procycling,6:35 6:35,,,,1,2011
27,,129,185,+6:42,,,Terpstra Niki,185,Quickstep Cycling Team,6:42 6:42,,,,1,2011
29,,68,186,+6:50,,,Vaitkus Tomas,186,Pro Team Astana,6:50 6:50,,,,1,2011
29,,166,187,+6:50,,,Kostyuk Denys,187,Lampre - ISD,",, 6:50",,,,1,2011
30,,65,188,+6:50,,,Iglinskiy Maxim,188,Pro Team Astana,",, 6:50",,,,1,2011
31,,76,189,+6:50,,,Muravyev Dmitriy,189,RadioShack,",, 6:50",,,,1,2011
30,,202,190,+6:50,,,Bozic Borut,190,Vacansoleil - DCM,",, 6:50",,,,1,2011
24,,106,191,+6:50,,,Kadri Blel,191,AG2R La Mondiale,",, 6:50",,,,1,2011
30,,48,192,+6:50,,,ten Dam Laurens,192,Rabobank Cycling Team,",, 6:50",,,,1,2011
29,,212,193,+7:54,,,Coyot Arnaud,193,Saur - Sojasun,7:54 7:54,,,,1,2011
29,,107,194,+7:54,,,Minard S\xe9bastien,194,AG2R La Mondiale,",, 7:54",,,,1,2011
34,,37,195,+9:10,,,van de Walle Jurgen,195,Omega Pharma-Lotto,9:10 9:10,,,,1,2011
26,,185,196,+12:02,,,Jerome Vincent,196,Team Europcar,12:02 12:02,,,,1,2011
33,,51,1,+0:00,,3,Hushovd Thor,1,Team Garmin - Cerv\xe9lo,5:06:25 5:06:25,+0:00,,\u25b22,2,2011
34,,56,2,+0:00,,16,Millar David,2,Team Garmin - Cerv\xe9lo,",, ,,",+0:00,,\u25b214,2,2011
34,,141,3,+0:01,,2,Evans Cadel,3,BMC Racing Team,0:01 0:01,+0:04,,\u25bc1,2,2011
25,,117,4,+0:04,,6,Thomas Geraint,4,Sky Procycling,0:04 0:04,+0:04,,\u25b22,2,2011
28,,14,5,+0:04,,11,Gerdemann Linus,5,Leopard Trek,",, 0:04",+0:04,,\u25b26,2,2011
31,,18,6,+0:04,,12,Schleck Fr\xe4nk,6,Leopard Trek,",, 0:04",+0:04,,\u25b26,2,2011
30,,12,7,+0:04,,18,Cancellara Fabian,7,Leopard Trek,",, 0:04",+0:04,,\u25b211,2,2011
24,,114,8,+0:04,,25,Boasson Hagen Edvald,8,Sky Procycling,",, 0:04",+0:04,,\u25b217,2,2011
31,,147,9,+0:04,,26,Quinziato Manuel,9,BMC Racing Team,",, 0:04",+0:04,,\u25b217,2,2011
26,,11,10,+0:04,,33,Schleck Andy,10,Leopard Trek,",, 0:04",+0:04,,\u25b223,2,2011
26,,13,11,+0:04,,47,Fuglsang Jakob,11,Leopard Trek,",, 0:04",+0:04,,\u25b236,2,2011
31,,111,12,+0:04,,50,Wiggins Bradley,12,Sky Procycling,",, 0:04",+0:04,,\u25b238,2,2011
38,,144,13,+0:04,,60,Hincapie George,13,BMC Racing Team,",, 0:04",+0:04,,\u25b247,2,2011
26,,175,14,+0:05,,10,Martin Tony,14,HTC - High Road,0:05 0:05,+0:05,,\u25bc4,2,2011
26,,179,15,+0:05,,13,Velits Peter,15,HTC - High Road,",, 0:05",+0:05,,\u25bc2,2,2011
22,,178,16,+0:05,,29,van Garderen Tejay,16,HTC - High Road,",, 0:05",+0:05,,\u25b213,2,2011
31,,172,17,+0:05,,68,Bak Lars Ytting,17,HTC - High Road,",, 0:05",+0:05,,\u25b251,2,2011
26,,171,18,+0:05,,69,Cavendish Mark,18,HTC - High Road,",, 0:05",+0:05,,\u25b251,2,2011
24,,174,19,+0:05,,77,Goss Matthew,19,HTC - High Road,",, 0:05",+0:05,,\u25b258,2,2011
36,,74,20,+0:10,,7,Kl\xf6den Andr\xe9as,20,RadioShack,0:10 0:10,+0:10,,\u25bc13,2,2011
39,,72,21,+0:10,,9,Horner Chris,21,RadioShack,",, 0:10",+0:10,,\u25bc12,2,2011
37,,75,22,+0:10,,38,Leipheimer Levi,22,RadioShack,",, 0:10",+0:10,,\u25b216,2,2011
27,,71,23,+0:10,,39,Brajkovi\u010d Janez,23,RadioShack,",, 0:10",+0:10,,\u25b216,2,2011
23,,116,24,+0:11,,70,Swift Ben,24,Sky Procycling,0:11 0:11,+0:11,,\u25b246,2,2011
25,,41,25,+0:12,,74,Gesink Robert,25,Rabobank Cycling Team,0:12 0:12,+0:12,,\u25b249,2,2011
31,,78,26,+0:23,,55,Popovych Yaroslav,26,RadioShack,0:23 0:23,+0:23,,\u25b229,2,2011
37,,61,27,+0:32,,17,Vinokourov Alexandre,27,Pro Team Astana,0:32 0:32,+0:32,,\u25bc10,2,2011
34,,63,28,+0:32,,32,Fofonov Dimitri,28,Pro Team Astana,",, 0:32",+0:32,,\u25b24,2,2011
30,,42,29*,+0:32,,78*,Barredo Carlos,29*,Rabobank Cycling Team,",, 0:32",+0:12,,-,2,2011
28,,32,29,+0:33,,1,Gilbert Philippe,29,Omega Pharma-Lotto,0:33 0:33,+0:39,,\u25bc28,2,2011
28,,31,30,+0:39,,5,Van den Broeck Jurgen,30,Omega Pharma-Lotto,0:39 0:39,+0:39,,\u25bc25,2,2011
26,,35,31,+0:39,,53,Roelandts Jurgen,31,Omega Pharma-Lotto,",, 0:39",+0:39,,\u25b222,2,2011
31,,34,32,+0:39,,62,Lang Sebastian,32,Omega Pharma-Lotto,",, 0:39",+0:39,,\u25b230,2,2011
29,,36,33,+0:39,,63,Sieberg Marcel,33,Omega Pharma-Lotto,",, 0:39",+0:39,,\u25b230,2,2011
28,,33,34,+0:39,,64,Greipel Andr\xe9,34,Omega Pharma-Lotto,",, 0:39",+0:39,,\u25b230,2,2011
25,,135,35,+0:46,,24,Meersman Gianni,35,FDJ,0:46 0:46,+0:46,,\u25bc11,2,2011
29,,132,36,+0:46,,27,Bonnet William,36,FDJ,",, 0:46",+0:46,,\u25bc9,2,2011
32,,181,37,+0:50,,14,Voeckler Thomas,37,Team Europcar,0:50 0:50,+0:50,,\u25bc23,2,2011
23,,183,38,+0:50,,36,Gautier Cyril,38,Team Europcar,",, 0:50",+0:50,,\u25bc2,2,2011
27,,189,39,+0:50,,61,Turgot S\xe9bastien,39,Team Europcar,",, 0:50",+0:50,,\u25b222,2,2011
27,,101,40,+0:53,,19,Roche Nicolas,40,AG2R La Mondiale,0:53 0:53,+0:53,,\u25bc21,2,2011
30,,122,41,+0:56,,23,Boonen Tom,41,Quickstep Cycling Team,0:56 0:56,+0:56,,\u25bc18,2,2011
31,,127,42,+0:56,,34,Pineau J\xe9rome,42,Quickstep Cycling Team,",, 0:56",+0:56,,\u25bc8,2,2011
32,,121,43,+0:56,,48,Chavanel Sylvain,43,Quickstep Cycling Team,",, 0:56",+0:56,,\u25b25,2,2011
29,,124,44,+0:56,,58,De Weert Kevin,44,Quickstep Cycling Team,",, 0:56",+0:56,,\u25b214,2,2011
24,,96,45,+0:57,,22,Paterski Maciej,45,Liquigas - Cannondale,0:57 0:57,+0:57,,\u25bc23,2,2011
33,,91,46,+0:57,,44,Basso Ivan,46,Liquigas - Cannondale,",, 0:57",+0:57,,\u25bc2,2,2011
24,,95,47,+0:57,,65,Oss Daniel,47,Liquigas - Cannondale,",, 0:57",+0:57,,\u25b218,2,2011
23,,57,48,+1:01,,71,Navardauskas Ramunas,48,Team Garmin - Cerv\xe9lo,1:01 1:01,+1:01,,\u25b223,2,2011
28,,215,49,+1:02,,45,Galland Jeremie,49,Saur - Sojasun,1:02 1:02,+1:02,,\u25bc4,2,2011
30,,218,50,+1:02,,54,Mangel Laurent,50,Saur - Sojasun,",, 1:02",+1:02,,\u25b24,2,2011
29,,161,51,+1:04,,15,Cunego Damiano,51,Lampre - ISD,1:04 1:04,+1:04,,\u25bc36,2,2011
25,,163,52,+1:04,,20,Bole Grega,52,Lampre - ISD,",, 1:04",+1:04,,\u25bc32,2,2011
23,,198,53,+1:04,,21,Silin Egor,53,Team Katusha,",, 1:04",+1:04,,\u25bc32,2,2011
37,,165,54,+1:04,,37,Hondo Danilo,54,Lampre - ISD,",, 1:04",+1:04,,\u25bc17,2,2011
30,,191,55,+1:04,,41,Karpets Vladimir,55,Team Katusha,",, 1:04",+1:04,,\u25bc14,2,2011
28,,194,56,+1:04,,42,Gusev Vladimir,56,Team Katusha,",, 1:04",+1:04,,\u25bc14,2,2011
26,,88,57,+1:09,,4,Rojas Jos\xe9 Joaqu\xedn,57,Movistar Team,1:09 1:09,+1:09,,\u25bc53,2,2011
