Age,Avg,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
34,49.818000000000005,169,54,+22:53,,,Zberg Beat,54,Gerolsteiner,22:53 22:53,,,1,2005
27,49.782,183,55,+22:54,,,Cortinovis Alessandro,55,Domina Vacanze,22:54 22:54,,,1,2005
31,49.708999999999996,92,56,+22:56,,,Beloki Joseba,56,Liberty Seguros - W\xfcrth Team,22:56 22:56,,,1,2005
30,49.708999999999996,113,57,+22:56,,,B\xe4ckstedt Magnus,57,Liquigas,",, 22:56",,,1,2005
27,49.673,68,58,+22:57,,,Pereiro Oscar,58,Phonak Hearing Systems,22:57 22:57,,,1,2005
21,49.673,177,59,+22:57,,,L\xf6fkvist Thomas,59,Fran\xe7aise des Jeux,",, 22:57",,,1,2005
34,49.601000000000006,32,60,+22:59,,,Arrieta Jose Luis,60,Illes Balears - Caisse d'Epargne,22:59 22:59,,,1,2005
34,49.601000000000006,141,61,+22:59,,,Rous Didier,61,Bouygues Telecom,",, 22:59",,,1,2005
24,49.601000000000006,175,62,+22:59,,,Eisel Bernhard,62,Fran\xe7aise des Jeux,",, 22:59",,,1,2005
31,49.565,46,63,+23:00,,,Rodriguez Fred,63,Davitamon - Lotto,23:00 23:00,,,1,2005
27,49.493,34,64,+23:02,,,Becke Daniel,64,Illes Balears - Caisse d'Epargne,23:02 23:02,,,1,2005
24,49.493,56,65,+23:02,,,Posthuma Joost,65,Rabobank ProTeam,",, 23:02",,,1,2005
25,49.458,108,66,+23:03,,,Kashechkin Andrey,66,Cr\xe9dit Agricole,23:03 23:03,,,1,2005
26,49.458,137,67,+23:03,,,Tankink Bram,67,Quickstep - Innergetic,",, 23:03",,,1,2005
26,49.422,172,68,+23:04,,,Casar Sandy,68,Fran\xe7aise des Jeux,23:04 23:04,,,1,2005
26,49.422,82,69,+23:04,,,Bertogliati Rubens,69,Saunier Duval - Prodir,",, 23:04",,,1,2005
34,49.386,3,70,+23:05,,,Beltran Manuel,70,Discovery Channel,23:05 23:05,,,1,2005
24,49.386,112,71,+23:05,,,Albasini Michael,71,Liquigas,",, 23:05",,,1,2005
37,49.315,143,72,+23:07,,,Brochard Laurent,72,Bouygues Telecom,23:07 23:07,,,1,2005
26,49.28,124,73,+23:08,,,Chavanel Sylvain,73,Cofidis,23:08 23:08,,,1,2005
27,49.28,162,74,+23:08,,,F\xf6rster Robert,74,Gerolsteiner,",, 23:08",,,1,2005
25,49.244,202,75,+23:09,,,Astarloza Mikel,75,AG2R Pr\xe9voyance,23:09 23:09,,,1,2005
28,49.208999999999996,39,76,+23:10,,,Zandio Xabier,76,Illes Balears - Caisse d'Epargne,23:10 23:10,,,1,2005
34,49.208999999999996,53,77,+23:10,,,Dekker Erik,77,Rabobank ProTeam,",, 23:10",,,1,2005
28,49.173,199,78,+23:11,,,Zubeldia Haimar,78,Euskaltel - Euskadi,23:11 23:11,,,1,2005
31,49.173,91,79,+23:11,,,Heras Roberto,79,Liberty Seguros - W\xfcrth Team,",, 23:11",,,1,2005
33,49.138000000000005,41,80,+23:12,,,McEwen Robbie,80,Davitamon - Lotto,23:12 23:12,,,1,2005
30,49.032,77,81,+23:15,,,Giunti Massimo,81,Fassa Bortolo,23:15 23:15,,,1,2005
25,49.032,38,82,+23:15,,,Valverde Alejandro,82,Illes Balears - Caisse d'Epargne,",, 23:15",,,1,2005
28,49.032,96,83,+23:15,,,Jaksche Jorg,83,Liberty Seguros - W\xfcrth Team,",, 23:15",,,1,2005
25,48.997,88,84,+23:16,,,Quinziato Manuel,84,Saunier Duval - Prodir,23:16 23:16,,,1,2005
29,48.891999999999996,187,85,+23:19,,,Ludewig Jorg,85,Domina Vacanze,23:19 23:19,,,1,2005
30,48.891999999999996,126,86,+23:19,,,Moncouti\xe9 David,86,Cofidis,",, 23:19",,,1,2005
29,48.857,146,87,+23:20,,,Lefevre Laurent,87,Bouygues Telecom,23:20 23:20,,,1,2005
26,48.857,16,88,+23:20,,,Schreck Stephan,88,T-Mobile Team,",, 23:20",,,1,2005
34,48.857,18,89,+23:20,,,Steinhauser Tobias,89,T-Mobile Team,",, 23:20",,,1,2005
32,48.821999999999996,159,90,+23:21,,,Stangelj Gorazd,90,Lampre-Caffita,23:21 23:21,,,1,2005
27,48.821999999999996,119,91,+23:21,,,Pellizotti Franco,91,Liquigas,",, 23:21",,,1,2005
31,48.821999999999996,111,92,+23:21,,,Garzelli Stefano,92,Liquigas,",, 23:21",,,1,2005
32,48.787,65,93,+23:22,,,Jalabert Nicolas,93,Phonak Hearing Systems,23:22 23:22,,,1,2005
29,48.787,81,94,+23:22,,,Garate Juan Manuel,94,Saunier Duval - Prodir,",, 23:22",,,1,2005
24,48.787,136,95,+23:22,,,Sinkewitz Patrik,95,Quickstep - Innergetic,",, 23:22",,,1,2005
32,48.787,67,96,+23:22,,,Moos Alexandre,96,Phonak Hearing Systems,",, 23:22",,,1,2005
29,48.787,31,97,+23:22,,,Mancebo Francisco,97,Illes Balears - Caisse d'Epargne,",, 23:22",,,1,2005
35,48.787,12,98,+23:22,,,Guerini Giuseppe,98,T-Mobile Team,",, 23:22",,,1,2005
36,48.787,24,99,+23:22,,,Lombardi Giovanni,99,CSC ProTeam,",, 23:22",,,1,2005
28,48.753,132,100,+23:23,,,Cretskens Wilfried,100,Quickstep - Innergetic,23:23 23:23,,,1,2005
31,48.753,129,101,+23:23,,,White Matthew,101,Cofidis,",, 23:23",,,1,2005
32,48.753,36,102,+23:23,,,Garcia Jose Vicente,102,Illes Balears - Caisse d'Epargne,",, 23:23",,,1,2005
25,48.753,167,103,+23:23,,,Wegmann Fabian,103,Gerolsteiner,",, 23:23",,,1,2005
30,48.718,42,104,+23:24,,,Aerts Mario,104,Davitamon - Lotto,23:24 23:24,,,1,2005
26,48.683,107,105,+23:25,,,Joly S\xe9bastien,105,Cr\xe9dit Agricole,23:25 23:25,,,1,2005
26,48.648999999999994,84,106,+23:26,,,Fritsch Nicolas,106,Saunier Duval - Prodir,23:26 23:26,,,1,2005
28,48.648999999999994,99,107,+23:26,,,Vicioso \xc1ngel,107,Liberty Seguros - W\xfcrth Team,",, 23:26",,,1,2005
33,48.614,47,108,+23:27,,,van Bon L\xe9on,108,Davitamon - Lotto,23:27 23:27,,,1,2005
26,48.614,79,109,+23:27,,,Kirchen Kim,109,Fassa Bortolo,",, 23:27",,,1,2005
27,48.58,133,110,+23:28,,,Hulsmans Kevin,110,Quickstep - Innergetic,23:28 23:28,,,1,2005
34,48.58,161,111,+23:28,,,Totschnig Georg,111,Gerolsteiner,",, 23:28",,,1,2005
27,48.511,156,112,+23:30,,,Petrov Evgeni,112,Lampre-Caffita,23:30 23:30,,,1,2005
36,48.511,152,113,+23:30,,,Bortolami Gianluca,113,Lampre-Caffita,",, 23:30",,,1,2005
24,48.476000000000006,179,114,+23:31,,,Mourey Francis,114,Fran\xe7aise des Jeux,23:31 23:31,,,1,2005
25,48.442,85,115,+23:32,,,G\xf3mez Marchante Jose Angel,115,Saunier Duval - Prodir,23:32 23:32,,,1,2005
27,48.408,184,116,+23:33,,,Furlan Angelo,116,Domina Vacanze,23:33 23:33,,,1,2005
32,48.373000000000005,15,117,+23:34,,,Nardello Daniele,117,T-Mobile Team,23:34 23:34,,,1,2005
27,48.373000000000005,118,118,+23:34,,,Pagliarini Luciano Andr\xe9,118,Liquigas,",, 23:34",,,1,2005
28,48.373000000000005,196,119,+23:34,,,Isasi Inaki,119,Euskaltel - Euskadi,",, 23:34",,,1,2005
25,48.339,145,120,+23:35,,,Geslin Anthony,120,Bouygues Telecom,23:35 23:35,,,1,2005
30,48.339,116,121,+23:35,,,Gerosa Mauro,121,Liquigas,",, 23:35",,,1,2005
30,48.339,209,122,+23:35,,,Turpin Ludovic,122,AG2R Pr\xe9voyance,",, 23:35",,,1,2005
31,48.339,151,123,+23:35,,,Mazzoleni Eddy,123,Lampre-Caffita,",, 23:35",,,1,2005
24,48.339,94,124,+23:35,,,Davis Allan,124,Liberty Seguros - W\xfcrth Team,",, 23:35",,,1,2005
28,48.339,17,125,+23:35,,,Sevilla Oscar,125,T-Mobile Team,",, 23:35",,,1,2005
25,48.305,147,126,+23:36,,,Pineau J\xe9rome,126,Bouygues Telecom,23:36 23:36,,,1,2005
30,48.271,154,127,+23:37,,,Glomser Gerrit,127,Lampre-Caffita,23:37 23:37,,,1,2005
25,48.271,195,128,+23:37,,,Herrero Llorente David,128,Euskaltel - Euskadi,",, 23:37",,,1,2005
24,48.271,48,129,+23:37,,,Vansummeren Johan,129,Davitamon - Lotto,",, 23:37",,,1,2005
30,48.203,117,130,+23:39,,,Ljungqvist Marcus,130,Liquigas,23:39 23:39,,,1,2005
26,48.203,149,131,+23:39,,,Voeckler Thomas,131,Bouygues Telecom,",, 23:39",,,1,2005
26,48.169,192,132,+23:40,,,Cama\xf1o Iker,132,Euskaltel - Euskadi,23:40 23:40,,,1,2005
33,48.169,49,133,+23:40,,,Vansevenant Wim,133,Davitamon - Lotto,",, 23:40",,,1,2005
28,48.169,78,134,+23:40,,,Gustov Volodymyr,134,Fassa Bortolo,",, 23:40",,,1,2005
30,48.101000000000006,122,135,+23:42,,,Auge St\xe9phane,135,Cofidis,23:42 23:42,,,1,2005
28,48.067,69,136,+23:43,,,Zampieri Steve,136,Phonak Hearing Systems,23:43 23:43,,,1,2005
30,48.067,83,137,+23:43,,,Ca\xf1ada David,137,Saunier Duval - Prodir,",, 23:43",,,1,2005
36,48.067,178,138,+23:43,,,Mengin Christophe,138,Fran\xe7aise des Jeux,",, 23:43",,,1,2005
33,48.067,182,139,+23:43,,,Bertolini Alessandro,139,Domina Vacanze,",, 23:43",,,1,2005
26,48.034,208,140,+23:44,,,Portal Nicolas,140,AG2R Pr\xe9voyance,23:44 23:44,,,1,2005
32,48.034,98,141,+23:44,,,Serrano Marcos Antonio,141,Liberty Seguros - W\xfcrth Team,",, 23:44",,,1,2005
30,48.034,158,142,+23:44,,,Spezialetti Alessandro,142,Lampre-Caffita,",, 23:44",,,1,2005
35,48.0,109,143,+23:45,,,Kirsipuu Jaan,143,Cr\xe9dit Agricole,23:45 23:45,,,1,2005
29,48.0,103,144,+23:45,,,Caucchioli Pietro,144,Cr\xe9dit Agricole,",, 23:45",,,1,2005
33,47.966,52,145*,+23:46,,,Boogerd Michael,145*,Rabobank ProTeam,23:46 23:46,,,1,2005
27,47.966,89,146,+23:46,,,Zaballa Constantino,146,Saunier Duval - Prodir,",, 23:46",,,1,2005
26,47.933,144,147,+23:47,,,Fedrigo Pierrick,147,Bouygues Telecom,23:47 23:47,,,1,2005
23,47.933,148,148,+23:47,,,Sprick Matthieu,148,Bouygues Telecom,",, 23:47",,,1,2005
28,47.898999999999994,194,149,+23:48,,,Flores Iker,149,Euskaltel - Euskadi,23:48 23:48,,,1,2005
28,47.86600000000001,201,150,+23:49,,,Nazon Jean-Patrick,150,AG2R Pr\xe9voyance,23:49 23:49,,,1,2005
31,47.86600000000001,168,151,+23:49,,,Wrolich Peter,151,Gerolsteiner,",, 23:49",,,1,2005
32,47.86600000000001,125,152,+23:49,,,Marichal Thierry,152,Cofidis,",, 23:49",,,1,2005
27,47.86600000000001,106,153,+23:49,,,Hushovd Thor,153,Cr\xe9dit Agricole,",, 23:49",,,1,2005
28,47.832,43,154,+23:50,,,Brandt Christophe,154,Davitamon - Lotto,23:50 23:50,,,1,2005
26,47.832,203,155,+23:50,,,Calzati Sylvain,155,AG2R Pr\xe9voyance,",, 23:50",,,1,2005
35,47.832,206,156,+23:50,,,Goubert Stephane,156,AG2R Pr\xe9voyance,",, 23:50",,,1,2005
29,47.799,157,157,+23:51,,,Righi Daniele,157,Lampre-Caffita,23:51 23:51,,,1,2005
27,47.765,198,158,+23:52,,,Martinez Egoi,158,Euskaltel - Euskadi,23:52 23:52,,,1,2005
28,47.765,197,159,+23:52,,,Landaluze Inigo,159,Euskaltel - Euskadi,",, 23:52",,,1,2005
31,47.699,104,160,+23:54,,,Halgand Patrice,160,Cr\xe9dit Agricole,23:54 23:54,,,1,2005
32,47.699,193,161,+23:54,,,Etxebarria Unai,161,Euskaltel - Euskadi,",, 23:54",,,1,2005
30,47.666000000000004,35,162,+23:55,,,G\xe1lvez Isaac,162,Illes Balears - Caisse d'Epargne,23:55 23:55,,,1,2005
36,47.632,139,163,+23:56,,,Zanini Stefano,163,Quickstep - Innergetic,23:56 23:56,,,1,2005
28,47.599,114,164,+23:57,,,Carlstr\xf6m Kjell,164,Liquigas,23:57 23:57,,,1,2005
22,47.566,176,165,+23:58,,,Gilbert Philippe,165,Fran\xe7aise des Jeux,23:58 23:58,,,1,2005
25,47.533,205,166,+23:59,,,Gerrans Simon,166,AG2R Pr\xe9voyance,23:59 23:59,,,1,2005
33,47.5,123,167,+24:00,,,Bessy Fr\xe9d\xe9ric,167,Cofidis,24:00 24:00,,,1,2005
26,47.5,13,168,+24:00,,,Kessler Matthias,168,T-Mobile Team,",, 24:00",,,1,2005
25,47.467,33,169,+24:01,,,Arroyo David,169,Illes Balears - Caisse d'Epargne,24:01 24:01,,,1,2005
22,47.434,73,170,+24:02,,,Corioni Claudio,170,Fassa Bortolo,24:02 24:02,,,1,2005
30,47.434,153,171,+24:02,,,Commesso Salvatore,171,Lampre-Caffita,",, 24:02",,,1,2005
24,47.434,204,172,+24:02,,,Dumoulin Samuel,172,AG2R Pr\xe9voyance,",, 24:02",,,1,2005
24,47.401,186,173,+24:03,,,Iglinskiy Maxim,173,Domina Vacanze,24:03 24:03,,,1,2005
31,47.336000000000006,57,174,+24:05,,,Rasmussen Michael,174,Rabobank ProTeam,24:05 24:05,,,1,2005
27,47.303000000000004,191,175,+24:06,,,Mayo Iban,175,Euskaltel - Euskadi,24:06 24:06,,,1,2005
34,47.205,128,176,+24:09,,,Vasseur C\xe9dric,176,Cofidis,24:09 24:09,,,1,2005
25,47.14,155,177,+24:11,,,Loosli David,177,Lampre-Caffita,24:11 24:11,,,1,2005
32,47.107,138,178,+24:12,,,Trenti Guido,178,Quickstep - Innergetic,24:12 24:12,,,1,2005
28,47.043,127,179,+24:14,,,Tombak Janek,179,Cofidis,24:14 24:14,,,1,2005
30,46.978,174,180,+24:16,,,Da Cruz Carlos,180,Fran\xe7aise des Jeux,24:16 24:16,,,1,2005
24,46.913999999999994,59,181,+24:18,,,Weening Pieter,181,Rabobank ProTeam,24:18 24:18,,,1,2005
28,46.913999999999994,55,182,+24:18,,,L\xf6wik Gerben,182,Rabobank ProTeam,",, 24:18",,,1,2005
26,46.626000000000005,173,183,+24:27,,,Cooke Baden,183,Fran\xe7aise des Jeux,24:27 24:27,,,1,2005
29,46.626000000000005,54,184,+24:27,,,Kroon Karsten,184,Rabobank ProTeam,",, 24:27",,,1,2005
32,46.593999999999994,45,185,+24:28,,,Merckx Axel,185,Davitamon - Lotto,24:28 24:28,,,1,2005
31,46.593999999999994,105,186,+24:28,,,Hinault S\xe9bastien,186,Cr\xe9dit Agricole,",, 24:28",,,1,2005
24,46.373000000000005,189,187,+24:35,,,Vanotti Alessandro,187,Domina Vacanze,24:35 24:35,,,1,2005
28,46.185,188,188,+24:41,,,Nuritdinov Rafael,188,Domina Vacanze,24:41 24:41,,,1,2005
33,44.677,87,189,+25:31,,,Piepoli Leonardo,189,Saunier Duval - Prodir,25:31 25:31,,,1,2005
24,,131,13,+8:49:40,100.0,,Boonen Tom,1,Quickstep - Innergetic,3:51:31 3:51:31,,,2,2005
27,,106,132,+8:51:17,70.0,,Hushovd Thor,2,Cr\xe9dit Agricole,",, ,,",,,2,2005
33,,41,71,+8:50:44,50.0,,McEwen Robbie,3,Davitamon - Lotto,",, ,,",,,2,2005
31,,121,37,+8:50:13,40.0,,O'Grady Stuart,4,Cofidis,",, ,,",,,2,2005
27,,118,118,+8:51:14,32.0,,Pagliarini Luciano Andr\xe9,5,Liquigas,",, ,,",,,2,2005
27,,75,44,+8:50:22,26.0,,Flecha Juan Antonio,6,Fassa Bortolo,",, ,,",,,2,2005
31,,168,129,+8:51:17,22.0,,Wrolich Peter,7,Gerolsteiner,",, ,,",,,2,2005
25,,147,127,+8:51:16,18.0,,Pineau J\xe9rome,8,Bouygues Telecom,",, ,,",,,2,2005
26,,173,181,+8:52:07,14.0,,Cooke Baden,9,Fran\xe7aise des Jeux,",, ,,",,,2,2005
24,,94,125,+8:51:15,10.0,,Davis Allan,10,Liberty Seguros - W\xfcrth Team,",, ,,",,,2,2005
25,,88,83,+8:50:56,8.0,,Quinziato Manuel,11,Saunier Duval - Prodir,",, ,,",,,2,2005
28,,64,19,+8:49:55,6.0,,Hunter Robert,12,Phonak Hearing Systems,",, ,,",,,2,2005
28,,196,119,+8:51:14,4.0,,Isasi Inaki,13,Euskaltel - Euskadi,",, ,,",,,2,2005
26,,207,51,+8:50:31,2.0,,Krivtsov Yuriy,14,AG2R Pr\xe9voyance,",, ,,",,,2,2005
27,,184,115,+8:51:13,1.0,,Furlan Angelo,15,Domina Vacanze,",, ,,",,,2,2005
24,,186,168,+8:51:43,,,Iglinskiy Maxim,16,Domina Vacanze,",, ,,",,,2,2005
31,,105,187,+8:52:28,,,Hinault S\xe9bastien,17,Cr\xe9dit Agricole,",, ,,",,,2,2005
25,,145,120,+8:51:15,,,Geslin Anthony,18,Bouygues Telecom,",, ,,",,,2,2005
31,,11,12,+8:49:39,,,Ullrich Jan,19,T-Mobile Team,",, ,,",,,2,2005
31,,46,65,+8:50:40,,,Rodriguez Fred,20,Davitamon - Lotto,",, ,,",,,2,2005
29,,171,20,+8:49:55,,,McGee Bradley,21,Fran\xe7aise des Jeux,",, ,,",,,2,2005
33,,86,54,+8:50:32,,,Horner Chris,22,Saunier Duval - Prodir,",, ,,",,,2,2005
35,,109,144,+8:51:25,,,Kirsipuu Jaan,23,Cr\xe9dit Agricole,",, ,,",,,2,2005
32,,138,174,+8:51:52,,,Trenti Guido,24,Quickstep - Innergetic,",, ,,",,,2,2005
30,,22,29,+8:50:03,,,Arvesen Kurt-Asle,25,CSC ProTeam,",, ,,",,,2,2005
25,,38,81,+8:50:55,,,Valverde Alejandro,26,Illes Balears - Caisse d'Epargne,",, ,,",,,2,2005
30,,154,128,+8:51:17,,,Glomser Gerrit,27,Lampre-Caffita,",, ,,",,,2,2005
30,,14,52,+8:50:32,,,Kl\xf6den Andr\xe9as,28,T-Mobile Team,",, ,,",,,2,2005
37,,143,73,+8:50:47,,,Brochard Laurent,29,Bouygues Telecom,",, ,,",,,2,2005
27,,68,59,+8:50:37,,,Pereiro Oscar,30,Phonak Hearing Systems,",, ,,",,,2,2005
26,,208,116,+8:51:14,,,Portal Nicolas,31,AG2R Pr\xe9voyance,",, ,,",,,2,2005
31,,63,14,+8:49:43,,,Gutierrez Jose Enrique,32,Phonak Hearing Systems,",, ,,",,,2,2005
28,,55,178,+8:51:58,,,L\xf6wik Gerben,33,Rabobank ProTeam,",, ,,",,,2,2005
34,,32,62,+8:50:39,,,Arrieta Jose Luis,34,Illes Balears - Caisse d'Epargne,",, ,,",,,2,2005
36,,24,99,+8:51:02,,,Lombardi Giovanni,35,CSC ProTeam,",, ,,",,,2,2005
27,,183,56,+8:50:34,,,Cortinovis Alessandro,36,Domina Vacanze,",, ,,",,,2,2005
25,,135,45,+8:50:24,,,Rogers Michael,37,Quickstep - Innergetic,",, ,,",,,2,2005
27,,21,22,+8:49:57,,,Basso Ivan,38,CSC ProTeam,",, ,,",,,2,2005
25,,167,85,+8:50:59,,,Wegmann Fabian,39,Gerolsteiner,",, ,,",,,2,2005
25,,108,68,+8:50:43,,,Kashechkin Andrey,40,Cr\xe9dit Agricole,",, ,,",,,2,2005
27,,79,107,+8:51:07,,,Kirchen Kim,41,Fassa Bortolo,",, ,,",,,2,2005
31,,91,79,+8:50:51,,,Heras Roberto,42,Liberty Seguros - W\xfcrth Team,",, ,,",,,2,2005
31,,76,31,+8:50:05,,,Frigo Dario,43,Fassa Bortolo,",, ,,",,,2,2005
32,,142,25,+8:50:01,,,Beneteau Walter,44,Bouygues Telecom,",, ,,",,,2,2005
32,,65,93,+8:51:02,,,Jalabert Nicolas,45,Phonak Hearing Systems,",, ,,",,,2,2005
34,,161,109,+8:51:08,,,Totschnig Georg,46,Gerolsteiner,",, ,,",,,2,2005
25,,202,76,+8:50:49,,,Astarloza Mikel,47,AG2R Pr\xe9voyance,",, ,,",,,2,2005
24,,175,64,+8:50:39,,,Eisel Bernhard,48,Fran\xe7aise des Jeux,",, ,,",,,2,2005
28,,96,82,+8:50:55,,,Jaksche Jorg,49,Liberty Seguros - W\xfcrth Team,",, ,,",,,2,2005
27,,162,75,+8:50:48,,,F\xf6rster Robert,50,Gerolsteiner,",, ,,",,,2,2005
31,,151,124,+8:51:15,,,Mazzoleni Eddy,51,Lampre-Caffita,",, ,,",,,2,2005
32,,8,17,+8:49:47,,,Rubiera Jos\xe9 Luis,52,Discovery Channel,",, ,,",,,2,2005
34,,3,72,+8:50:45,,,Beltran Manuel,53,Discovery Channel,",, ,,",,,2,2005
25,,7,18,+8:49:49,,,Popovych Yaroslav,54,Discovery Channel,",, ,,",,,2,2005
30,,113,58,+8:50:36,,,B\xe4ckstedt Magnus,55,Liquigas,",, ,,",,,2,2005
31,,19,4,+8:49:24,,,Vinokourov Alexandre,56,T-Mobile Team,",, ,,",,,2,2005
32,,4,5*,+8:49:28,,,Hincapie George,57*,Discovery Channel,",, ,,",,,2,2005
31,,111,92,+8:51:01,,,Garzelli Stefano,58,Liquigas,",, ,,",,,2,2005
31,,104,157,+8:51:34,,,Halgand Patrice,59,Cr\xe9dit Agricole,",, ,,",,,2,2005
