Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
28,40.473,,+0:00,,Wynants Maarten,122,Quickstep - Innergetic,",, 0:55",,0,2010
25,40.473,,+0:00,,Gajek Artur,123,Milram,",, 0:55",,0,2010
29,40.414,,+0:00,,Steegmans Gert,124,RadioShack,0:56 0:56,,0,2010
26,40.354,,+0:00,,Go\u0142a\u015b Micha\u0142,125,Vacansoleil,0:57 0:57,,0,2010
32,40.235,,+0:00,,Pereiro Oscar,126,Astana,0:59 0:59,,0,2010
36,40.235,,+0:00,,McCartney Jason,127,RadioShack,",, 0:59",,0,2010
32,40.235,,+0:00,,Hushovd Thor,128,Cervelo Test Team,",, 0:59",,0,2010
27,40.235,,+0:00,,Txurruka Amets,129,Euskaltel - Euskadi,",, 0:59",,0,2010
29,40.176,,+0:00,,Mourey Francis,130,Francaise des Jeux,1:00 1:00,,0,2010
25,40.0,,+0:00,,Capelli Ermano,131,Footon-Servetto,1:03 1:03,,0,2010
30,40.0,,+0:00,,Muravyev Dmitriy,132,RadioShack,",, 1:03",,0,2010
26,39.883,,+0:00,,Bono Matteo,133,Lampre - Farnese Vini,1:05 1:05,,0,2010
36,39.883,,+0:00,,Hinault S\xe9bastien,134,AG2R La Mondiale,",, 1:05",,0,2010
36,39.825,,+0:00,,O'Grady Stuart,135,Saxo Bank,1:06 1:06,,0,2010
29,39.766999999999996,,+0:00,,Iglinskiy Maxim,136,Astana,1:07 1:07,,0,2010
30,39.766999999999996,,+0:00,,Rast Gregory,137,RadioShack,",, 1:07",,0,2010
36,39.766999999999996,,+0:00,,Petacchi Alessandro,138,Lampre - Farnese Vini,",, 1:07",,0,2010
31,39.766999999999996,,+0:00,,Gourov Maxim,139,Astana,",, 1:07",,0,2010
23,39.652,,+0:00,,Nepomnyachshiy Yevgeniy,140,Astana,1:09 1:09,,0,2010
29,39.595,,+0:00,,Boonen Tom,141,Quickstep - Innergetic,1:10 1:10,,0,2010
22,39.424,,+0:00,,Merino Pedro,142,Footon-Servetto,1:13 1:13,,0,2010
25,39.424,,+0:00,,Cavendish Mark,143,Team HTC - Columbia,",, 1:13",,0,2010
35,39.424,,+0:00,,Da Silva Correira Joao,144,Cervelo Test Team,",, 1:13",,0,2010
36,39.424,,+0:00,,Wrolich Peter,145,Milram,",, 1:13",,0,2010
25,39.367,,+0:00,,Dmitriyev Valeriy,146,Astana,1:14 1:14,,0,2010
28,39.367,,+0:00,,Efimkin Vladimir,147,AG2R La Mondiale,",, 1:14",,0,2010
29,39.31,,+0:00,,Schr\xf6der Bjorn,148,Milram,1:15 1:15,,0,2010
28,39.31,,+0:00,,Lorenzetto Mirco,149,Lampre - Farnese Vini,",, 1:15",,0,2010
30,39.31,,+0:00,,Popovych Yaroslav,150,RadioShack,",, 1:15",,0,2010
23,39.254,,+0:00,,Sulzberger Wesley,151,Francaise des Jeux,1:16 1:16,,0,2010
37,39.198,,+0:00,,McEwen Robbie,152,Team Katusha,1:17 1:17,,0,2010
29,39.198,,+0:00,,Bazayev Assan,153,Astana,",, 1:17",,0,2010
26,39.03,,+0:00,,Hutarovich Yauheni,154,Francaise des Jeux,1:20 1:20,,0,2010
32,39.03,,+0:00,,L\xf6wik Gerben,155,Omega Pharma-Lotto,",, 1:20",,0,2010
32,38.974000000000004,,+0:00,,Furlan Angelo,156,Lampre - Farnese Vini,1:21 1:21,,0,2010
20,38.974000000000004,,+0:00,,Gianetti Noe,157,Footon-Servetto,",, 1:21",,0,2010
24,38.809,,+0:00,,Corti Marco,158,Footon-Servetto,1:24 1:24,,0,2010
28,38.809,,+0:00,,Fern\xe1ndez Koldo,159,Euskaltel - Euskadi,",, 1:24",,0,2010
36,38.699,,+0:00,,Hunt Jeremy,160,Cervelo Test Team,1:26 1:26,,0,2010
31,38.59,,+0:00,,Ljungblad Jonas,161,Omega Pharma-Lotto,1:28 1:28,,0,2010
27,38.59,,+0:00,,Bonnaire Olivier,162,Francaise des Jeux,",, 1:28",,0,2010
34,38.319,,+0:00,,Vande Velde Christian,163,Team Garmin - Transitions,1:33 1:33,,0,2010
29,37.946999999999996,,+0:00,,Davis Allan,164,Astana,1:40 1:40,,0,2010
33,37.895,,+0:00,,Cretskens Wilfried,165,Omega Pharma-Lotto,1:41 1:41,,0,2010
25,37.79,,+0:00,,Vitoria David,166,Footon-Servetto,1:43 1:43,,0,2010
26,,,+0:00,50.0,Haussler Heinrich,1,Cervelo Test Team,4:25:16 4:25:16,6.0,1,2010
30,,,+0:00,30.0,Urtasun Pablo,2,Euskaltel - Euskadi,",, ,,",4.0,1,2010
26,,,+0:00,18.0,Marcato Marco,3,Vacansoleil,",, ,,",2.0,1,2010
34,,,+0:00,13.0,Freire Oscar,4,Rabobank ProTeam,",, ,,",1.0,1,2010
23,,,+0:00,10.0,Ciolek Gerald,5,Milram,",, ,,",1.0,1,2010
25,,,+0:00,7.0,Rojas Jos\xe9 Joaqu\xedn,6,Caisse d'Epargne,",, ,,",,1,2010
20,,,+0:00,4.0,Felline Fabio,7,Footon-Servetto,",, ,,",,1,2010
30,,,+0:00,3.0,Gerrans Simon,8,Sky Procycling,",, ,,",,1,2010
25,,,+0:00,2.0,Gavazzi Francesco,9,Lampre - Farnese Vini,",, ,,",,1,2010
29,,,+0:00,,Barredo Carlos,10*,Quickstep - Innergetic,",, ,,",,1,2010
36,,,+0:00,1.0,Hincapie George,10,BMC Racing Team,",, ,,",,1,2010
29,,,+0:00,,Cancellara Fabian,11,Saxo Bank,",, ,,",,1,2010
31,,,+0:00,,Elmiger Martin,12,AG2R La Mondiale,",, ,,",,1,2010
29,,,+0:00,,Wegmann Fabian,13,Milram,",, ,,",,1,2010
29,,,+0:00,,Hesjedal Ryder,14,Team Garmin - Transitions,",, ,,",,1,2010
23,,,+0:00,,Mollema Bauke,15,Rabobank ProTeam,",, ,,",,1,2010
32,,,+0:00,,Flecha Juan Antonio,16,Sky Procycling,",, ,,",,1,2010
34,,,+0:00,,Lastras Pablo,17,Caisse d'Epargne,",, ,,",,1,2010
25,,,+0:00,,Fuglsang Jakob,18,Saxo Bank,",, ,,",,1,2010
25,,,+0:00,,Van Avermaet Greg,19,Omega Pharma-Lotto,",, ,,",,1,2010
23,,,+0:00,,Aramendia Javier,20,Euskaltel - Euskadi,",, ,,",,1,2010
25,,,+0:00,,Roche Nicolas,21,AG2R La Mondiale,",, ,,",,1,2010
29,,,+0:00,,Zaugg Oliver,22,Liquigas - Doimo,",, ,,",,1,2010
31,,,+0:00,,Carrara Matteo,23,Vacansoleil,",, ,,",,1,2010
26,,,+0:00,,Pauwels Serge,24,Sky Procycling,",, ,,",,1,2010
26,,,+0:00,,Devenyns Dries,25,Quickstep - Innergetic,",, ,,",,1,2010
29,,,+0:00,,Pietropolli Daniele,26,Lampre - Farnese Vini,",, ,,",,1,2010
34,,,+0:00,,Kl\xf6den Andr\xe9as,27,RadioShack,",, ,,",,1,2010
31,,,+0:00,,Guti\xe9rrez Jos\xe9 Iv\xe1n,28,Caisse d'Epargne,",, ,,",,1,2010
27,,,+0:00,,Gilbert Philippe,29,Omega Pharma-Lotto,",, ,,",,1,2010
34,,,+0:00,,Garate Juan Manuel,30,Rabobank ProTeam,",, ,,",,1,2010
27,,,+0:00,,Morabito Steve,31,BMC Racing Team,",, ,,",,1,2010
24,,,+0:00,,Kreuziger Roman,32,Liquigas - Doimo,",, ,,",,1,2010
20,,,+0:00,,Ulissi Diego,33,Lampre - Farnese Vini,",, ,,",,1,2010
27,,,+0:00,,Monfort Maxime,34,Team HTC - Columbia,",, ,,",,1,2010
25,,,+0:00,,Martin Tony,35,Team HTC - Columbia,",, ,,",,1,2010
23,,,+0:00,,Castroviejo Jonathan,36,Euskaltel - Euskadi,",, ,,",,1,2010
25,,,+0:00,,Agnoli Valerio,37,Liquigas - Doimo,",, ,,",,1,2010
29,,,+0:00,,Oroz Juan Jos\xe9,38,Euskaltel - Euskadi,",, ,,",,1,2010
22,,,+0:00,,Valls Rafael,39,Footon-Servetto,",, ,,",,1,2010
29,,,+0:00,,Larsson Gustav,40,Saxo Bank,",, ,,",,1,2010
36,,,+0:00,,Leipheimer Levi,41,RadioShack,",, ,,",,1,2010
37,,,+0:00,,Moos Alexandre,42,BMC Racing Team,",, ,,",,1,2010
30,,,+0:00,,Devolder Stijn,43,Quickstep - Innergetic,",, ,,",,1,2010
26,,,+0:00,,L\xf6fkvist Thomas,44,Sky Procycling,",, ,,",,1,2010
38,,,+0:00,,Armstrong Lance,45,RadioShack,",, ,,",,1,2010
31,,,+0:00,,Rodr\xedguez Joaquim,46,Team Katusha,",, ,,",,1,2010
32,,,+0:00,,Pereiro Oscar,47,Astana,",, ,,",,1,2010
24,,,+0:00,,Gesink Robert,48,Rabobank ProTeam,",, ,,",,1,2010
25,,,+0:00,,Schleck Andy,49,Saxo Bank,",, ,,",,1,2010
30,,,+0:00,,Schleck Fr\xe4nk,50,Saxo Bank,",, ,,",,1,2010
23,,,+0:00,,Spilak Simon,51,Lampre - Farnese Vini,",, ,,",,1,2010
25,,,+0:00,,Fr\xf6hlinger Johannes,52,Milram,",, ,,",,1,2010
31,,,+0:00,,Casar Sandy,53,Francaise des Jeux,",, ,,",,1,2010
33,,,+0:00,,van de Walle Jurgen,54,Quickstep - Innergetic,",, ,,",,1,2010
23,,,+0:00,,Uran Rigoberto,55,Caisse d'Epargne,",, ,,",,1,2010
38,,,+0:00,,Voigt Jens,56,Saxo Bank,",, ,,",,1,2010
32,,,+0:00,,Danielson Thomas,57,Team Garmin - Transitions,",, ,,",,1,2010
23,,,+0:00,,Frank Mathias,58,BMC Racing Team,",, ,,",,1,2010
26,,,+0:00,,Nordhaug Lars Petter,59,Sky Procycling,",, ,,",,1,2010
29,,,+0:00,,Lagutin Sergey,60,Vacansoleil,",, ,,",,1,2010
26,,,+0:00,,Russ Matthias,61,Milram,",, ,,",,1,2010
34,,,+0:00,,Niermann Grischa,62,Rabobank ProTeam,",, ,,",,1,2010
31,,,+0:00,,Cheula Giampaolo,63,Footon-Servetto,",, ,,",,1,2010
22,,,+0:00,,Poels Wout,64,Vacansoleil,",, ,,",,1,2010
31,,,+0:00,,Zabriskie David,65,Team Garmin - Transitions,",, ,,",,1,2010
28,,,+0:00,,Brutt Pavel,66,Team Katusha,1:01 1:01,,1,2010
26,,,+0:00,,Roy J\xe9r\xe9my,67,Francaise des Jeux,1:55 1:55,,1,2010
27,,,+0:00,,Elijzen Michiel,68,Omega Pharma-Lotto,",, 1:55",,1,2010
23,,,+0:00,,Costa Rui,69,Caisse d'Epargne,",, 1:55",,1,2010
23,,,+0:00,,Pliuschin Alexandr,70,Team Katusha,",, 1:55",,1,2010
29,,,+0:00,,Veikkanen Jussi,71,Francaise des Jeux,",, 1:55",,1,2010
23,,,+0:00,,Sulzberger Wesley,72,Francaise des Jeux,",, 1:55",,1,2010
30,,,+0:00,,Nuyens Nick,73,Rabobank ProTeam,",, 1:55",,1,2010
33,,,+0:00,,Carlstr\xf6m Kjell,74,Sky Procycling,",, 1:55",,1,2010
30,,,+0:00,,Florencio Xavier,75,Cervelo Test Team,",, 1:55",,1,2010
25,,,+0:00,,Renev Sergey,76,Astana,",, 1:55",,1,2010
31,,,+0:00,,Kirchen Kim,77,Team Katusha,",, 1:55",,1,2010
28,,,+0:00,,Efimkin Vladimir,78,AG2R La Mondiale,",, 1:55",,1,2010
25,,,+0:00,,Possoni Morris,79,Sky Procycling,",, 1:55",,1,2010
38,,,+0:00,,Arrieta Jose Luis,80,AG2R La Mondiale,",, 1:55",,1,2010
29,,,+0:00,,Kolobnev Alexandr,81,Team Katusha,",, 1:55",,1,2010
26,,,+0:00,,Sanchez Luis Leon,82,Caisse d'Epargne,",, 1:55",,1,2010
24,,,+0:00,,Feillu Brice,83,Vacansoleil,",, 1:55",,1,2010
33,,,+0:00,,Hunter Robert,84,Team Garmin - Transitions,",, 1:55",,1,2010
29,,,+0:00,,Bazayev Assan,85,Astana,",, 1:55",,1,2010
36,,,+0:00,,Wrolich Peter,86,Milram,3:09 3:09,,1,2010
29,,,+0:00,,Iglinskiy Maxim,87,Astana,",, 3:09",,1,2010
26,,,+0:00,,Burghardt Marcus,88,BMC Racing Team,",, 3:09",,1,2010
32,,,+0:00,,L\xf6wik Gerben,89,Omega Pharma-Lotto,",, 3:09",,1,2010
28,,,+0:00,,Mondory Lloyd,90,AG2R La Mondiale,",, 3:09",,1,2010
29,,,+0:00,,Roulston Hayden,91,Team HTC - Columbia,",, 3:09",,1,2010
37,,,+0:00,,McEwen Robbie,92,Team Katusha,",, 3:09",,1,2010
30,,,+0:00,,Chavanel Sylvain,93,Quickstep - Innergetic,",, 3:09",,1,2010
30,,,+0:00,,Popovych Yaroslav,94,RadioShack,",, 3:09",,1,2010
25,,,+0:00,,Cavendish Mark,95,Team HTC - Columbia,",, 3:09",,1,2010
23,,,+0:00,,Oss Daniel,96,Liquigas - Doimo,",, 3:09",,1,2010
25,,,+0:00,,Sesma Daniel,97,Euskaltel - Euskadi,",, 3:09",,1,2010
29,,,+0:00,,Albasini Michael,98,Team HTC - Columbia,",, 3:09",,1,2010
28,,,+0:00,,Wynants Maarten,99,Quickstep - Innergetic,",, 3:09",,1,2010
34,,,+0:00,,Kroon Karsten,100,BMC Racing Team,",, 3:09",,1,2010
27,,,+0:00,,Kaisen Olivier,101,Omega Pharma-Lotto,",, 3:09",,1,2010
28,,,+0:00,,Coyot Arnaud,102,Caisse d'Epargne,",, 3:09",,1,2010
29,,,+0:00,,Mourey Francis,103,Francaise des Jeux,",, 3:09",,1,2010
32,,,+0:00,,Nocentini Rinaldo,104,AG2R La Mondiale,",, 3:09",,1,2010
26,,,+0:00,,Go\u0142a\u015b Micha\u0142,105,Vacansoleil,",, 3:09",,1,2010
28,,,+0:00,,Lorenzetto Mirco,106,Lampre - Farnese Vini,",, 3:09",,1,2010
25,,,+0:00,,Gajek Artur,107,Milram,",, 3:09",,1,2010
35,,,+0:00,,Turpin Ludovic,108,AG2R La Mondiale,",, 3:09",,1,2010
25,,,+0:00,,Breschel Matti,109,Saxo Bank,",, 3:09",,1,2010
25,,,+0:00,,Capelli Ermano,110,Footon-Servetto,",, 3:09",,1,2010
22,,,+0:00,,Meyer Cameron,111,Team Garmin - Transitions,",, 3:09",,1,2010
30,,,+0:00,,Rogers Michael,112,Team HTC - Columbia,",, 3:09",,1,2010
26,,,+0:00,,Deignan Philip,113,Cervelo Test Team,",, 3:09",,1,2010
31,,,+0:00,,Gourov Maxim,114,Astana,",, 3:09",,1,2010
32,,,+0:00,,Hoste Leif,115,Omega Pharma-Lotto,",, 3:09",,1,2010
26,,,+0:00,,Maaskant Martijn,116,Team Garmin - Transitions,",, 3:09",,1,2010
28,,,+0:00,,Hernandez Gutierrez Aitor,117,Euskaltel - Euskadi,",, 3:09",,1,2010
31,,,+0:00,,Ljungblad Jonas,118,Omega Pharma-Lotto,5:33 5:33,,1,2010
27,,,+0:00,,Txurruka Amets,119,Euskaltel - Euskadi,",, 5:33",,1,2010
30,,,+0:00,,Lancaster Brett,120,Cervelo Test Team,",, 5:33",,1,2010
32,,,+0:00,,Hulsmans Kevin,121,Quickstep - Innergetic,",, 5:33",,1,2010
30,,,+0:00,,Kuchynski Aliaksandr,122,Liquigas - Doimo,",, 5:33",,1,2010
29,,,+0:00,,Eisel Bernhard,123,Team HTC - Columbia,",, 5:33",,1,2010
36,,,+0:00,,Hunt Jeremy,124,Cervelo Test Team,6:05 6:05,,1,2010
