Age,GC,GC-Time,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
29,68,+0:10,,Aerts Mario,68,T-Mobile Team,",, 0:10",+0:10,,1,2004
24,69,+0:10,,Mutsaars Ronald,69,Rabobank ProTeam,",, 0:10",+0:10,,1,2004
21,70,+0:10,,Krauss Sven,70,Gerolsteiner,",, 0:10",+0:10,,1,2004
29,71,+0:10,,Wrolich Peter,71,Gerolsteiner,",, 0:10",+0:10,,1,2004
22,72,+0:10,,Dekkers Hans,72,Rabobank ProTeam,",, 0:10",+0:10,,1,2004
34,73,+0:10,,Wauters Marc,73,Rabobank ProTeam,",, 0:10",+0:10,,1,2004
28,74,+0:10,,Murn Uros,74,Phonak Hearing Systems,",, 0:10",+0:10,,1,2004
33,75,+0:10,,Petito Roberto,75,Fassa Bortolo,",, 0:10",+0:10,,1,2004
25,76,+0:10,,Schreck Stephan,76,T-Mobile Team,",, 0:10",+0:10,,1,2004
23,77,+0:10,,Barbe Koen,77,,",, 0:10",+0:10,,1,2004
23,78,+0:10,,van Goolen Jurgen,78,Quickstep - Davitamon,",, 0:10",+0:10,,1,2004
22,79,+0:10,,Cancellara Fabian,79,Fassa Bortolo,",, 0:10",+0:10,,1,2004
28,80,+0:10,,Verbrugghe Ief,80,Lotto - Domo,",, 0:10",+0:10,,1,2004
22,81,+0:10,,Fothen Markus,81,Gerolsteiner,",, 0:10",+0:10,,1,2004
21,82,+0:10,,Tschopp Johann,82,Phonak Hearing Systems,",, 0:10",+0:10,,1,2004
23,83,+0:10,,Kern Christophe,83,Brioches La Boulang\xe8re,",, 0:10",+0:10,,1,2004
24,84,+0:10,,Joly S\xe9bastien,84,Cr\xe9dit Agricole,",, 0:10",+0:10,,1,2004
33,85,+0:10,,Borghi Ruggero,85,De Nardi,",, 0:10",+0:10,,1,2004
35,86,+0:10,,Bramati Davide,86,Quickstep - Davitamon,",, 0:10",+0:10,,1,2004
30,87,+0:10,,Casagranda Stefano,87,Saeco,",, 0:10",+0:10,,1,2004
22,88,+0:10,,Cobo Juan Jose,88,Saunier Duval - Prodir,",, 0:10",+0:10,,1,2004
30,89,+0:10,,Ordowski Volker,89,Gerolsteiner,",, 0:10",+0:10,,1,2004
21,90,+0:10,,Facci Mauro,90,Fassa Bortolo,",, 0:10",+0:10,,1,2004
28,91,+0:10,,Pieri Dario,91,Saeco,",, 0:10",+0:10,,1,2004
29,92,+0:10,,Berges Stephane,92,AG2R Pr\xe9voyance,",, 0:10",+0:10,,1,2004
23,93,+0:10,,NAULLEAU Alexandre,93,Brioches La Boulang\xe8re,",, 0:10",+0:10,,1,2004
31,94,+0:10,,Nardello Daniele,94,T-Mobile Team,",, 0:10",+0:10,,1,2004
30,95,+0:10,,Jalabert Nicolas,95,Phonak Hearing Systems,",, 0:10",+0:10,,1,2004
28,96,+0:10,,De Angeli Luca,96,Fassa Bortolo,",, 0:10",+0:10,,1,2004
33,97,+0:10,,Goubert Stephane,97,AG2R Pr\xe9voyance,",, 0:10",+0:10,,1,2004
23,98,+0:10,,Nuyens Nick,98,Quickstep - Davitamon,",, 0:10",+0:10,,1,2004
24,99,+0:10,,Krivtsov Yuriy,99,AG2R Pr\xe9voyance,",, 0:10",+0:10,,1,2004
29,100,+0:10,,Auge St\xe9phane,100,Cr\xe9dit Agricole,",, 0:10",+0:10,,1,2004
31,101,+0:10,,Boven Jan,101,Rabobank ProTeam,",, 0:10",+0:10,,1,2004
35,102,+0:10,,Zanini Stefano,102,Quickstep - Davitamon,",, 0:10",+0:10,,1,2004
26,103,+0:10,,Meys David,103,,",, 0:10",+0:10,,1,2004
25,104,+0:10,,de Spiegelaere Bart,104,,",, 0:10",+0:10,,1,2004
27,105,+0:10,,Yakovlev Serguei,105,T-Mobile Team,",, 0:10",+0:10,,1,2004
31,106,+0:10,,Schmidt Torsten,106,Gerolsteiner,",, 0:10",+0:10,,1,2004
25,107,+0:10,,Tankink Bram,107,Quickstep - Davitamon,",, 0:10",+0:10,,1,2004
23,108,+0:10,,Wiggins Bradley,108,Cr\xe9dit Agricole,",, 0:10",+0:10,,1,2004
23,109,+0:10,,Hiekmann Torsten,109,T-Mobile Team,",, 0:10",+0:10,,1,2004
23,110,+0:10,,Loosli David,110,Saeco,",, 0:10",+0:10,,1,2004
29,111,+0:10,,Pugaci Igor,111,De Nardi,",, 0:10",+0:10,,1,2004
30,112,+0:10,,Oriol Christophe,112,AG2R Pr\xe9voyance,",, 0:10",+0:10,,1,2004
30,113,+0:10,,Christensen Bekim leif,113,CSC ProTeam,",, 0:10",+0:10,,1,2004
23,114,+0:36,,van der Slagmolen Kevin,114,,0:36 0:36,+0:36,,1,2004
30,115,+0:42,,Marichal Thierry,115,Lotto - Domo,0:42 0:42,+0:42,,1,2004
35,116,+0:42,,Sandst\xf8d Michael,116,CSC ProTeam,",, 0:42",+0:42,,1,2004
26,117,+1:23,,Hoste Leif,117,Lotto - Domo,1:23 1:23,+1:23,,1,2004
24,118,+3:12,,Muravyev Dmitriy,118,Cr\xe9dit Agricole,3:12 3:12,+3:12,,1,2004
29,119,+4:23,,Nazon Damien,119,Cr\xe9dit Agricole,4:23 4:23,+4:23,,1,2004
23,1,+0:00,8.0,Boonen Tom,1,Quickstep - Davitamon,6:07:27 6:07:27,+0:00,\u25b27,2,2004
21,2,+0:03,1.0,Ventoso Francisco,2,Saunier Duval - Prodir,0:03 0:03,+0:12,\u25bc1,2,2004
27,3,+0:04,21.0,Nazon Jean-Patrick,3,AG2R Pr\xe9voyance,0:04 0:04,+0:03,\u25b218,2,2004
20,4,+0:07,2.0,Chavanel S\xe9bastien,4,Brioches La Boulang\xe8re,0:07 0:07,+0:12,\u25bc2,2,2004
31,5,+0:08,6.0,McEwen Robbie,5,Lotto - Domo,0:08 0:08,+0:09,\u25b21,2,2004
26,6,+0:09,3.0,Hunter Robert,6,Rabobank ProTeam,0:09 0:09,+0:12,\u25bc3,2,2004
23,7,+0:09,11.0,Chicchi Francesco,7,Fassa Bortolo,",, 0:09",+0:08,\u25b24,2,2004
31,8,+0:10,5.0,H\xf8j Frank,8,CSC ProTeam,0:10 0:10,+0:12,\u25bc3,2,2004
34,9,+0:12,23.0,Michaelsen Lars,9,CSC ProTeam,0:12 0:12,+0:11,\u25b214,2,2004
30,10,+0:13,13.0,Pollack Olaf,10,Gerolsteiner,0:13 0:13,+0:12,\u25b23,2,2004
28,11,+0:13,12.0,Jegou Lilian,11,Cr\xe9dit Agricole,",, 0:13",+0:12,\u25b21,2,2004
28,12,+0:13,24.0,Balducci Gabriele,12,Saeco,",, 0:13",+0:12,\u25b212,2,2004
23,13,+0:13,18.0,Sentjens Roy,13,Rabobank ProTeam,",, 0:13",+0:12,\u25b25,2,2004
28,14,+0:13,19.0,Ongarato Alberto,14,Fassa Bortolo,",, 0:13",+0:12,\u25b25,2,2004
31,15,+0:13,29.0,Guidi Fabrizio,15,CSC ProTeam,",, 0:13",+0:12,\u25b214,2,2004
32,16,+0:13,34.0,van Bon L\xe9on,16,Lotto - Domo,",, 0:13",+0:12,\u25b218,2,2004
28,17,+0:13,43.0,Commesso Salvatore,17,Saeco,",, 0:13",+0:12,\u25b226,2,2004
27,18,+0:13,30.0,Cretskens Wilfried,18,Quickstep - Davitamon,",, 0:13",+0:12,\u25b212,2,2004
30,19,+0:13,41.0,Moerenhout Koos,19,Lotto - Domo,",, 0:13",+0:12,\u25b222,2,2004
24,20,+0:13,48.0,Lang Sebastian,20,Gerolsteiner,",, 0:13",+0:12,\u25b228,2,2004
29,21,+0:13,44.0,Vandenbroucke Frank,21,Mrbookmaker.com - Palmans,",, 0:13",+0:12,\u25b223,2,2004
31,22,+0:13,50.0,Beneteau Walter,22,Brioches La Boulang\xe8re,",, 0:13",+0:12,\u25b228,2,2004
25,23,+0:13,52.0,Schoonacker Jehudi,23,,",, 0:13",+0:12,\u25b229,2,2004
23,24,+0:13,67.0,Mori Manuele,24,Saunier Duval - Prodir,",, 0:13",+0:12,\u25b243,2,2004
23,25,+0:13,53.0,Dumoulin Samuel,25,AG2R Pr\xe9voyance,",, 0:13",+0:12,\u25b228,2,2004
29,26,+0:13,65.0,Detilloux Christophe,26,Lotto - Domo,",, 0:13",+0:12,\u25b239,2,2004
29,27,+0:13,55.0,Sacchi Fabio,27,Fassa Bortolo,",, 0:13",+0:12,\u25b228,2,2004
32,28,+0:13,60.0,Knaven Servais,28,Quickstep - Davitamon,",, 0:13",+0:12,\u25b232,2,2004
34,29,+0:13,73.0,Wauters Marc,29,Rabobank ProTeam,",, 0:13",+0:12,\u25b244,2,2004
35,30,+0:13,102.0,Zanini Stefano,30,Quickstep - Davitamon,",, 0:13",+0:12,\u25b272,2,2004
33,31,+0:21,56.0,Honchar Serhiy,31,De Nardi,0:21 0:21,+0:20,\u25b225,2,2004
34,32,+0:22,32.0,Agnolutto Christophe,32,AG2R Pr\xe9voyance,0:22 0:22,+0:21,-,2,2004
24,33,+0:23,46.0,Eriksen Thomas bruun,33,CSC ProTeam,0:23 0:23,+0:22,\u25b213,2,2004
24,34,+0:25,69.0,Mutsaars Ronald,34,Rabobank ProTeam,0:25 0:25,+0:24,\u25b235,2,2004
28,35,+0:25,80.0,Verbrugghe Ief,35,Lotto - Domo,",, 0:25",+0:24,\u25b245,2,2004
23,36,+0:25,78.0,van Goolen Jurgen,36,Quickstep - Davitamon,",, 0:25",+0:24,\u25b242,2,2004
33,37,+0:25,75.0,Petito Roberto,37,Fassa Bortolo,",, 0:25",+0:24,\u25b238,2,2004
23,38,+0:25,98.0,Nuyens Nick,38,Quickstep - Davitamon,",, 0:25",+0:24,\u25b260,2,2004
24,39,+0:25,99.0,Krivtsov Yuriy,39,AG2R Pr\xe9voyance,",, 0:25",+0:24,\u25b260,2,2004
31,40,+0:25,106.0,Schmidt Torsten,40,Gerolsteiner,",, 0:25",+0:24,\u25b266,2,2004
29,41,+0:34,71.0,Wrolich Peter,41,Gerolsteiner,0:34 0:34,+0:33,\u25b230,2,2004
21,42,+0:35,57.0,De Weert Kevin,42,Rabobank ProTeam,0:35 0:35,+0:34,\u25b215,2,2004
22,43,+0:41,79.0,Cancellara Fabian,43,Fassa Bortolo,0:41 0:41,+0:40,\u25b236,2,2004
31,44,+0:54,101.0,Boven Jan,44,Rabobank ProTeam,0:54 0:54,+0:53,\u25b257,2,2004
26,45,+5:31,4.0,Usov Alexandre,45,Phonak Hearing Systems,5:31 5:31,+5:33,\u25bc41,2,2004
23,46,+5:33,9.0,Baumann Eric,46,T-Mobile Team,5:33 5:33,+5:33,\u25bc37,2,2004
22,47,+5:34,17.0,van Mechelen Wouter,47,,5:34 5:34,+5:33,\u25bc30,2,2004
22,48,+5:34,16.0,Traksel Bobbie,48,Rabobank ProTeam,",, 5:34",+5:33,\u25bc32,2,2004
25,49,+5:34,37.0,van Speybroeck Wesley,49,,",, 5:34",+5:33,\u25bc12,2,2004
23,50,+5:34,49.0,Geslin Anthony,50,Brioches La Boulang\xe8re,",, 5:34",+5:33,\u25bc1,2,2004
29,51,+5:34,68.0,Aerts Mario,51,T-Mobile Team,",, 5:34",+5:33,\u25b217,2,2004
22,52,+5:34,81.0,Fothen Markus,52,Gerolsteiner,",, 5:34",+5:33,\u25b229,2,2004
29,53,+5:34,92.0,Berges Stephane,53,AG2R Pr\xe9voyance,",, 5:34",+5:33,\u25b239,2,2004
30,54,+5:34,89.0,Ordowski Volker,54,Gerolsteiner,",, 5:34",+5:33,\u25b235,2,2004
30,55,+5:34,87.0,Casagranda Stefano,55,Saeco,",, 5:34",+5:33,\u25b232,2,2004
29,56,+5:34,100.0,Auge St\xe9phane,56,Cr\xe9dit Agricole,",, 5:34",+5:33,\u25b244,2,2004
25,57,+5:34,107.0,Tankink Bram,57,Quickstep - Davitamon,",, 5:34",+5:33,\u25b250,2,2004
26,58,+6:47,117.0,Hoste Leif,58,Lotto - Domo,6:47 6:47,+5:33,\u25b259,2,2004
22,59,+10:44,54.0,Gomez Gomez Angel,59,Saunier Duval - Prodir,10:44 10:44,+10:43,\u25bc5,2,2004
25,60,+33:26,31.0,Loddo Alberto,60,Saunier Duval - Prodir,33:26 33:26,+33:25,\u25bc29,2,2004
24,61,+33:26,62.0,Bertogliati Rubens,61,Saunier Duval - Prodir,",, 33:26",+33:25,\u25b21,2,2004
24,62,+33:27,7.0,Laidoun Julien,62,AG2R Pr\xe9voyance,33:27 33:27,+33:28,\u25bc55,2,2004
19,63,+33:29,10.0,Jur\u010do Matej,63,De Nardi,33:29 33:29,+33:28,\u25bc53,2,2004
24,64,+33:29,35.0,Rast Gregory,64,Phonak Hearing Systems,",, 33:29",+33:28,\u25bc29,2,2004
26,65,+33:29,26.0,F\xf6rster Robert,65,Gerolsteiner,",, 33:29",+33:28,\u25bc39,2,2004
28,66,+33:29,38.0,Grabsch Bert,66,Phonak Hearing Systems,",, 33:29",+33:28,\u25bc28,2,2004
30,67,+33:29,42.0,Konecny Tomas,67,T-Mobile Team,",, 33:29",+33:28,\u25bc25,2,2004
30,68,+33:29,14.0,Korff Andre,68,T-Mobile Team,",, 33:29",+33:28,\u25bc54,2,2004
23,69,+33:29,20.0,Albasini Michael,69,Phonak Hearing Systems,",, 33:29",+33:28,\u25bc49,2,2004
29,70,+33:29,15.0,Hinault S\xe9bastien,70,Cr\xe9dit Agricole,",, 33:29",+33:28,\u25bc55,2,2004
22,71,+33:29,47.0,Zaugg Oliver,71,Saunier Duval - Prodir,",, 33:29",+33:28,\u25bc24,2,2004
28,72,+33:29,36.0,Ludewig Jorg,72,Saeco,",, 33:29",+33:28,\u25bc36,2,2004
27,73,+33:29,22.0,Cadamuro Simone,73,De Nardi,",, 33:29",+33:28,\u25bc51,2,2004
23,74,+33:29,51.0,Martias Rony,74,Brioches La Boulang\xe8re,",, 33:29",+33:28,\u25bc23,2,2004
23,75,+33:29,40.0,Kashechkin Andrey,75,Cr\xe9dit Agricole,",, 33:29",+33:28,\u25bc35,2,2004
22,76,+33:29,33.0,Caethoven Steven,76,,",, 33:29",+33:28,\u25bc43,2,2004
24,77,+33:29,58.0,Voeckler Thomas,77,Brioches La Boulang\xe8re,",, 33:29",+33:28,\u25bc19,2,2004
23,78,+33:29,28.0,Vanotti Alessandro,78,De Nardi,",, 33:29",+33:28,\u25bc50,2,2004
30,79,+33:29,64.0,Schnider Daniel,79,Phonak Hearing Systems,",, 33:29",+33:28,\u25bc15,2,2004
25,80,+33:29,27.0,Bonomi Giosue,80,Saeco,",, 33:29",+33:28,\u25bc53,2,2004
28,81,+33:29,74.0,Murn Uros,81,Phonak Hearing Systems,",, 33:29",+33:28,\u25bc7,2,2004
34,82,+33:29,39.0,Hoffman Tristan,82,CSC ProTeam,",, 33:29",+33:28,\u25bc43,2,2004
28,83,+33:29,25.0,Glomser Gerrit,83,Saeco,",, 33:29",+33:28,\u25bc58,2,2004
28,84,+33:29,61.0,Ca\xf1ada David,84,Saunier Duval - Prodir,",, 33:29",+33:28,\u25bc23,2,2004
22,85,+33:29,72.0,Dekkers Hans,85,Rabobank ProTeam,",, 33:29",+33:28,\u25bc13,2,2004
35,86,+33:29,45.0,Madsen Jimmi,86,CSC ProTeam,",, 33:29",+33:28,\u25bc41,2,2004
21,87,+33:29,82.0,Tschopp Johann,87,Phonak Hearing Systems,",, 33:29",+33:28,\u25bc5,2,2004
23,88,+33:29,83.0,Kern Christophe,88,Brioches La Boulang\xe8re,",, 33:29",+33:28,\u25bc5,2,2004
23,89,+33:29,77.0,Barbe Koen,89,,",, 33:29",+33:28,\u25bc12,2,2004
26,90,+33:29,66.0,Giordani Leonardo,90,De Nardi,",, 33:29",+33:28,\u25bc24,2,2004
22,91,+33:29,59.0,Lorenzetto Mirco,91,De Nardi,",, 33:29",+33:28,\u25bc32,2,2004
21,92,+33:29,70.0,Krauss Sven,92,Gerolsteiner,",, 33:29",+33:28,\u25bc22,2,2004
23,93,+33:29,93.0,NAULLEAU Alexandre,93,Brioches La Boulang\xe8re,",, 33:29",+33:28,-,2,2004
34,94,+33:29,63.0,van Petegem Peter,94,Lotto - Domo,",, 33:29",+33:28,\u25bc31,2,2004
25,95,+33:29,76.0,Schreck Stephan,95,T-Mobile Team,",, 33:29",+33:28,\u25bc19,2,2004
21,96,+33:29,90.0,Facci Mauro,96,Fassa Bortolo,",, 33:29",+33:28,\u25bc6,2,2004
33,97,+33:29,85.0,Borghi Ruggero,97,De Nardi,",, 33:29",+33:28,\u25bc12,2,2004
23,98,+33:29,110.0,Loosli David,98,Saeco,",, 33:29",+33:28,\u25b212,2,2004
35,99,+33:29,86.0,Bramati Davide,99,Quickstep - Davitamon,",, 33:29",+33:28,\u25bc13,2,2004
25,100,+33:29,104.0,de Spiegelaere Bart,100,,",, 33:29",+33:28,\u25b24,2,2004
28,101,+33:29,91.0,Pieri Dario,101,Saeco,",, 33:29",+33:28,\u25bc10,2,2004
28,102,+33:29,96.0,De Angeli Luca,102,Fassa Bortolo,",, 33:29",+33:28,\u25bc6,2,2004
23,103,+33:29,109.0,Hiekmann Torsten,103,T-Mobile Team,",, 33:29",+33:28,\u25b26,2,2004
27,104,+33:29,105.0,Yakovlev Serguei,104,T-Mobile Team,",, 33:29",+33:28,\u25b21,2,2004
26,105,+33:29,103.0,Meys David,105,,",, 33:29",+33:28,\u25bc2,2,2004
22,106,+33:29,88.0,Cobo Juan Jose,106,Saunier Duval - Prodir,",, 33:29",+33:28,\u25bc18,2,2004
30,107,+33:29,95.0,Jalabert Nicolas,107,Phonak Hearing Systems,",, 33:29",+33:28,\u25bc12,2,2004
31,108,+33:29,94.0,Nardello Daniele,108,T-Mobile Team,",, 33:29",+33:28,\u25bc14,2,2004
33,109,+33:29,97.0,Goubert Stephane,109,AG2R Pr\xe9voyance,",, 33:29",+33:28,\u25bc12,2,2004
29,110,+33:29,111.0,Pugaci Igor,110,De Nardi,",, 33:29",+33:28,\u25b21,2,2004
30,111,+33:29,113.0,Christensen Bekim leif,111,CSC ProTeam,",, 33:29",+33:28,\u25b22,2,2004
23,112,+33:29,108.0,Wiggins Bradley,112,Cr\xe9dit Agricole,",, 33:29",+33:28,\u25bc4,2,2004
30,113,+33:29,112.0,Oriol Christophe,113,AG2R Pr\xe9voyance,",, 33:29",+33:28,\u25bc1,2,2004
23,114,+33:55,114.0,van der Slagmolen Kevin,114,,33:55 33:55,+33:28,-,2,2004
35,115,+34:01,116.0,Sandst\xf8d Michael,115,CSC ProTeam,34:01 34:01,+33:28,\u25b21,2,2004
30,116,+34:01,115.0,Marichal Thierry,116,Lotto - Domo,",, 34:01",+33:28,\u25bc1,2,2004
26,1,+0:00,6.0,Hunter Robert,1,Rabobank ProTeam,11:02:10 11:02:10,+0:00,\u25b25,3,2004
31,2,+0:03,5.0,McEwen Robbie,2,Lotto - Domo,0:03 0:03,+0:04,\u25b23,3,2004
27,3,+0:03,3.0,Nazon Jean-Patrick,3,AG2R Pr\xe9voyance,",, 0:03",+0:08,-,3,2004
23,4,+0:11,1.0,Boonen Tom,4,Quickstep - Davitamon,0:11 0:11,+0:20,\u25bc3,3,2004
29,5,+0:19,21.0,Vandenbroucke Frank,5,Mrbookmaker.com - Palmans,0:19 0:19,+0:15,\u25b216,3,2004
32,6,+0:23,28.0,Knaven Servais,6,Quickstep - Davitamon,0:23 0:23,+0:19,\u25b222,3,2004
31,7,+0:26,8.0,H\xf8j Frank,7,CSC ProTeam,0:26 0:26,+0:25,\u25b21,3,2004
34,8,+0:28,9.0,Michaelsen Lars,8,CSC ProTeam,0:28 0:28,+0:25,\u25b21,3,2004
28,9,+0:28,12.0,Balducci Gabriele,9,Saeco,",, 0:28",+0:24,\u25b23,3,2004
23,10,+0:29,13.0,Sentjens Roy,10,Rabobank ProTeam,0:29 0:29,+0:25,\u25b23,3,2004
31,11,+0:29,15.0,Guidi Fabrizio,11,CSC ProTeam,",, 0:29",+0:25,\u25b24,3,2004
28,12,+0:29,11.0,Jegou Lilian,12,Cr\xe9dit Agricole,",, 0:29",+0:25,\u25bc1,3,2004
32,13,+0:29,16.0,van Bon L\xe9on,13,Lotto - Domo,",, 0:29",+0:25,\u25b23,3,2004
31,14,+0:29,22.0,Beneteau Walter,14,Brioches La Boulang\xe8re,",, 0:29",+0:25,\u25b28,3,2004
23,15,+0:29,24.0,Mori Manuele,15,Saunier Duval - Prodir,",, 0:29",+0:25,\u25b29,3,2004
27,16,+0:29,18.0,Cretskens Wilfried,16,Quickstep - Davitamon,",, 0:29",+0:25,\u25b22,3,2004
28,17,+0:29,17.0,Commesso Salvatore,17,Saeco,",, 0:29",+0:25,-,3,2004
24,18,+0:29,20.0,Lang Sebastian,18,Gerolsteiner,",, 0:29",+0:25,\u25b22,3,2004
23,19,+0:29,25.0,Dumoulin Samuel,19,AG2R Pr\xe9voyance,",, 0:29",+0:25,\u25b26,3,2004
29,20,+0:29,26.0,Detilloux Christophe,20,Lotto - Domo,",, 0:29",+0:25,\u25b26,3,2004
